name,Rank,position,team,position_rank,tier,rank_min,rank_max,rank_ave,rank_std,source_player_id
Josh Allen,1,QB,BUF,QB1,1,1,2,1.04,0.21,17298
Lamar Jackson,2,QB,BAL,QB2,1,1,7,2.63,1.06,17233
Drake Maye,3,QB,NE,QB3,1,2,7,3.36,1.14,23046
Joe Burrow,4,QB,CIN,QB4,1,2,19,4.78,2.92,19196
Jayden Daniels,5,QB,WAS,QB5,2,3,17,5.97,2.61,22902
Jalen Hurts,6,QB,PHI,QB6,2,2,16,6.70,2.41,19275
Ja'Marr Chase,7,WR,CIN,WR1,2,6,12,7.61,2.43,19788
Puka Nacua,8,WR,LAR,WR2,2,6,21,10.75,2.39,23180
Caleb Williams,9,QB,CHI,QB7,2,3,26,11.16,4.97,23084
Jahmyr Gibbs,10,RB,DET,RB1,2,2,15,11.30,2.62,22968
Bijan Robinson,11,RB,ATL,RB2,2,3,37,11.42,3.94,23133
Justin Herbert,12,QB,LAC,QB8,2,5,30,11.45,5.04,18635
Jaxon Smith-Njigba,13,WR,SEA,WR3,3,6,20,12.39,2.07,23070
Dak Prescott,14,QB,DAL,QB9,3,7,30,14.70,5.13,15600
Trevor Lawrence,15,QB,JAC,QB10,3,7,26,14.87,4.55,19780
Amon-Ra St. Brown,16,WR,DET,WR4,3,11,41,15.36,4.36,19799
Christian McCaffrey,17,RB,SF,RB3,3,10,45,19.19,7.88,16393
CeeDee Lamb,18,WR,DAL,WR5,3,14,44,20.58,4.04,19202
Jaxson Dart,19,QB,NYG,QB11,3,8,39,20.87,7.81,23160
Brock Purdy,20,QB,SF,QB12,3,11,32,20.90,4.54,19797
Justin Jefferson,21,WR,MIN,WR6,3,12,46,21.19,4.64,19236
Drake London,22,WR,ATL,WR7,4,20,49,25.30,5.36,23163
Jonathan Taylor,23,RB,IND,RB4,4,14,48,25.45,8.54,19217
Bo Nix,24,QB,DEN,QB13,4,13,41,26.30,6.04,22910
Patrick Mahomes II,25,QB,KC,QB14,4,15,41,26.43,6.36,16413
A.J. Brown,26,WR,NE,WR8,4,20,51,28.30,7.13,18218
Matthew Stafford,27,QB,LAR,QB15,4,16,50,30.45,7.84,9451
Nico Collins,28,WR,HOU,WR9,4,24,50,30.54,5.71,20130
Ashton Jeanty,29,RB,LV,RB5,4,15,61,30.76,9.44,25989
Trey McBride,30,TE,ARI,TE1,5,27,54,34.16,6.05,22936
George Pickens,31,WR,DAL,WR10,5,24,57,34.37,6.59,22963
James Cook III,32,RB,BUF,RB6,5,15,59,34.66,10.31,22958
De'Von Achane,33,RB,MIA,RB7,5,13,68,35.04,9.40,23136
Chase Brown,34,RB,CIN,RB8,5,22,54,35.28,7.76,25324
Jared Goff,35,QB,DET,QB16,5,9,55,35.30,9.33,15501
Rashee Rice,36,WR,KC,WR11,5,23,63,36.37,10.00,23113
Brock Bowers,37,TE,LV,TE2,5,22,60,37.61,5.29,22955
Kyler Murray,38,QB,MIN,QB17,5,14,64,37.93,11.93,18600
Chris Olave,39,WR,NO,WR12,5,28,69,38.36,9.45,20111
Omarion Hampton,40,RB,LAC,RB9,5,23,58,39.60,7.49,25395
DeVonta Smith,41,WR,PHI,WR13,5,27,63,41.12,8.52,19222
Saquon Barkley,42,RB,PHI,RB10,5,22,65,41.75,8.65,17240
Jordan Love,43,QB,GB,QB18,5,20,60,45.37,9.45,19246
Baker Mayfield,44,QB,TB,QB19,5,19,60,46.16,10.01,17237
Zay Flowers,45,WR,BAL,WR14,6,24,67,47.07,10.23,22916
Garrett Wilson,46,WR,NYJ,WR15,6,36,68,47.28,7.16,23072
Tyler Shough,47,QB,NO,QB20,6,29,66,47.61,10.00,23096
Kenneth Walker III,48,RB,KC,RB11,6,27,79,48.43,10.43,23021
Tetairoa McMillan,49,WR,CAR,WR16,6,28,72,48.78,9.53,25417
Tee Higgins,50,WR,CIN,WR17,6,35,69,48.97,8.38,19211
Ladd McConkey,51,WR,LAC,WR18,6,30,76,52.54,8.86,26122
Jeremiyah Love,52,RB,ARI,RB12,6,42,90,54.07,9.89,25403
Malik Willis,53,QB,MIA,QB21,6,21,94,54.73,12.55,23499
Jaylen Waddle,54,WR,DEN,WR19,6,34,76,55.55,8.78,19790
Colston Loveland,55,TE,CHI,TE3,6,39,106,55.87,16.40,26006
Emeka Egbuka,56,WR,TB,WR20,6,35,82,55.99,9.95,23062
Derrick Henry,57,RB,BAL,RB13,6,25,74,56.19,9.93,15514
Breece Hall,58,RB,NYJ,RB14,6,47,84,58.09,7.21,22982
Malik Nabers,59,WR,NYG,WR21,6,21,91,58.18,16.76,25409
C.J. Stroud,60,QB,HOU,QB22,6,22,76,60.40,9.94,23071
Kyren Williams,61,RB,LAR,RB15,6,45,77,61.42,8.75,23059
Terry McLaurin,62,WR,WAS,WR22,6,44,80,61.76,7.85,18466
Josh Jacobs,63,RB,GB,RB16,6,42,81,62.09,9.05,18269
Sam Darnold,64,QB,SEA,QB23,6,24,83,62.64,7.18,17236
Luther Burden III,65,WR,CHI,WR23,7,49,84,64.42,8.34,27016
Javonte Williams,66,RB,DAL,RB17,7,48,81,66.78,8.06,22739
Cam Ward,67,QB,TEN,QB24,7,33,91,67.16,8.20,24755
Davante Adams,68,WR,LAR,WR24,7,53,84,68.24,6.99,12123
Mike Evans,69,WR,SF,WR25,7,52,100,70.48,9.38,12119
Travis Etienne Jr.,70,RB,NO,RB18,7,47,95,70.72,9.71,19231
Bryce Young,71,QB,CAR,QB25,7,30,94,72.52,9.35,22900
DJ Moore,72,WR,BUF,WR26,7,36,117,74.16,12.84,17265
Jameson Williams,73,WR,DET,WR27,7,57,110,74.78,8.24,23677
Cam Skattebo,74,RB,NYG,RB19,7,54,99,74.90,8.79,27166
Tyler Warren,75,TE,IND,TE4,7,47,104,76.12,10.12,26434
Daniel Jones,76,QB,IND,QB26,7,26,127,72.18,15.17,18232
Bucky Irving,77,RB,TB,RB20,7,49,104,78.64,10.04,25981
Christian Watson,78,WR,GB,WR28,7,59,123,79.04,11.73,23886
Rome Odunze,79,WR,CHI,WR29,7,57,117,79.96,10.47,25411
Quinshon Judkins,80,RB,CLE,RB21,7,52,98,81.76,9.47,25391
TreVeyon Henderson,81,RB,NE,RB22,7,49,105,81.81,11.65,23065
D'Andre Swift,82,RB,CHI,RB23,7,67,98,82.99,7.62,19210
David Montgomery,83,RB,HOU,RB24,7,63,120,83.97,11.43,18239
Carnell Tate,84,WR,TEN,WR30,7,52,195,85.97,27.76,26009
Marvin Harrison Jr.,85,WR,ARI,WR31,7,63,123,87.61,12.25,23064
Jacoby Brissett,86,QB,ARI,QB27,8,27,127,87.80,20.22,15642
Bhayshul Tuten,87,RB,JAC,RB25,8,62,132,93.13,12.96,27297
Tucker Kraft,88,TE,GB,TE5,8,76,121,93.54,10.53,25298
Jaylen Warren,89,RB,PIT,RB26,8,79,108,94.22,5.98,24209
Harold Fannin Jr.,90,TE,CLE,TE6,8,78,127,96.24,10.60,27050
DK Metcalf,91,WR,PIT,WR32,8,69,129,97.30,13.00,18219
Jadarian Price,92,RB,SEA,RB27,8,74,116,97.45,8.74,27329
Alec Pierce,93,WR,IND,WR33,8,72,128,98.15,13.54,23791
Courtland Sutton,94,WR,DEN,WR34,8,69,122,98.45,13.18,17253
Brian Thomas Jr.,95,WR,JAC,WR35,8,72,127,98.87,13.11,23000
Chris Godwin Jr.,96,WR,TB,WR36,8,80,122,99.37,10.45,16406
Kyle Pitts Sr.,97,TE,ATL,TE7,8,86,119,99.87,9.00,20164
Tony Pollard,98,RB,TEN,RB28,8,79,119,101.43,8.38,18705
Rhamondre Stevenson,99,RB,NE,RB29,8,88,120,102.21,7.43,22726
Michael Pittman Jr.,100,WR,PIT,WR37,8,69,129,103.45,11.68,19278
Chuba Hubbard,101,RB,CAR,RB30,8,85,138,104.46,11.94,19792
Sam LaPorta,102,TE,DET,TE8,8,86,125,105.16,9.51,22978
Jordyn Tyson,103,WR,NO,WR38,8,80,201,105.31,24.53,26035
Parker Washington,104,WR,JAC,WR39,8,69,149,105.42,17.78,23106
Rico Dowdle,105,RB,PIT,RB31,8,82,130,107.13,9.43,19647
Wan'Dale Robinson,106,WR,TEN,WR40,8,69,148,107.72,15.18,22985
Michael Wilson,107,WR,ARI,WR41,8,82,139,108.18,11.74,25333
RJ Harvey,108,RB,DEN,RB32,8,54,153,109.51,17.48,27142
Josh Downs,109,WR,IND,WR42,8,72,137,112.09,15.43,24706
Jakobi Meyers,110,WR,JAC,WR43,8,84,146,113.36,12.84,18598
Ricky Pearsall,111,WR,SF,WR44,8,89,149,113.97,13.74,26214
Geno Smith,112,QB,NYJ,QB28,9,31,184,104.77,29.40,11687
Makai Lemon,113,WR,PHI,WR45,9,84,190,116.30,21.87,25420
Quentin Johnston,114,WR,LAC,WR46,9,89,135,117.25,10.79,23123
Travis Kelce,115,TE,KC,TE9,9,93,153,117.58,13.29,11594
Kyle Monangai,116,RB,CHI,RB33,9,99,138,117.75,9.33,27131
Kenny Gainwell,117,RB,TB,RB34,9,94,152,118.13,14.35,23310
George Kittle,118,TE,SF,TE10,9,47,161,119.51,19.92,16499
J.K. Dobbins,119,RB,DEN,RB35,9,92,154,120.30,13.46,19245
Jordan Addison,120,WR,MIN,WR47,9,101,139,120.58,9.09,23107
Rachaad White,121,RB,WAS,RB36,9,88,156,122.78,14.06,23891
Jake Ferguson,122,TE,DAL,TE11,9,104,153,122.93,11.42,22718
Blake Corum,123,RB,LAR,RB37,9,105,150,123.40,10.10,23013
Aaron Jones Sr.,124,RB,MIN,RB38,9,98,144,125.12,12.37,16673
Jayden Reed,125,WR,GB,WR48,9,100,146,125.31,10.57,23020
Aaron Rodgers,126,QB,PIT,QB29,9,29,177,95.49,24.95,9001
Dalton Kincaid,127,TE,BUF,TE12,9,111,164,129.13,12.89,25247
Isaiah Likely,128,TE,NYG,TE13,9,106,215,132.33,22.13,23781
Khalil Shakir,129,WR,BUF,WR49,9,108,169,132.55,11.70,23748
Jonathon Brooks,130,RB,CAR,RB39,9,97,214,132.91,26.69,26148
