name,Rank,position,team,position_rank,tier,rank_min,rank_max,rank_ave,rank_std,source_player_id
Josh Allen,1,QB,BUF,QB1,1,1,2,1.18,0.39,17298
Drake Maye,2,QB,NE,QB2,1,1,3,1.91,0.51,23046
Jayden Daniels,3,QB,WAS,QB3,1,3,23,5.91,5.68,22902
Ja'Marr Chase,4,WR,CIN,WR1,1,4,8,6.27,1.35,19788
Lamar Jackson,5,QB,BAL,QB4,2,3,27,6.73,6.76,17233
Joe Burrow,6,QB,CIN,QB5,2,3,16,7.64,4.27,19196
Puka Nacua,7,WR,LAR,WR2,2,6,15,9.18,2.33,23180
Jaxon Smith-Njigba,8,WR,SEA,WR3,2,7,13,10.09,1.73,23070
Jahmyr Gibbs,9,RB,DET,RB1,2,6,18,10.45,3.50,22968
Bijan Robinson,10,RB,ATL,RB2,2,7,18,10.64,3.87,23133
Caleb Williams,11,QB,CHI,QB6,2,4,41,11.55,9.67,23084
Justin Herbert,12,QB,LAC,QB7,2,6,28,12.36,7.21,18635
Jalen Hurts,13,QB,PHI,QB8,3,4,23,12.82,6.55,19275
Amon-Ra St. Brown,14,WR,DET,WR4,3,11,22,16.00,3.05,19799
Patrick Mahomes II,15,QB,KC,QB9,3,11,26,16.82,5.31,16413
CeeDee Lamb,16,WR,DAL,WR5,3,14,23,17.45,3.47,19202
Justin Jefferson,17,WR,MIN,WR6,3,12,24,18.18,3.69,19236
Trevor Lawrence,18,QB,JAC,QB10,3,12,32,18.82,6.36,19780
Ashton Jeanty,19,RB,LV,RB3,4,13,37,22.27,6.33,25989
Malik Nabers,20,WR,NYG,WR7,4,15,34,22.45,6.14,25409
Jeremiyah Love,21,RB,ARI,RB4,4,14,33,23.73,5.28,25403
Drake London,22,WR,ATL,WR8,4,13,28,24.09,4.14,23163
Jaxson Dart,23,QB,NYG,QB11,4,14,37,25.36,7.11,23160
De'Von Achane,24,RB,MIA,RB5,4,17,38,26.27,5.82,23136
Bo Nix,25,QB,DEN,QB12,4,17,45,26.45,8.75,22910
Brock Bowers,26,TE,LV,TE1,4,17,44,28.45,9.71,22955
Brock Purdy,27,QB,SF,QB13,4,15,63,28.55,13.73,19797
Omarion Hampton,28,RB,LAC,RB6,4,19,38,29.45,5.35,25395
James Cook III,29,RB,BUF,RB7,4,19,36,30.09,5.47,22958
Tetairoa McMillan,30,WR,CAR,WR9,4,24,39,31.36,4.01,25417
Dak Prescott,31,QB,DAL,QB14,4,17,61,33.18,14.83,15600
Jonathan Taylor,32,RB,IND,RB8,4,16,50,33.27,10.83,19217
Nico Collins,33,WR,HOU,WR10,4,29,40,33.91,3.34,20130
George Pickens,34,WR,DAL,WR11,5,27,40,35.45,3.89,22963
Jordan Love,35,QB,GB,QB15,5,20,67,36.82,15.27,19246
Chris Olave,36,WR,NO,WR12,5,16,48,37.45,8.33,20111
Emeka Egbuka,37,WR,TB,WR13,5,29,54,38.45,8.78,23062
Trey McBride,38,TE,ARI,TE2,5,22,48,38.64,7.76,22936
Kenneth Walker III,39,RB,KC,RB9,5,26,58,39.18,8.36,23021
Carnell Tate,40,WR,TEN,WR14,5,25,55,42.00,9.31,26009
Garrett Wilson,41,WR,NYJ,WR15,5,33,49,42.27,6.03,23072
Zay Flowers,42,WR,BAL,WR16,5,35,63,44.36,7.13,22916
Ladd McConkey,43,WR,LAC,WR17,5,37,56,45.09,6.40,26122
A.J. Brown,44,WR,NE,WR18,5,35,59,46.00,7.16,18218
DeVonta Smith,45,WR,PHI,WR19,5,40,57,47.27,5.45,19222
Luther Burden III,46,WR,CHI,WR20,5,35,66,47.64,8.70,27016
Jared Goff,47,QB,DET,QB16,6,25,91,49.91,20.92,15501
Colston Loveland,48,TE,CHI,TE3,6,22,68,50.36,13.36,26006
Breece Hall,49,RB,NYJ,RB10,6,30,72,51.27,12.76,22982
Chase Brown,50,RB,CIN,RB11,6,37,63,51.91,8.34,25324
Tee Higgins,51,WR,CIN,WR21,6,44,62,52.73,6.96,19211
Jaylen Waddle,52,WR,DEN,WR22,6,46,64,53.55,5.61,19790
Fernando Mendoza,53,QB,LV,QB17,6,32,87,54.91,12.84,28013
Rashee Rice,54,WR,KC,WR23,6,37,92,55.82,16.98,23113
Tyler Warren,55,TE,IND,TE4,6,47,73,59.82,7.02,26434
Makai Lemon,56,WR,PHI,WR24,6,45,88,60.09,12.96,25420
C.J. Stroud,57,QB,HOU,QB18,6,30,105,60.36,23.71,23071
Saquon Barkley,58,RB,PHI,RB12,6,39,75,61.09,9.45,17240
Jordyn Tyson,59,WR,NO,WR25,6,42,95,61.73,16.47,26035
Christian McCaffrey,60,RB,SF,RB13,6,40,76,62.91,10.72,16393
Rome Odunze,61,WR,CHI,WR26,6,50,76,63.00,8.37,25411
Tucker Kraft,62,TE,GB,TE5,6,55,70,64.00,4.99,25298
Tyler Shough,63,QB,NO,QB19,6,34,92,64.91,16.82,23096
Baker Mayfield,64,QB,TB,QB20,6,52,79,64.91,10.05,17237
TreVeyon Henderson,65,RB,NE,RB14,6,44,95,65.00,12.96,23065
Cam Ward,66,QB,TEN,QB21,6,37,95,65.55,18.91,24755
Marvin Harrison Jr.,67,WR,ARI,WR27,6,55,82,66.45,9.72,23064
Jameson Williams,68,WR,DET,WR28,7,53,83,67.55,9.60,23677
Kyren Williams,69,RB,LAR,RB15,7,58,76,68.00,6.08,23059
Malik Willis,70,QB,MIA,QB22,7,41,111,69.18,18.16,23499
Christian Watson,71,WR,GB,WR29,7,52,101,72.09,13.30,23886
Kyler Murray,72,QB,MIN,QB23,7,49,103,72.18,20.20,18600
Harold Fannin Jr.,73,TE,CLE,TE6,7,59,86,73.00,8.06,27050
Quinshon Judkins,74,RB,CLE,RB16,7,58,95,73.18,11.08,25391
Sam LaPorta,75,TE,DET,TE7,7,65,81,73.64,4.79,22978
Kyle Pitts Sr.,76,TE,ATL,TE8,7,63,94,74.00,9.28,20164
Brian Thomas Jr.,77,WR,JAC,WR30,7,54,90,74.18,11.42,23000
Bucky Irving,78,RB,TB,RB17,7,57,91,76.36,10.46,25981
Travis Etienne Jr.,79,RB,NO,RB18,7,68,88,78.18,6.34,19231
Javonte Williams,80,RB,DAL,RB19,7,62,99,78.45,10.59,22739
Sam Darnold,81,QB,SEA,QB24,7,60,92,80.00,10.74,17236
Terry McLaurin,82,WR,WAS,WR31,7,54,96,80.09,12.82,18466
KC Concepcion,83,WR,CLE,WR32,7,58,119,81.18,14.78,27331
Cam Skattebo,84,RB,NYG,RB20,7,71,104,81.91,9.94,27166
Parker Washington,85,WR,JAC,WR33,7,60,107,84.91,12.90,23106
Jadarian Price,86,RB,SEA,RB21,7,70,105,85.18,10.24,27329
DJ Moore,87,WR,BUF,WR34,7,72,97,85.27,6.97,17265
Alec Pierce,88,WR,IND,WR35,7,68,114,89.45,16.00,23791
Bhayshul Tuten,89,RB,JAC,RB22,8,77,101,91.00,8.17,27297
Matthew Stafford,90,QB,LAR,QB25,8,52,108,91.09,14.50,9451
Bryce Young,91,QB,CAR,QB26,8,50,130,91.55,20.56,22900
Daniel Jones,92,QB,IND,QB27,8,73,106,92.36,10.80,18232
Derrick Henry,93,RB,BAL,RB23,8,70,104,93.27,9.62,15514
DK Metcalf,94,WR,PIT,WR36,8,74,108,94.18,9.42,18219
Kenyon Sadiq,95,TE,NYJ,TE9,8,74,130,96.27,19.76,26055
Jordan Addison,96,WR,MIN,WR37,8,81,109,97.45,9.23,23107
D'Andre Swift,97,RB,CHI,RB24,8,96,109,102.00,4.49,19210
Isaiah Likely,98,TE,NYG,TE10,8,82,134,102.09,17.89,23781
Michael Wilson,99,WR,ARI,WR38,8,96,130,105.00,10.04,25333
Josh Downs,100,WR,IND,WR39,8,84,132,105.36,13.36,24706
Dalton Kincaid,101,TE,BUF,TE11,8,89,125,105.91,12.14,25247
Davante Adams,102,WR,LAR,WR40,8,58,130,106.55,17.43,12123
Wan'Dale Robinson,103,WR,TEN,WR41,8,97,122,108.64,6.92,22985
Eli Stowers,104,TE,PHI,TE12,8,75,159,109.64,22.76,23144
David Montgomery,105,RB,HOU,RB25,8,93,120,109.73,8.55,18239
Mike Evans,106,WR,SF,WR42,8,94,119,111.27,7.24,12119
Denzel Boston,107,WR,CLE,WR43,8,81,135,111.36,16.69,27339
Michael Pittman Jr.,108,WR,PIT,WR44,8,94,126,111.55,8.78,19278
