name,Rank,source_rank,position,team,source_player_id,adp,adp_formatted,times_drafted,high,low,stdev,bye,source_format,source_team_count,actual_league_team_count,sample_total_drafts,sample_start_date,sample_end_date
Jahmyr Gibbs,1,1,RB,DET,5672,1.6,1.02,1065,1,4,0.8,6,ppr,8,6,5417,2026-08-02,2026-08-09
Bijan Robinson,2,2,RB,ATL,5670,2,1.02,759,1,4,0.8,11,ppr,8,6,5417,2026-08-02,2026-08-09
Puka Nacua,3,3,WR,LAR,5714,2.8,1.03,264,1,6,0.7,11,ppr,8,6,5417,2026-08-02,2026-08-09
Ja'Marr Chase,4,4,WR,CIN,5177,3.9,1.04,1184,1,7,1,6,ppr,8,6,5417,2026-08-02,2026-08-09
Christian McCaffrey,5,5,RB,SF,2434,5.4,1.05,632,2,10,1.3,8,ppr,8,6,5417,2026-08-02,2026-08-09
Jaxon Smith-Njigba,6,6,WR,SEA,5671,5.9,1.06,650,2,9,1.2,11,ppr,8,6,5417,2026-08-02,2026-08-09
Amon-Ra St. Brown,7,7,WR,DET,5182,7,1.07,723,3,12,1.4,6,ppr,8,6,5417,2026-08-02,2026-08-09
Jonathan Taylor,8,8,RB,IND,4864,7.5,1.07,960,3,15,1.7,13,ppr,8,6,5417,2026-08-02,2026-08-09
De'Von Achane,9,9,RB,MIA,5683,9.5,2.02,356,4,15,1.9,6,ppr,8,6,5417,2026-08-02,2026-08-09
Drake London,10,10,WR,ATL,5574,10.5,2.03,206,6,16,1.6,11,ppr,8,6,5417,2026-08-02,2026-08-09
CeeDee Lamb,11,11,WR,DAL,4869,11.3,2.03,770,6,18,2,14,ppr,8,6,5417,2026-08-02,2026-08-09
Rashee Rice,12,12,WR,KC,5696,11.4,2.03,172,6,19,1.8,5,ppr,8,6,5417,2026-08-02,2026-08-09
Chase Brown,13,13,RB,CIN,5706,12.2,2.04,750,6,19,2.3,6,ppr,8,6,5417,2026-08-02,2026-08-09
Justin Jefferson,14,14,WR,MIN,4876,13.6,2.06,866,6,22,2.9,6,ppr,8,6,5417,2026-08-02,2026-08-09
Ashton Jeanty,15,15,RB,LV,6500,14.1,2.06,620,6,22,3,13,ppr,8,6,5417,2026-08-02,2026-08-09
James Cook III,16,16,RB,BUF,5652,15,2.07,1472,7,23,3,7,ppr,8,6,5417,2026-08-02,2026-08-09
Derrick Henry,17,17,RB,BAL,2350,16,2.08,392,8,24,3,13,ppr,8,6,5417,2026-08-02,2026-08-09
A.J. Brown,18,18,WR,NE,3247,17.5,3.02,669,10,25,2.8,11,ppr,8,6,5417,2026-08-02,2026-08-09
Saquon Barkley,19,19,RB,PHI,2860,18.8,3.03,1305,10,28,3.3,10,ppr,8,6,5417,2026-08-02,2026-08-09
Omarion Hampton,20,20,RB,LAC,6538,19.7,3.04,1450,10,30,3.7,7,ppr,8,6,5417,2026-08-02,2026-08-09
Chris Olave,21,21,WR,NO,5544,20.2,3.04,236,14,26,2.4,8,ppr,8,6,5417,2026-08-02,2026-08-09
George Pickens,22,22,WR,DAL,5576,21.6,3.06,453,15,28,2.4,14,ppr,8,6,5417,2026-08-02,2026-08-09
Nico Collins,23,23,WR,HOU,5207,23.4,3.07,658,16,33,2.5,8,ppr,8,6,5417,2026-08-02,2026-08-09
Josh Jacobs,24,24,RB,GB,3255,24.5,3.08,357,17,32,2.5,11,ppr,8,6,5417,2026-08-02,2026-08-09
