name,Rank,position,team,position_rank,tier,rank_min,rank_max,rank_ave,rank_std,source_player_id
Josh Allen,1,QB,BUF,QB1,1,1,2,1.05,0.21,17298
Lamar Jackson,2,QB,BAL,QB2,1,1,7,2.59,1.17,17233
Drake Maye,3,QB,NE,QB3,1,2,50,4.10,5.26,23046
Joe Burrow,4,QB,CIN,QB4,1,2,26,5.23,3.40,19196
Ja'Marr Chase,5,WR,CIN,WR1,2,5,12,7.23,2.18,19788
Jalen Hurts,6,QB,PHI,QB5,2,3,24,7.29,3.63,19275
Jayden Daniels,7,QB,WAS,QB6,2,2,55,7.76,7.65,22902
Jahmyr Gibbs,8,RB,DET,RB1,2,2,15,10.47,2.51,22968
Caleb Williams,9,QB,CHI,QB7,2,4,62,10.91,7.26,23084
Puka Nacua,10,WR,LAR,WR2,2,6,23,11.26,3.11,23180
Bijan Robinson,11,RB,ATL,RB2,2,3,37,11.57,3.54,23133
Justin Herbert,12,QB,LAC,QB8,2,4,73,12.13,8.79,18635
Jaxon Smith-Njigba,13,WR,SEA,WR3,3,6,41,13.30,4.74,23070
Amon-Ra St. Brown,14,WR,DET,WR4,3,8,21,14.03,2.76,19799
Trevor Lawrence,15,QB,JAC,QB9,3,4,106,16.10,11.39,19780
Dak Prescott,16,QB,DAL,QB10,3,4,119,17.22,12.98,15600
CeeDee Lamb,17,WR,DAL,WR5,3,12,44,20.38,4.57,19202
Christian McCaffrey,18,RB,SF,RB3,3,12,46,20.40,8.73,16393
Justin Jefferson,19,WR,MIN,WR6,3,14,50,22.05,5.44,19236
Brock Purdy,20,QB,SF,QB11,4,8,56,23.28,7.81,19797
Jaxson Dart,21,QB,NYG,QB12,4,7,98,25.42,14.04,23160
Drake London,22,WR,ATL,WR7,4,12,46,25.44,5.85,23163
Jonathan Taylor,23,RB,IND,RB4,4,12,48,25.87,9.11,19217
Bo Nix,24,QB,DEN,QB13,4,9,55,26.16,8.82,22910
A.J. Brown,25,WR,NE,WR8,4,14,51,27.33,7.30,18218
Patrick Mahomes II,26,QB,KC,QB14,4,8,161,28.21,16.97,16413
Ashton Jeanty,27,RB,LV,RB5,4,15,55,31.07,8.08,25989
Nico Collins,28,WR,HOU,WR9,4,23,53,31.37,6.65,20130
Chase Brown,29,RB,CIN,RB6,4,15,49,31.79,7.87,25324
James Cook III,30,RB,BUF,RB7,4,13,58,32.07,11.15,22958
Jared Goff,31,QB,DET,QB15,4,8,55,33.10,8.70,15501
Matthew Stafford,32,QB,LAR,QB16,5,8,163,33.77,19.51,9451
Brock Bowers,33,TE,LV,TE1,5,20,54,35.70,5.72,22955
George Pickens,34,WR,DAL,WR10,5,23,72,35.79,8.90,22963
Chris Olave,35,WR,NO,WR11,5,23,72,36.20,9.87,20111
Trey McBride,36,TE,ARI,TE2,5,25,62,36.27,6.91,22936
De'Von Achane,37,RB,MIA,RB8,5,22,65,37.58,8.80,23136
Rashee Rice,38,WR,KC,WR12,5,14,63,37.91,10.56,23113
DeVonta Smith,39,WR,PHI,WR13,5,23,63,39.36,8.45,19222
Saquon Barkley,40,RB,PHI,RB9,5,22,66,41.03,7.42,17240
Omarion Hampton,41,RB,LAC,RB10,5,23,61,41.21,8.02,25395
Kyler Murray,42,QB,MIN,QB17,5,17,60,38.07,11.34,18600
Malik Nabers,43,WR,NYG,WR14,5,20,76,42.83,12.05,25409
Baker Mayfield,44,QB,TB,QB18,5,18,60,44.65,10.70,17237
Kenneth Walker III,45,RB,KC,RB11,5,25,61,44.67,8.38,23021
Zay Flowers,46,WR,BAL,WR15,6,24,69,46.57,9.36,22916
Garrett Wilson,47,WR,NYJ,WR16,6,27,64,46.65,8.45,23072
Jordan Love,48,QB,GB,QB19,6,18,167,46.79,16.95,19246
Tyler Shough,49,QB,NO,QB20,6,17,175,49.70,21.06,23096
Tetairoa McMillan,50,WR,CAR,WR17,6,28,74,50.69,9.03,25417
