name,Rank,position,team,position_rank,tier,rank_min,rank_max,rank_ave,rank_std,source_player_id
Josh Allen,1,QB,BUF,QB1,1,1,1,1.00,0.00,17298
Drake Maye,2,QB,NE,QB2,1,2,6,2.67,1.25,23046
Jayden Daniels,3,QB,WAS,QB3,1,3,9,4.33,2.05,22902
Lamar Jackson,4,QB,BAL,QB4,1,2,11,4.78,2.70,17233
Joe Burrow,5,QB,CIN,QB5,2,3,8,5.22,1.47,19196
Ja'Marr Chase,6,WR,CIN,WR1,2,4,8,6.56,1.34,19788
Puka Nacua,7,WR,LAR,WR2,2,6,10,8.56,1.07,23180
Jaxon Smith-Njigba,8,WR,SEA,WR3,2,7,12,9.56,1.57,23070
Caleb Williams,9,QB,CHI,QB6,3,5,29,10.67,6.88,23084
Jahmyr Gibbs,10,RB,DET,RB1,3,6,18,11.11,3.70,22968
Justin Herbert,11,QB,LAC,QB7,3,6,28,12.00,6.75,18635
Jalen Hurts,12,QB,PHI,QB8,3,5,23,12.11,4.89,19275
Bijan Robinson,13,RB,ATL,RB2,3,5,19,12.33,4.71,23133
Amon-Ra St. Brown,14,WR,DET,WR4,3,11,21,15.11,2.81,19799
Justin Jefferson,15,WR,MIN,WR5,3,12,22,17.33,3.53,19236
Patrick Mahomes II,16,QB,KC,QB9,4,12,23,18.11,4.41,16413
CeeDee Lamb,17,WR,DAL,WR6,4,14,22,18.33,3.30,19202
Trevor Lawrence,18,QB,JAC,QB10,4,12,32,19.33,6.90,19780
Ashton Jeanty,19,RB,LV,RB3,4,17,29,21.11,3.66,25989
Bo Nix,20,QB,DEN,QB11,4,17,31,22.00,5.12,22910
Jaxson Dart,21,QB,NYG,QB12,4,14,37,23.22,7.67,23160
Jeremiyah Love,22,RB,ARI,RB4,4,20,30,24.11,3.84,25403
Malik Nabers,23,WR,NYG,WR7,4,18,28,24.44,2.95,25409
Drake London,24,WR,ATL,WR8,4,20,28,24.89,2.81,23163
Brock Purdy,25,QB,SF,QB13,4,13,63,25.67,14.51,19797
De'Von Achane,26,RB,MIA,RB5,4,20,34,26.56,3.98,23136
Dak Prescott,27,QB,DAL,QB14,5,18,53,27.67,11.01,15600
Omarion Hampton,28,RB,LAC,RB6,5,21,36,28.22,5.09,25395
James Cook III,29,RB,BUF,RB7,5,21,35,29.89,4.20,22958
Brock Bowers,30,TE,LV,TE1,5,14,56,30.44,12.48,22955
Tetairoa McMillan,31,WR,CAR,WR9,5,27,36,31.56,2.91,25417
Jonathan Taylor,32,RB,IND,RB8,5,16,41,32.44,7.88,19217
Nico Collins,33,WR,HOU,WR10,5,29,37,33.00,2.62,20130
Jordan Love,34,QB,GB,QB15,5,24,65,34.89,12.55,19246
George Pickens,35,WR,DAL,WR11,5,32,43,36.33,3.40,22963
Chris Olave,36,WR,NO,WR12,5,30,43,36.89,3.45,20111
Trey McBride,37,TE,ARI,TE2,5,15,48,37.78,10.26,22936
Emeka Egbuka,38,WR,TB,WR13,5,30,51,39.33,7.18,23062
Garrett Wilson,39,WR,NYJ,WR14,6,33,49,41.00,5.58,23072
Ladd McConkey,40,WR,LAC,WR15,6,33,53,42.44,6.06,26122
Zay Flowers,41,WR,BAL,WR16,6,34,49,43.56,3.83,22916
Carnell Tate,42,WR,TEN,WR17,6,29,55,44.67,6.94,26009
Jared Goff,43,QB,DET,QB16,6,24,91,44.89,22.67,15501
Kenneth Walker III,44,RB,KC,RB9,6,31,66,45.78,11.31,23021
DeVonta Smith,45,WR,PHI,WR18,6,40,52,45.89,4.51,19222
A.J. Brown,46,WR,NE,WR19,6,37,58,47.11,6.12,18218
Chase Brown,47,RB,CIN,RB10,6,38,61,49.89,7.16,25324
Rashee Rice,48,WR,KC,WR20,6,42,62,50.56,7.51,23113
Luther Burden III,49,WR,CHI,WR21,6,35,80,51.33,12.87,27016
Tee Higgins,50,WR,CIN,WR22,6,44,65,51.89,6.97,19211
Breece Hall,51,RB,NYJ,RB11,6,40,72,54.56,11.50,22982
Jaylen Waddle,52,WR,DEN,WR23,6,47,63,54.78,4.87,19790
C.J. Stroud,53,QB,HOU,QB17,7,36,87,56.67,14.62,23071
Baker Mayfield,54,QB,TB,QB18,7,39,78,57.00,9.76,17237
Colston Loveland,55,TE,CHI,TE3,7,46,70,57.78,8.32,26006
Christian McCaffrey,56,RB,SF,RB12,7,45,69,58.22,8.30,16393
Saquon Barkley,57,RB,PHI,RB13,7,53,71,60.67,6.39,17240
Tyler Shough,58,QB,NO,QB19,7,44,84,61.89,11.23,23096
Fernando Mendoza,59,QB,LV,QB20,7,49,87,61.89,12.57,28013
Tyler Warren,60,TE,IND,TE4,7,47,79,62.11,10.21,26434
Makai Lemon,61,WR,PHI,WR24,7,49,85,62.67,12.04,25420
Rome Odunze,62,WR,CHI,WR25,7,51,76,62.78,8.00,25411
Jordyn Tyson,63,WR,NO,WR26,7,45,92,62.89,13.25,26035
TreVeyon Henderson,64,RB,NE,RB14,7,44,95,64.11,13.67,23065
Marvin Harrison Jr.,65,WR,ARI,WR27,7,56,77,66.11,7.16,23064
Kyren Williams,66,RB,LAR,RB15,7,58,75,66.22,5.41,23059
Jameson Williams,67,WR,DET,WR28,7,51,83,66.44,10.09,23677
Kyler Murray,68,QB,MIN,QB21,7,49,102,67.33,18.62,18600
Cam Ward,69,QB,TEN,QB22,7,52,90,67.67,12.66,24755
Quinshon Judkins,70,RB,CLE,RB16,7,55,80,68.56,8.38,25391
Tucker Kraft,71,TE,GB,TE5,7,60,88,69.78,8.30,25298
Malik Willis,72,QB,MIA,QB23,7,50,93,70.11,12.04,23499
Bucky Irving,73,RB,TB,RB17,7,57,85,70.67,8.94,25981
Brian Thomas Jr.,74,WR,JAC,WR29,7,54,82,72.00,11.09,23000
Harold Fannin Jr.,75,TE,CLE,TE6,8,61,110,75.44,13.54,27050
Cam Skattebo,76,RB,NYG,RB18,8,66,83,75.89,5.76,27166
Sam Darnold,77,QB,SEA,QB24,8,57,89,77.33,11.63,17236
Christian Watson,78,WR,GB,WR30,8,54,102,78.11,16.51,23886
Travis Etienne Jr.,79,RB,NO,RB19,8,65,92,79.78,8.61,19231
Kyle Pitts Sr.,80,TE,ATL,TE7,8,71,102,80.22,11.09,20164
Terry McLaurin,81,WR,WAS,WR31,8,54,94,80.78,12.53,18466
Sam LaPorta,82,TE,DET,TE8,8,70,122,80.89,14.93,22978
Javonte Williams,83,RB,DAL,RB20,8,69,105,82.22,10.18,22739
Bryce Young,84,QB,CAR,QB25,8,56,106,84.33,15.00,22900
Daniel Jones,85,QB,IND,QB26,8,73,104,84.56,9.49,18232
DJ Moore,86,WR,BUF,WR32,8,80,92,87.22,4.21,17265
Parker Washington,87,WR,JAC,WR33,8,60,123,90.11,19.19,23106
Jadarian Price,88,RB,SEA,RB21,8,74,117,90.44,14.42,27329
KC Concepcion,89,WR,CLE,WR34,8,77,119,92.11,15.42,27331
DK Metcalf,90,WR,PIT,WR35,8,74,113,93.11,10.14,18219
Matthew Stafford,91,QB,LAR,QB27,8,52,144,93.89,23.69,9451
Bhayshul Tuten,92,RB,JAC,RB22,8,85,123,94.00,11.52,27297
Alec Pierce,93,WR,IND,WR36,8,76,120,95.89,14.43,23791
Derrick Henry,94,RB,BAL,RB23,8,84,106,96.56,7.51,15514
Jordan Addison,95,WR,MIN,WR37,9,89,129,101.44,11.82,23107
D'Andre Swift,96,RB,CHI,RB24,9,96,109,102.11,5.09,19210
Michael Wilson,97,WR,ARI,WR38,9,96,125,104.89,8.84,25333
Kenyon Sadiq,98,TE,NYJ,TE9,9,81,133,105.67,21.01,26055
Josh Downs,99,WR,IND,WR39,9,87,132,106.22,13.14,24706
Dalton Kincaid,100,TE,BUF,TE10,9,83,158,106.78,20.77,25247
Michael Pittman Jr.,101,WR,PIT,WR40,9,93,119,108.56,9.29,19278
Davante Adams,102,WR,LAR,WR41,9,86,135,108.67,14.52,12123
David Montgomery,103,RB,HOU,RB25,9,95,117,108.78,6.12,18239
Wan'Dale Robinson,104,WR,TEN,WR42,9,99,138,111.44,11.81,22985
Michael Penix Jr.,105,QB,ATL,QB28,9,95,133,111.89,15.35,22973
Josh Jacobs,106,RB,GB,RB26,9,83,141,113.11,18.92,18269
Mike Evans,107,WR,SF,WR43,9,104,120,113.11,4.63,12119
Quentin Johnston,108,WR,LAC,WR44,9,101,141,115.89,11.63,23123
George Kittle,109,TE,SF,TE11,9,80,163,118.89,23.44,16499
Matthew Golden,110,WR,GB,WR45,9,100,134,119.44,11.60,26024
