name,Rank,source_rank,position,team,source_player_id,adp,adp_formatted,times_drafted,high,low,stdev,bye,source_format,source_team_count,actual_league_team_count,sample_total_drafts,sample_start_date,sample_end_date
Jahmyr Gibbs,1,1,RB,DET,5672,1.5,1.02,118,1,3,0.7,6,ppr,8,6,733,2026-09-08,2026-09-15
Bijan Robinson,2,2,RB,ATL,5670,2.1,1.02,68,1,3,0.7,11,ppr,8,6,733,2026-09-08,2026-09-15
Ja'Marr Chase,3,3,WR,CIN,5177,3.2,1.03,52,2,7,0.8,6,ppr,8,6,733,2026-09-08,2026-09-15
Puka Nacua,4,4,WR,LAR,5714,4.2,1.04,55,1,7,1.1,11,ppr,8,6,733,2026-09-08,2026-09-15
Christian McCaffrey,5,5,RB,SF,2434,5,1.05,39,2,7,1.2,8,ppr,8,6,733,2026-09-08,2026-09-15
Jaxon Smith-Njigba,6,7,WR,SEA,5671,6.5,1.07,84,3,10,1.7,11,ppr,8,6,733,2026-09-08,2026-09-15
Amon-Ra St. Brown,7,6,WR,DET,5182,6.5,1.06,68,3,11,1.4,6,ppr,8,6,733,2026-09-08,2026-09-15
Jonathan Taylor,8,8,RB,IND,4864,7.7,1.08,103,3,12,1.9,13,ppr,8,6,733,2026-09-08,2026-09-15
CeeDee Lamb,9,9,WR,DAL,4869,9.7,2.02,41,6,13,1.5,14,ppr,8,6,733,2026-09-08,2026-09-15
Justin Jefferson,10,10,WR,MIN,4876,11.1,2.03,45,8,15,1.6,6,ppr,8,6,733,2026-09-08,2026-09-15
James Cook III,11,12,RB,BUF,5652,11.2,2.03,137,5,17,2.3,7,ppr,8,6,733,2026-09-08,2026-09-15
De'Von Achane,12,11,RB,MIA,5683,11.2,2.03,33,7,15,1.9,6,ppr,8,6,733,2026-09-08,2026-09-15
Drake London,13,13,WR,ATL,5574,13.1,2.05,18,9,19,2.3,11,ppr,8,6,733,2026-09-08,2026-09-15
Chase Brown,14,14,RB,CIN,5706,14.2,2.06,87,9,17,1.7,6,ppr,8,6,733,2026-09-08,2026-09-15
Derrick Henry,15,15,RB,BAL,2350,14.7,2.07,52,6,20,3,13,ppr,8,6,733,2026-09-08,2026-09-15
A.J. Brown,16,16,WR,NE,3247,15.7,2.08,67,12,20,2.2,11,ppr,8,6,733,2026-09-08,2026-09-15
Rashee Rice,17,17,WR,KC,5696,17,3.01,25,11,20,2.3,5,ppr,8,6,733,2026-09-08,2026-09-15
Saquon Barkley,18,18,RB,PHI,2860,17.1,3.01,157,8,26,3.4,10,ppr,8,6,733,2026-09-08,2026-09-15
Nico Collins,19,19,WR,HOU,5207,18.9,3.03,31,11,26,3,8,ppr,8,6,733,2026-09-08,2026-09-15
Chris Olave,20,20,WR,NO,5544,20.5,3.04,25,15,25,2.5,8,ppr,8,6,733,2026-09-08,2026-09-15
Ashton Jeanty,21,21,RB,LV,6500,21,3.05,55,12,27,3.4,13,ppr,8,6,733,2026-09-08,2026-09-15
Omarion Hampton,22,22,RB,LAC,6538,21.3,3.05,119,13,31,3.2,7,ppr,8,6,733,2026-09-08,2026-09-15
George Pickens,23,23,WR,DAL,5576,21.6,3.06,59,13,29,3.9,14,ppr,8,6,733,2026-09-08,2026-09-15
Kenneth Walker,24,24,RB,KC,5625,21.7,3.06,123,8,32,4.9,5,ppr,8,6,733,2026-09-08,2026-09-15
Zay Flowers,25,25,WR,BAL,5675,26.1,4.02,17,23,29,1.9,13,ppr,8,6,733,2026-09-08,2026-09-15
Garrett Wilson,26,26,WR,NYJ,5548,26.5,4.03,27,18,32,3.5,13,ppr,8,6,733,2026-09-08,2026-09-15
Jeremiyah Love,27,27,RB,ARI,6769,27.7,4.04,24,22,34,2.8,14,ppr,8,6,733,2026-09-08,2026-09-15
DeVonta Smith,28,28,WR,PHI,4883,28.4,4.04,79,21,38,3.2,10,ppr,8,6,733,2026-09-08,2026-09-15
Malik Nabers,29,29,WR,NYG,6183,28.5,4.05,97,19,37,3.6,8,ppr,8,6,733,2026-09-08,2026-09-15
Breece Hall,30,30,RB,NYJ,5503,29.4,4.05,30,20,35,3.3,13,ppr,8,6,733,2026-09-08,2026-09-15
Javonte Williams,31,31,RB,DAL,5185,29.6,4.06,83,20,37,3.4,14,ppr,8,6,733,2026-09-08,2026-09-15
Kyren Williams,32,32,RB,LAR,5623,31.5,4.08,59,22,37,3.8,11,ppr,8,6,733,2026-09-08,2026-09-15
Josh Allen,33,33,QB,BUF,2885,32.9,5.01,89,6,47,10.2,7,ppr,8,6,733,2026-09-08,2026-09-15
Brock Bowers,34,34,TE,LV,6178,33.1,5.01,94,10,48,8.8,13,ppr,8,6,733,2026-09-08,2026-09-15
Tetairoa McMillan,35,35,WR,CAR,6561,33.3,5.01,36,29,39,2.3,5,ppr,8,6,733,2026-09-08,2026-09-15
Emeka Egbuka,36,36,WR,TB,6576,34.4,5.02,66,23,43,4.3,10,ppr,8,6,733,2026-09-08,2026-09-15
Tee Higgins,37,37,WR,CIN,4870,34.8,5.03,47,25,45,3.7,6,ppr,8,6,733,2026-09-08,2026-09-15
Trey McBride,38,38,TE,ARI,5656,34.9,5.03,93,14,50,8,14,ppr,8,6,733,2026-09-08,2026-09-15
Travis Etienne Jr.,39,39,RB,NO,4863,36.8,5.05,34,32,43,2.7,8,ppr,8,6,733,2026-09-08,2026-09-15
Ladd McConkey,40,40,WR,LAC,6281,37.3,5.05,105,24,52,5.1,7,ppr,8,6,733,2026-09-08,2026-09-15
Cam Skattebo,41,41,RB,NYG,6509,37.6,5.06,31,26,47,4.4,8,ppr,8,6,733,2026-09-08,2026-09-15
Davante Adams,42,42,WR,LAR,2125,38.1,5.06,37,26,47,4.7,11,ppr,8,6,733,2026-09-08,2026-09-15
Jaylen Waddle,43,43,WR,DEN,5178,42.3,6.02,106,25,58,6.6,10,ppr,8,6,733,2026-09-08,2026-09-15
D'Andre Swift,44,44,RB,CHI,4862,42.9,6.03,75,32,49,4.2,10,ppr,8,6,733,2026-09-08,2026-09-15
Jameson Williams,45,45,WR,DET,5643,44.2,6.04,29,37,52,3.8,6,ppr,8,6,733,2026-09-08,2026-09-15
DJ Moore,46,46,WR,BUF,2876,47.8,6.08,138,36,67,5.2,7,ppr,8,6,733,2026-09-08,2026-09-15
Quinshon Judkins,47,47,RB,CLE,6531,47.9,6.08,31,30,57,6.6,11,ppr,8,6,733,2026-09-08,2026-09-15
Terry McLaurin,48,48,WR,WAS,3449,48.5,7.01,62,37,63,4.6,7,ppr,8,6,733,2026-09-08,2026-09-15
Bucky Irving,49,49,RB,TB,6190,48.7,7.01,46,38,57,3.9,10,ppr,8,6,733,2026-09-08,2026-09-15
Drake Maye,50,50,QB,NE,6187,50.1,7.02,34,29,58,7.8,11,ppr,8,6,733,2026-09-08,2026-09-15
Luther Burden III,51,51,WR,CHI,6559,50.3,7.02,55,41,61,4.6,10,ppr,8,6,733,2026-09-08,2026-09-15
David Montgomery,52,52,RB,HOU,3238,51.9,7.04,44,42,61,4.3,8,ppr,8,6,733,2026-09-08,2026-09-15
Joe Burrow,53,53,QB,CIN,4882,52.3,7.04,36,36,70,7.2,6,ppr,8,6,733,2026-09-08,2026-09-15
Rome Odunze,54,54,WR,CHI,6194,53.6,7.06,52,41,72,5.7,10,ppr,8,6,733,2026-09-08,2026-09-15
Mike Evans,55,55,WR,SF,2111,54,7.06,39,46,66,5.2,8,ppr,8,6,733,2026-09-08,2026-09-15
Christian Watson,56,56,WR,GB,5360,54.6,7.07,83,39,71,7.4,11,ppr,8,6,733,2026-09-08,2026-09-15
Lamar Jackson,57,57,QB,BAL,2888,55.5,7.07,53,41,71,7.2,13,ppr,8,6,733,2026-09-08,2026-09-15
Bhayshul Tuten,58,58,RB,JAX,6513,55.8,7.08,41,38,71,6.5,7,ppr,8,6,733,2026-09-08,2026-09-15
Rhamondre Stevenson,59,59,RB,NE,5210,56.7,8.01,19,45,63,5,11,ppr,8,6,733,2026-09-08,2026-09-15
Colston Loveland,60,60,TE,CHI,6501,58.1,8.02,123,31,77,10.3,10,ppr,8,6,733,2026-09-08,2026-09-15
Parker Washington,61,61,WR,JAX,5705,58.8,8.03,93,40,73,7.2,7,ppr,8,6,733,2026-09-08,2026-09-15
Jaylen Warren,62,62,RB,PIT,5443,60.9,8.05,24,52,75,4.6,9,ppr,8,6,733,2026-09-08,2026-09-15
Jadarian Price,63,63,RB,SEA,6776,62.5,8.06,111,41,76,8.1,11,ppr,8,6,733,2026-09-08,2026-09-15
