name,Rank,position,team,position_rank,tier,rank_min,rank_max,rank_ave,rank_std,source_player_id
Josh Allen,1,QB,BUF,QB1,1,1,2,1.13,0.33,17298
Drake Maye,2,QB,NE,QB2,1,1,6,2.63,1.17,23046
Lamar Jackson,3,QB,BAL,QB3,1,2,11,4.75,2.54,17233
Jayden Daniels,4,QB,WAS,QB4,2,3,11,5.44,2.50,22902
Ja'Marr Chase,5,WR,CIN,WR1,2,3,8,6.06,1.89,19788
Joe Burrow,6,QB,CIN,QB5,2,3,21,8.81,5.54,19196
Jaxon Smith-Njigba,7,WR,SEA,WR2,2,2,14,9.06,2.77,23070
Puka Nacua,8,WR,LAR,WR3,2,6,15,9.25,1.92,23180
Caleb Williams,9,QB,CHI,QB6,2,5,19,9.69,3.77,23084
Jahmyr Gibbs,10,RB,DET,RB1,3,4,19,11.00,5.32,22968
Bijan Robinson,11,RB,ATL,RB2,3,3,18,11.06,5.34,23133
Justin Herbert,12,QB,LAC,QB7,3,5,26,12.69,6.51,18635
Jalen Hurts,13,QB,PHI,QB8,3,4,24,14.19,6.59,19275
Amon-Ra St. Brown,14,WR,DET,WR4,3,9,22,15.50,3.79,19799
Patrick Mahomes II,15,QB,KC,QB9,3,7,26,16.69,5.45,16413
Justin Jefferson,16,WR,MIN,WR5,4,11,22,17.81,3.64,19236
Trevor Lawrence,17,QB,JAC,QB10,4,12,28,18.19,5.42,19780
CeeDee Lamb,18,WR,DAL,WR6,4,14,29,19.00,4.37,19202
Ashton Jeanty,19,RB,LV,RB3,4,11,29,21.06,5.61,25989
Malik Nabers,20,WR,NYG,WR7,4,13,35,22.31,6.91,25409
Brock Purdy,21,QB,SF,QB11,4,14,42,23.19,8.67,19797
Jeremiyah Love,22,RB,ARI,RB4,4,13,34,23.69,6.36,25403
Drake London,23,WR,ATL,WR8,4,15,29,23.75,3.68,23163
Jaxson Dart,24,QB,NYG,QB12,4,13,37,24.38,7.33,23160
Bo Nix,25,QB,DEN,QB13,4,15,38,24.81,6.80,22910
