name,Rank,source_rank,position,team,source_player_id,adp,adp_formatted,times_drafted,high,low,stdev,bye,source_format,source_team_count,actual_league_team_count,sample_total_drafts,sample_start_date,sample_end_date
Jahmyr Gibbs,1,1,RB,DET,5672,1.5,1.01,2165,1,4,0.7,6,ppr,8,6,8104,2026-08-21,2026-08-28
Bijan Robinson,2,2,RB,ATL,5670,2.2,1.02,1237,1,6,0.6,11,ppr,8,6,8104,2026-08-21,2026-08-28
Puka Nacua,3,3,WR,LAR,5714,3.1,1.03,325,1,6,0.8,11,ppr,8,6,8104,2026-08-21,2026-08-28
Ja'Marr Chase,4,4,WR,CIN,5177,3.8,1.04,2152,1,8,1,6,ppr,8,6,8104,2026-08-21,2026-08-28
Jaxon Smith-Njigba,5,5,WR,SEA,5671,5.5,1.05,1147,2,11,1.1,11,ppr,8,6,8104,2026-08-21,2026-08-28
Amon-Ra St. Brown,6,6,WR,DET,5182,6.4,1.06,1260,2,12,1.3,6,ppr,8,6,8104,2026-08-21,2026-08-28
Christian McCaffrey,7,7,RB,SF,2434,6.6,1.07,1750,2,12,1.7,8,ppr,8,6,8104,2026-08-21,2026-08-28
Jonathan Taylor,8,8,RB,IND,4864,7.5,1.07,2001,3,13,1.7,13,ppr,8,6,8104,2026-08-21,2026-08-28
De'Von Achane,9,9,RB,MIA,5683,10.5,2.03,888,5,18,1.9,6,ppr,8,6,8104,2026-08-21,2026-08-28
CeeDee Lamb,10,10,WR,DAL,4869,10.6,2.03,1401,5,18,1.9,14,ppr,8,6,8104,2026-08-21,2026-08-28
Drake London,11,11,WR,ATL,5574,10.6,2.03,319,6,18,2,11,ppr,8,6,8104,2026-08-21,2026-08-28
Justin Jefferson,12,12,WR,MIN,4876,11.8,2.04,1534,6,20,2.2,6,ppr,8,6,8104,2026-08-21,2026-08-28
James Cook III,13,13,RB,BUF,5652,12.6,2.05,3163,5,22,2.9,7,ppr,8,6,8104,2026-08-21,2026-08-28
Chase Brown,14,14,RB,CIN,5706,13.3,2.05,2036,6,22,2.6,6,ppr,8,6,8104,2026-08-21,2026-08-28
Rashee Rice,15,15,WR,KC,5696,14.9,2.07,261,8,24,2.3,5,ppr,8,6,8104,2026-08-21,2026-08-28
Derrick Henry,16,16,RB,BAL,2350,17.3,3.01,1133,10,25,2.7,13,ppr,8,6,8104,2026-08-21,2026-08-28
A.J. Brown,17,17,WR,NE,3247,17.6,3.02,1619,9,27,3.1,11,ppr,8,6,8104,2026-08-21,2026-08-28
Ashton Jeanty,18,18,RB,LV,6500,18.3,3.02,1183,3,35,5.5,13,ppr,8,6,8104,2026-08-21,2026-08-28
Saquon Barkley,19,19,RB,PHI,2860,19.3,3.03,2963,10,30,3.4,10,ppr,8,6,8104,2026-08-21,2026-08-28
Chris Olave,20,20,WR,NO,5544,19.6,3.04,645,11,30,3.3,8,ppr,8,6,8104,2026-08-21,2026-08-28
Nico Collins,21,21,WR,HOU,5207,20.5,3.04,881,13,32,2.9,8,ppr,8,6,8104,2026-08-21,2026-08-28
George Pickens,22,22,WR,DAL,5576,20.8,3.05,808,12,29,3.1,14,ppr,8,6,8104,2026-08-21,2026-08-28
Kenneth Walker,23,23,RB,KC,5625,21.5,3.05,2694,10,37,4.1,5,ppr,8,6,8104,2026-08-21,2026-08-28
Omarion Hampton,24,24,RB,LAC,6538,23.1,3.07,2401,11,37,4.4,7,ppr,8,6,8104,2026-08-21,2026-08-28
