name,Rank,source_rank,position,team,source_player_id,adp,adp_formatted,times_drafted,high,low,stdev,bye,source_format,source_team_count,actual_league_team_count,sample_total_drafts,sample_start_date,sample_end_date
Jahmyr Gibbs,1,1,RB,DET,5672,1.4,1.01,1903,1,4,0.6,6,ppr,8,6,7681,2026-08-28,2026-09-04
Bijan Robinson,2,2,RB,ATL,5670,2.4,1.02,1083,1,6,0.7,11,ppr,8,6,7681,2026-08-28,2026-09-04
Puka Nacua,3,3,WR,LAR,5714,2.8,1.03,321,1,6,0.8,11,ppr,8,6,7681,2026-08-28,2026-09-04
Ja'Marr Chase,4,4,WR,CIN,5177,3.8,1.04,2027,1,9,1,6,ppr,8,6,7681,2026-08-28,2026-09-04
Jaxon Smith-Njigba,5,5,WR,SEA,5671,5.5,1.06,953,2,10,1.2,11,ppr,8,6,7681,2026-08-28,2026-09-04
Christian McCaffrey,6,6,RB,SF,2434,6.3,1.06,1406,2,13,1.6,8,ppr,8,6,7681,2026-08-28,2026-09-04
Amon-Ra St. Brown,7,7,WR,DET,5182,6.6,1.07,1298,3,12,1.4,6,ppr,8,6,7681,2026-08-28,2026-09-04
Jonathan Taylor,8,8,RB,IND,4864,7.4,1.07,1818,3,14,1.7,13,ppr,8,6,7681,2026-08-28,2026-09-04
De'Von Achane,9,9,RB,MIA,5683,9.8,2.02,626,5,17,1.8,6,ppr,8,6,7681,2026-08-28,2026-09-04
CeeDee Lamb,10,10,WR,DAL,4869,10.3,2.02,985,5,16,1.7,14,ppr,8,6,7681,2026-08-28,2026-09-04
James Cook III,11,11,RB,BUF,5652,11.4,2.03,2604,4,19,2.7,7,ppr,8,6,7681,2026-08-28,2026-09-04
Justin Jefferson,12,12,WR,MIN,4876,11.6,2.04,1142,6,20,2.2,6,ppr,8,6,7681,2026-08-28,2026-09-04
Chase Brown,13,13,RB,CIN,5706,13,2.05,1703,6,21,2.4,6,ppr,8,6,7681,2026-08-28,2026-09-04
Drake London,14,14,WR,ATL,5574,13.4,2.05,325,8,18,1.9,11,ppr,8,6,7681,2026-08-28,2026-09-04
Derrick Henry,15,15,RB,BAL,2350,15.9,2.08,1033,9,24,2.4,13,ppr,8,6,7681,2026-08-28,2026-09-04
A.J. Brown,16,16,WR,NE,3247,16.7,3.01,1518,9,26,2.6,11,ppr,8,6,7681,2026-08-28,2026-09-04
Rashee Rice,17,17,WR,KC,5696,17,3.01,330,11,28,2.3,5,ppr,8,6,7681,2026-08-28,2026-09-04
Saquon Barkley,18,18,RB,PHI,2860,18.3,3.02,2949,9,31,3.4,10,ppr,8,6,7681,2026-08-28,2026-09-04
Chris Olave,19,19,WR,NO,5544,19.4,3.03,560,12,28,2.8,8,ppr,8,6,7681,2026-08-28,2026-09-04
George Pickens,20,20,WR,DAL,5576,19.7,3.04,662,11,28,3,14,ppr,8,6,7681,2026-08-28,2026-09-04
Ashton Jeanty,21,21,RB,LV,6500,20.8,3.05,863,10,31,3.9,13,ppr,8,6,7681,2026-08-28,2026-09-04
Kenneth Walker,22,23,RB,KC,5625,21.1,3.05,2488,10,35,3.9,5,ppr,8,6,7681,2026-08-28,2026-09-04
Nico Collins,23,22,WR,HOU,5207,21.1,3.05,877,13,31,3,8,ppr,8,6,7681,2026-08-28,2026-09-04
Omarion Hampton,24,24,RB,LAC,6538,22.3,3.06,2279,11,34,4.2,7,ppr,8,6,7681,2026-08-28,2026-09-04
Zay Flowers,25,25,WR,BAL,5675,24.6,4.01,357,17,33,2.9,13,ppr,8,6,7681,2026-08-28,2026-09-04
Malik Nabers,26,26,WR,NYG,6183,26.9,4.03,1683,17,42,3.7,8,ppr,8,6,7681,2026-08-28,2026-09-04
Garrett Wilson,27,27,WR,NYJ,5548,27.1,4.03,569,18,40,3.4,13,ppr,8,6,7681,2026-08-28,2026-09-04
Jeremiyah Love,28,28,RB,ARI,6769,27.6,4.04,647,18,38,3.4,14,ppr,8,6,7681,2026-08-28,2026-09-04
DeVonta Smith,29,29,WR,PHI,4883,29.3,4.05,1407,20,41,3.3,10,ppr,8,6,7681,2026-08-28,2026-09-04
Trey McBride,30,30,TE,ARI,5656,29.9,4.06,1052,16,46,5.3,14,ppr,8,6,7681,2026-08-28,2026-09-04
Kyren Williams,31,31,RB,LAR,5623,31.5,4.07,1243,21,45,3.8,11,ppr,8,6,7681,2026-08-28,2026-09-04
Tetairoa McMillan,32,32,WR,CAR,6561,31.8,4.08,591,22,41,3.4,5,ppr,8,6,7681,2026-08-28,2026-09-04
Breece Hall,33,33,RB,NYJ,5503,32.1,4.08,714,22,44,3.9,13,ppr,8,6,7681,2026-08-28,2026-09-04
Josh Allen,34,34,QB,BUF,2885,33.3,5.01,1216,13,48,7.7,7,ppr,8,6,7681,2026-08-28,2026-09-04
Brock Bowers,35,35,TE,LV,6178,34.4,5.02,2414,15,50,7.2,13,ppr,8,6,7681,2026-08-28,2026-09-04
Javonte Williams,36,36,RB,DAL,5185,34.6,5.03,1502,21,49,5,14,ppr,8,6,7681,2026-08-28,2026-09-04
Emeka Egbuka,37,37,WR,TB,6576,35.7,5.04,1578,24,49,4.1,10,ppr,8,6,7681,2026-08-28,2026-09-04
Tee Higgins,38,38,WR,CIN,4870,36.1,5.04,812,24,48,4.5,6,ppr,8,6,7681,2026-08-28,2026-09-04
Travis Etienne Jr.,39,39,RB,NO,4863,37.2,5.05,930,24,51,4.7,8,ppr,8,6,7681,2026-08-28,2026-09-04
Ladd McConkey,40,40,WR,LAC,6281,38.3,5.06,2270,26,57,4.5,7,ppr,8,6,7681,2026-08-28,2026-09-04
Cam Skattebo,41,41,RB,NYG,6509,39.8,5.08,528,26,54,5.1,8,ppr,8,6,7681,2026-08-28,2026-09-04
Davante Adams,42,42,WR,LAR,2125,41.8,6.02,821,28,61,5,11,ppr,8,6,7681,2026-08-28,2026-09-04
D'Andre Swift,43,43,RB,CHI,4862,43.7,6.04,1331,31,58,4.6,10,ppr,8,6,7681,2026-08-28,2026-09-04
Jaylen Waddle,44,44,WR,DEN,5178,44.3,6.04,2148,31,68,4.9,10,ppr,8,6,7681,2026-08-28,2026-09-04
Jameson Williams,45,45,WR,DET,5643,45.6,6.06,587,33,63,4.6,6,ppr,8,6,7681,2026-08-28,2026-09-04
Bucky Irving,46,46,RB,TB,6190,46.3,6.06,604,32,64,5.4,10,ppr,8,6,7681,2026-08-28,2026-09-04
DJ Moore,47,47,WR,BUF,2876,47.4,6.07,2210,31,70,6.2,7,ppr,8,6,7681,2026-08-28,2026-09-04
Terry McLaurin,48,48,WR,WAS,3449,48.5,7.01,729,35,68,5,7,ppr,8,6,7681,2026-08-28,2026-09-04
Quinshon Judkins,49,49,RB,CLE,6531,50.3,7.02,679,36,64,5.2,11,ppr,8,6,7681,2026-08-28,2026-09-04
Drake Maye,50,50,QB,NE,6187,52.4,7.04,545,28,77,9.1,11,ppr,8,6,7681,2026-08-28,2026-09-04
Luther Burden III,51,51,WR,CHI,6559,53,7.05,1207,35,78,6.6,10,ppr,8,6,7681,2026-08-28,2026-09-04
Bhayshul Tuten,52,52,RB,JAX,6513,54,7.06,1144,39,72,5.7,7,ppr,8,6,7681,2026-08-28,2026-09-04
David Montgomery,53,53,RB,HOU,3238,54.5,7.07,1287,36,76,6.8,8,ppr,8,6,7681,2026-08-28,2026-09-04
Colston Loveland,54,55,TE,CHI,6501,54.6,7.07,2260,29,81,9.6,10,ppr,8,6,7681,2026-08-28,2026-09-04
Rome Odunze,55,54,WR,CHI,6194,54.6,7.07,1216,39,74,5.9,10,ppr,8,6,7681,2026-08-28,2026-09-04
Joe Burrow,56,56,QB,CIN,4882,55.4,7.07,606,34,80,8.2,6,ppr,8,6,7681,2026-08-28,2026-09-04
Mike Evans,57,57,WR,SF,2111,55.6,7.08,728,39,78,6.3,8,ppr,8,6,7681,2026-08-28,2026-09-04
Lamar Jackson,58,58,QB,BAL,2888,56.5,8.01,847,34,76,8.5,13,ppr,8,6,7681,2026-08-28,2026-09-04
Christian Watson,59,59,WR,GB,5360,57.4,8.01,1681,40,80,6.4,11,ppr,8,6,7681,2026-08-28,2026-09-04
Courtland Sutton,60,60,WR,DEN,2862,61.2,8.05,635,44,82,6.6,10,ppr,8,6,7681,2026-08-28,2026-09-04
Rhamondre Stevenson,61,61,RB,NE,5210,61.5,8.05,573,45,80,6.1,11,ppr,8,6,7681,2026-08-28,2026-09-04
Jaylen Warren,62,62,RB,PIT,5443,62.3,8.06,302,49,82,5.1,9,ppr,8,6,7681,2026-08-28,2026-09-04
Parker Washington,63,63,WR,JAX,5705,62.6,8.07,2243,42,88,7.6,7,ppr,8,6,7681,2026-08-28,2026-09-04
Marvin Harrison Jr.,64,64,WR,ARI,6193,64.2,8.08,1108,45,87,7.2,14,ppr,8,6,7681,2026-08-28,2026-09-04
TreVeyon Henderson,65,65,RB,NE,6490,64.3,8.08,573,48,82,6,11,ppr,8,6,7681,2026-08-28,2026-09-04
Dak Prescott,66,66,QB,DAL,2377,65.1,9.01,523,45,91,7.7,14,ppr,8,6,7681,2026-08-28,2026-09-04
Tyler Warren,67,67,TE,IND,6504,66,9.02,1547,44,94,8.3,13,ppr,8,6,7681,2026-08-28,2026-09-04
DK Metcalf,68,68,WR,PIT,3239,66.3,9.02,799,47,85,7.3,9,ppr,8,6,7681,2026-08-28,2026-09-04
Tony Pollard,69,69,RB,TEN,3435,68.6,9.05,348,52,87,6.2,9,ppr,8,6,7681,2026-08-28,2026-09-04
Josh Jacobs,70,70,RB,GB,3255,69.3,9.05,419,1,119,30.6,11,ppr,8,6,7681,2026-08-28,2026-09-04
Alec Pierce,71,71,WR,IND,5641,69.9,9.06,778,52,91,6.8,13,ppr,8,6,7681,2026-08-28,2026-09-04
Jadarian Price,72,72,RB,SEA,6776,71.6,9.08,3146,42,118,11.1,11,ppr,8,6,7681,2026-08-28,2026-09-04
Brian Thomas Jr.,73,73,WR,JAX,6175,73.1,10.01,1061,54,96,7.1,7,ppr,8,6,7681,2026-08-28,2026-09-04
Jayden Daniels,74,75,QB,WAS,5854,74,10.02,495,42,109,12.2,7,ppr,8,6,7681,2026-08-28,2026-09-04
