name,Rank,position,team,position_rank,tier,rank_min,rank_max,rank_ave,rank_std,source_player_id
Josh Allen,1,QB,BUF,QB1,1,1,3,1.21,0.48,17298
Drake Maye,2,QB,NE,QB2,1,1,6,2.24,1.01,23046
Lamar Jackson,3,QB,BAL,QB3,1,2,12,4.83,2.42,17233
Jayden Daniels,4,QB,WAS,QB4,1,3,12,5.10,2.76,22902
Ja'Marr Chase,5,WR,CIN,WR1,2,3,8,6.59,1.85,19788
Caleb Williams,6,QB,CHI,QB5,2,4,19,7.83,3.71,23084
Joe Burrow,7,QB,CIN,QB6,2,3,25,7.90,5.68,19196
Jaxon Smith-Njigba,8,WR,SEA,WR2,2,2,14,8.90,2.40,23070
Puka Nacua,9,WR,LAR,WR3,2,6,18,11.03,3.76,23180
Justin Herbert,10,QB,LAC,QB7,2,5,28,11.69,5.83,18635
Bijan Robinson,11,RB,ATL,RB1,2,4,19,12.03,4.95,23133
Patrick Mahomes II,12,QB,KC,QB8,3,5,26,13.00,5.45,16413
Jahmyr Gibbs,13,RB,DET,RB2,3,5,19,13.45,5.13,22968
Jalen Hurts,14,QB,PHI,QB9,3,6,29,15.79,5.61,19275
Trevor Lawrence,15,QB,JAC,QB10,3,11,34,16.59,6.21,19780
Amon-Ra St. Brown,16,WR,DET,WR4,3,7,26,17.45,5.10,19799
Justin Jefferson,17,WR,MIN,WR5,3,10,27,18.10,4.39,19236
CeeDee Lamb,18,WR,DAL,WR6,3,14,32,20.93,4.46,19202
Jaxson Dart,19,QB,NYG,QB11,3,12,37,21.07,7.91,23160
Ashton Jeanty,20,RB,LV,RB3,3,12,27,21.17,4.32,25989
Malik Nabers,21,WR,NYG,WR7,4,10,34,21.48,5.81,25409
Bo Nix,22,QB,DEN,QB12,4,13,46,22.00,9.09,22910
Brock Purdy,23,QB,SF,QB13,4,14,47,22.14,9.57,19797
Jeremiyah Love,24,RB,ARI,RB4,4,13,32,24.41,4.58,25403
Drake London,25,WR,ATL,WR8,4,15,30,25.69,3.92,23163
De'Von Achane,26,RB,MIA,RB5,4,17,38,28.07,4.37,23136
Brock Bowers,27,TE,LV,TE1,4,11,44,28.72,9.68,22955
Dak Prescott,28,QB,DAL,QB14,4,15,61,29.52,13.30,15600
Omarion Hampton,29,RB,LAC,RB6,4,18,38,29.76,5.04,25395
Tetairoa McMillan,30,WR,CAR,WR9,4,23,39,31.14,4.01,25417
James Cook III,31,RB,BUF,RB7,4,19,39,31.76,4.50,22958
Jordan Love,32,QB,GB,QB15,5,17,68,33.55,14.04,19246
Nico Collins,33,WR,HOU,WR10,5,27,41,33.59,3.63,20130
Jonathan Taylor,34,RB,IND,RB8,5,22,49,33.69,5.99,19217
George Pickens,35,WR,DAL,WR11,5,20,42,34.24,4.81,22963
Emeka Egbuka,36,WR,TB,WR12,5,27,50,34.83,4.63,23062
Trey McBride,37,TE,ARI,TE2,5,16,58,37.45,9.83,22936
Chris Olave,38,WR,NO,WR13,5,34,51,39.31,4.25,20111
Kenneth Walker III,39,RB,KC,RB9,5,31,63,42.14,8.83,23021
Garrett Wilson,40,WR,NYJ,WR14,5,32,59,42.21,6.00,23072
Carnell Tate,41,WR,TEN,WR15,5,30,58,42.31,7.03,26009
Ladd McConkey,42,WR,LAC,WR16,5,37,58,44.62,4.96,26122
Jared Goff,43,QB,DET,QB16,5,24,85,44.90,18.24,15501
Zay Flowers,44,WR,BAL,WR17,5,35,61,46.28,6.16,22916
Breece Hall,45,RB,NYJ,RB10,5,36,65,47.07,7.43,22982
DeVonta Smith,46,WR,PHI,WR18,5,35,57,47.24,6.63,19222
A.J. Brown,47,WR,NE,WR19,5,35,65,47.62,6.98,18218
Luther Burden III,48,WR,CHI,WR20,6,39,68,48.41,6.96,27016
Colston Loveland,49,TE,CHI,TE3,6,22,63,49.90,12.13,26006
Chase Brown,50,RB,CIN,RB11,6,36,63,52.21,6.95,25324
Jordyn Tyson,51,WR,NO,WR21,6,32,82,52.93,11.20,26035
Fernando Mendoza,52,QB,LV,QB17,6,24,90,53.45,13.89,28013
Tee Higgins,53,WR,CIN,WR22,6,42,78,54.07,9.22,19211
Rashee Rice,54,WR,KC,WR23,6,37,90,54.45,12.78,23113
Makai Lemon,55,WR,PHI,WR24,6,43,74,56.41,7.87,25420
Baker Mayfield,56,QB,TB,QB18,6,24,84,56.97,15.00,17237
Tyler Warren,57,TE,IND,TE4,6,39,70,57.21,6.10,26434
Jaylen Waddle,58,WR,DEN,WR25,6,41,76,57.52,8.46,19790
Rome Odunze,59,WR,CHI,WR26,6,46,82,59.90,8.92,25411
Cam Ward,60,QB,TEN,QB19,6,34,86,60.90,10.55,24755
TreVeyon Henderson,61,RB,NE,RB12,6,48,85,61.66,9.41,23065
C.J. Stroud,62,QB,HOU,QB20,6,35,95,62.34,16.64,23071
Tucker Kraft,63,TE,GB,TE5,6,52,79,63.97,5.12,25298
Saquon Barkley,64,RB,PHI,RB13,6,48,77,64.76,7.61,17240
Christian McCaffrey,65,RB,SF,RB14,6,40,79,65.03,10.75,16393
Quinshon Judkins,66,RB,CLE,RB15,6,44,88,65.69,8.99,25391
Marvin Harrison Jr.,67,WR,ARI,WR27,7,49,83,66.03,9.23,23064
Jameson Williams,68,WR,DET,WR28,7,51,83,66.03,6.98,23677
Harold Fannin Jr.,69,TE,CLE,TE6,7,59,84,67.31,5.31,27050
Tyler Shough,70,QB,NO,QB21,7,36,92,67.86,12.70,23096
Brian Thomas Jr.,71,WR,JAC,WR29,7,54,85,71.07,9.60,23000
Kyler Murray,72,QB,MIN,QB22,7,49,101,71.52,14.70,18600
Kyren Williams,73,RB,LAR,RB16,7,61,92,72.00,7.25,23059
Sam LaPorta,74,TE,DET,TE7,7,65,91,72.59,6.14,22978
Kyle Pitts Sr.,75,TE,ATL,TE8,7,61,97,74.45,7.60,20164
Travis Etienne Jr.,76,RB,NO,RB17,7,63,91,76.59,6.18,19231
Christian Watson,77,WR,GB,WR30,7,57,112,78.41,12.10,23886
Bucky Irving,78,RB,TB,RB18,7,50,101,78.76,12.03,25981
Sam Darnold,79,QB,SEA,QB23,7,52,94,80.31,11.20,17236
Javonte Williams,80,RB,DAL,RB19,7,62,100,81.41,9.78,22739
Jadarian Price,81,RB,SEA,RB20,7,63,117,82.57,11.38,27329
