name,Rank,source_rank,position,source_position,team,source_player_id,games_played,targets,receptions,receiving_yards,receiving_yards_per_game,receiving_average,receiving_touchdowns,rush_attempts,rush_yards,rush_average,rush_touchdowns,fumbles_lost,projected_fantasy_points,projected_fantasy_points_per_game,season
Brian Thomas Jr.,28,28,WR,WR,JAC,3132164,16,95,60,905,56.6,15.1,6,3,24,8,0,0,119,7.4,2026
Malik Nabers,29,29,WR,WR,NYG,26697761,16,122,75,959,59.9,12.8,5,3,1,0.3,0,0,117,7.3,2026
D. Metcalf,30,30,WR,WR,PIT,2260185,16,105,59,863,53.9,14.6,5,2,9,4.5,1,0,114,7.1,2026
Marvin Harrison Jr.,31,31,WR,WR,ARI,26701883,16,105,56,851,53.2,15.2,6,0,0,0,0,0,114,7.1,2026
Jameson Williams,32,32,WR,WR,DET,3125968,15,92,55,910,60.7,16.6,5,6,33,5.5,0,0,113,7.5,2026
Michael Wilson,33,33,WR,WR,ARI,2965181,16,104,67,832,52,12.4,6,0,2,0,0,0,112,7,2026
D. Moore,34,34,WR,WR,BUF,2179328,15,87,55,677,45.1,12.3,7,14,61,4.4,1,0,110,7.3,2026
Courtland Sutton,35,35,WR,WR,DEN,2218461,16,108,63,810,50.6,12.9,6,0,0,0,0,0,109,6.8,2026
Rome Odunze,36,36,WR,WR,CHI,3162979,16,109,55,866,54.1,15.8,5,1,3,3,0,0,109,6.8,2026
Deebo Samuel,37,37,WR,WR,SF,2139735,16,95,68,676,42.3,9.9,6,33,116,3.5,1,1,105,6.6,2026
Jerry Jeudy,38,38,WR,WR,CLE,2741201,16,121,62,849,53.1,13.7,4,1,4,4,0,1,100,6.3,2026
Jaylen Waddle,39,39,WR,WR,DEN,2962110,16,92,57,772,48.3,13.5,5,2,22,11,0,0,100,6.3,2026
Stefon Diggs,40,40,WR,WR,WAS,2000038,16,90,68,771,48.2,11.3,5,1,2,2,0,0,99,6.2,2026
Josh Downs,41,41,WR,WR,IND,3162970,16,96,62,705,44.1,11.4,6,2,2,1,0,1,97,6.1,2026
Chris Godwin,42,42,WR,WR,TB,2818150,16,92,67,749,46.8,11.2,5,3,10,3.3,0,0,96,6,2026
Jakobi Meyers,43,45,WR,WR,JAC,2183835,16,90,62,749,46.8,12.1,5,6,19,3.2,0,1,95,5.9,2026
A.J. Brown,44,44,WR,WR,NE,2258303,10,78,50,725,72.5,14.5,5,0,0,0,0,0,95,9.5,2026
Denzel Boston,45,43,WR,WR,CLE,28875368,16,91,55,774,48.4,14.1,5,2,9,4.5,0,2,95,5.9,2026
Calvin Ridley,46,46,WR,WR,TEN,2186328,16,89,45,772,48.3,17.2,3,3,24,8,1,0,94,5.9,2026
Jordan Addison,47,47,WR,WR,MIN,3162290,16,80,43,637,39.8,14.8,5,2,71,35.5,1,0,94,5.9,2026
Antonio Williams,48,48,WR,WR,WAS,28877974,16,73,47,707,44.2,15,5,2,13,6.5,0,1,91,5.7,2026
Quentin Johnston,49,49,WR,WR,LAC,3162609,16,89,50,641,40.1,12.8,6,2,8,4,0,1,91,5.7,2026
Wan'Dale Robinson,50,50,WR,WR,TEN,3124107,16,118,78,724,45.3,9.3,4,2,6,3,0,0,89,5.6,2026
Michael Pittman,51,51,WR,WR,PIT,2240188,15,93,66,647,43.1,9.8,5,0,0,0,0,0,87,5.8,2026
Carnell Tate,52,52,WR,WR,TEN,29124411,16,89,55,747,46.7,13.6,4,1,8,8,0,2,86,5.4,2026
Xavier Worthy,53,54,WR,WR,KC,26730787,16,92,54,631,39.4,11.7,3,22,142,6.5,1,0,85,5.3,2026
Makai Lemon,54,53,WR,WR,PHI,29123772,16,95,60,724,45.3,12.1,4,2,12,6,0,2,85,5.3,2026
Devaughn Vele,55,55,WR,WR,NO,3121113,16,77,54,638,39.9,11.8,5,0,0,0,0,0,85,5.3,2026
Keenan Allen,56,56,WR,WR,IND,1737096,16,98,64,665,41.6,10.4,4,0,0,0,0,0,83,5.2,2026
Jayden Reed,57,57,WR,WR,GB,2967762,16,83,58,602,37.6,10.4,4,14,120,8.6,0,0,81,5.1,2026
Cooper Kupp,58,61,WR,WR,SEA,2006951,16,77,51,633,39.6,12.4,4,0,3,0,0,1,77,4.8,2026
Mack Hollins,59,58,WR,WR,NE,2010349,16,71,50,667,41.7,13.3,3,1,3,3,0,0,77,4.8,2026
Jauan Jennings,60,60,WR,WR,MIN,2180514,15,70,43,517,34.5,12,6,0,0,0,0,1,77,5.1,2026
K. Concepcion,61,59,WR,WR,CLE,29123718,16,94,59,746,46.6,12.6,3,6,32,5.3,0,4,77,4.8,2026
Rashid Shaheed,62,63,WR,WR,SEA,2250863,16,75,43,634,39.6,14.7,3,12,83,6.9,0,1,75,4.7,2026
Rashod Bateman,63,62,WR,WR,BAL,2960940,16,51,27,413,25.8,15.3,7,0,0,0,0,0,75,4.7,2026
Romeo Doubs,64,67,WR,WR,NE,2961886,16,69,43,582,36.4,13.5,4,0,0,0,0,0,74,4.6,2026
Jalen Nailor,65,64,WR,WR,LV,2967232,16,72,42,521,32.6,12.4,5,2,6,3,0,0,74,4.6,2026
Tre Tucker,66,66,WR,WR,LV,3121848,16,78,48,565,35.3,11.8,4,10,38,3.8,0,0,74,4.6,2026
Dontayvion Wicks,67,65,WR,WR,PHI,3122375,16,70,40,517,32.3,12.9,5,1,5,5,0,0,74,4.6,2026
Jalen McMillan,68,68,WR,WR,TB,3162347,16,61,43,566,35.4,13.2,4,4,26,6.5,0,0,74,4.6,2026
Kayshon Boutte,69,69,WR,WR,HOU,3163170,16,54,34,524,32.8,15.4,5,0,0,0,0,0,74,4.6,2026
Caleb Douglas,70,70,WR,WR,MIA,28900321,16,82,51,640,40,12.6,3,2,9,4.5,0,1,73,4.6,2026
Khalil Shakir,71,71,WR,WR,BUF,2969119,15,77,58,573,38.2,9.9,4,1,4,4,0,0,73,4.9,2026
Elic Ayomanor,72,72,WR,WR,TEN,28900714,16,71,36,483,30.2,13.4,5,0,0,0,0,0,71,4.4,2026
Jordyn Tyson,73,73,WR,WR,NO,28900885,13,70,43,625,48.1,14.5,3,2,8,4,0,1,70,5.4,2026
Tyquan Thornton,74,74,WR,WR,KC,2965066,16,48,24,510,31.9,21.3,4,0,0,0,0,0,67,4.2,2026
Jaylin Noel,75,75,WR,WR,HOU,26697286,16,53,39,547,34.2,14,3,5,11,2.2,0,0,65,4.1,2026
Demarcus Robinson,76,77,WR,WR,SF,2061095,16,49,30,468,29.3,15.6,4,1,4,4,0,0,63,3.9,2026
Adonai Mitchell,77,76,WR,WR,NYJ,26701928,16,77,39,547,34.2,14,3,2,-1,-0.5,0,1,63,3.9,2026
Chris Bell,78,78,WR,WR,MIA,28877196,16,70,42,536,33.5,12.8,3,2,9,4.5,0,1,62,3.9,2026
Pat Bryant,79,80,WR,WR,DEN,26697415,16,66,44,494,30.9,11.2,3,1,1,1,0,0,59,3.7,2026
Xavier Hutchinson,80,79,WR,WR,HOU,3161943,16,79,42,495,30.9,11.8,3,1,12,12,0,0,59,3.7,2026
Josh Palmer,81,82,WR,WR,BUF,2867325,15,47,26,430,28.7,16.5,4,0,0,0,0,0,58,3.9,2026
Tank Dell,82,81,WR,WR,HOU,2963970,13,61,38,491,37.8,12.9,3,9,40,4.4,0,0,58,4.5,2026
Isaac TeSlaa,83,83,WR,WR,DET,29122587,15,50,25,352,23.5,14.1,5,0,0,0,0,0,57,3.8,2026
Christian Kirk,84,84,WR,WR,SF,2180820,13,73,42,471,36.2,11.2,3,0,0,0,0,0,56,4.3,2026
Ashton Dulin,85,85,WR,WR,IND,3116796,15,44,22,510,34,23.2,2,4,46,11.5,0,0,56,3.7,2026
Ja'Kobi Lane,86,87,WR,WR,BAL,29158151,12,48,28,424,35.3,15.1,4,2,11,5.5,0,1,55,4.6,2026
Chimere Dike,87,86,WR,WR,TEN,3162452,16,60,41,397,24.8,9.7,5,8,5,0.6,0,3,55,3.4,2026
Kalif Raymond,88,89,WR,WR,CHI,1999329,16,47,39,446,27.9,11.4,3,2,11,5.5,0,0,54,3.4,2026
Isaiah Bond,89,88,WR,WR,CLE,28910521,16,50,25,545,34.1,21.8,1,5,29,5.8,0,0,54,3.4,2026
Keon Coleman,90,90,WR,WR,BUF,26717289,15,60,39,444,29.6,11.4,3,0,2,0,0,1,52,3.5,2026
Omar Cooper Jr.,91,91,WR,WR,NYJ,28900921,15,56,36,448,29.9,12.4,3,2,11,5.5,0,1,52,3.5,2026
Andrei Iosivas,92,92,WR,WR,CIN,2966908,16,57,34,429,26.8,12.6,3,2,9,4.5,0,0,52,3.3,2026
Luke McCaffrey,93,93,WR,WR,WAS,3121502,16,32,23,358,22.4,15.6,4,0,0,0,0,0,52,3.3,2026
Kendrick Bourne,94,95,WR,WR,ARI,2088428,16,53,39,476,29.8,12.2,2,0,2,0,0,0,51,3.2,2026
Jahdae Walker,95,94,WR,WR,CHI,29174299,16,42,27,347,21.7,12.9,4,1,5,5,0,0,51,3.2,2026
Malik Washington,96,96,WR,WR,MIA,3124729,16,69,45,368,23,8.2,3,11,61,5.6,1,3,50,3.1,2026
Tory Horton,97,97,WR,WR,SEA,3165177,16,41,25,322,20.1,12.9,4,1,6,6,0,0,49,3.1,2026
Malachi Fields,98,98,WR,WR,NYG,26706066,16,49,30,394,24.6,13.1,3,2,11,5.5,0,1,47,2.9,2026
Olamide Zaccheaus,99,100,WR,WR,ATL,2186266,16,63,41,360,22.5,8.8,3,3,13,4.3,0,0,46,2.9,2026
Ted Hurst,100,99,WR,WR,TB,29421796,16,51,33,438,27.4,13.3,2,2,11,5.5,0,1,46,2.9,2026
