name,Rank,source_rank,position,team,source_player_id,adp,adp_formatted,times_drafted,high,low,stdev,bye,source_format,source_team_count,actual_league_team_count,sample_total_drafts,sample_start_date,sample_end_date
Brandon Aubrey,1,129,K,DAL,6162,126.4,16.06,1209,63,184,24.2,14,ppr,8,6,5144,2026-09-01,2026-09-08
Ka'imi Fairbairn,2,145,K,HOU,2531,137.7,18.02,112,99,184,17.2,8,ppr,8,6,5144,2026-09-01,2026-09-08
Jason Myers,3,149,K,SEA,2424,139.9,18.04,85,99,184,17.8,11,ppr,8,6,5144,2026-09-01,2026-09-08
Cameron Dicker,4,157,K,LAC,5538,145.8,19.02,125,108,188,21.1,7,ppr,8,6,5144,2026-09-01,2026-09-08
Harrison Mevis,5,161,K,LAR,6299,149.3,19.05,74,109,187,15.4,11,ppr,8,6,5144,2026-09-01,2026-09-08
Chris Boswell,6,164,K,PIT,2340,150.3,19.06,35,117,178,12.5,9,ppr,8,6,5144,2026-09-01,2026-09-08
Jake Bates,7,166,K,DET,6055,151.5,19.08,102,95,192,21.6,6,ppr,8,6,5144,2026-09-01,2026-09-08
Harrison Butker,8,168,K,KC,2514,151.6,19.08,123,108,180,18.4,5,ppr,8,6,5144,2026-09-01,2026-09-08
Cam Little,9,175,K,JAX,6188,154.4,20.02,214,103,210,19.6,7,ppr,8,6,5144,2026-09-01,2026-09-08
Will Reichard,10,178,K,MIN,6296,155.4,20.03,62,110,191,17.4,6,ppr,8,6,5144,2026-09-01,2026-09-08
Chase McLaughlin,11,187,K,TB,4865,157.4,20.05,98,98,206,22.8,10,ppr,8,6,5144,2026-09-01,2026-09-08
Eddy Piñeiro,12,195,K,SF,3097,160.1,20.08,76,119,206,17.4,8,ppr,8,6,5144,2026-09-01,2026-09-08
Tyler Bass,13,203,K,BUF,5036,161.1,21.01,9,104,200,28.3,7,ppr,8,6,5144,2026-09-01,2026-09-08
Wil Lutz,14,209,K,DEN,2522,161.6,21.02,78,133,204,15.4,10,ppr,8,6,5144,2026-09-01,2026-09-08
Cairo Santos,15,213,K,CHI,2335,163.4,21.03,29,140,192,15.4,10,ppr,8,6,5144,2026-09-01,2026-09-08
Trey Smack,16,215,K,GB,6835,164,21.04,20,116,202,23,11,ppr,8,6,5144,2026-09-01,2026-09-08
Tyler Loop,17,219,K,BAL,6587,164.9,21.05,60,139,208,14.9,13,ppr,8,6,5144,2026-09-01,2026-09-08
Andy Borregales,18,228,K,NE,6585,166.6,21.07,8,124,209,25.9,11,ppr,8,6,5144,2026-09-01,2026-09-08
Evan McPherson,19,231,K,CIN,5669,167.4,21.07,48,136,210,18.7,6,ppr,8,6,5144,2026-09-01,2026-09-08
Jake Elliott,20,243,K,PHI,2529,174.5,22.06,6,150,205,18.5,10,ppr,8,6,5144,2026-09-01,2026-09-08
