name,Rank,source_rank,position,team,source_player_id,adp,adp_formatted,times_drafted,high,low,stdev,bye,source_format,source_team_count,actual_league_team_count,sample_total_drafts,sample_start_date,sample_end_date
Bijan Robinson,1,1,RB,ATL,5670,1.7,1.02,1167,1,4,0.7,11,ppr,8,6,6809,2026-08-11,2026-08-18
Jahmyr Gibbs,2,2,RB,DET,5672,1.8,1.02,1370,1,4,0.7,6,ppr,8,6,6809,2026-08-11,2026-08-18
Puka Nacua,3,3,WR,LAR,5714,3.1,1.03,234,1,5,0.7,11,ppr,8,6,6809,2026-08-11,2026-08-18
Ja'Marr Chase,4,4,WR,CIN,5177,3.9,1.04,1629,1,8,1,6,ppr,8,6,6809,2026-08-11,2026-08-18
Jaxon Smith-Njigba,5,5,WR,SEA,5671,5.4,1.05,803,2,9,1.1,11,ppr,8,6,6809,2026-08-11,2026-08-18
Amon-Ra St. Brown,6,6,WR,DET,5182,6.4,1.06,933,3,11,1.3,6,ppr,8,6,6809,2026-08-11,2026-08-18
Christian McCaffrey,7,7,RB,SF,2434,6.5,1.06,1268,2,13,1.6,8,ppr,8,6,6809,2026-08-11,2026-08-18
Jonathan Taylor,8,8,RB,IND,4864,7.4,1.07,1425,2,12,1.8,13,ppr,8,6,6809,2026-08-11,2026-08-18
De'Von Achane,9,9,RB,MIA,5683,10.2,2.02,690,5,18,1.9,6,ppr,8,6,6809,2026-08-11,2026-08-18
Drake London,10,10,WR,ATL,5574,10.2,2.02,244,6,16,1.6,11,ppr,8,6,6809,2026-08-11,2026-08-18
CeeDee Lamb,11,11,WR,DAL,4869,10.7,2.03,987,5,19,2,14,ppr,8,6,6809,2026-08-11,2026-08-18
Justin Jefferson,12,12,WR,MIN,4876,12.4,2.04,1065,5,21,2.7,6,ppr,8,6,6809,2026-08-11,2026-08-18
James Cook III,13,13,RB,BUF,5652,12.7,2.05,1956,4,22,3,7,ppr,8,6,6809,2026-08-11,2026-08-18
Chase Brown,14,14,RB,CIN,5706,13.5,2.05,1520,6,22,2.8,6,ppr,8,6,6809,2026-08-11,2026-08-18
Rashee Rice,15,15,WR,KC,5696,14.5,2.07,242,8,22,2.3,5,ppr,8,6,6809,2026-08-11,2026-08-18
Ashton Jeanty,16,16,RB,LV,6500,15.1,2.07,1134,7,23,3,13,ppr,8,6,6809,2026-08-11,2026-08-18
A.J. Brown,17,17,WR,NE,3247,17.3,3.01,922,9,25,2.9,11,ppr,8,6,6809,2026-08-11,2026-08-18
Derrick Henry,18,18,RB,BAL,2350,17.4,3.01,830,10,27,2.7,13,ppr,8,6,6809,2026-08-11,2026-08-18
George Pickens,19,19,WR,DAL,5576,19.6,3.04,495,12,28,2.7,14,ppr,8,6,6809,2026-08-11,2026-08-18
Saquon Barkley,20,20,RB,PHI,2860,20.2,3.04,2155,10,33,3.6,10,ppr,8,6,6809,2026-08-11,2026-08-18
Omarion Hampton,21,21,RB,LAC,6538,21.3,3.05,1843,10,33,4.1,7,ppr,8,6,6809,2026-08-11,2026-08-18
