name,Rank,source_rank,position,team,source_player_id,adp,adp_formatted,times_drafted,high,low,stdev,bye,source_format,source_team_count,actual_league_team_count,sample_total_drafts,sample_start_date,sample_end_date
Josh Allen,1,1,QB,BUF,2885,1.7,1.02,940,1,4,0.9,7,2qb,10,6,5587,2026-07-26,2026-08-25
Jahmyr Gibbs,2,2,RB,DET,5672,1.8,1.02,740,1,4,0.8,6,2qb,10,6,5587,2026-07-26,2026-08-25
Bijan Robinson,3,3,RB,ATL,5670,2.6,1.03,456,1,4,0.7,11,2qb,10,6,5587,2026-07-26,2026-08-25
Puka Nacua,4,4,WR,LAR,5714,4.8,1.05,466,1,13,1.4,11,2qb,10,6,5587,2026-07-26,2026-08-25
Jonathan Taylor,5,5,RB,IND,4864,5.6,1.06,437,3,10,1.4,13,2qb,10,6,5587,2026-07-26,2026-08-25
Drake Maye,6,6,QB,NE,6187,6.9,1.07,607,1,15,2.8,11,2qb,10,6,5587,2026-07-26,2026-08-25
Ja'Marr Chase,7,7,WR,CIN,5177,7.4,1.07,1416,1,26,3.6,6,2qb,10,6,5587,2026-07-26,2026-08-25
Lamar Jackson,8,8,QB,BAL,2888,8.1,1.08,1029,1,17,2.9,13,2qb,10,6,5587,2026-07-26,2026-08-25
Joe Burrow,9,9,QB,CIN,4882,9,1.09,835,1,18,3,6,2qb,10,6,5587,2026-07-26,2026-08-25
Jaxon Smith-Njigba,10,10,WR,SEA,5671,9.2,1.09,662,1,30,3.6,11,2qb,10,6,5587,2026-07-26,2026-08-25
Christian McCaffrey,11,11,RB,SF,2434,10.3,1.10,987,3,20,2.8,8,2qb,10,6,5587,2026-07-26,2026-08-25
Derrick Henry,12,12,RB,BAL,2350,10.8,2.01,333,3,18,2.7,13,2qb,10,6,5587,2026-07-26,2026-08-25
Dak Prescott,13,13,QB,DAL,2377,13.4,2.03,588,5,22,2.9,14,2qb,10,6,5587,2026-07-26,2026-08-25
Jayden Daniels,14,14,QB,WAS,5854,13.7,2.04,616,5,22,3.1,7,2qb,10,6,5587,2026-07-26,2026-08-25
Amon-Ra St. Brown,15,15,WR,DET,5182,14,2.04,1162,5,32,3.9,6,2qb,10,6,5587,2026-07-26,2026-08-25
James Cook III,16,16,RB,BUF,5652,16.1,2.06,1377,4,30,4.7,7,2qb,10,6,5587,2026-07-26,2026-08-25
Jalen Hurts,17,17,QB,PHI,5025,16.9,2.07,465,8,26,3.3,10,2qb,10,6,5587,2026-07-26,2026-08-25
Matthew Stafford,18,18,QB,LAR,1664,17.1,2.07,368,9,27,2.8,11,2qb,10,6,5587,2026-07-26,2026-08-25
Brock Purdy,19,19,QB,SF,5648,18.9,2.09,163,9,30,3.9,8,2qb,10,6,5587,2026-07-26,2026-08-25
Trevor Lawrence,20,20,QB,JAX,5186,19.3,2.09,392,5,37,5.2,7,2qb,10,6,5587,2026-07-26,2026-08-25
De'Von Achane,21,21,RB,MIA,5683,21.5,3.01,667,9,35,4.9,6,2qb,10,6,5587,2026-07-26,2026-08-25
Caleb Williams,22,22,QB,CHI,6173,21.8,3.02,640,8,45,5.2,10,2qb,10,6,5587,2026-07-26,2026-08-25
Patrick Mahomes,23,23,QB,KC,2462,23.5,3.04,336,9,46,5.4,5,2qb,10,6,5587,2026-07-26,2026-08-25
Drake London,24,24,WR,ATL,5574,24.4,3.04,218,12,36,4.8,11,2qb,10,6,5587,2026-07-26,2026-08-25
Jared Goff,25,25,QB,DET,2351,24.8,3.05,383,12,49,4.8,6,2qb,10,6,5587,2026-07-26,2026-08-25
Saquon Barkley,26,26,RB,PHI,2860,25.1,3.05,1647,11,40,5.4,10,2qb,10,6,5587,2026-07-26,2026-08-25
CeeDee Lamb,27,27,WR,DAL,4869,25.4,3.05,1498,11,43,5.5,14,2qb,10,6,5587,2026-07-26,2026-08-25
Justin Herbert,28,28,QB,LAC,4887,25.7,3.06,749,13,53,4.8,7,2qb,10,6,5587,2026-07-26,2026-08-25
Ashton Jeanty,29,29,RB,LV,6500,28.6,3.09,1293,12,47,6.3,13,2qb,10,6,5587,2026-07-26,2026-08-25
Justin Jefferson,30,30,WR,MIN,4876,28.8,3.09,1491,11,46,6.6,6,2qb,10,6,5587,2026-07-26,2026-08-25
Jaxson Dart,31,31,QB,NYG,6568,30.4,3.10,288,16,58,7.5,8,2qb,10,6,5587,2026-07-26,2026-08-25
Bo Nix,32,32,QB,DEN,6253,30.6,4.01,493,16,56,6.2,10,2qb,10,6,5587,2026-07-26,2026-08-25
Chase Brown,33,33,RB,CIN,5706,31.1,4.01,1607,14,51,6.5,6,2qb,10,6,5587,2026-07-26,2026-08-25
Rashee Rice,34,34,WR,KC,5696,31.5,4.01,253,14,59,8.8,5,2qb,10,6,5587,2026-07-26,2026-08-25
George Pickens,35,35,WR,DAL,5576,33.4,4.03,309,20,43,5.1,14,2qb,10,6,5587,2026-07-26,2026-08-25
Josh Jacobs,36,36,RB,GB,3255,34.6,4.05,225,18,49,6.1,11,2qb,10,6,5587,2026-07-26,2026-08-25
A.J. Brown,37,37,WR,NE,3247,34.9,4.05,751,21,48,5.1,11,2qb,10,6,5587,2026-07-26,2026-08-25
Nico Collins,38,38,WR,HOU,5207,36.4,4.06,389,24,48,4.5,8,2qb,10,6,5587,2026-07-26,2026-08-25
Omarion Hampton,39,39,RB,LAC,6538,38.8,4.09,1403,22,54,6.4,7,2qb,10,6,5587,2026-07-26,2026-08-25
Kenneth Walker,40,40,RB,KC,5625,39.1,4.09,1364,18,58,8.1,5,2qb,10,6,5587,2026-07-26,2026-08-25
Kyren Williams,41,41,RB,LAR,5623,40.7,5.01,510,25,54,5.7,11,2qb,10,6,5587,2026-07-26,2026-08-25
Chris Olave,42,42,WR,NO,5544,41.8,5.02,434,25,58,6.3,8,2qb,10,6,5587,2026-07-26,2026-08-25
Baker Mayfield,43,43,QB,TB,2886,41.9,5.02,814,23,72,8.4,10,2qb,10,6,5587,2026-07-26,2026-08-25
Zay Flowers,44,44,WR,BAL,5675,42.2,5.02,152,31,55,4,13,2qb,10,6,5587,2026-07-26,2026-08-25
Javonte Williams,45,45,RB,DAL,5185,46.9,5.07,527,33,58,5.1,14,2qb,10,6,5587,2026-07-26,2026-08-25
Tyler Shough,46,46,QB,NO,5602,48.1,5.08,784,25,77,8.9,8,2qb,10,6,5587,2026-07-26,2026-08-25
Jeremiyah Love,47,48,RB,ARI,6769,48.7,5.09,576,33,65,5.7,14,2qb,10,6,5587,2026-07-26,2026-08-25
