name,Rank,position,team,position_rank,tier,rank_min,rank_max,rank_ave,rank_std,source_player_id
Josh Allen,1,QB,BUF,QB1,1,1,3,1.21,0.48,17298
Drake Maye,2,QB,NE,QB2,1,1,6,2.21,1.00,23046
Jayden Daniels,3,QB,WAS,QB3,1,3,12,4.93,2.82,22902
Lamar Jackson,4,QB,BAL,QB4,1,2,27,5.72,4.65,17233
Ja'Marr Chase,5,WR,CIN,WR1,2,3,8,6.55,1.83,19788
Joe Burrow,6,QB,CIN,QB5,2,3,25,8.14,5.80,19196
Caleb Williams,7,QB,CHI,QB6,2,4,42,8.83,6.99,23084
Jaxon Smith-Njigba,8,WR,SEA,WR2,2,2,14,8.97,2.43,23070
Puka Nacua,9,WR,LAR,WR3,2,6,18,10.69,3.74,23180
Bijan Robinson,10,RB,ATL,RB1,2,4,19,12.00,5.04,23133
Justin Herbert,11,QB,LAC,QB7,2,5,31,12.59,7.02,18635
Jahmyr Gibbs,12,RB,DET,RB2,3,5,19,13.10,5.08,22968
Patrick Mahomes II,13,QB,KC,QB8,3,5,26,13.86,5.68,16413
Jalen Hurts,14,QB,PHI,QB9,3,5,29,15.52,6.23,19275
Amon-Ra St. Brown,15,WR,DET,WR4,3,7,26,17.00,5.07,19799
Trevor Lawrence,16,QB,JAC,QB10,3,11,43,17.72,7.94,19780
Justin Jefferson,17,WR,MIN,WR5,3,10,27,17.76,4.46,19236
CeeDee Lamb,18,WR,DAL,WR6,3,14,32,20.76,4.62,19202
Ashton Jeanty,19,RB,LV,RB3,3,12,27,20.97,4.15,25989
Malik Nabers,20,WR,NYG,WR7,3,10,34,21.10,5.80,25409
Jaxson Dart,21,QB,NYG,QB11,4,12,51,22.41,9.43,23160
Bo Nix,22,QB,DEN,QB12,4,13,49,23.24,10.21,22910
Brock Purdy,23,QB,SF,QB13,4,14,53,23.34,11.07,19797
Jeremiyah Love,24,RB,ARI,RB4,4,13,30,24.72,4.35,25403
Drake London,25,WR,ATL,WR8,4,13,30,25.07,4.56,23163
De'Von Achane,26,RB,MIA,RB5,4,17,38,27.83,4.74,23136
Brock Bowers,27,TE,LV,TE1,4,11,43,27.86,9.53,22955
Omarion Hampton,28,RB,LAC,RB6,4,18,38,29.38,5.36,25395
Dak Prescott,29,QB,DAL,QB14,4,15,61,30.03,13.44,15600
Tetairoa McMillan,30,WR,CAR,WR9,4,23,39,31.00,3.98,25417
James Cook III,31,RB,BUF,RB7,4,19,43,31.69,5.14,22958
Nico Collins,32,WR,HOU,WR10,4,22,41,33.21,4.29,20130
Jonathan Taylor,33,RB,IND,RB8,5,16,49,33.24,6.70,19217
George Pickens,34,WR,DAL,WR11,5,20,47,34.55,5.57,22963
Jordan Love,35,QB,GB,QB15,5,17,68,35.14,15.04,19246
Emeka Egbuka,36,WR,TB,WR12,5,27,51,35.24,5.51,23062
Trey McBride,37,TE,ARI,TE2,5,16,58,37.34,9.99,22936
Chris Olave,38,WR,NO,WR13,5,24,51,38.76,4.94,20111
Kenneth Walker III,39,RB,KC,RB9,5,29,63,40.69,7.96,23021
Carnell Tate,40,WR,TEN,WR14,5,25,58,41.28,7.68,26009
Garrett Wilson,41,WR,NYJ,WR15,5,26,59,42.24,6.68,23072
Ladd McConkey,42,WR,LAC,WR16,5,33,59,44.34,5.64,26122
Zay Flowers,43,WR,BAL,WR17,5,32,61,45.45,6.41,22916
DeVonta Smith,44,WR,PHI,WR18,5,31,57,45.72,6.75,19222
