name,Rank,source_rank,position,team,source_player_id,adp,adp_formatted,times_drafted,high,low,stdev,bye,source_format,source_team_count,actual_league_team_count,sample_total_drafts,sample_start_date,sample_end_date
Jahmyr Gibbs,1,1,RB,DET,5672,1.4,1.01,954,1,4,0.6,6,ppr,8,6,4588,2026-09-02,2026-09-09
Bijan Robinson,2,2,RB,ATL,5670,2.3,1.02,465,1,5,0.6,11,ppr,8,6,4588,2026-09-02,2026-09-09
Puka Nacua,3,3,WR,LAR,5714,3.3,1.03,165,1,7,1,11,ppr,8,6,4588,2026-09-02,2026-09-09
Ja'Marr Chase,4,4,WR,CIN,5177,3.7,1.04,855,1,8,1.1,6,ppr,8,6,4588,2026-09-02,2026-09-09
Christian McCaffrey,5,5,RB,SF,2434,5.4,1.05,482,2,10,1.3,8,ppr,8,6,4588,2026-09-02,2026-09-09
Jaxon Smith-Njigba,6,6,WR,SEA,5671,5.9,1.06,533,2,10,1.5,11,ppr,8,6,4588,2026-09-02,2026-09-09
Amon-Ra St. Brown,7,7,WR,DET,5182,7,1.07,629,3,11,1.5,6,ppr,8,6,4588,2026-09-02,2026-09-09
Jonathan Taylor,8,8,RB,IND,4864,7.4,1.07,815,3,12,1.8,13,ppr,8,6,4588,2026-09-02,2026-09-09
De'Von Achane,9,9,RB,MIA,5683,9.7,2.02,283,5,16,1.7,6,ppr,8,6,4588,2026-09-02,2026-09-09
CeeDee Lamb,10,10,WR,DAL,4869,10.4,2.02,407,5,16,1.7,14,ppr,8,6,4588,2026-09-02,2026-09-09
James Cook III,11,11,RB,BUF,5652,11.5,2.04,1171,4,20,2.8,7,ppr,8,6,4588,2026-09-02,2026-09-09
Justin Jefferson,12,12,WR,MIN,4876,11.8,2.04,472,7,17,1.9,6,ppr,8,6,4588,2026-09-02,2026-09-09
Chase Brown,13,13,RB,CIN,5706,13.1,2.05,717,6,20,2.5,6,ppr,8,6,4588,2026-09-02,2026-09-09
Drake London,14,14,WR,ATL,5574,13.5,2.05,117,9,19,2,11,ppr,8,6,4588,2026-09-02,2026-09-09
Derrick Henry,15,15,RB,BAL,2350,15.5,2.08,438,9,24,2.3,13,ppr,8,6,4588,2026-09-02,2026-09-09
A.J. Brown,16,16,WR,NE,3247,16.6,3.01,625,9,24,2.7,11,ppr,8,6,4588,2026-09-02,2026-09-09
Rashee Rice,17,17,WR,KC,5696,17.2,3.01,135,11,25,2.2,5,ppr,8,6,4588,2026-09-02,2026-09-09
Saquon Barkley,18,18,RB,PHI,2860,18.3,3.02,1368,9,28,3.4,10,ppr,8,6,4588,2026-09-02,2026-09-09
Nico Collins,19,19,WR,HOU,5207,19.6,3.04,307,12,27,2.8,8,ppr,8,6,4588,2026-09-02,2026-09-09
Chris Olave,20,20,WR,NO,5544,19.9,3.04,256,13,28,2.5,8,ppr,8,6,4588,2026-09-02,2026-09-09
George Pickens,21,21,WR,DAL,5576,20.6,3.05,333,12,29,3,14,ppr,8,6,4588,2026-09-02,2026-09-09
Ashton Jeanty,22,22,RB,LV,6500,21,3.05,382,10,30,4.1,13,ppr,8,6,4588,2026-09-02,2026-09-09
Kenneth Walker,23,23,RB,KC,5625,21.1,3.05,1157,10,32,3.9,5,ppr,8,6,4588,2026-09-02,2026-09-09
Omarion Hampton,24,24,RB,LAC,6538,22.2,3.06,1105,11,33,4.1,7,ppr,8,6,4588,2026-09-02,2026-09-09
Zay Flowers,25,25,WR,BAL,5675,24.8,4.01,185,19,33,2.4,13,ppr,8,6,4588,2026-09-02,2026-09-09
Garrett Wilson,26,26,WR,NYJ,5548,26.8,4.03,244,19,36,3,13,ppr,8,6,4588,2026-09-02,2026-09-09
Malik Nabers,27,27,WR,NYG,6183,27.1,4.03,697,17,40,3.8,8,ppr,8,6,4588,2026-09-02,2026-09-09
Jeremiyah Love,28,28,RB,ARI,6769,28.3,4.04,280,20,38,3.1,14,ppr,8,6,4588,2026-09-02,2026-09-09
DeVonta Smith,29,29,WR,PHI,4883,29.1,4.05,584,20,39,3.3,10,ppr,8,6,4588,2026-09-02,2026-09-09
