name,Rank,source_rank,position,team,source_player_id,adp,adp_formatted,times_drafted,high,low,stdev,bye,source_format,source_team_count,actual_league_team_count,sample_total_drafts,sample_start_date,sample_end_date
Brandon Aubrey,1,136,K,DAL,6162,130.2,17.02,1715,71,185,22.7,14,ppr,8,6,6809,2026-08-11,2026-08-18
Jason Myers,2,152,K,SEA,2424,142.1,18.06,171,99,186,16.7,11,ppr,8,6,6809,2026-08-11,2026-08-18
Ka'imi Fairbairn,3,153,K,HOU,2531,142.7,18.07,104,93,187,18.9,8,ppr,8,6,6809,2026-08-11,2026-08-18
Cameron Dicker,4,157,K,LAC,5538,143.5,18.07,171,98,186,17.9,7,ppr,8,6,6809,2026-08-11,2026-08-18
Jake Elliott,5,160,K,PHI,2529,144.8,19.01,6,105,207,40.9,10,ppr,8,6,6809,2026-08-11,2026-08-18
Jake Bates,6,163,K,DET,6055,147,19.03,161,93,189,20.7,6,ppr,8,6,6809,2026-08-11,2026-08-18
Joey Slye,7,164,K,TEN,4868,148,19.04,8,148,148,0,9,ppr,8,6,6809,2026-08-11,2026-08-18
Harrison Mevis,8,179,K,LAR,6299,153.3,20.01,81,123,191,14.2,11,ppr,8,6,6809,2026-08-11,2026-08-18
Cam Little,9,185,K,JAX,6188,155.2,20.03,296,109,210,17.9,7,ppr,8,6,6809,2026-08-11,2026-08-18
Chase McLaughlin,10,186,K,TB,4865,155.4,20.03,126,119,189,13.7,10,ppr,8,6,6809,2026-08-11,2026-08-18
Tyler Loop,11,187,K,BAL,6587,156,20.04,151,114,189,15.9,13,ppr,8,6,6809,2026-08-11,2026-08-18
Chris Boswell,12,188,K,PIT,2340,156.4,20.04,39,118,202,15.9,9,ppr,8,6,6809,2026-08-11,2026-08-18
Nick Folk,13,194,K,ATL,383,157.2,20.05,16,136,200,18.1,11,ppr,8,6,6809,2026-08-11,2026-08-18
Will Reichard,14,199,K,MIN,6296,159.2,20.07,87,111,203,18.5,6,ppr,8,6,6809,2026-08-11,2026-08-18
Harrison Butker,15,203,K,KC,2514,160.9,21.01,128,117,201,16.8,5,ppr,8,6,6809,2026-08-11,2026-08-18
Trey Smack,16,204,K,GB,6835,161,21.01,13,138,177,16.9,11,ppr,8,6,6809,2026-08-11,2026-08-18
Wil Lutz,17,210,K,DEN,2522,161.9,21.02,127,115,209,17.8,10,ppr,8,6,6809,2026-08-11,2026-08-18
Eddy Piñeiro,18,209,K,SF,3097,161.9,21.02,48,140,201,16.1,8,ppr,8,6,6809,2026-08-11,2026-08-18
Tyler Bass,19,218,K,BUF,5036,163.6,21.04,14,139,209,22.5,7,ppr,8,6,6809,2026-08-11,2026-08-18
Cairo Santos,20,220,K,CHI,2335,164.1,21.04,43,140,202,15.1,10,ppr,8,6,6809,2026-08-11,2026-08-18
Andy Borregales,21,236,K,NE,6585,167.8,21.08,13,145,194,15,11,ppr,8,6,6809,2026-08-11,2026-08-18
Evan McPherson,22,244,K,CIN,5669,170.3,22.02,85,136,210,16.6,6,ppr,8,6,6809,2026-08-11,2026-08-18
Blake Grupe,23,253,K,IND,6046,172.6,22.05,32,144,210,16.1,13,ppr,8,6,6809,2026-08-11,2026-08-18
