name,Rank,position,team,position_rank,tier,rank_min,rank_max,rank_ave,rank_std,source_player_id
Josh Allen,1,QB,BUF,QB1,1,1,2,1.03,0.17,17298
Lamar Jackson,2,QB,BAL,QB2,1,1,7,2.61,1.01,17233
Drake Maye,3,QB,NE,QB3,1,2,10,3.46,1.55,23046
Joe Burrow,4,QB,CIN,QB4,1,2,16,4.96,2.26,19196
Jayden Daniels,5,QB,WAS,QB5,2,2,29,6.91,4.59,22902
Ja'Marr Chase,6,WR,CIN,WR1,2,4,12,7.06,2.11,19788
Jalen Hurts,7,QB,PHI,QB6,2,3,17,7.10,3.41,19275
Jahmyr Gibbs,8,RB,DET,RB1,2,2,15,10.02,2.25,22968
Caleb Williams,9,QB,CHI,QB7,2,4,29,10.70,4.97,23084
Puka Nacua,10,WR,LAR,WR2,2,6,20,10.77,2.26,23180
Bijan Robinson,11,RB,ATL,RB2,2,3,15,11.92,1.93,23133
Justin Herbert,12,QB,LAC,QB8,2,3,50,12.16,6.73,18635
Jaxon Smith-Njigba,13,WR,SEA,WR3,3,6,21,12.71,2.24,23070
Amon-Ra St. Brown,14,WR,DET,WR4,3,8,21,13.60,2.16,19799
Trevor Lawrence,15,QB,JAC,QB9,3,5,30,15.04,5.89,19780
Dak Prescott,16,QB,DAL,QB10,3,5,30,15.14,5.50,15600
Christian McCaffrey,17,RB,SF,RB3,3,13,46,19.54,7.88,16393
CeeDee Lamb,18,WR,DAL,WR5,3,14,31,20.78,2.77,19202
Justin Jefferson,19,WR,MIN,WR6,4,12,48,21.62,4.36,19236
Brock Purdy,20,QB,SF,QB11,4,8,50,22.35,6.55,19797
Jonathan Taylor,21,RB,IND,RB4,4,12,56,24.06,7.98,19217
Jaxson Dart,22,QB,NYG,QB12,4,7,50,24.78,8.70,23160
Bo Nix,23,QB,DEN,QB13,4,9,55,25.24,8.11,22910
Drake London,24,WR,ATL,WR7,4,20,43,25.66,5.40,23163
A.J. Brown,25,WR,NE,WR8,4,20,51,27.17,6.38,18218
Patrick Mahomes II,26,QB,KC,QB14,4,8,50,27.32,8.61,16413
Nico Collins,27,WR,HOU,WR9,4,21,46,29.70,5.52,20130
James Cook III,28,RB,BUF,RB5,4,15,49,30.19,9.40,22958
Matthew Stafford,29,QB,LAR,QB15,4,8,56,31.43,10.65,9451
Jared Goff,30,QB,DET,QB16,4,8,50,32.11,7.61,15501
Chase Brown,31,RB,CIN,RB6,4,15,49,32.60,7.59,25324
Chris Olave,32,WR,NO,WR10,5,21,62,32.94,8.09,20111
Brock Bowers,33,TE,LV,TE1,5,21,70,34.54,5.81,22955
George Pickens,34,WR,DAL,WR11,5,21,62,35.97,7.61,22963
De'Von Achane,35,RB,MIA,RB7,5,22,61,36.39,8.60,23136
Trey McBride,36,TE,ARI,TE2,5,22,78,37.55,7.27,22936
Kyler Murray,37,QB,MIN,QB17,5,18,66,37.73,10.59,18600
DeVonta Smith,38,WR,PHI,WR12,5,27,63,39.73,7.52,19222
Rashee Rice,39,WR,KC,WR13,5,21,68,40.20,10.25,23113
Saquon Barkley,40,RB,PHI,RB8,5,22,58,40.23,7.63,17240
Malik Nabers,41,WR,NYG,WR14,5,23,75,41.14,10.90,25409
Omarion Hampton,42,RB,LAC,RB9,5,15,61,41.27,7.95,25395
Ashton Jeanty,43,RB,LV,RB10,5,23,77,42.11,11.15,25989
Kenneth Walker III,44,RB,KC,RB11,5,24,81,42.43,9.62,23021
Jordan Love,45,QB,GB,QB18,5,18,64,45.52,10.33,19246
Baker Mayfield,46,QB,TB,QB19,6,16,60,45.98,9.68,17237
Garrett Wilson,47,WR,NYJ,WR15,6,27,69,46.04,9.14,23072
Zay Flowers,48,WR,BAL,WR16,6,27,69,46.61,9.18,22916
Tyler Shough,49,QB,NO,QB20,6,19,87,49.92,10.95,23096
Ladd McConkey,50,WR,LAC,WR17,6,28,72,51.53,8.34,26122
Jaylen Waddle,51,WR,DEN,WR18,6,34,82,51.68,8.57,19790
Tetairoa McMillan,52,WR,CAR,WR19,6,34,71,52.24,7.83,25417
Colston Loveland,53,TE,CHI,TE3,6,39,113,53.28,15.03,26006
Tee Higgins,54,WR,CIN,WR20,6,28,73,53.59,7.83,19211
Derrick Henry,55,RB,BAL,RB12,6,26,77,54.51,10.59,15514
Malik Willis,56,QB,MIA,QB21,6,19,174,54.74,18.68,23499
Breece Hall,57,RB,NYJ,RB13,6,45,77,57.40,7.72,22982
Emeka Egbuka,58,WR,TB,WR21,6,28,82,58.87,8.23,23062
Jeremiyah Love,59,RB,ARI,RB14,6,45,85,59.18,10.46,25403
Kyren Williams,60,RB,LAR,RB15,6,42,79,59.68,8.20,23059
Javonte Williams,61,RB,DAL,RB16,6,46,81,63.21,7.75,22739
Sam Darnold,62,QB,SEA,QB22,6,30,178,63.30,13.71,17236
C.J. Stroud,63,QB,HOU,QB23,7,32,87,64.35,7.92,23071
Josh Jacobs,64,RB,GB,RB17,7,42,87,65.08,9.21,18269
Luther Burden III,65,WR,CHI,WR22,7,43,91,66.08,9.88,27016
Terry McLaurin,66,WR,WAS,WR23,7,44,89,66.11,7.79,18466
Travis Etienne Jr.,67,RB,NO,RB18,7,42,92,67.31,9.89,19231
Daniel Jones,68,QB,IND,QB24,7,38,118,64.87,10.06,18232
Davante Adams,69,WR,LAR,WR24,7,45,90,69.42,9.19,12123
Cam Ward,70,QB,TEN,QB25,7,55,116,70.61,8.39,24755
DJ Moore,71,WR,BUF,WR25,7,35,117,71.92,13.58,17265
Tyler Warren,72,TE,IND,TE4,7,47,94,73.75,12.09,26434
Jameson Williams,73,WR,DET,WR26,7,57,114,74.98,10.73,23677
D'Andre Swift,74,RB,CHI,RB19,7,49,95,75.53,8.61,19210
Mike Evans,75,WR,SF,WR27,7,53,102,75.74,11.18,12119
Christian Watson,76,WR,GB,WR28,7,53,122,77.71,10.38,23886
Cam Skattebo,77,RB,NYG,RB20,7,58,97,77.74,8.61,27166
Rome Odunze,78,WR,CHI,WR29,7,58,107,78.04,10.26,25411
Bucky Irving,79,RB,TB,RB21,7,58,104,79.46,8.85,25981
Bryce Young,80,QB,CAR,QB26,7,60,118,77.23,8.71,22900
David Montgomery,81,RB,HOU,RB22,7,58,98,81.89,8.29,18239
Quinshon Judkins,82,RB,CLE,RB23,7,54,98,82.09,9.28,25391
Parker Washington,83,WR,JAC,WR30,7,57,128,84.57,15.48,23106
Bhayshul Tuten,84,RB,JAC,RB24,8,61,111,87.29,9.43,27297
Jacoby Brissett,85,QB,ARI,QB27,8,55,127,84.70,15.04,15642
Carnell Tate,86,WR,TEN,WR31,8,63,127,87.42,14.07,26009
Marvin Harrison Jr.,87,WR,ARI,WR32,8,57,117,88.09,10.91,23064
TreVeyon Henderson,88,RB,NE,RB25,8,65,116,90.84,9.37,23065
Jadarian Price,89,RB,SEA,RB26,8,65,134,93.17,10.01,27329
Harold Fannin Jr.,90,TE,CLE,TE5,8,77,127,93.57,11.27,27050
Chris Godwin Jr.,91,WR,TB,WR33,8,63,131,96.49,12.88,16406
Jaylen Warren,92,RB,PIT,RB27,8,85,116,96.96,7.27,24209
Rhamondre Stevenson,93,RB,NE,RB28,8,71,130,97.25,8.93,22726
Kyle Pitts Sr.,94,TE,ATL,TE6,8,84,115,97.94,9.17,20164
DK Metcalf,95,WR,PIT,WR34,8,68,128,98.42,11.47,18219
Michael Pittman Jr.,96,WR,PIT,WR35,8,63,131,98.84,13.28,19278
Brian Thomas Jr.,97,WR,JAC,WR36,8,69,135,99.02,12.38,23000
Tucker Kraft,98,TE,GB,TE7,8,47,121,99.76,12.54,25298
Aaron Rodgers,99,QB,PIT,QB28,8,60,175,93.99,18.28,9001
Courtland Sutton,100,WR,DEN,WR37,8,69,129,102.07,13.11,17253
