name,Rank,position,team,position_rank,tier,rank_min,rank_max,rank_ave,rank_std,source_player_id
Josh Allen,1,QB,BUF,QB1,1,1,2,1.22,0.42,17298
Drake Maye,2,QB,NE,QB2,1,1,3,1.89,0.57,23046
Jayden Daniels,3,QB,WAS,QB3,1,3,9,4.00,1.83,22902
Lamar Jackson,4,QB,BAL,QB4,1,3,11,4.89,2.28,17233
Joe Burrow,5,QB,CIN,QB5,2,3,16,6.44,3.53,19196
Ja'Marr Chase,6,WR,CIN,WR1,2,5,8,6.67,1.15,19788
Caleb Williams,7,QB,CHI,QB6,2,5,12,9.11,2.38,23084
Puka Nacua,8,WR,LAR,WR2,2,6,15,9.33,2.54,23180
Jaxon Smith-Njigba,9,WR,SEA,WR3,2,7,13,10.22,1.47,23070
Bijan Robinson,10,RB,ATL,RB1,2,7,18,11.00,4.08,23133
Justin Herbert,11,QB,LAC,QB7,2,6,28,11.33,6.31,18635
Jahmyr Gibbs,12,RB,DET,RB2,2,8,18,11.33,3.27,22968
Jalen Hurts,13,QB,PHI,QB8,3,5,23,13.11,6.28,19275
Patrick Mahomes II,14,QB,KC,QB9,3,11,26,16.44,5.19,16413
Amon-Ra St. Brown,15,WR,DET,WR4,3,13,22,16.78,2.74,19799
Justin Jefferson,16,WR,MIN,WR5,3,12,22,17.56,3.53,19236
Trevor Lawrence,17,QB,JAC,QB10,3,12,32,18.11,6.23,19780
CeeDee Lamb,18,WR,DAL,WR6,3,14,23,18.11,3.51,19202
Ashton Jeanty,19,RB,LV,RB3,4,17,29,21.67,3.86,25989
Malik Nabers,20,WR,NYG,WR7,4,15,34,22.11,5.24,25409
Jeremiyah Love,21,RB,ARI,RB4,4,18,28,23.78,3.74,25403
Jaxson Dart,22,QB,NYG,QB11,4,14,37,24.56,7.26,23160
Bo Nix,23,QB,DEN,QB12,4,17,41,24.78,7.16,22910
Drake London,24,WR,ATL,WR8,4,20,28,25.00,2.36,23163
De'Von Achane,25,RB,MIA,RB5,4,20,34,26.00,4.06,23136
Brock Purdy,26,QB,SF,QB13,4,15,63,27.89,14.27,19797
Omarion Hampton,27,RB,LAC,RB6,4,19,36,28.56,5.10,25395
Brock Bowers,28,TE,LV,TE1,4,17,44,28.67,10.12,22955
Tetairoa McMillan,29,WR,CAR,WR9,4,24,36,30.56,3.53,25417
James Cook III,30,RB,BUF,RB7,4,21,36,31.89,4.09,22958
Jonathan Taylor,31,RB,IND,RB8,4,16,49,32.89,9.62,19217
Dak Prescott,32,QB,DAL,QB14,4,17,61,33.56,16.28,15600
Nico Collins,33,WR,HOU,WR10,5,29,40,34.11,3.38,20130
George Pickens,34,WR,DAL,WR11,5,27,40,35.33,4.19,22963
Emeka Egbuka,35,WR,TB,WR12,5,29,51,36.67,8.01,23062
Jordan Love,36,QB,GB,QB15,5,20,67,37.00,16.55,19246
Chris Olave,37,WR,NO,WR13,5,30,48,39.22,5.20,20111
Trey McBride,38,TE,ARI,TE2,5,27,48,40.22,6.30,22936
Kenneth Walker III,39,RB,KC,RB9,5,34,58,41.78,6.92,23021
Carnell Tate,40,WR,TEN,WR14,5,29,52,42.44,7.41,26009
Garrett Wilson,41,WR,NYJ,WR15,5,33,49,42.78,5.67,23072
Ladd McConkey,42,WR,LAC,WR16,5,37,53,43.00,5.06,26122
Zay Flowers,43,WR,BAL,WR17,5,35,63,45.11,7.45,22916
Luther Burden III,44,WR,CHI,WR18,5,35,66,45.89,8.54,27016
A.J. Brown,45,WR,NE,WR19,5,36,59,47.22,6.91,18218
DeVonta Smith,46,WR,PHI,WR20,5,40,57,48.44,5.27,19222
Jared Goff,47,QB,DET,QB16,6,25,91,51.00,22.91,15501
Breece Hall,48,RB,NYJ,RB10,6,40,72,51.33,10.06,22982
Colston Loveland,49,TE,CHI,TE3,6,30,68,52.89,10.90,26006
Tee Higgins,50,WR,CIN,WR21,6,44,62,52.89,7.14,19211
Rashee Rice,51,WR,KC,WR22,6,37,84,53.78,12.94,23113
Chase Brown,52,RB,CIN,RB11,6,38,63,54.11,7.26,25324
Fernando Mendoza,53,QB,LV,QB17,6,32,87,54.67,14.06,28013
Jaylen Waddle,54,WR,DEN,WR23,6,46,64,54.67,5.50,19790
Makai Lemon,55,WR,PHI,WR24,6,45,76,56.89,10.41,25420
Jordyn Tyson,56,WR,NO,WR25,6,42,92,57.67,13.81,26035
C.J. Stroud,57,QB,HOU,QB18,6,30,86,58.67,19.15,23071
Tyler Warren,58,TE,IND,TE4,6,47,73,60.00,7.51,26434
TreVeyon Henderson,59,RB,NE,RB12,6,44,74,60.78,8.97,23065
Rome Odunze,60,WR,CHI,WR26,6,50,73,61.67,8.06,25411
Baker Mayfield,61,QB,TB,QB19,6,52,78,62.44,9.38,17237
Marvin Harrison Jr.,62,WR,ARI,WR27,6,55,77,63.11,7.34,23064
Saquon Barkley,63,RB,PHI,RB13,6,53,75,63.33,7.04,17240
Tucker Kraft,64,TE,GB,TE5,6,55,70,64.44,4.62,25298
Christian McCaffrey,65,RB,SF,RB14,6,45,76,64.56,8.50,16393
Cam Ward,66,QB,TEN,QB20,6,38,90,65.44,15.82,24755
Kyren Williams,67,RB,LAR,RB15,7,58,76,67.11,6.23,23059
Jameson Williams,68,WR,DET,WR28,7,53,83,67.44,9.51,23677
Tyler Shough,69,QB,NO,QB21,7,34,92,68.11,17.01,23096
Quinshon Judkins,70,RB,CLE,RB16,7,58,78,69.11,7.49,25391
Kyler Murray,71,QB,MIN,QB22,7,49,102,69.67,19.48,18600
Harold Fannin Jr.,72,TE,CLE,TE6,7,59,84,70.56,6.75,27050
Malik Willis,73,QB,MIA,QB23,7,41,111,70.78,17.81,23499
Brian Thomas Jr.,74,WR,JAC,WR29,7,54,82,71.22,10.49,23000
Bucky Irving,75,RB,TB,RB17,7,57,88,73.89,9.86,25981
Sam LaPorta,76,TE,DET,TE7,7,67,81,74.56,4.35,22978
Christian Watson,77,WR,GB,WR30,7,54,101,74.89,12.67,23886
Kyle Pitts Sr.,78,TE,ATL,TE8,7,63,94,75.33,9.76,20164
Travis Etienne Jr.,79,RB,NO,RB18,7,68,88,77.22,6.53,19231
Cam Skattebo,80,RB,NYG,RB19,7,71,88,77.78,4.92,27166
KC Concepcion,81,WR,CLE,WR31,7,66,90,79.56,6.75,27331
Javonte Williams,82,RB,DAL,RB20,7,68,99,81.11,9.68,22739
Sam Darnold,83,QB,SEA,QB24,7,60,92,82.00,9.84,17236
Terry McLaurin,84,WR,WAS,WR32,7,54,96,82.78,11.97,18466
Jadarian Price,85,RB,SEA,RB21,7,74,99,84.67,7.66,27329
Bryce Young,86,QB,CAR,QB25,7,50,121,87.33,18.29,22900
DJ Moore,87,WR,BUF,WR33,7,80,97,87.78,4.89,17265
Parker Washington,88,WR,JAC,WR34,7,78,107,88.33,10.90,23106
Alec Pierce,89,WR,IND,WR35,7,70,113,89.11,13.96,23791
Daniel Jones,90,QB,IND,QB26,8,73,106,90.00,10.57,18232
Matthew Stafford,91,QB,LAR,QB27,8,52,108,92.22,15.35,9451
Bhayshul Tuten,92,RB,JAC,RB22,8,81,101,93.00,7.35,27297
DK Metcalf,93,WR,PIT,WR36,8,74,108,94.33,9.79,18219
Kenyon Sadiq,94,TE,NYJ,TE9,8,79,126,95.00,17.15,26055
Jordan Addison,95,WR,MIN,WR37,8,81,107,95.00,8.42,23107
Derrick Henry,96,RB,BAL,RB23,8,86,104,96.89,5.51,15514
Michael Wilson,97,WR,ARI,WR38,8,96,118,101.78,6.44,25333
D'Andre Swift,98,RB,CHI,RB24,8,96,109,101.89,3.90,19210
Josh Downs,99,WR,IND,WR39,8,84,121,103.00,11.43,24706
Dalton Kincaid,100,TE,BUF,TE10,8,89,124,103.78,11.62,25247
Isaiah Likely,101,TE,NYG,TE11,8,84,134,104.33,18.47,23781
Eli Stowers,102,TE,PHI,TE12,8,85,124,108.00,15.06,23144
Wan'Dale Robinson,103,WR,TEN,WR40,8,99,122,109.78,6.48,22985
David Montgomery,104,RB,HOU,RB25,8,95,118,110.44,6.78,18239
Davante Adams,105,WR,LAR,WR41,8,100,130,111.00,9.04,12123
Michael Pittman Jr.,106,WR,PIT,WR42,8,94,126,111.22,9.26,19278
Denzel Boston,107,WR,CLE,WR43,8,93,135,112.33,13.61,27339
Omar Cooper Jr.,108,WR,NYJ,WR44,8,92,129,112.78,11.46,28127
Mike Evans,109,WR,SF,WR45,8,104,119,112.89,5.24,12119
Xavier Worthy,110,WR,KC,WR46,8,89,145,115.00,15.80,23019
Jaylen Warren,111,RB,PIT,RB26,8,102,132,116.44,9.07,24209
Quentin Johnston,112,WR,LAC,WR47,8,107,132,116.67,8.83,23123
Matthew Golden,113,WR,GB,WR48,8,96,131,117.89,11.53,26024
Jake Ferguson,114,TE,DAL,TE13,9,86,141,119.11,17.42,22718
Chris Godwin Jr.,115,WR,TB,WR49,9,109,126,119.56,5.04,16406
Jayden Higgins,116,WR,HOU,WR50,9,100,137,119.67,12.31,27077
Courtland Sutton,117,WR,DEN,WR51,9,104,140,119.67,9.97,17253
