name,Rank,source_rank,position,source_position,team,source_player_id,games_played,targets,receptions,receiving_yards,receiving_yards_per_game,receiving_average,receiving_touchdowns,rush_attempts,rush_yards,rush_average,rush_touchdowns,fumbles_lost,projected_fantasy_points,projected_fantasy_points_per_game,season
Jaxon Smith-Njigba,1,1,WR,WR,SEA,3162959,15,139,102,1519,101.3,14.9,14,5,28,5.6,0,0,228,15.2,2026
Amon-Ra St. Brown,2,2,WR,WR,DET,2967690,15,157,110,1293,86.2,11.8,13,1,4,4,0,0,199,13.3,2026
Chris Olave,3,3,WR,WR,NO,2963666,15,144,99,1359,90.6,13.7,10,1,0,0,0,0,188,12.5,2026
Ja'Marr Chase,4,4,WR,WR,CIN,2966320,15,154,105,1242,82.8,11.8,11,2,11,5.5,0,0,181,12.1,2026
Puka Nacua,5,5,WR,WR,LAR,3121687,14,142,100,1350,96.4,13.5,7,11,67,6.1,1,1,173,12.4,2026
CeeDee Lamb,6,6,WR,WR,DAL,2865251,15,131,88,1219,81.3,13.9,9,7,21,3,0,0,168,11.2,2026
Davante Adams,7,7,WR,WR,LAR,1893167,15,123,70,1034,68.9,14.8,11,0,0,0,0,0,160,10.7,2026
Drake London,8,8,WR,WR,ATL,3127902,14,119,79,1183,84.5,15,8,3,5,1.7,0,0,157,11.2,2026
Parker Washington,9,9,WR,WR,JAC,3168820,15,116,73,1118,74.5,15.3,9,6,1,0.2,0,0,157,10.5,2026
Justin Jefferson,10,10,WR,WR,MIN,2871343,15,130,83,1162,77.5,14,8,1,3,3,0,0,156,10.4,2026
Zay Flowers,11,11,WR,WR,BAL,3127049,15,99,71,1134,75.6,16,7,7,44,6.3,1,2,149,9.9,2026
Christian Watson,12,12,WR,WR,GB,2869806,14,97,57,961,68.6,16.9,10,2,8,4,0,0,147,10.5,2026
Tee Higgins,13,13,WR,WR,CIN,2809208,15,111,67,999,66.6,14.9,9,0,0,0,0,0,145,9.7,2026
Nico Collins,14,14,WR,WR,HOU,2878193,14,111,69,1020,72.9,14.8,7,3,21,7,1,0,141,10.1,2026
George Pickens,15,15,WR,WR,DAL,3123212,15,123,82,1133,75.5,13.8,6,0,0,0,0,0,141,9.4,2026
Garrett Wilson,16,16,WR,WR,NYJ,3123864,15,112,74,860,57.3,11.6,9,1,2,2,0,1,130,8.7,2026
Tetairoa McMillan,17,17,WR,WR,CAR,28877124,15,129,75,1072,71.5,14.3,6,0,0,0,0,3,129,8.6,2026
Rashee Rice,18,18,WR,WR,KC,3124978,15,103,73,810,54,11.1,8,6,20,3.3,1,0,127,8.5,2026
Terry McLaurin,19,19,WR,WR,WAS,2139279,15,93,53,856,57.1,16.2,8,0,1,0,0,0,126,8.4,2026
DeVonta Smith,20,20,WR,WR,PHI,2866975,15,113,79,1030,68.7,13,5,0,0,0,0,0,124,8.3,2026
Emeka Egbuka,21,21,WR,WR,TB,26696165,15,116,61,873,58.2,14.3,7,3,-2,-0.7,0,0,121,8.1,2026
Mike Evans,22,22,WR,WR,SF,1824909,15,103,67,869,57.9,13,7,0,0,0,0,0,120,8,2026
Jameson Williams,23,24,WR,WR,DET,3125968,15,92,55,907,60.5,16.5,5,6,32,5.3,0,0,113,7.5,2026
Jalen Coker,24,23,WR,WR,CAR,3163990,15,84,67,815,54.3,12.2,7,0,0,0,0,1,113,7.5,2026
Ladd McConkey,25,25,WR,WR,LAC,3163962,15,97,64,830,55.3,13,6,0,0,0,0,0,111,7.4,2026
Jaylen Waddle,26,26,WR,WR,DEN,2962110,15,102,66,930,62,14.1,4,2,19,9.5,0,0,109,7.3,2026
D. Moore,27,28,WR,WR,BUF,2179328,15,84,53,665,44.3,12.6,7,13,58,4.5,1,0,107,7.1,2026
Denzel Boston,28,27,WR,WR,CLE,28875368,15,90,56,829,55.3,14.8,6,2,7,3.5,0,2,107,7.1,2026
Stefon Diggs,29,29,WR,WR,WAS,2000038,15,86,65,728,48.5,11.2,7,1,2,2,0,0,106,7.1,2026
D. Metcalf,30,30,WR,WR,PIT,2260185,15,100,55,773,51.5,14.1,5,1,7,7,1,0,105,7,2026
Luther Burden III,31,31,WR,WR,CHI,28874444,15,90,63,883,58.9,14,5,7,22,3.1,0,2,105,7,2026
Brian Thomas Jr.,32,32,WR,WR,JAC,3132164,15,88,53,800,53.3,15.1,5,3,20,6.7,0,0,102,6.8,2026
Rome Odunze,33,33,WR,WR,CHI,3162979,15,102,51,809,53.9,15.9,5,1,3,3,0,0,102,6.8,2026
Michael Wilson,34,34,WR,WR,ARI,2965181,15,100,61,743,49.5,12.2,5,0,1,0,0,0,96,6.4,2026
A.J. Brown,35,35,WR,WR,NE,2258303,10,77,50,722,72.2,14.4,5,0,0,0,0,0,95,9.5,2026
Deebo Samuel,36,36,WR,WR,SF,2139735,15,87,63,632,42.1,10,5,30,101,3.4,1,0,94,6.3,2026
Malik Nabers,37,37,WR,WR,NYG,26697761,15,105,62,759,50.6,12.2,4,2,1,0.5,0,0,92,6.1,2026
Courtland Sutton,38,38,WR,WR,DEN,2218461,15,97,56,701,46.7,12.5,5,0,0,0,0,0,91,6.1,2026
Romeo Doubs,39,40,WR,WR,NE,2961886,15,73,46,693,46.2,15.1,5,0,0,0,0,0,91,6.1,2026
Josh Downs,40,39,WR,WR,IND,3162970,15,98,65,716,47.7,11,5,2,1,0.5,0,1,91,6.1,2026
Alec Pierce,41,41,WR,WR,IND,2965664,11,58,33,664,60.4,20.1,5,0,0,0,0,0,89,8.1,2026
Marvin Harrison Jr.,42,44,WR,WR,ARI,26701883,15,82,43,645,43,15,5,0,0,0,0,0,87,5.8,2026
