name,Rank,source_rank,position,team,source_player_id,adp,adp_formatted,times_drafted,high,low,stdev,bye,source_format,source_team_count,actual_league_team_count,sample_total_drafts,sample_start_date,sample_end_date
Brandon Aubrey,1,135,K,DAL,6162,131.9,17.04,1360,73,184,22.6,14,ppr,8,6,5614,2026-08-03,2026-08-10
Jason Myers,2,134,K,SEA,2424,131.9,17.04,165,74,184,22.1,11,ppr,8,6,5614,2026-08-03,2026-08-10
Ka'imi Fairbairn,3,144,K,HOU,2531,136.7,18.01,150,89,187,22.4,8,ppr,8,6,5614,2026-08-03,2026-08-10
Cameron Dicker,4,153,K,LAC,5538,143.4,18.07,153,108,187,18.1,7,ppr,8,6,5614,2026-08-03,2026-08-10
Jake Bates,5,158,K,DET,6055,147.3,19.03,108,110,191,17.1,6,ppr,8,6,5614,2026-08-03,2026-08-10
Harrison Mevis,6,165,K,LAR,6299,151.4,19.07,61,117,173,14.9,11,ppr,8,6,5614,2026-08-03,2026-08-10
Chase McLaughlin,7,173,K,TB,4865,154.2,20.02,108,136,210,16,10,ppr,8,6,5614,2026-08-03,2026-08-10
Cairo Santos,8,176,K,CHI,2335,155.3,20.03,42,116,193,18,10,ppr,8,6,5614,2026-08-03,2026-08-10
Eddy Piñeiro,9,182,K,SF,3097,156.4,20.04,86,134,191,14.4,8,ppr,8,6,5614,2026-08-03,2026-08-10
Andy Borregales,10,190,K,NE,6585,158,20.06,5,142,168,12.5,11,ppr,8,6,5614,2026-08-03,2026-08-10
Charlie Smyth,11,197,K,NO,6332,160,20.08,7,137,171,15.2,8,ppr,8,6,5614,2026-08-03,2026-08-10
Harrison Butker,12,203,K,KC,2514,161.8,21.02,123,118,210,17.2,5,ppr,8,6,5614,2026-08-03,2026-08-10
Tyler Loop,13,202,K,BAL,6587,161.8,21.02,96,121,194,15.5,13,ppr,8,6,5614,2026-08-03,2026-08-10
Will Reichard,14,204,K,MIN,6296,162.1,21.02,61,132,210,19.9,6,ppr,8,6,5614,2026-08-03,2026-08-10
Nick Folk,15,205,K,ATL,383,162.5,21.02,48,137,193,14.3,11,ppr,8,6,5614,2026-08-03,2026-08-10
Cam Little,16,206,K,JAX,6188,162.6,21.03,192,118,209,17.1,7,ppr,8,6,5614,2026-08-03,2026-08-10
Evan McPherson,17,223,K,CIN,5669,166,21.06,61,114,206,19.7,6,ppr,8,6,5614,2026-08-03,2026-08-10
Wil Lutz,18,231,K,DEN,2522,168,21.08,23,137,209,17.3,10,ppr,8,6,5614,2026-08-03,2026-08-10
Chris Boswell,19,235,K,PIT,2340,170.5,22.02,32,114,208,21.7,9,ppr,8,6,5614,2026-08-03,2026-08-10
Tyler Bass,20,236,K,BUF,5036,171.3,22.03,19,143,203,13.3,7,ppr,8,6,5614,2026-08-03,2026-08-10
