name,Rank,source_rank,position,team,source_player_id,games_played,fgm,fga,longest_field_goal,fg_1_19_made,fg_1_19_attempts,fg_20_29_made,fg_20_29_attempts,fg_30_39_made,fg_30_39_attempts,fg_40_49_made,fg_40_49_attempts,fg_50_plus_made,fg_50_plus_attempts,xpm,xpa,projected_fantasy_points,projected_fantasy_points_per_game,season
Jason Myers,1,1,K,SEA,2169640,16,36,40,,0.281,0.282,7.7,8.4,12,12.2,9.7,11.1,6,6,45,46,153,9.6,2026
Ka'imi Fairbairn,2,2,K,HOU,1996562,15,34,38,,0.286,0.286,7.9,8.3,9.3,9.5,10.2,11.4,6.1,6.1,36,38,138,9.2,2026
Harrison Butker,3,3,K,KC,2078888,16,33,37,,0.501,0.501,10.7,11,9.5,9.6,8.4,10,3.53,3.53,38,41,137,8.6,2026
Spencer Shrader,4,4,K,IND,3131541,16,32,35,,0.268,0.271,8.8,8.9,9.8,10.5,7.7,8.7,5.2,5.2,40,45,136,8.5,2026
Brandon Aubrey,5,5,K,DAL,2815718,16,31,35,,0.254,0.255,7.9,8,8.3,9,8.9,9.9,5.4,5.4,42,45,135,8.4,2026
Nick Folk,6,8,K,ATL,410721,15,31,35,,0.25,0.25,6.9,6.9,8.1,8.2,9.9,12.1,5.3,5.3,40,41,133,8.9,2026
Cam Little,7,6,K,JAC,26702477,16,28,31,,0.224,0.225,6.2,6.2,7.3,7.4,9.5,11,4.77,4.77,49,49,133,8.3,2026
Jake Bates,8,7,K,DET,3173439,15,28,34,,0.222,0.222,6.5,6.5,8.9,9,8.1,9.8,4.31,4.31,49,51,133,8.9,2026
Will Reichard,9,9,K,MIN,3121084,15,29,32,,0.252,0.252,6.9,7,9.5,9.7,7.2,8,5.4,5.4,42,42,129,8.6,2026
Cairo Santos,10,10,K,CHI,2132690,15,28,32,,0.22,0.221,6.1,6.1,7.6,8.3,9.4,11.3,4.68,4.68,44,45,128,8.5,2026
Evan McPherson,11,11,K,CIN,2962681,15,28,31,,0.239,0.239,6.6,6.6,7.8,7.9,8.6,9.5,5.1,5.1,43,45,127,8.5,2026
Tyler Loop,12,12,K,BAL,3174704,15,26,29,,0.206,0.206,8,8.1,8.3,8.4,7.2,8,2.14,2.14,47,48,125,8.3,2026
Eddy Pineiro,13,13,K,SF,2221833,16,29,32,,0.244,0.245,7.1,7.2,7.9,8.2,8.6,9.5,5.2,5.2,37,40,124,7.8,2026
Harrison Mevis,14,14,K,LAR,3162619,16,25,27,,0.213,0.215,5.9,5.9,6.9,7.3,9.1,10.1,2.96,2.96,48,49,123,7.7,2026
Chase McLaughlin,15,15,K,TB,2165272,15,28,33,,0.243,0.243,6.7,6.7,9.1,10,7,9.4,5.2,5.2,38,38,122,8.1,2026
Wil Lutz,16,16,K,DEN,2008545,16,27,32,,0.205,0.205,7.5,7.6,9.7,9.9,5.9,8,3.95,3.95,40,41,121,7.6,2026
Cameron Dicker,17,17,K,LAC,2961997,16,29,31,,0.226,0.226,6.2,6.3,8.8,9.4,8.8,9.8,4.52,4.52,32,34,119,7.4,2026
Chad Ryland,18,19,K,ARI,2964074,16,27,34,,0.213,0.213,5.9,5.9,8.4,9.1,8.2,10.6,4.32,4.32,36,37,117,7.3,2026
Tyler Bass,19,18,K,BUF,2188356,15,25,28,,0.197,0.197,5.4,6,9.3,9.5,6.8,8.7,2.89,2.89,42,46,117,7.8,2026
Drew Stevens,20,20,K,WAS,28873746,16,26,32,,0.259,0.262,7.2,7.5,8.3,9.3,7.3,9.5,3.05,3.05,36,41,114,7.1,2026
Daniel Carlson,21,21,K,NO,2079862,15,26,33,,0.208,0.208,8.3,8.4,7.2,7.3,6,8.4,4.41,4.41,33,35,111,7.4,2026
Trey Smack,22,22,K,GB,28899321,15,26,31,,0.252,0.254,7.2,7.5,8.1,9,7.3,9.3,2.93,2.93,33,38,111,7.4,2026
Jason Sanders,23,23,K,NYJ,2131909,15,26,31,,0.216,0.216,5.9,6,9.3,9.4,6.2,8.7,4.58,4.58,32,34,110,7.3,2026
Dominic Zvada,24,24,K,NYG,28876817,16,23,28,,0.235,0.237,6.6,6.8,7.5,8.4,6.6,8.6,2.46,2.46,39,40,108,6.8,2026
Jake Elliott,25,25,K,PHI,2080295,15,23,28,,0.179,0.179,4.93,4.98,8.5,8.7,7.5,9.6,1.71,1.71,38,40,107,7.1,2026
Andres Borregales,26,26,K,NE,26699665,15,22,26,,0.345,0.345,5.5,5.5,7,7.8,5.3,7.9,3.91,3.91,38,38,104,6.9,2026
Riley Patterson,27,27,K,MIA,2865368,16,24,27,,0.182,0.182,5,5.1,8.1,8.9,7.7,9.5,2.4,2.4,31,31,103,6.4,2026
Joey Slye,28,28,K,TEN,3116871,15,24,29,,0.197,0.198,5.6,5.9,6.4,6.7,7.6,9.5,4.19,4.19,29,30,101,6.7,2026
Matt Gay,29,29,K,LV,2870511,16,22,27,,0.173,0.173,4.82,4.87,6.4,7.1,7.3,8.2,2.99,2.99,33,33,99,6.2,2026
Chris Boswell,30,30,K,PIT,1724930,15,22,26,,0.182,0.182,5.9,6,5.9,7,6.5,7.4,3.87,3.87,32,32,98,6.5,2026
Ryan Fitzgerald,31,31,K,CAR,3126649,15,22,27,,0.187,0.187,5.1,5.2,7.2,8.1,8,8.9,1.8,1.8,30,34,96,6.4,2026
Andre Szmyt,32,32,K,CLE,2868551,15,21,23,,0.162,0.162,5.1,5.2,7.6,7.8,4.65,5.7,3.44,3.44,31,31,94,6.3,2026
