name,Rank,source_rank,position,source_position,team,source_player_id,games_played,rush_attempts,rush_yards,rush_average,rush_touchdowns,targets,receptions,receiving_yards,receiving_yards_per_game,receiving_average,receiving_touchdowns,fumbles_lost,projected_fantasy_points,projected_fantasy_points_per_game,season
Jahmyr Gibbs,1,1,RB,RB,DET,3162723,16,312,1621,5.2,17,86,70,610,38.1,8.7,5,3,334,20.9,2026
Bijan Robinson,2,2,RB,RB,ATL,3168163,16,293,1436,4.9,10,103,81,816,51,10.1,5,2,296,18.5,2026
Jonathan Taylor,3,3,RB,RB,IND,2866395,16,335,1541,4.6,17,53,41,327,20.4,8,2,3,279,17.4,2026
Derrick Henry,4,4,RB,RB,BAL,2061188,16,292,1589,5.4,15,22,16,181,11.3,11.3,1,2,254,15.9,2026
Ashton Jeanty,5,5,RB,RB,LV,28874008,16,270,987,3.7,9,73,58,393,24.6,6.8,7,1,216,13.5,2026
Chase Brown,6,6,RB,RB,CIN,2965160,16,218,919,4.2,9,89,71,448,28,6.3,5,1,203,12.7,2026
Javonte Williams,7,7,RB,RB,DAL,2961719,16,245,1092,4.5,12,57,42,214,13.4,5.1,3,2,201,12.6,2026
Saquon Barkley,8,8,RB,RB,PHI,2185957,16,288,1358,4.7,7,57,41,296,18.5,7.2,2,1,200,12.5,2026
Cam Skattebo,9,10,RB,RB,NYG,26697012,16,247,1067,4.3,10,50,37,338,21.1,9.1,3,2,199,12.4,2026
James Cook,10,9,RB,RB,BUF,2975698,16,274,1341,4.9,8,40,32,241,15.1,7.5,2,2,199,12.4,2026
Kenneth Walker III,11,11,RB,RB,KC,3121372,16,273,1237,4.5,7,65,51,383,23.9,7.5,2,1,198,12.4,2026
De'Von Achane,12,12,RB,RB,MIA,3171161,16,217,1031,4.8,6,86,70,497,31.1,7.1,4,1,196,12.3,2026
Christian McCaffrey,13,13,RB,RB,SF,2136743,16,214,856,4,7,86,66,579,36.2,8.8,4,1,192,12,2026
D'Andre Swift,14,14,RB,RB,CHI,2871710,16,234,1081,4.6,10,42,31,300,18.8,9.7,1,1,185,11.6,2026
Breece Hall,15,15,RB,RB,NYJ,3123469,16,226,1045,4.6,7,48,37,343,21.4,9.3,2,2,174,10.9,2026
Omarion Hampton,16,17,RB,RB,LAC,28908905,16,209,895,4.3,11,44,40,243,15.2,6.1,2,3,170,10.6,2026
Kyren Williams,17,16,RB,RB,LAR,3121836,16,199,943,4.7,9,42,33,243,15.2,7.4,3,2,170,10.6,2026
Jeremiyah Love,18,18,RB,RB,ARI,29133405,16,205,921,4.5,8,57,42,354,22.1,8.4,2,3,166,10.4,2026
Bucky Irving,19,19,RB,RB,TB,26693770,16,232,922,4,7,52,47,413,25.8,8.8,2,3,165,10.3,2026
David Montgomery,20,20,RB,RB,HOU,2261252,16,249,921,3.7,10,30,26,207,12.9,8,1,1,160,10,2026
Quinshon Judkins,21,21,RB,RB,CLE,28878286,16,265,914,3.5,9,49,36,275,17.2,7.6,0,1,156,9.8,2026
Bhayshul Tuten,22,22,RB,RB,JAC,26732838,16,222,915,4.1,9,22,16,160,10,10,2,2,155,9.7,2026
