name,Rank,source_rank,position,team,source_player_id,adp,adp_formatted,times_drafted,high,low,stdev,bye,source_format,source_team_count,actual_league_team_count,sample_total_drafts,sample_start_date,sample_end_date
Jahmyr Gibbs,1,1,RB,DET,5672,1.4,1.01,265,1,3,0.7,6,ppr,8,6,1827,2026-09-05,2026-09-12
Bijan Robinson,2,2,RB,ATL,5670,2.2,1.02,117,1,4,0.6,11,ppr,8,6,1827,2026-09-05,2026-09-12
Ja'Marr Chase,3,3,WR,CIN,5177,3.5,1.03,187,1,7,1.1,6,ppr,8,6,1827,2026-09-05,2026-09-12
Puka Nacua,4,4,WR,LAR,5714,3.9,1.04,67,1,7,1.1,11,ppr,8,6,1827,2026-09-05,2026-09-12
Christian McCaffrey,5,5,RB,SF,2434,5.1,1.05,110,2,8,1.4,8,ppr,8,6,1827,2026-09-05,2026-09-12
Jaxon Smith-Njigba,6,6,WR,SEA,5671,6.2,1.06,152,3,10,1.6,11,ppr,8,6,1827,2026-09-05,2026-09-12
Amon-Ra St. Brown,7,7,WR,DET,5182,7,1.07,139,3,11,1.6,6,ppr,8,6,1827,2026-09-05,2026-09-12
Jonathan Taylor,8,8,RB,IND,4864,7.6,1.08,199,3,12,1.8,13,ppr,8,6,1827,2026-09-05,2026-09-12
CeeDee Lamb,9,9,WR,DAL,4869,10.2,2.02,93,5,14,1.7,14,ppr,8,6,1827,2026-09-05,2026-09-12
De'Von Achane,10,10,RB,MIA,5683,10.5,2.02,70,5,15,1.8,6,ppr,8,6,1827,2026-09-05,2026-09-12
Justin Jefferson,11,11,WR,MIN,4876,10.8,2.03,92,7,15,1.9,6,ppr,8,6,1827,2026-09-05,2026-09-12
James Cook III,12,12,RB,BUF,5652,11.4,2.03,299,4,20,2.5,7,ppr,8,6,1827,2026-09-05,2026-09-12
Drake London,13,13,WR,ATL,5574,13.1,2.05,25,9,19,2.1,11,ppr,8,6,1827,2026-09-05,2026-09-12
Chase Brown,14,14,RB,CIN,5706,13.7,2.06,197,7,19,2.2,6,ppr,8,6,1827,2026-09-05,2026-09-12
Derrick Henry,15,15,RB,BAL,2350,15.5,2.07,88,10,20,2.1,13,ppr,8,6,1827,2026-09-05,2026-09-12
A.J. Brown,16,16,WR,NE,3247,16.3,2.08,149,9,24,2.6,11,ppr,8,6,1827,2026-09-05,2026-09-12
Rashee Rice,17,17,WR,KC,5696,17.1,3.01,43,11,22,2.1,5,ppr,8,6,1827,2026-09-05,2026-09-12
Saquon Barkley,18,18,RB,PHI,2860,18.1,3.02,332,9,28,3.2,10,ppr,8,6,1827,2026-09-05,2026-09-12
Nico Collins,19,19,WR,HOU,5207,19,3.03,75,11,26,3.1,8,ppr,8,6,1827,2026-09-05,2026-09-12
Chris Olave,20,20,WR,NO,5544,20.1,3.04,57,15,25,2.3,8,ppr,8,6,1827,2026-09-05,2026-09-12
Ashton Jeanty,21,21,RB,LV,6500,20.8,3.05,99,11,28,3.6,13,ppr,8,6,1827,2026-09-05,2026-09-12
George Pickens,22,22,WR,DAL,5576,21.2,3.05,100,12,29,3.3,14,ppr,8,6,1827,2026-09-05,2026-09-12
Kenneth Walker,23,23,RB,KC,5625,21.3,3.05,292,10,32,4.1,5,ppr,8,6,1827,2026-09-05,2026-09-12
Omarion Hampton,24,24,RB,LAC,6538,21.9,3.06,271,12,32,3.7,7,ppr,8,6,1827,2026-09-05,2026-09-12
Zay Flowers,25,25,WR,BAL,5675,25.1,4.01,47,20,29,2.2,13,ppr,8,6,1827,2026-09-05,2026-09-12
Garrett Wilson,26,26,WR,NYJ,5548,26.5,4.03,54,18,32,2.9,13,ppr,8,6,1827,2026-09-05,2026-09-12
Malik Nabers,27,27,WR,NYG,6183,27.5,4.04,189,17,38,4,8,ppr,8,6,1827,2026-09-05,2026-09-12
Jeremiyah Love,28,28,RB,ARI,6769,28.2,4.04,53,22,35,2.6,14,ppr,8,6,1827,2026-09-05,2026-09-12
DeVonta Smith,29,29,WR,PHI,4883,28.8,4.05,165,21,38,3.1,10,ppr,8,6,1827,2026-09-05,2026-09-12
Breece Hall,30,30,RB,NYJ,5503,30,4.06,57,22,36,3.1,13,ppr,8,6,1827,2026-09-05,2026-09-12
Javonte Williams,31,31,RB,DAL,5185,30.1,4.06,151,20,39,3.5,14,ppr,8,6,1827,2026-09-05,2026-09-12
Tetairoa McMillan,32,32,WR,CAR,6561,30.5,4.06,80,21,39,5.7,5,ppr,8,6,1827,2026-09-05,2026-09-12
Kyren Williams,33,33,RB,LAR,5623,31.6,4.08,114,22,38,3.4,11,ppr,8,6,1827,2026-09-05,2026-09-12
Josh Allen,34,34,QB,BUF,2885,32.2,4.08,185,10,47,8.5,7,ppr,8,6,1827,2026-09-05,2026-09-12
Brock Bowers,35,35,TE,LV,6178,33.9,5.02,225,13,48,7.8,13,ppr,8,6,1827,2026-09-05,2026-09-12
Emeka Egbuka,36,36,WR,TB,6576,34.5,5.03,146,24,43,3.7,10,ppr,8,6,1827,2026-09-05,2026-09-12
