name,Rank,source_rank,position,team,source_player_id,adp,adp_formatted,times_drafted,high,low,stdev,bye,source_format,source_team_count,actual_league_team_count,sample_total_drafts,sample_start_date,sample_end_date
Brandon Aubrey,1,137,K,DAL,6162,130,17.02,1983,75,185,21.2,14,ppr,8,6,7479,2026-08-16,2026-08-23
Jason Myers,2,150,K,SEA,2424,138.3,18.02,193,88,185,19.1,11,ppr,8,6,7479,2026-08-16,2026-08-23
Ka'imi Fairbairn,3,156,K,HOU,2531,142.2,18.06,158,96,185,17.7,8,ppr,8,6,7479,2026-08-16,2026-08-23
Cameron Dicker,4,159,K,LAC,5538,142.9,18.07,262,98,187,17.1,7,ppr,8,6,7479,2026-08-16,2026-08-23
Jake Bates,5,165,K,DET,6055,146.8,19.03,177,104,190,19.4,6,ppr,8,6,7479,2026-08-16,2026-08-23
Harrison Mevis,6,169,K,LAR,6299,149.5,19.05,119,113,194,16.7,11,ppr,8,6,7479,2026-08-16,2026-08-23
Joey Slye,7,173,K,TEN,4868,150.5,19.06,12,148,178,8.7,9,ppr,8,6,7479,2026-08-16,2026-08-23
Trey Smack,8,177,K,GB,6835,152.6,20.01,13,138,173,14.8,11,ppr,8,6,7479,2026-08-16,2026-08-23
Cam Little,9,178,K,JAX,6188,153.1,20.01,425,109,210,17.8,7,ppr,8,6,7479,2026-08-16,2026-08-23
Tyler Loop,10,181,K,BAL,6587,154.1,20.02,202,117,180,14.9,13,ppr,8,6,7479,2026-08-16,2026-08-23
Chase McLaughlin,11,182,K,TB,4865,154.4,20.02,147,114,193,15.5,10,ppr,8,6,7479,2026-08-16,2026-08-23
Tyler Bass,12,189,K,BUF,5036,156.1,20.04,14,139,177,15.6,7,ppr,8,6,7479,2026-08-16,2026-08-23
Chris Boswell,13,195,K,PIT,2340,157.2,20.05,56,116,203,15.8,9,ppr,8,6,7479,2026-08-16,2026-08-23
Harrison Butker,14,207,K,KC,2514,159.3,20.07,148,114,201,17.4,5,ppr,8,6,7479,2026-08-16,2026-08-23
Wil Lutz,15,208,K,DEN,2522,159.4,20.07,174,119,207,16.1,10,ppr,8,6,7479,2026-08-16,2026-08-23
Will Reichard,16,222,K,MIN,6296,162.7,21.03,138,118,204,16.9,6,ppr,8,6,7479,2026-08-16,2026-08-23
Blake Grupe,17,223,K,IND,6046,163,21.03,77,135,209,16.1,13,ppr,8,6,7479,2026-08-16,2026-08-23
Cairo Santos,18,233,K,CHI,2335,165.6,21.06,37,140,208,16.8,10,ppr,8,6,7479,2026-08-16,2026-08-23
Nick Folk,19,241,K,ATL,383,167.1,21.07,16,82,204,32.5,11,ppr,8,6,7479,2026-08-16,2026-08-23
Eddy Piñeiro,20,244,K,SF,3097,168.4,21.08,69,126,206,15.9,8,ppr,8,6,7479,2026-08-16,2026-08-23
Evan McPherson,21,245,K,CIN,5669,168.6,22.01,97,136,204,15.8,6,ppr,8,6,7479,2026-08-16,2026-08-23
Andy Borregales,22,254,K,NE,6585,172.1,22.04,18,124,206,20.5,11,ppr,8,6,7479,2026-08-16,2026-08-23
