name,Rank,source_rank,position,team,source_player_id,adp,adp_formatted,times_drafted,high,low,stdev,bye,source_format,source_team_count,actual_league_team_count,sample_total_drafts,sample_start_date,sample_end_date
Jahmyr Gibbs,1,1,RB,DET,5672,1.6,1.02,627,1,4,0.7,6,ppr,8,6,3994,2026-07-25,2026-08-01
Bijan Robinson,2,2,RB,ATL,5670,2,1.02,417,1,4,0.8,11,ppr,8,6,3994,2026-07-25,2026-08-01
Puka Nacua,3,3,WR,LAR,5714,2.6,1.03,146,1,4,0.8,11,ppr,8,6,3994,2026-07-25,2026-08-01
Ja'Marr Chase,4,4,WR,CIN,5177,4.1,1.04,913,1,8,1.1,6,ppr,8,6,3994,2026-07-25,2026-08-01
Christian McCaffrey,5,5,RB,SF,2434,4.9,1.05,380,1,9,1.1,8,ppr,8,6,3994,2026-07-25,2026-08-01
Jaxon Smith-Njigba,6,6,WR,SEA,5671,6.4,1.06,541,2,11,1.4,11,ppr,8,6,3994,2026-07-25,2026-08-01
Jonathan Taylor,7,7,RB,IND,4864,7.1,1.07,491,2,13,1.7,13,ppr,8,6,3994,2026-07-25,2026-08-01
Amon-Ra St. Brown,8,8,WR,DET,5182,7.6,1.08,511,4,11,1.3,6,ppr,8,6,3994,2026-07-25,2026-08-01
De'Von Achane,9,9,RB,MIA,5683,9.5,2.02,249,5,15,1.7,6,ppr,8,6,3994,2026-07-25,2026-08-01
Drake London,10,10,WR,ATL,5574,10.7,2.03,159,6,16,1.8,11,ppr,8,6,3994,2026-07-25,2026-08-01
CeeDee Lamb,11,11,WR,DAL,4869,11.6,2.04,553,5,18,2.2,14,ppr,8,6,3994,2026-07-25,2026-08-01
Ashton Jeanty,12,12,RB,LV,6500,13,2.05,479,4,21,3.2,13,ppr,8,6,3994,2026-07-25,2026-08-01
Justin Jefferson,13,13,WR,MIN,4876,13.4,2.05,502,6,20,2.6,6,ppr,8,6,3994,2026-07-25,2026-08-01
James Cook III,14,14,RB,BUF,5652,14.2,2.06,884,5,23,3.3,7,ppr,8,6,3994,2026-07-25,2026-08-01
Chase Brown,15,15,RB,CIN,5706,14.4,2.06,535,6,27,3.5,6,ppr,8,6,3994,2026-07-25,2026-08-01
Derrick Henry,16,16,RB,BAL,2350,15.7,2.08,238,8,22,3,13,ppr,8,6,3994,2026-07-25,2026-08-01
A.J. Brown,17,17,WR,NE,3247,16.9,3.01,438,9,24,2.8,11,ppr,8,6,3994,2026-07-25,2026-08-01
Saquon Barkley,18,18,RB,PHI,2860,17.9,3.02,778,10,26,3,10,ppr,8,6,3994,2026-07-25,2026-08-01
Omarion Hampton,19,19,RB,LAC,6538,19.1,3.03,840,9,28,3.5,7,ppr,8,6,3994,2026-07-25,2026-08-01
Rashee Rice,20,20,WR,KC,5696,19.4,3.03,209,6,31,5.6,5,ppr,8,6,3994,2026-07-25,2026-08-01
George Pickens,21,21,WR,DAL,5576,21.3,3.05,331,13,29,2.9,14,ppr,8,6,3994,2026-07-25,2026-08-01
Chris Olave,22,22,WR,NO,5544,22.6,3.07,198,16,32,3.6,8,ppr,8,6,3994,2026-07-25,2026-08-01
Jeremiyah Love,23,23,RB,ARI,6769,23.9,3.08,263,16,32,3,14,ppr,8,6,3994,2026-07-25,2026-08-01
Nico Collins,24,24,WR,HOU,5207,24,3.08,433,16,32,2.9,8,ppr,8,6,3994,2026-07-25,2026-08-01
Josh Jacobs,25,25,RB,GB,3255,24.6,4.01,286,18,32,2.5,11,ppr,8,6,3994,2026-07-25,2026-08-01
Kenneth Walker III,26,26,RB,KC,5625,25.2,4.01,832,13,37,4.4,5,ppr,8,6,3994,2026-07-25,2026-08-01
Josh Allen,27,27,QB,BUF,2885,26.6,4.03,484,9,42,6.4,7,ppr,8,6,3994,2026-07-25,2026-08-01
Garrett Wilson,28,28,WR,NYJ,5548,27.8,4.04,118,21,35,2.8,13,ppr,8,6,3994,2026-07-25,2026-08-01
Breece Hall,29,29,RB,NYJ,5503,27.9,4.04,233,19,37,3.1,13,ppr,8,6,3994,2026-07-25,2026-08-01
Zay Flowers,30,30,WR,BAL,5675,28,4.04,144,20,42,3.9,13,ppr,8,6,3994,2026-07-25,2026-08-01
DeVonta Smith,31,31,WR,PHI,4883,28.8,4.05,508,21,37,3,10,ppr,8,6,3994,2026-07-25,2026-08-01
Kyren Williams,32,32,RB,LAR,5623,32.6,5.01,583,22,45,3.9,11,ppr,8,6,3994,2026-07-25,2026-08-01
Tetairoa McMillan,33,33,WR,CAR,6561,33.3,5.01,302,24,43,3.5,5,ppr,8,6,3994,2026-07-25,2026-08-01
Trey McBride,34,34,TE,ARI,5656,34,5.02,652,18,49,6.1,14,ppr,8,6,3994,2026-07-25,2026-08-01
Javonte Williams,35,35,RB,DAL,5185,34.2,5.02,564,22,47,4.7,14,ppr,8,6,3994,2026-07-25,2026-08-01
Cam Skattebo,36,36,RB,NYG,6509,34.3,5.02,293,20,48,5.4,8,ppr,8,6,3994,2026-07-25,2026-08-01
Travis Etienne Jr.,37,37,RB,NO,4863,37.1,5.05,246,25,47,4.6,8,ppr,8,6,3994,2026-07-25,2026-08-01
Tee Higgins,38,38,WR,CIN,4870,37.3,5.05,296,23,53,5.4,6,ppr,8,6,3994,2026-07-25,2026-08-01
Emeka Egbuka,39,39,WR,TB,6576,37.7,5.06,778,21,57,6.1,10,ppr,8,6,3994,2026-07-25,2026-08-01
Brock Bowers,40,40,TE,LV,6178,38.2,5.06,1034,15,56,8.6,13,ppr,8,6,3994,2026-07-25,2026-08-01
Davante Adams,41,41,WR,LAR,2125,41.6,6.02,272,30,53,4.4,11,ppr,8,6,3994,2026-07-25,2026-08-01
Ladd McConkey,42,42,WR,LAC,6281,41.7,6.02,665,25,65,6.1,7,ppr,8,6,3994,2026-07-25,2026-08-01
Terry McLaurin,43,43,WR,WAS,3449,41.7,6.02,313,30,56,4.3,7,ppr,8,6,3994,2026-07-25,2026-08-01
Bucky Irving,44,44,RB,TB,6190,42.8,6.03,269,31,55,4.4,10,ppr,8,6,3994,2026-07-25,2026-08-01
