name,Rank,position,team,position_rank,tier,rank_min,rank_max,rank_ave,rank_std,source_player_id
Josh Allen,1,QB,BUF,QB1,1,1,2,1.13,0.34,17298
Drake Maye,2,QB,NE,QB2,1,1,6,2.26,0.99,23046
Lamar Jackson,3,QB,BAL,QB3,1,2,11,4.65,2.20,17233
Jayden Daniels,4,QB,WAS,QB4,1,3,11,4.83,2.46,22902
Ja'Marr Chase,5,WR,CIN,WR1,2,3,8,6.48,1.81,19788
Joe Burrow,6,QB,CIN,QB5,2,3,18,7.43,4.27,19196
Jaxon Smith-Njigba,7,WR,SEA,WR2,2,4,14,9.13,2.29,23070
Caleb Williams,8,QB,CHI,QB6,2,4,19,9.17,4.00,23084
Puka Nacua,9,WR,LAR,WR3,2,6,16,9.83,2.55,23180
Bijan Robinson,10,RB,ATL,RB1,2,3,18,12.00,5.07,23133
Justin Herbert,11,QB,LAC,QB7,2,5,28,12.35,6.69,18635
Jahmyr Gibbs,12,RB,DET,RB2,3,4,19,12.83,5.36,22968
Patrick Mahomes II,13,QB,KC,QB8,3,7,26,14.57,5.62,16413
Jalen Hurts,14,QB,PHI,QB9,3,4,24,14.78,5.57,19275
Trevor Lawrence,15,QB,JAC,QB10,3,11,32,16.91,5.85,19780
Amon-Ra St. Brown,16,WR,DET,WR4,3,9,26,16.96,4.30,19799
Justin Jefferson,17,WR,MIN,WR5,3,10,24,17.91,3.89,19236
CeeDee Lamb,18,WR,DAL,WR6,3,14,28,20.26,3.88,19202
Ashton Jeanty,19,RB,LV,RB3,3,11,27,20.61,4.70,25989
Malik Nabers,20,WR,NYG,WR7,3,12,34,21.26,5.99,25409
Jaxson Dart,21,QB,NYG,QB11,4,12,37,21.78,7.72,23160
Bo Nix,22,QB,DEN,QB12,4,13,41,23.00,8.28,22910
Brock Purdy,23,QB,SF,QB13,4,14,44,23.09,9.32,19797
Jeremiyah Love,24,RB,ARI,RB4,4,13,32,24.22,5.19,25403
Drake London,25,WR,ATL,WR8,4,15,30,24.83,4.17,23163
De'Von Achane,26,RB,MIA,RB5,4,17,35,27.48,4.13,23136
Brock Bowers,27,TE,LV,TE1,4,15,44,29.00,9.50,22955
Dak Prescott,28,QB,DAL,QB14,4,16,61,29.35,13.28,15600
Omarion Hampton,29,RB,LAC,RB6,4,19,38,30.48,5.16,25395
Tetairoa McMillan,30,WR,CAR,WR9,4,23,39,30.74,4.15,25417
James Cook III,31,RB,BUF,RB7,4,19,38,31.26,4.86,22958
Jonathan Taylor,32,RB,IND,RB8,4,22,47,33.13,5.19,19217
Nico Collins,33,WR,HOU,WR10,4,27,41,33.17,3.10,20130
Jordan Love,34,QB,GB,QB15,5,17,68,34.04,13.55,19246
Emeka Egbuka,35,WR,TB,WR11,5,27,50,35.04,5.36,23062
George Pickens,36,WR,DAL,WR12,5,20,42,35.30,4.72,22963
Trey McBride,37,TE,ARI,TE2,5,19,58,38.00,9.06,22936
Chris Olave,38,WR,NO,WR13,5,30,47,38.74,4.46,20111
Garrett Wilson,39,WR,NYJ,WR14,5,33,55,40.57,5.07,23072
Kenneth Walker III,40,RB,KC,RB9,5,31,63,41.30,8.39,23021
Carnell Tate,41,WR,TEN,WR15,5,29,57,42.00,7.19,26009
Zay Flowers,42,WR,BAL,WR16,5,34,60,45.13,5.91,22916
Breece Hall,43,RB,NYJ,RB10,5,36,65,45.87,6.60,22982
Ladd McConkey,44,WR,LAC,WR17,5,38,58,45.91,4.84,26122
Jared Goff,45,QB,DET,QB16,5,24,85,46.13,18.82,15501
DeVonta Smith,46,WR,PHI,WR18,5,35,57,46.91,6.47,19222
Luther Burden III,47,WR,CHI,WR19,5,34,68,47.43,7.80,27016
A.J. Brown,48,WR,NE,WR20,5,35,65,47.83,7.04,18218
Colston Loveland,49,TE,CHI,TE3,6,22,63,50.52,10.81,26006
Jordyn Tyson,50,WR,NO,WR21,6,39,84,52.57,11.04,26035
