name,Rank,source_rank,position,team,source_player_id,adp,adp_formatted,times_drafted,high,low,stdev,bye,source_format,source_team_count,actual_league_team_count,sample_total_drafts,sample_start_date,sample_end_date
Josh Allen,1,1,QB,BUF,2885,1.5,1.02,645,1,4,0.8,7,2qb,10,6,4164,2026-07-18,2026-08-17
Jahmyr Gibbs,2,2,RB,DET,5672,1.9,1.02,484,1,4,0.8,6,2qb,10,6,4164,2026-07-18,2026-08-17
Bijan Robinson,3,3,RB,ATL,5670,2.6,1.03,305,1,4,0.7,11,2qb,10,6,4164,2026-07-18,2026-08-17
Puka Nacua,4,4,WR,LAR,5714,5.3,1.05,366,1,13,2.1,11,2qb,10,6,4164,2026-07-18,2026-08-17
Drake Maye,5,5,QB,NE,6187,6,1.06,369,1,12,2.2,11,2qb,10,6,4164,2026-07-18,2026-08-17
Jonathan Taylor,6,6,RB,IND,4864,6,1.06,295,3,10,1.6,13,2qb,10,6,4164,2026-07-18,2026-08-17
Lamar Jackson,7,7,QB,BAL,2888,7,1.07,631,1,14,2.6,13,2qb,10,6,4164,2026-07-18,2026-08-17
Joe Burrow,8,8,QB,CIN,4882,7.8,1.08,517,1,17,2.7,6,2qb,10,6,4164,2026-07-18,2026-08-17
Ja'Marr Chase,9,9,WR,CIN,5177,8.8,1.09,1120,1,26,4.2,6,2qb,10,6,4164,2026-07-18,2026-08-17
Christian McCaffrey,10,10,RB,SF,2434,11.3,2.01,758,3,20,2.9,8,2qb,10,6,4164,2026-07-18,2026-08-17
Jaxon Smith-Njigba,11,11,WR,SEA,5671,11.4,2.01,540,1,30,4.8,11,2qb,10,6,4164,2026-07-18,2026-08-17
Derrick Henry,12,12,RB,BAL,2350,12,2.02,246,4,23,3.1,13,2qb,10,6,4164,2026-07-18,2026-08-17
Dak Prescott,13,13,QB,DAL,2377,12.1,2.02,393,4,19,2.9,14,2qb,10,6,4164,2026-07-18,2026-08-17
Jayden Daniels,14,14,QB,WAS,5854,12.9,2.03,481,5,22,3,7,2qb,10,6,4164,2026-07-18,2026-08-17
Jalen Hurts,15,15,QB,PHI,5025,16.2,2.06,321,7,29,3.5,10,2qb,10,6,4164,2026-07-18,2026-08-17
Amon-Ra St. Brown,16,16,WR,DET,5182,16.6,2.07,875,5,32,4.8,6,2qb,10,6,4164,2026-07-18,2026-08-17
Matthew Stafford,17,17,QB,LAR,1664,17.2,2.07,286,9,30,3,11,2qb,10,6,4164,2026-07-18,2026-08-17
Brock Purdy,18,18,QB,SF,5648,17.7,2.08,99,9,29,4.1,8,2qb,10,6,4164,2026-07-18,2026-08-17
James Cook III,19,19,RB,BUF,5652,17.8,2.08,1045,5,30,4.6,7,2qb,10,6,4164,2026-07-18,2026-08-17
Trevor Lawrence,20,20,QB,JAX,5186,17.8,2.08,251,3,37,5.4,7,2qb,10,6,4164,2026-07-18,2026-08-17
Patrick Mahomes,21,21,QB,KC,2462,21.1,3.01,242,7,42,5.2,5,2qb,10,6,4164,2026-07-18,2026-08-17
Caleb Williams,22,22,QB,CHI,6173,22.6,3.03,457,7,45,5.7,10,2qb,10,6,4164,2026-07-18,2026-08-17
De'Von Achane,23,23,RB,MIA,5683,23.4,3.03,397,11,35,4.6,6,2qb,10,6,4164,2026-07-18,2026-08-17
Jared Goff,24,24,QB,DET,2351,24.4,3.04,252,12,49,5.3,6,2qb,10,6,4164,2026-07-18,2026-08-17
Justin Herbert,25,25,QB,LAC,4887,24.5,3.04,481,10,45,5.4,7,2qb,10,6,4164,2026-07-18,2026-08-17
Drake London,26,26,WR,ATL,5574,25.3,3.05,144,12,36,4.9,11,2qb,10,6,4164,2026-07-18,2026-08-17
Saquon Barkley,27,27,RB,PHI,2860,26.4,3.06,1074,13,40,5,10,2qb,10,6,4164,2026-07-18,2026-08-17
CeeDee Lamb,28,28,WR,DAL,4869,26.6,3.07,945,12,43,5.6,14,2qb,10,6,4164,2026-07-18,2026-08-17
Jaxson Dart,29,29,QB,NYG,6568,27.5,3.07,155,16,58,7.5,8,2qb,10,6,4164,2026-07-18,2026-08-17
Ashton Jeanty,30,30,RB,LV,6500,29.2,3.09,893,13,47,6.2,13,2qb,10,6,4164,2026-07-18,2026-08-17
Justin Jefferson,31,31,WR,MIN,4876,30,3.10,1003,12,46,6.6,6,2qb,10,6,4164,2026-07-18,2026-08-17
Bo Nix,32,32,QB,DEN,6253,31.1,4.01,295,19,56,6.7,10,2qb,10,6,4164,2026-07-18,2026-08-17
George Pickens,33,33,WR,DAL,5576,33,4.03,188,18,44,5.5,14,2qb,10,6,4164,2026-07-18,2026-08-17
Josh Jacobs,34,34,RB,GB,3255,33.5,4.04,169,18,49,6.1,11,2qb,10,6,4164,2026-07-18,2026-08-17
Chase Brown,35,35,RB,CIN,5706,34.2,4.04,1000,16,53,6.7,6,2qb,10,6,4164,2026-07-18,2026-08-17
A.J. Brown,36,36,WR,NE,3247,34.4,4.04,476,21,43,4.8,11,2qb,10,6,4164,2026-07-18,2026-08-17
Rashee Rice,37,37,WR,KC,5696,35.8,4.06,232,14,60,12,5,2qb,10,6,4164,2026-07-18,2026-08-17
Nico Collins,38,38,WR,HOU,5207,37.6,4.08,274,26,48,4.4,8,2qb,10,6,4164,2026-07-18,2026-08-17
Omarion Hampton,39,39,RB,LAC,6538,37.8,4.08,971,21,54,6.3,7,2qb,10,6,4164,2026-07-18,2026-08-17
Baker Mayfield,40,40,QB,TB,2886,38.8,4.09,469,23,67,8.1,10,2qb,10,6,4164,2026-07-18,2026-08-17
Kenneth Walker,41,41,RB,KC,5625,41.9,5.02,860,22,58,7.4,5,2qb,10,6,4164,2026-07-18,2026-08-17
Zay Flowers,42,42,WR,BAL,5675,42.4,5.02,87,33,55,3.9,13,2qb,10,6,4164,2026-07-18,2026-08-17
Kyren Williams,43,43,RB,LAR,5623,42.6,5.03,379,29,54,4.9,11,2qb,10,6,4164,2026-07-18,2026-08-17
Chris Olave,44,44,WR,NO,5544,42.7,5.03,278,25,58,6.5,8,2qb,10,6,4164,2026-07-18,2026-08-17
Breece Hall,45,45,RB,NYJ,5503,46.5,5.06,179,35,59,4.2,13,2qb,10,6,4164,2026-07-18,2026-08-17
Tyler Shough,46,46,QB,NO,5602,47.9,5.08,619,24,77,9,8,2qb,10,6,4164,2026-07-18,2026-08-17
Javonte Williams,47,47,RB,DAL,5185,48.3,5.08,309,35,58,4.8,14,2qb,10,6,4164,2026-07-18,2026-08-17
Jeremiyah Love,48,48,RB,ARI,6769,48.7,5.09,344,33,65,6,14,2qb,10,6,4164,2026-07-18,2026-08-17
Tee Higgins,49,49,WR,CIN,4870,50.6,6.01,210,35,65,5.6,6,2qb,10,6,4164,2026-07-18,2026-08-17
Emeka Egbuka,50,50,WR,TB,6576,51,6.01,685,33,73,6.8,10,2qb,10,6,4164,2026-07-18,2026-08-17
Cam Skattebo,51,52,RB,NYG,6509,52.5,6.03,402,38,70,5.4,8,2qb,10,6,4164,2026-07-18,2026-08-17
Davante Adams,52,51,WR,LAR,2125,52.5,6.02,180,38,65,6,11,2qb,10,6,4164,2026-07-18,2026-08-17
Tetairoa McMillan,53,53,WR,CAR,6561,53.4,6.03,296,37,68,6,5,2qb,10,6,4164,2026-07-18,2026-08-17
Malik Nabers,54,54,WR,NYG,6183,53.6,6.04,723,25,96,11.8,8,2qb,10,6,4164,2026-07-18,2026-08-17
Sam Darnold,55,55,QB,SEA,2884,53.7,6.04,696,27,80,10.2,11,2qb,10,6,4164,2026-07-18,2026-08-17
Jordan Love,56,56,QB,GB,4892,54.6,6.05,916,24,84,11.5,11,2qb,10,6,4164,2026-07-18,2026-08-17
Jameson Williams,57,57,WR,DET,5643,55.2,6.05,65,41,69,6.8,6,2qb,10,6,4164,2026-07-18,2026-08-17
Kyler Murray,58,58,QB,MIN,3299,55.4,6.05,859,26,80,11,6,2qb,10,6,4164,2026-07-18,2026-08-17
DeVonta Smith,59,59,WR,PHI,4883,56.3,6.06,567,42,70,5.5,10,2qb,10,6,4164,2026-07-18,2026-08-17
Garrett Wilson,60,60,WR,NYJ,5548,59.4,6.09,288,49,73,5.2,13,2qb,10,6,4164,2026-07-18,2026-08-17
Travis Etienne Jr.,61,61,RB,NO,4863,60.3,6.10,218,47,76,6.1,8,2qb,10,6,4164,2026-07-18,2026-08-17
Rome Odunze,62,62,WR,CHI,6194,60.5,7.01,204,44,85,6.3,10,2qb,10,6,4164,2026-07-18,2026-08-17
D'Andre Swift,63,63,RB,CHI,4862,60.8,7.01,321,43,82,6.5,10,2qb,10,6,4164,2026-07-18,2026-08-17
Brock Bowers,64,64,TE,LV,6178,62.4,7.02,1218,23,89,15,13,2qb,10,6,4164,2026-07-18,2026-08-17
Terry McLaurin,65,65,WR,WAS,3449,63.4,7.03,243,46,78,6.3,7,2qb,10,6,4164,2026-07-18,2026-08-17
Bucky Irving,66,66,RB,TB,6190,65,7.05,284,47,85,6.5,10,2qb,10,6,4164,2026-07-18,2026-08-17
Quinshon Judkins,67,67,RB,CLE,6531,65.7,7.06,325,49,82,6.4,11,2qb,10,6,4164,2026-07-18,2026-08-17
Trey McBride,68,68,TE,ARI,5656,66.2,7.06,689,32,96,13,14,2qb,10,6,4164,2026-07-18,2026-08-17
Bhayshul Tuten,69,69,RB,JAX,6513,67.2,7.07,348,45,90,8.3,7,2qb,10,6,4164,2026-07-18,2026-08-17
Ladd McConkey,70,70,WR,LAC,6281,67.6,7.08,727,49,89,7,7,2qb,10,6,4164,2026-07-18,2026-08-17
C.J. Stroud,71,71,QB,HOU,5676,68.3,7.08,549,40,96,10.8,8,2qb,10,6,4164,2026-07-18,2026-08-17
Alec Pierce,72,72,WR,IND,5641,69,7.09,65,56,87,7.4,13,2qb,10,6,4164,2026-07-18,2026-08-17
Daniel Jones,73,73,QB,IND,3264,70.3,7.10,522,37,93,12.5,13,2qb,10,6,4164,2026-07-18,2026-08-17
Jaylen Waddle,74,74,WR,DEN,5178,73,8.03,643,53,92,7.7,10,2qb,10,6,4164,2026-07-18,2026-08-17
DJ Moore,75,75,WR,BUF,2876,73.8,8.04,558,45,102,11,7,2qb,10,6,4164,2026-07-18,2026-08-17
David Montgomery,76,76,RB,HOU,3238,74.2,8.04,471,54,96,7.6,8,2qb,10,6,4164,2026-07-18,2026-08-17
TreVeyon Henderson,77,77,RB,NE,6490,74.4,8.04,276,56,89,6.9,11,2qb,10,6,4164,2026-07-18,2026-08-17
Luther Burden III,78,78,WR,CHI,6559,77.3,8.07,455,57,98,8.1,10,2qb,10,6,4164,2026-07-18,2026-08-17
Malik Willis,79,79,QB,MIA,5545,77.6,8.08,466,52,103,9.7,6,2qb,10,6,4164,2026-07-18,2026-08-17
Mike Evans,80,80,WR,SF,2111,77.6,8.08,453,59,98,8.4,8,2qb,10,6,4164,2026-07-18,2026-08-17
Christian Watson,81,81,WR,GB,5360,77.7,8.08,355,58,100,7.5,11,2qb,10,6,4164,2026-07-18,2026-08-17
Courtland Sutton,82,82,WR,DEN,2862,80.5,8.10,196,58,99,8.8,10,2qb,10,6,4164,2026-07-18,2026-08-17
