name,Rank,source_rank,position,team,source_player_id,adp,adp_formatted,times_drafted,high,low,stdev,bye,source_format,source_team_count,actual_league_team_count,sample_total_drafts,sample_start_date,sample_end_date
Bijan Robinson,1,1,RB,ATL,5670,1.7,1.02,1074,1,4,0.7,11,ppr,8,6,6466,2026-08-08,2026-08-15
Jahmyr Gibbs,2,2,RB,DET,5672,1.8,1.02,1283,1,4,0.8,6,ppr,8,6,6466,2026-08-08,2026-08-15
Puka Nacua,3,3,WR,LAR,5714,3.1,1.03,263,1,5,0.7,11,ppr,8,6,6466,2026-08-08,2026-08-15
Ja'Marr Chase,4,4,WR,CIN,5177,3.9,1.04,1473,1,8,1,6,ppr,8,6,6466,2026-08-08,2026-08-15
Jaxon Smith-Njigba,5,5,WR,SEA,5671,5.5,1.05,754,2,9,1.1,11,ppr,8,6,6466,2026-08-08,2026-08-15
Christian McCaffrey,6,6,RB,SF,2434,6.2,1.06,1115,2,11,1.6,8,ppr,8,6,6466,2026-08-08,2026-08-15
Amon-Ra St. Brown,7,7,WR,DET,5182,6.7,1.07,919,3,12,1.4,6,ppr,8,6,6466,2026-08-08,2026-08-15
Jonathan Taylor,8,8,RB,IND,4864,7.4,1.07,1267,2,12,1.7,13,ppr,8,6,6466,2026-08-08,2026-08-15
Drake London,9,9,WR,ATL,5574,10.2,2.02,222,6,16,1.6,11,ppr,8,6,6466,2026-08-08,2026-08-15
De'Von Achane,10,10,RB,MIA,5683,10.3,2.02,543,5,18,1.9,6,ppr,8,6,6466,2026-08-08,2026-08-15
CeeDee Lamb,11,11,WR,DAL,4869,11.1,2.03,973,5,21,2.1,14,ppr,8,6,6466,2026-08-08,2026-08-15
Chase Brown,12,12,RB,CIN,5706,13.1,2.05,1292,5,22,2.8,6,ppr,8,6,6466,2026-08-08,2026-08-15
James Cook III,13,14,RB,BUF,5652,13.6,2.06,1783,4,23,3.3,7,ppr,8,6,6466,2026-08-08,2026-08-15
Rashee Rice,14,13,WR,KC,5696,13.6,2.06,189,6,20,2.6,5,ppr,8,6,6466,2026-08-08,2026-08-15
Justin Jefferson,15,15,WR,MIN,4876,13.9,2.06,1135,5,22,3.1,6,ppr,8,6,6466,2026-08-08,2026-08-15
Ashton Jeanty,16,16,RB,LV,6500,14.4,2.06,936,6,23,3.1,13,ppr,8,6,6466,2026-08-08,2026-08-15
Derrick Henry,17,17,RB,BAL,2350,16.6,3.01,667,9,27,2.9,13,ppr,8,6,6466,2026-08-08,2026-08-15
A.J. Brown,18,18,WR,NE,3247,17.3,3.01,779,9,25,2.8,11,ppr,8,6,6466,2026-08-08,2026-08-15
Omarion Hampton,19,19,RB,LAC,6538,19.9,3.04,1733,10,33,3.5,7,ppr,8,6,6466,2026-08-08,2026-08-15
Saquon Barkley,20,20,RB,PHI,2860,20,3.04,1884,10,33,3.5,10,ppr,8,6,6466,2026-08-08,2026-08-15
George Pickens,21,21,WR,DAL,5576,20.2,3.04,449,13,27,2.7,14,ppr,8,6,6466,2026-08-08,2026-08-15
