name,Rank,source_rank,position,team,source_player_id,adp,adp_formatted,times_drafted,high,low,stdev,bye,source_format,source_team_count,actual_league_team_count,sample_total_drafts,sample_start_date,sample_end_date
Jahmyr Gibbs,1,1,RB,DET,5672,1.5,1.02,122,1,3,0.7,6,ppr,8,6,749,2026-09-07,2026-09-14
Bijan Robinson,2,2,RB,ATL,5670,2.2,1.02,69,1,3,0.7,11,ppr,8,6,749,2026-09-07,2026-09-14
Ja'Marr Chase,3,3,WR,CIN,5177,3.2,1.03,54,1,7,0.9,6,ppr,8,6,749,2026-09-07,2026-09-14
Puka Nacua,4,4,WR,LAR,5714,4.2,1.04,55,1,7,1.1,11,ppr,8,6,749,2026-09-07,2026-09-14
Christian McCaffrey,5,5,RB,SF,2434,5,1.05,42,2,7,1.2,8,ppr,8,6,749,2026-09-07,2026-09-14
Jaxon Smith-Njigba,6,7,WR,SEA,5671,6.5,1.07,84,3,10,1.7,11,ppr,8,6,749,2026-09-07,2026-09-14
Amon-Ra St. Brown,7,6,WR,DET,5182,6.5,1.07,65,3,11,1.4,6,ppr,8,6,749,2026-09-07,2026-09-14
Jonathan Taylor,8,8,RB,IND,4864,7.7,1.08,106,3,12,1.9,13,ppr,8,6,749,2026-09-07,2026-09-14
CeeDee Lamb,9,9,WR,DAL,4869,9.7,2.02,43,6,13,1.4,14,ppr,8,6,749,2026-09-07,2026-09-14
Justin Jefferson,10,10,WR,MIN,4876,11.1,2.03,48,8,15,1.5,6,ppr,8,6,749,2026-09-07,2026-09-14
De'Von Achane,11,11,RB,MIA,5683,11.2,2.03,35,7,15,1.9,6,ppr,8,6,749,2026-09-07,2026-09-14
James Cook III,12,12,RB,BUF,5652,11.3,2.03,146,5,17,2.3,7,ppr,8,6,749,2026-09-07,2026-09-14
Drake London,13,13,WR,ATL,5574,13.1,2.05,18,9,19,2.3,11,ppr,8,6,749,2026-09-07,2026-09-14
Chase Brown,14,14,RB,CIN,5706,14.1,2.06,93,9,17,1.7,6,ppr,8,6,749,2026-09-07,2026-09-14
Derrick Henry,15,15,RB,BAL,2350,15,2.07,49,8,20,2.7,13,ppr,8,6,749,2026-09-07,2026-09-14
A.J. Brown,16,16,WR,NE,3247,15.7,2.08,71,12,20,2.2,11,ppr,8,6,749,2026-09-07,2026-09-14
Rashee Rice,17,17,WR,KC,5696,17,3.01,25,11,20,2.3,5,ppr,8,6,749,2026-09-07,2026-09-14
Saquon Barkley,18,18,RB,PHI,2860,17.2,3.01,158,8,26,3.3,10,ppr,8,6,749,2026-09-07,2026-09-14
Nico Collins,19,19,WR,HOU,5207,18.9,3.03,31,11,26,3,8,ppr,8,6,749,2026-09-07,2026-09-14
Chris Olave,20,20,WR,NO,5544,20.4,3.04,26,15,25,2.4,8,ppr,8,6,749,2026-09-07,2026-09-14
Ashton Jeanty,21,21,RB,LV,6500,20.7,3.05,57,10,27,3.8,13,ppr,8,6,749,2026-09-07,2026-09-14
Omarion Hampton,22,22,RB,LAC,6538,21.3,3.05,120,13,28,3.1,7,ppr,8,6,749,2026-09-07,2026-09-14
Kenneth Walker,23,24,RB,KC,5625,21.7,3.06,124,8,32,4.9,5,ppr,8,6,749,2026-09-07,2026-09-14
George Pickens,24,23,WR,DAL,5576,21.7,3.06,61,13,29,3.8,14,ppr,8,6,749,2026-09-07,2026-09-14
Zay Flowers,25,25,WR,BAL,5675,26.1,4.02,17,23,29,1.9,13,ppr,8,6,749,2026-09-07,2026-09-14
Garrett Wilson,26,26,WR,NYJ,5548,26.6,4.03,29,18,32,3.4,13,ppr,8,6,749,2026-09-07,2026-09-14
Jeremiyah Love,27,27,RB,ARI,6769,27.7,4.04,24,22,34,2.8,14,ppr,8,6,749,2026-09-07,2026-09-14
Malik Nabers,28,28,WR,NYG,6183,28.4,4.04,100,18,37,3.8,8,ppr,8,6,749,2026-09-07,2026-09-14
DeVonta Smith,29,29,WR,PHI,4883,28.5,4.04,85,21,38,3.4,10,ppr,8,6,749,2026-09-07,2026-09-14
Breece Hall,30,30,RB,NYJ,5503,29.5,4.05,32,21,35,3.2,13,ppr,8,6,749,2026-09-07,2026-09-14
Javonte Williams,31,31,RB,DAL,5185,29.7,4.06,81,21,37,3.3,14,ppr,8,6,749,2026-09-07,2026-09-14
Kyren Williams,32,32,RB,LAR,5623,31.5,4.08,61,22,37,3.8,11,ppr,8,6,749,2026-09-07,2026-09-14
Josh Allen,33,33,QB,BUF,2885,32.8,5.01,91,7,47,9.8,7,ppr,8,6,749,2026-09-07,2026-09-14
Brock Bowers,34,34,TE,LV,6178,33,5.01,99,10,48,8.8,13,ppr,8,6,749,2026-09-07,2026-09-14
Tetairoa McMillan,35,35,WR,CAR,6561,33.4,5.01,38,29,39,2.3,5,ppr,8,6,749,2026-09-07,2026-09-14
Emeka Egbuka,36,36,WR,TB,6576,34.5,5.02,70,24,43,4,10,ppr,8,6,749,2026-09-07,2026-09-14
Tee Higgins,37,37,WR,CIN,4870,34.8,5.03,51,25,45,3.7,6,ppr,8,6,749,2026-09-07,2026-09-14
Trey McBride,38,38,TE,ARI,5656,35.3,5.03,91,15,50,7.7,14,ppr,8,6,749,2026-09-07,2026-09-14
