name,Rank,source_rank,position,team,source_player_id,adp,adp_formatted,times_drafted,high,low,stdev,bye,source_format,source_team_count,actual_league_team_count,sample_total_drafts,sample_start_date,sample_end_date
Brandon Aubrey,1,134,K,DAL,6162,131,17.03,1440,70,184,23.3,14,ppr,8,6,6160,2026-08-06,2026-08-13
Jason Myers,2,143,K,SEA,2424,135.4,17.07,212,78,186,21.7,11,ppr,8,6,6160,2026-08-06,2026-08-13
Ka'imi Fairbairn,3,149,K,HOU,2531,139.6,18.04,160,89,187,20.6,8,ppr,8,6,6160,2026-08-06,2026-08-13
Cameron Dicker,4,152,K,LAC,5538,142.9,18.07,183,91,190,19.8,7,ppr,8,6,6160,2026-08-06,2026-08-13
Jake Bates,5,163,K,DET,6055,149,19.05,143,110,191,15.9,6,ppr,8,6,6160,2026-08-06,2026-08-13
Harrison Mevis,6,165,K,LAR,6299,150,19.06,53,120,172,13.9,11,ppr,8,6,6160,2026-08-06,2026-08-13
Trey Smack,7,166,K,GB,6835,150.8,19.07,8,77,178,33.3,11,ppr,8,6,6160,2026-08-06,2026-08-13
Chase McLaughlin,8,180,K,TB,4865,156.4,20.04,111,136,210,15.5,10,ppr,8,6,6160,2026-08-06,2026-08-13
Nick Folk,9,181,K,ATL,383,156.5,20.04,60,137,193,13.9,11,ppr,8,6,6160,2026-08-06,2026-08-13
Cairo Santos,10,186,K,CHI,2335,157.1,20.05,59,116,178,15.8,10,ppr,8,6,6160,2026-08-06,2026-08-13
Tyler Bass,11,188,K,BUF,5036,158.4,20.06,11,141,197,19.4,7,ppr,8,6,6160,2026-08-06,2026-08-13
Eddy Piñeiro,12,191,K,SF,3097,159.2,20.07,79,134,180,13.7,8,ppr,8,6,6160,2026-08-06,2026-08-13
Will Reichard,13,192,K,MIN,6296,159.6,20.08,70,117,210,18,6,ppr,8,6,6160,2026-08-06,2026-08-13
Cam Little,14,197,K,JAX,6188,160.4,20.08,222,112,209,18.4,7,ppr,8,6,6160,2026-08-06,2026-08-13
Tyler Loop,15,205,K,BAL,6587,161.7,21.02,91,135,194,14.9,13,ppr,8,6,6160,2026-08-06,2026-08-13
Chris Boswell,16,207,K,PIT,2340,162,21.02,26,110,206,21.9,9,ppr,8,6,6160,2026-08-06,2026-08-13
Harrison Butker,17,210,K,KC,2514,162.3,21.02,118,116,210,17.8,5,ppr,8,6,6160,2026-08-06,2026-08-13
Wil Lutz,18,212,K,DEN,2522,163,21.03,43,115,209,19.6,10,ppr,8,6,6160,2026-08-06,2026-08-13
Evan McPherson,19,229,K,CIN,5669,166.2,21.06,78,113,210,20.3,6,ppr,8,6,6160,2026-08-06,2026-08-13
