name,Rank,position,team,position_rank,tier,rank_min,rank_max,rank_ave,rank_std,source_player_id
Josh Allen,1,QB,BUF,QB1,1,1,2,1.04,0.19,17298
Lamar Jackson,2,QB,BAL,QB2,1,1,8,2.71,1.23,17233
Drake Maye,3,QB,NE,QB3,1,2,17,3.72,2.14,23046
Joe Burrow,4,QB,CIN,QB4,1,2,26,5.16,3.06,19196
Jayden Daniels,5,QB,WAS,QB5,1,2,29,5.99,3.99,22902
Jalen Hurts,6,QB,PHI,QB6,2,2,26,7.28,3.69,19275
Ja'Marr Chase,7,WR,CIN,WR1,2,6,12,7.67,2.40,19788
Jahmyr Gibbs,8,RB,DET,RB1,2,2,15,10.62,2.65,22968
Puka Nacua,9,WR,LAR,WR2,2,6,21,10.64,2.68,23180
Caleb Williams,10,QB,CHI,QB7,2,4,26,10.76,4.75,23084
Justin Herbert,11,QB,LAC,QB8,2,4,32,11.22,5.48,18635
Bijan Robinson,12,RB,ATL,RB2,2,3,37,11.78,3.95,23133
Jaxon Smith-Njigba,13,WR,SEA,WR3,3,6,41,12.88,3.86,23070
Amon-Ra St. Brown,14,WR,DET,WR4,3,9,21,14.01,2.39,19799
Dak Prescott,15,QB,DAL,QB9,3,4,32,15.21,5.35,15600
Trevor Lawrence,16,QB,JAC,QB10,3,7,41,16.21,5.78,19780
Christian McCaffrey,17,RB,SF,RB3,3,10,46,18.88,8.29,16393
CeeDee Lamb,18,WR,DAL,WR5,3,14,44,20.84,3.88,19202
Jaxson Dart,19,QB,NYG,QB11,3,7,50,21.59,8.08,23160
Justin Jefferson,20,WR,MIN,WR6,4,14,50,22.24,5.69,19236
Brock Purdy,21,QB,SF,QB12,4,8,56,23.63,8.10,19797
Jonathan Taylor,22,RB,IND,RB4,4,13,48,24.29,7.71,19217
Drake London,23,WR,ATL,WR7,4,20,47,25.59,5.94,23163
Bo Nix,24,QB,DEN,QB13,4,14,56,26.64,8.78,22910
Patrick Mahomes II,25,QB,KC,QB14,4,15,55,27.70,7.40,16413
A.J. Brown,26,WR,NE,WR8,4,15,62,28.62,8.42,18218
Matthew Stafford,27,QB,LAR,QB15,4,5,60,29.62,10.66,9451
Nico Collins,28,WR,HOU,WR9,4,23,53,30.95,6.73,20130
Ashton Jeanty,29,RB,LV,RB5,4,15,55,31.87,8.62,25989
Chase Brown,30,RB,CIN,RB6,4,15,51,32.09,7.94,25324
Jared Goff,31,QB,DET,QB16,5,8,50,33.17,8.94,15501
James Cook III,32,RB,BUF,RB7,5,13,58,33.76,10.30,22958
Trey McBride,33,TE,ARI,TE1,5,25,54,34.58,6.54,22936
George Pickens,34,WR,DAL,WR10,5,24,57,35.64,7.50,22963
Chris Olave,35,WR,NO,WR11,5,23,65,36.12,8.57,20111
De'Von Achane,36,RB,MIA,RB8,5,22,65,36.59,8.54,23136
Brock Bowers,37,TE,LV,TE2,5,20,51,37.39,4.99,22955
Rashee Rice,38,WR,KC,WR12,5,14,63,37.54,10.65,23113
DeVonta Smith,39,WR,PHI,WR13,5,23,63,39.72,8.90,19222
Kyler Murray,40,QB,MIN,QB17,5,17,66,40.59,11.68,18600
Omarion Hampton,41,RB,LAC,RB9,5,23,67,40.97,8.24,25395
Saquon Barkley,42,RB,PHI,RB10,5,23,68,42.74,8.14,17240
Baker Mayfield,43,QB,TB,QB18,5,18,60,44.75,10.39,17237
Jordan Love,44,QB,GB,QB19,5,19,64,45.25,10.17,19246
Kenneth Walker III,45,RB,KC,RB11,6,26,86,45.79,10.92,23021
Zay Flowers,46,WR,BAL,WR14,6,24,71,45.83,9.75,22916
Malik Nabers,47,WR,NYG,WR15,6,24,80,46.68,12.01,25409
Tyler Shough,48,QB,NO,QB20,6,19,66,48.09,10.87,23096
Garrett Wilson,49,WR,NYJ,WR16,6,28,69,48.17,8.59,23072
Tetairoa McMillan,50,WR,CAR,WR17,6,27,72,49.88,8.83,25417
Tee Higgins,51,WR,CIN,WR18,6,30,73,51.49,9.57,19211
Ladd McConkey,52,WR,LAC,WR19,6,29,75,53.16,8.52,26122
Malik Willis,53,QB,MIA,QB21,6,19,177,53.51,18.46,23499
Emeka Egbuka,54,WR,TB,WR20,6,27,75,53.57,10.09,23062
Derrick Henry,55,RB,BAL,RB12,6,27,73,54.53,10.51,15514
Jeremiyah Love,56,RB,ARI,RB13,6,38,85,54.80,9.68,25403
Jaylen Waddle,57,WR,DEN,WR21,6,34,79,55.05,9.09,19790
Colston Loveland,58,TE,CHI,TE3,6,39,106,55.38,16.08,26006
Breece Hall,59,RB,NYJ,RB14,6,48,92,58.41,8.77,22982
Kyren Williams,60,RB,LAR,RB15,6,40,77,60.53,8.96,23059
C.J. Stroud,61,QB,HOU,QB22,6,23,93,62.09,9.72,23071
Josh Jacobs,62,RB,GB,RB16,6,45,81,62.51,8.98,18269
Terry McLaurin,63,WR,WAS,WR22,7,43,89,63.46,8.51,18466
Luther Burden III,64,WR,CHI,WR23,7,45,82,64.32,7.48,27016
Javonte Williams,65,RB,DAL,RB17,7,46,79,64.67,7.90,22739
Sam Darnold,66,QB,SEA,QB23,7,22,76,62.00,8.20,17236
Cam Ward,67,QB,TEN,QB24,7,33,87,67.84,7.70,24755
Travis Etienne Jr.,68,RB,NO,RB18,7,49,92,69.66,9.23,19231
Davante Adams,69,WR,LAR,WR24,7,48,95,69.89,8.97,12123
Daniel Jones,70,QB,IND,QB25,7,27,94,68.13,12.34,18232
DJ Moore,71,WR,BUF,WR25,7,39,116,72.53,11.97,17265
Tyler Warren,72,TE,IND,TE4,7,39,92,73.50,11.54,26434
Mike Evans,73,WR,SF,WR26,7,52,118,74.62,11.17,12119
Cam Skattebo,74,RB,NYG,RB19,7,54,95,75.38,8.62,27166
Jameson Williams,75,WR,DET,WR27,7,57,107,76.13,9.20,23677
Christian Watson,76,WR,GB,WR28,7,57,123,76.53,11.11,23886
Bryce Young,77,QB,CAR,QB26,7,32,127,75.04,10.77,22900
Rome Odunze,78,WR,CHI,WR29,7,56,106,78.88,8.57,25411
Bucky Irving,79,RB,TB,RB20,7,48,99,79.92,8.67,25981
D'Andre Swift,80,RB,CHI,RB21,7,62,99,80.95,7.06,19210
Quinshon Judkins,81,RB,CLE,RB22,7,54,98,81.09,8.48,25391
David Montgomery,82,RB,HOU,RB23,7,54,105,82.01,10.05,18239
TreVeyon Henderson,83,RB,NE,RB24,7,58,107,83.97,10.37,23065
Carnell Tate,84,WR,TEN,WR30,8,61,180,85.28,17.48,26009
Jacoby Brissett,85,QB,ARI,QB27,8,27,140,84.25,15.51,15642
Bhayshul Tuten,86,RB,JAC,RB25,8,65,115,89.29,10.56,27297
Marvin Harrison Jr.,87,WR,ARI,WR31,8,63,117,89.30,12.11,23064
Parker Washington,88,WR,JAC,WR32,8,63,133,91.18,16.81,23106
Harold Fannin Jr.,89,TE,CLE,TE5,8,47,121,93.61,10.85,27050
Tucker Kraft,90,TE,GB,TE6,8,47,125,93.83,12.18,25298
Jaylen Warren,91,RB,PIT,RB26,8,79,111,94.88,6.60,24209
Jadarian Price,92,RB,SEA,RB27,8,63,111,95.26,9.13,27329
DK Metcalf,93,WR,PIT,WR33,8,69,123,96.70,12.43,18219
Brian Thomas Jr.,94,WR,JAC,WR34,8,69,128,97.57,12.00,23000
Kyle Pitts Sr.,95,TE,ATL,TE7,8,86,125,101.21,8.78,20164
Michael Pittman Jr.,96,WR,PIT,WR35,8,57,132,101.22,12.88,19278
Rhamondre Stevenson,97,RB,NE,RB28,8,85,120,101.59,7.35,22726
Chris Godwin Jr.,98,WR,TB,WR36,8,74,146,101.83,11.84,16406
Tony Pollard,99,RB,TEN,RB29,8,79,129,101.84,8.89,18705
Sam LaPorta,100,TE,DET,TE8,8,77,115,102.41,9.36,22978
Courtland Sutton,101,WR,DEN,WR37,8,72,130,102.89,12.96,17253
Josh Downs,102,WR,IND,WR38,8,72,137,103.59,12.60,24706
Jordyn Tyson,103,WR,NO,WR39,8,65,169,104.17,17.44,26035
Geno Smith,104,QB,NYJ,QB28,8,30,183,97.81,22.72,11687
Alec Pierce,105,WR,IND,WR40,8,62,136,104.99,16.82,23791
Chuba Hubbard,106,RB,CAR,RB30,8,88,131,105.12,9.44,19792
Wan'Dale Robinson,107,WR,TEN,WR41,8,68,141,105.39,13.00,22985
Rico Dowdle,108,RB,PIT,RB31,8,88,138,106.75,10.08,19647
Michael Wilson,109,WR,ARI,WR42,8,84,138,108.05,11.41,25333
RJ Harvey,110,RB,DEN,RB32,9,71,144,111.05,15.26,27142
Aaron Rodgers,111,QB,PIT,QB29,9,30,176,98.27,23.45,9001
Travis Kelce,112,TE,KC,TE9,9,89,148,115.05,11.44,11594
Kenny Gainwell,113,RB,TB,RB33,9,95,153,116.86,11.63,23310
Quentin Johnston,114,WR,LAC,WR43,9,82,143,117.29,12.51,23123
J.K. Dobbins,115,RB,DEN,RB34,9,92,138,117.57,11.81,19245
Makai Lemon,116,WR,PHI,WR44,9,90,151,117.86,14.17,25420
Jakobi Meyers,117,WR,JAC,WR45,9,82,158,118.80,14.66,18598
Kyle Monangai,118,RB,CHI,RB35,9,97,145,120.25,10.38,27131
George Kittle,119,TE,SF,TE10,9,93,164,121.32,14.07,16499
