name,Rank,source_rank,position,team,source_player_id,adp,adp_formatted,times_drafted,high,low,stdev,bye,source_format,source_team_count,actual_league_team_count,sample_total_drafts,sample_start_date,sample_end_date
Josh Allen,1,2,QB,BUF,2885,1.8,1.02,1129,1,4,0.9,7,2qb,10,6,6613,2026-08-01,2026-08-31
Jahmyr Gibbs,2,1,RB,DET,5672,1.8,1.02,1019,1,4,0.8,6,2qb,10,6,6613,2026-08-01,2026-08-31
Bijan Robinson,3,3,RB,ATL,5670,2.6,1.03,567,1,6,0.6,11,2qb,10,6,6613,2026-08-01,2026-08-31
Puka Nacua,4,4,WR,LAR,5714,4.8,1.05,507,1,9,1.2,11,2qb,10,6,6613,2026-08-01,2026-08-31
Jonathan Taylor,5,5,RB,IND,4864,5.4,1.05,563,3,10,1.4,13,2qb,10,6,6613,2026-08-01,2026-08-31
Ja'Marr Chase,6,6,WR,CIN,5177,6.3,1.06,1566,1,14,2.2,6,2qb,10,6,6613,2026-08-01,2026-08-31
Drake Maye,7,7,QB,NE,6187,7.5,1.07,821,1,17,2.9,11,2qb,10,6,6613,2026-08-01,2026-08-31
Jaxon Smith-Njigba,8,8,WR,SEA,5671,8.2,1.08,768,3,15,1.9,11,2qb,10,6,6613,2026-08-01,2026-08-31
Lamar Jackson,9,9,QB,BAL,2888,8.5,1.09,1350,1,17,3,13,2qb,10,6,6613,2026-08-01,2026-08-31
Joe Burrow,10,10,QB,CIN,4882,9.6,1.10,1085,1,20,3,6,2qb,10,6,6613,2026-08-01,2026-08-31
Christian McCaffrey,11,11,RB,SF,2434,9.9,1.10,1171,3,20,2.8,8,2qb,10,6,6613,2026-08-01,2026-08-31
Derrick Henry,12,12,RB,BAL,2350,10.3,1.10,425,3,18,2.5,13,2qb,10,6,6613,2026-08-01,2026-08-31
Amon-Ra St. Brown,13,13,WR,DET,5182,13,2.03,1364,4,23,3.3,6,2qb,10,6,6613,2026-08-01,2026-08-31
Dak Prescott,14,14,QB,DAL,2377,13.8,2.04,709,5,27,3.1,14,2qb,10,6,6613,2026-08-01,2026-08-31
Jayden Daniels,15,15,QB,WAS,5854,14.2,2.04,696,5,26,3.2,7,2qb,10,6,6613,2026-08-01,2026-08-31
James Cook III,16,16,RB,BUF,5652,14.9,2.05,1614,4,30,4.6,7,2qb,10,6,6613,2026-08-01,2026-08-31
Matthew Stafford,17,17,QB,LAR,1664,17.3,2.07,418,10,27,2.7,11,2qb,10,6,6613,2026-08-01,2026-08-31
Jalen Hurts,18,18,QB,PHI,5025,17.5,2.07,635,9,27,3.2,10,2qb,10,6,6613,2026-08-01,2026-08-31
Brock Purdy,19,19,QB,SF,5648,19.7,2.10,243,11,30,3.2,8,2qb,10,6,6613,2026-08-01,2026-08-31
Trevor Lawrence,20,20,QB,JAX,5186,20,2.10,526,7,37,4.9,7,2qb,10,6,6613,2026-08-01,2026-08-31
De'Von Achane,21,21,RB,MIA,5683,20.4,2.10,898,8,35,4.7,6,2qb,10,6,6613,2026-08-01,2026-08-31
Caleb Williams,22,22,QB,CHI,6173,21.6,3.02,814,9,45,4.8,10,2qb,10,6,6613,2026-08-01,2026-08-31
Saquon Barkley,23,23,RB,PHI,2860,24.4,3.04,2041,10,40,5.4,10,2qb,10,6,6613,2026-08-01,2026-08-31
Patrick Mahomes,24,24,QB,KC,2462,24.4,3.04,426,9,46,5.7,5,2qb,10,6,6613,2026-08-01,2026-08-31
Drake London,25,25,WR,ATL,5574,24.7,3.05,285,12,36,4.9,11,2qb,10,6,6613,2026-08-01,2026-08-31
Jared Goff,26,26,QB,DET,2351,24.9,3.05,488,12,49,4.6,6,2qb,10,6,6613,2026-08-01,2026-08-31
CeeDee Lamb,27,27,WR,DAL,4869,25,3.05,1889,10,39,5.4,14,2qb,10,6,6613,2026-08-01,2026-08-31
