name,Rank,position,team,position_rank,tier,rank_min,rank_max,rank_ave,rank_std,source_player_id
Josh Allen,1,QB,BUF,QB1,1,1,2,1.01,0.10,17298
Lamar Jackson,2,QB,BAL,QB2,1,2,8,2.58,1.06,17233
Drake Maye,3,QB,NE,QB3,1,2,17,3.48,1.81,23046
Joe Burrow,4,QB,CIN,QB4,1,2,13,4.82,1.95,19196
Jalen Hurts,5,QB,PHI,QB5,2,3,17,7.00,3.13,19275
Ja'Marr Chase,6,WR,CIN,WR1,2,6,12,7.09,2.08,19788
Jayden Daniels,7,QB,WAS,QB6,2,2,26,7.32,4.62,22902
Caleb Williams,8,QB,CHI,QB7,2,4,19,9.67,4.33,23084
Jahmyr Gibbs,9,RB,DET,RB1,2,2,13,10.17,2.03,22968
Puka Nacua,10,WR,LAR,WR2,2,6,21,11.04,2.75,23180
Bijan Robinson,11,RB,ATL,RB2,2,3,13,11.95,1.90,23133
Justin Herbert,12,QB,LAC,QB8,2,4,29,12.12,6.07,18635
Jaxon Smith-Njigba,13,WR,SEA,WR3,3,6,21,12.62,2.04,23070
Amon-Ra St. Brown,14,WR,DET,WR4,3,11,21,13.54,1.94,19799
Trevor Lawrence,15,QB,JAC,QB9,3,4,30,14.65,6.27,19780
Dak Prescott,16,QB,DAL,QB10,3,4,30,14.96,5.61,15600
Christian McCaffrey,17,RB,SF,RB3,3,14,42,19.42,7.48,16393
CeeDee Lamb,18,WR,DAL,WR5,3,14,28,20.72,2.45,19202
Justin Jefferson,19,WR,MIN,WR6,3,12,45,21.17,3.75,19236
Brock Purdy,20,QB,SF,QB11,4,8,41,22.73,6.86,19797
Bo Nix,21,QB,DEN,QB12,4,9,50,23.83,6.55,22910
Jonathan Taylor,22,RB,IND,RB4,4,12,48,24.30,7.59,19217
Jaxson Dart,23,QB,NYG,QB13,4,7,55,25.33,9.89,23160
Drake London,24,WR,ATL,WR7,4,20,43,25.82,4.80,23163
A.J. Brown,25,WR,NE,WR8,4,14,53,26.86,6.80,18218
Patrick Mahomes II,26,QB,KC,QB14,4,9,55,28.46,8.08,16413
James Cook III,27,RB,BUF,RB5,4,15,46,28.79,8.38,22958
Nico Collins,28,WR,HOU,WR9,4,21,44,29.87,5.48,20130
Jared Goff,29,QB,DET,QB15,4,8,50,30.72,8.55,15501
Chase Brown,30,RB,CIN,RB6,4,15,49,31.22,8.05,25324
Chris Olave,31,WR,NO,WR10,4,21,52,31.27,7.46,20111
Matthew Stafford,32,QB,LAR,QB16,4,16,56,31.74,9.67,9451
Trey McBride,33,TE,ARI,TE1,5,29,52,33.67,5.50,22936
George Pickens,34,WR,DAL,WR11,5,21,57,35.76,6.75,22963
De'Von Achane,35,RB,MIA,RB7,5,22,54,36.49,7.87,23136
Brock Bowers,36,TE,LV,TE2,5,21,78,37.86,6.67,22955
DeVonta Smith,37,WR,PHI,WR12,5,20,63,38.31,8.16,19222
Kyler Murray,38,QB,MIN,QB17,5,19,66,38.90,10.70,18600
Saquon Barkley,39,RB,PHI,RB8,5,22,58,39.86,6.11,17240
Malik Nabers,40,WR,NYG,WR13,5,23,68,40.07,9.86,25409
Omarion Hampton,41,RB,LAC,RB9,5,15,61,41.19,8.15,25395
Kenneth Walker III,42,RB,KC,RB10,5,23,71,41.46,8.31,23021
Rashee Rice,43,WR,KC,WR14,5,23,89,43.39,11.87,23113
Jordan Love,44,QB,GB,QB18,5,19,56,43.47,9.95,19246
Ashton Jeanty,45,RB,LV,RB11,5,15,74,44.13,10.28,25989
Baker Mayfield,46,QB,TB,QB19,6,19,60,45.82,9.47,17237
Garrett Wilson,47,WR,NYJ,WR15,6,24,64,46.25,7.74,23072
Zay Flowers,48,WR,BAL,WR16,6,27,68,46.55,8.38,22916
Ladd McConkey,49,WR,LAC,WR17,6,28,73,50.67,9.16,26122
Jaylen Waddle,50,WR,DEN,WR18,6,34,80,50.88,8.98,19790
Tyler Shough,51,QB,NO,QB20,6,19,69,51.11,9.29,23096
Tetairoa McMillan,52,WR,CAR,WR19,6,28,73,52.10,7.91,25417
Malik Willis,53,QB,MIA,QB21,6,26,83,52.44,11.36,23499
Colston Loveland,54,TE,CHI,TE3,6,39,104,52.49,13.54,26006
Tee Higgins,55,WR,CIN,WR20,6,35,72,53.39,7.58,19211
Derrick Henry,56,RB,BAL,RB12,6,35,71,54.64,8.49,15514
Breece Hall,57,RB,NYJ,RB13,6,45,74,56.45,6.64,22982
Jeremiyah Love,58,RB,ARI,RB14,6,40,85,56.86,9.67,25403
Emeka Egbuka,59,WR,TB,WR21,6,27,89,57.92,9.68,23062
Kyren Williams,60,RB,LAR,RB15,6,42,79,60.48,8.03,23059
Sam Darnold,61,QB,SEA,QB22,6,38,83,61.64,6.44,17236
Javonte Williams,62,RB,DAL,RB16,6,42,81,62.04,7.99,22739
Travis Etienne Jr.,63,RB,NO,RB17,7,48,81,64.07,7.90,19231
C.J. Stroud,64,QB,HOU,QB23,7,32,83,64.18,6.15,23071
Luther Burden III,65,WR,CHI,WR22,7,36,91,65.52,9.85,27016
Daniel Jones,66,QB,IND,QB24,7,50,118,65.83,8.80,18232
Terry McLaurin,67,WR,WAS,WR23,7,44,89,66.76,7.41,18466
Davante Adams,68,WR,LAR,WR24,7,51,92,70.28,8.59,12123
Cam Ward,69,QB,TEN,QB25,7,50,118,71.39,9.18,24755
DJ Moore,70,WR,BUF,WR25,7,35,122,72.25,13.12,17265
Jameson Williams,71,WR,DET,WR26,7,51,107,73.21,10.18,23677
D'Andre Swift,72,RB,CHI,RB18,7,54,97,73.25,8.18,19210
Tyler Warren,73,TE,IND,TE4,7,39,93,73.94,11.95,26434
Christian Watson,74,WR,GB,WR27,7,57,107,76.50,9.53,23886
Bucky Irving,75,RB,TB,RB19,7,58,108,76.64,8.56,25981
Cam Skattebo,76,RB,NYG,RB20,7,54,99,77.58,8.93,27166
Rome Odunze,77,WR,CHI,WR28,7,57,110,79.09,9.59,25411
Mike Evans,78,WR,SF,WR29,7,52,123,79.34,12.51,12119
Parker Washington,79,WR,JAC,WR30,7,53,123,79.39,14.59,23106
Bryce Young,80,QB,CAR,QB26,7,60,127,77.18,8.70,22900
David Montgomery,81,RB,HOU,RB21,7,58,98,80.69,8.59,18239
Quinshon Judkins,82,RB,CLE,RB22,7,61,102,81.30,8.26,25391
Bhayshul Tuten,83,RB,JAC,RB23,7,63,108,86.54,9.51,27297
Carnell Tate,84,WR,TEN,WR31,8,63,140,87.50,15.30,26009
Jadarian Price,85,RB,SEA,RB24,8,61,116,87.83,9.69,27329
Marvin Harrison Jr.,86,WR,ARI,WR32,8,68,124,89.32,11.86,23064
Jacoby Brissett,87,QB,ARI,QB27,8,63,127,85.50,14.22,15642
TreVeyon Henderson,88,RB,NE,RB25,8,71,111,90.73,9.22,23065
Chris Godwin Jr.,89,WR,TB,WR33,8,63,140,93.78,13.84,16406
Rhamondre Stevenson,90,RB,NE,RB26,8,74,131,94.28,9.04,22726
Jaylen Warren,91,RB,PIT,RB27,8,77,116,94.59,7.38,24209
Harold Fannin Jr.,92,TE,CLE,TE5,8,78,125,94.99,10.82,27050
Tucker Kraft,93,TE,GB,TE6,8,47,142,98.15,14.30,25298
Kyle Pitts Sr.,94,TE,ATL,TE7,8,84,115,98.50,10.21,20164
DK Metcalf,95,WR,PIT,WR34,8,69,128,98.81,11.42,18219
Brian Thomas Jr.,96,WR,JAC,WR35,8,72,133,100.04,12.75,23000
Michael Pittman Jr.,97,WR,PIT,WR36,8,73,129,100.28,12.18,19278
Aaron Rodgers,98,QB,PIT,QB28,8,63,175,93.25,18.57,9001
Tony Pollard,99,RB,TEN,RB28,8,85,132,103.69,9.13,18705
Courtland Sutton,100,WR,DEN,WR37,8,75,133,104.19,13.30,17253
Wan'Dale Robinson,101,WR,TEN,WR38,8,69,140,104.50,11.11,22985
Sam LaPorta,102,TE,DET,TE8,8,78,142,104.83,12.06,22978
Rico Dowdle,103,RB,PIT,RB29,8,88,133,105.54,10.34,19647
Michael Wilson,104,WR,ARI,WR39,8,75,138,106.09,13.64,25333
Josh Downs,105,WR,IND,WR40,8,73,144,106.41,13.14,24706
Jonathon Brooks,106,RB,CAR,RB30,8,77,179,106.70,17.61,26148
Geno Smith,107,QB,NYJ,QB29,8,66,158,98.10,17.68,11687
Stefon Diggs,108,WR,WAS,WR41,8,75,204,111.03,23.71,13981
Quentin Johnston,109,WR,LAC,WR42,8,88,157,111.60,13.41,23123
RJ Harvey,110,RB,DEN,RB31,8,81,152,111.89,14.11,27142
Travis Kelce,111,TE,KC,TE9,9,78,148,114.65,11.81,11594
George Kittle,112,TE,SF,TE10,9,86,160,115.14,11.48,16499
Alec Pierce,113,WR,IND,WR43,9,73,147,115.56,16.47,23791
Kenny Gainwell,114,RB,TB,RB32,9,88,152,115.64,12.03,23310
Chuba Hubbard,115,RB,CAR,RB33,9,88,152,116.17,14.54,19792
J.K. Dobbins,116,RB,DEN,RB34,9,92,139,118.61,12.37,19245
Jayden Reed,117,WR,GB,WR44,9,90,149,118.73,13.39,23020
MarShawn Lloyd,118,RB,GB,RB35,9,81,258,120.43,35.82,23118
Jakobi Meyers,119,WR,JAC,WR45,9,89,158,122.14,15.50,18598
Makai Lemon,120,WR,PHI,WR46,9,89,183,122.43,16.56,25420
Jordan Addison,121,WR,MIN,WR47,9,89,158,122.76,12.78,23107
KC Concepcion,122,WR,CLE,WR48,9,90,158,123.62,15.63,27331
Blake Corum,123,RB,LAR,RB36,9,98,150,124.28,12.57,23013
