name,Rank,source_rank,position,source_position,team,source_player_id,games_played,targets,receptions,receiving_yards,receiving_yards_per_game,receiving_average,receiving_touchdowns,rush_attempts,rush_yards,rush_average,rush_touchdowns,fumbles_lost,projected_fantasy_points,projected_fantasy_points_per_game,season
De'Zhaun Stribling,41,41,WR,WR,SF,26696676,17,96,59,852,50.1,14.4,5,3,13,4.3,0,2,104,6.1,2026
Jalen Coker,42,42,WR,WR,CAR,3163990,17,79,59,774,45.5,13.1,6,0,0,0,0,1,103,6.1,2026
Jakobi Meyers,43,43,WR,WR,JAC,2183835,17,102,68,814,47.9,12,5,4,17,4.3,0,1,101,5.9,2026
Calvin Ridley,44,44,WR,WR,TEN,2186328,17,99,50,846,49.8,16.9,3,3,23,7.7,1,0,100,5.9,2026
Rashid Shaheed,45,46,WR,WR,SEA,2250863,17,92,55,828,48.7,15.1,4,13,91,7,0,1,99,5.8,2026
Jayden Reed,46,45,WR,WR,GB,2967762,17,77,59,703,41.4,11.9,5,18,151,8.4,0,0,99,5.8,2026
Rashod Bateman,47,47,WR,WR,BAL,2960940,17,72,40,582,34.2,14.6,8,0,0,0,0,0,98,5.8,2026
Ja'Kobi Lane,48,49,WR,WR,BAL,29158151,17,71,44,653,38.4,14.8,7,3,17,5.7,0,1,97,5.7,2026
Josh Downs,49,48,WR,WR,IND,3162970,17,103,68,710,41.8,10.4,6,2,2,1,0,1,97,5.7,2026
Jauan Jennings,50,50,WR,WR,MIN,2180514,17,84,52,632,37.2,12.2,7,0,0,0,0,1,95,5.6,2026
Jerry Jeudy,51,51,WR,WR,CLE,2741201,17,128,66,832,48.9,12.6,4,1,4,4,0,1,95,5.6,2026
Deebo Samuel,52,53,WR,WR,SF,2139735,17,92,65,647,38.1,10,5,36,115,3.2,1,1,94,5.5,2026
Michael Pittman,53,52,WR,WR,PIT,2240188,17,111,77,677,39.8,8.8,6,0,0,0,0,0,94,5.5,2026
Wan'Dale Robinson,54,54,WR,WR,TEN,3124107,17,127,84,796,46.8,9.5,4,2,6,3,0,0,94,5.5,2026
Matthew Golden,55,55,WR,WR,GB,28874927,17,77,52,752,44.2,14.5,4,14,67,4.8,0,0,93,5.5,2026
K. Concepcion,56,56,WR,WR,CLE,29123718,17,111,69,848,49.9,12.3,4,2,10,5,0,3,93,5.5,2026
Xavier Worthy,57,57,WR,WR,KC,26730787,17,88,53,644,37.9,12.2,4,23,154,6.7,1,0,92,5.4,2026
Stefon Diggs,58,58,WR,WR,WAS,2000038,17,84,68,748,44,11,4,1,2,2,0,0,91,5.4,2026
Denzel Boston,59,59,WR,WR,CLE,28875368,17,103,64,783,46.1,12.2,4,2,10,5,0,2,90,5.3,2026
Carnell Tate,60,60,WR,WR,TEN,29124411,17,91,56,770,45.3,13.8,4,2,9,4.5,0,2,89,5.2,2026
Keenan Allen,61,61,WR,WR,IND,1737096,17,98,62,674,39.6,10.9,5,0,0,0,0,0,88,5.2,2026
Makai Lemon,62,63,WR,WR,PHI,29123772,17,87,54,740,43.5,13.7,4,3,13,4.3,0,2,86,5.1,2026
Kayshon Boutte,63,62,WR,WR,HOU,3163170,17,61,39,590,34.7,15.1,6,0,0,0,0,0,86,5.1,2026
Cooper Kupp,64,64,WR,WR,SEA,2006951,17,86,57,698,41.1,12.3,4,1,3,3,0,1,85,5,2026
Elic Ayomanor,65,65,WR,WR,TEN,28900714,17,84,42,568,33.4,13.5,6,0,0,0,0,0,85,5,2026
Tre Tucker,66,66,WR,WR,LV,3121848,17,87,53,618,36.4,11.7,5,12,52,4.3,0,0,85,5,2026
Jalen Nailor,67,67,WR,WR,LV,2967232,17,78,44,580,34.1,13.2,5,2,7,3.5,0,0,80,4.7,2026
Troy Franklin,68,70,WR,WR,DEN,26693436,17,92,56,588,34.6,10.5,5,4,11,2.8,0,1,78,4.6,2026
Bryce Lance,69,69,WR,WR,NO,26725855,17,87,54,716,42.1,13.3,3,2,10,5,0,2,78,4.6,2026
Antonio Williams,70,72,WR,WR,WAS,28877974,17,72,45,648,38.1,14.4,4,3,15,5,0,1,78,4.6,2026
Khalil Shakir,71,71,WR,WR,BUF,2969119,17,85,67,647,38.1,9.7,4,1,4,4,0,1,78,4.6,2026
Jalen McMillan,72,68,WR,WR,TB,3162347,17,65,46,624,36.7,13.6,4,5,29,5.8,0,0,78,4.6,2026
Marquise Brown,73,73,WR,WR,PHI,2804128,17,69,44,550,32.4,12.5,5,0,0,0,0,0,77,4.5,2026
Devaughn Vele,74,74,WR,WR,NO,3121113,17,69,46,596,35.1,13,4,0,0,0,0,0,76,4.5,2026
Tyquan Thornton,75,75,WR,WR,KC,2965066,17,52,27,575,33.8,21.3,4,0,0,0,0,0,73,4.3,2026
Chris Bell,76,76,WR,WR,MIA,28877196,17,76,47,583,34.3,12.4,4,2,11,5.5,0,1,72,4.2,2026
Chimere Dike,77,77,WR,WR,TEN,3162452,17,70,45,430,25.3,9.6,6,10,17,1.7,0,1,70,4.1,2026
Jordyn Tyson,78,78,WR,WR,NO,28900885,13,67,42,593,45.6,14.1,3,2,8,4,0,1,66,5.1,2026
Omar Cooper Jr.,79,79,WR,WR,NYJ,28900921,17,72,44,521,30.6,11.8,4,2,13,6.5,0,1,66,3.9,2026
Jahdae Walker,80,80,WR,WR,CHI,29174299,17,52,32,428,25.2,13.4,5,1,7,7,0,0,65,3.8,2026
Malik Benson,81,81,WR,WR,LV,29121426,17,79,49,562,33.1,11.5,3,2,8,4,0,2,63,3.7,2026
Isaac TeSlaa,82,82,WR,WR,DET,29122587,17,46,27,404,23.8,15,5,0,0,0,0,0,62,3.6,2026
Xavier Hutchinson,83,83,WR,WR,HOU,3161943,17,78,43,515,30.3,12,3,2,16,8,0,0,62,3.6,2026
Ashton Dulin,84,84,WR,WR,IND,3116796,17,49,25,549,32.3,22,2,6,66,11,0,0,61,3.6,2026
Jaylin Noel,85,86,WR,WR,HOU,26697286,17,57,40,456,26.8,11.4,4,6,13,2.2,0,0,60,3.5,2026
Germie Bernard,86,85,WR,WR,PIT,28878358,17,68,42,511,30.1,12.2,3,2,10,5,0,1,60,3.5,2026
Christian Kirk,87,87,WR,WR,SF,2180820,13,74,42,485,37.3,11.6,3,0,0,0,0,0,58,4.5,2026
Tank Dell,88,88,WR,WR,HOU,2963970,13,60,38,483,37.2,12.7,3,9,40,4.4,0,0,58,4.5,2026
Demarcus Robinson,89,90,WR,WR,SF,2061095,17,53,32,459,27,14.3,3,1,5,5,0,0,56,3.3,2026
Andrei Iosivas,90,89,WR,WR,CIN,2966908,17,62,35,471,27.7,13.5,3,3,11,3.7,0,0,56,3.3,2026
Adonai Mitchell,91,92,WR,WR,NYJ,26701928,17,77,38,481,28.3,12.7,3,2,-1,-0.5,0,1,55,3.2,2026
Ted Hurst,92,91,WR,WR,TB,29421796,17,57,35,484,28.5,13.8,3,2,13,6.5,0,1,55,3.2,2026
Luke McCaffrey,93,93,WR,WR,WAS,3121502,17,30,22,361,21.2,16.4,4,0,0,0,0,0,53,3.1,2026
Malik Washington,94,94,WR,WR,MIA,3124729,17,65,46,350,20.6,7.6,3,14,83,5.9,1,1,52,3.1,2026
Malachi Fields,95,97,WR,WR,NYG,26706066,17,51,31,432,25.4,13.9,3,2,13,6.5,0,1,51,3,2026
Josh Palmer,96,95,WR,WR,BUF,2867325,17,58,35,478,28.1,13.7,2,0,0,0,0,0,51,3,2026
Caleb Douglas,97,96,WR,WR,MIA,28900321,17,57,35,434,25.5,12.4,3,2,11,5.5,0,1,51,3,2026
Devontez Walker,98,99,WR,WR,BAL,26702084,17,32,22,400,23.5,18.2,3,0,3,0,0,0,50,2.9,2026
Zavion Thomas,99,100,WR,WR,CHI,28909795,17,54,34,453,26.6,13.3,3,3,13,4.3,0,2,50,2.9,2026
Dontayvion Wicks,100,98,WR,WR,PHI,3122375,17,65,38,403,23.7,10.6,3,1,5,5,0,0,50,2.9,2026
