name,Rank,position,team,position_rank,tier,rank_min,rank_max,rank_ave,rank_std,source_player_id
Josh Allen,1,QB,BUF,QB1,1,1,2,1.02,0.14,17298
Lamar Jackson,2,QB,BAL,QB2,1,1,7,2.71,1.11,17233
Drake Maye,3,QB,NE,QB3,1,2,10,3.44,1.57,23046
Joe Burrow,4,QB,CIN,QB4,1,2,18,4.94,2.40,19196
Jayden Daniels,5,QB,WAS,QB5,2,2,26,6.78,4.16,22902
Jalen Hurts,6,QB,PHI,QB6,2,3,17,7.08,3.06,19275
Ja'Marr Chase,7,WR,CIN,WR1,2,4,14,7.35,2.40,19788
Caleb Williams,8,QB,CHI,QB7,2,2,19,10.14,4.69,23084
Jahmyr Gibbs,9,RB,DET,RB1,2,2,15,10.30,2.37,22968
Puka Nacua,10,WR,LAR,WR2,2,6,21,11.25,3.03,23180
Justin Herbert,11,QB,LAC,QB8,2,4,30,11.69,5.64,18635
Bijan Robinson,12,RB,ATL,RB2,2,3,37,11.98,3.19,23133
Jaxon Smith-Njigba,13,WR,SEA,WR3,3,6,41,13.04,3.83,23070
Amon-Ra St. Brown,14,WR,DET,WR4,3,11,24,14.03,2.56,19799
Trevor Lawrence,15,QB,JAC,QB9,3,4,30,14.77,5.89,19780
Dak Prescott,16,QB,DAL,QB10,3,4,32,14.97,5.83,15600
Christian McCaffrey,17,RB,SF,RB3,3,13,46,20.56,8.71,16393
CeeDee Lamb,18,WR,DAL,WR5,3,12,43,20.83,4.01,19202
Justin Jefferson,19,WR,MIN,WR6,3,11,47,21.38,4.67,19236
Brock Purdy,20,QB,SF,QB11,4,9,50,22.23,6.54,19797
Jaxson Dart,21,QB,NYG,QB12,4,7,55,24.58,9.02,23160
Bo Nix,22,QB,DEN,QB13,4,9,55,25.21,7.80,22910
Jonathan Taylor,23,RB,IND,RB4,4,15,48,25.47,8.93,19217
Drake London,24,WR,ATL,WR7,4,20,47,25.57,5.27,23163
Patrick Mahomes II,25,QB,KC,QB14,4,8,50,26.60,7.91,16413
A.J. Brown,26,WR,NE,WR8,4,20,51,27.09,6.50,18218
Nico Collins,27,WR,HOU,WR9,4,24,53,30.43,5.79,20130
Matthew Stafford,28,QB,LAR,QB15,4,9,55,31.25,10.34,9451
James Cook III,29,RB,BUF,RB5,4,15,52,31.77,10.43,22958
Jared Goff,30,QB,DET,QB16,4,8,54,32.09,7.53,15501
Chase Brown,31,RB,CIN,RB6,4,15,54,32.09,8.00,25324
Chris Olave,32,WR,NO,WR10,5,23,58,33.99,8.01,20111
Brock Bowers,33,TE,LV,TE1,5,21,51,34.00,4.89,22955
George Pickens,34,WR,DAL,WR11,5,23,62,35.77,7.78,22963
De'Von Achane,35,RB,MIA,RB7,5,22,58,36.84,8.44,23136
Trey McBride,36,TE,ARI,TE2,5,31,60,37.19,5.29,22936
Kyler Murray,37,QB,MIN,QB17,5,7,64,37.66,11.35,18600
Rashee Rice,38,WR,KC,WR12,5,23,65,39.05,9.82,23113
DeVonta Smith,39,WR,PHI,WR13,5,23,63,40.34,7.95,19222
Omarion Hampton,40,RB,LAC,RB8,5,22,56,41.12,7.68,25395
Saquon Barkley,41,RB,PHI,RB9,5,22,65,41.36,7.64,17240
Malik Nabers,42,WR,NYG,WR14,5,21,75,41.59,11.10,25409
Kenneth Walker III,43,RB,KC,RB10,5,24,81,43.77,10.02,23021
Baker Mayfield,44,QB,TB,QB18,5,16,60,44.85,10.03,17237
Jordan Love,45,QB,GB,QB19,5,18,60,45.31,10.28,19246
Garrett Wilson,46,WR,NYJ,WR15,6,28,64,46.88,8.62,23072
Zay Flowers,47,WR,BAL,WR16,6,27,68,47.00,8.96,22916
Tyler Shough,48,QB,NO,QB20,6,17,66,49.33,10.59,23096
Ashton Jeanty,49,RB,LV,RB11,6,25,105,50.18,18.58,25989
Tetairoa McMillan,50,WR,CAR,WR17,6,34,74,50.95,7.76,25417
Malik Willis,51,QB,MIA,QB21,6,19,94,53.47,13.40,23499
Ladd McConkey,52,WR,LAC,WR18,6,28,75,53.47,8.25,26122
Jaylen Waddle,53,WR,DEN,WR19,6,36,74,53.49,8.46,19790
Tee Higgins,54,WR,CIN,WR20,6,35,72,53.50,7.92,19211
Derrick Henry,55,RB,BAL,RB12,6,27,77,54.56,10.59,15514
Colston Loveland,56,TE,CHI,TE3,6,39,106,55.25,15.82,26006
Breece Hall,57,RB,NYJ,RB13,6,46,79,57.80,8.62,22982
Emeka Egbuka,58,WR,TB,WR21,6,43,84,58.29,9.01,23062
Jeremiyah Love,59,RB,ARI,RB14,6,39,88,59.05,10.87,25403
Kyren Williams,60,RB,LAR,RB15,6,38,78,60.23,8.57,23059
Sam Darnold,61,QB,SEA,QB22,6,25,83,62.06,8.37,17236
C.J. Stroud,62,QB,HOU,QB23,6,24,86,63.01,9.19,23071
Javonte Williams,63,RB,DAL,RB16,6,46,88,63.65,7.59,22739
Josh Jacobs,64,RB,GB,RB17,7,44,81,64.52,9.19,18269
Daniel Jones,65,QB,IND,QB24,7,29,94,65.16,10.45,18232
Terry McLaurin,66,WR,WAS,WR22,7,45,86,65.17,7.51,18466
Luther Burden III,67,WR,CHI,WR23,7,51,96,67.56,9.98,27016
Travis Etienne Jr.,68,RB,NO,RB18,7,49,93,68.76,9.89,19231
Cam Ward,69,QB,TEN,QB25,7,34,116,69.37,9.72,24755
Davante Adams,70,WR,LAR,WR24,7,52,91,70.02,8.32,12123
DJ Moore,71,WR,BUF,WR25,7,35,122,72.10,13.99,17265
Tyler Warren,72,TE,IND,TE4,7,47,104,74.44,12.45,26434
Mike Evans,73,WR,SF,WR26,7,57,102,75.50,10.50,12119
Jameson Williams,74,WR,DET,WR27,7,57,112,75.91,10.44,23677
Bryce Young,75,QB,CAR,QB26,7,30,127,76.26,11.00,22900
Cam Skattebo,76,RB,NYG,RB19,7,58,103,77.14,9.01,27166
D'Andre Swift,77,RB,CHI,RB20,7,61,95,77.56,7.94,19210
Rome Odunze,78,WR,CHI,WR28,7,57,102,78.01,9.31,25411
Christian Watson,79,WR,GB,WR29,7,62,109,78.84,9.41,23886
Bucky Irving,80,RB,TB,RB21,7,58,104,79.10,9.10,25981
David Montgomery,81,RB,HOU,RB22,7,60,105,81.56,8.88,18239
Quinshon Judkins,82,RB,CLE,RB23,7,58,99,81.81,9.39,25391
Jacoby Brissett,83,QB,ARI,QB27,7,29,139,84.48,16.42,15642
Parker Washington,84,WR,JAC,WR30,7,63,128,85.17,15.40,23106
Carnell Tate,85,WR,TEN,WR31,8,63,137,86.68,14.56,26009
Bhayshul Tuten,86,RB,JAC,RB24,8,59,115,88.27,9.99,27297
TreVeyon Henderson,87,RB,NE,RB25,8,58,108,88.64,9.82,23065
Marvin Harrison Jr.,88,WR,ARI,WR32,8,63,129,89.25,11.47,23064
Harold Fannin Jr.,89,TE,CLE,TE5,8,47,127,93.87,11.51,27050
Jadarian Price,90,RB,SEA,RB26,8,67,106,94.03,7.94,27329
Chris Godwin Jr.,91,WR,TB,WR33,8,63,131,96.48,12.62,16406
Brian Thomas Jr.,92,WR,JAC,WR34,8,69,131,96.51,12.53,23000
Jaylen Warren,93,RB,PIT,RB27,8,77,116,96.88,7.87,24209
Tucker Kraft,94,TE,GB,TE6,8,78,125,97.11,11.44,25298
DK Metcalf,95,WR,PIT,WR35,8,68,133,98.53,11.53,18219
Rhamondre Stevenson,96,RB,NE,RB28,8,81,130,99.14,8.84,22726
Michael Pittman Jr.,97,WR,PIT,WR36,8,63,131,99.90,13.09,19278
Kyle Pitts Sr.,98,TE,ATL,TE7,8,85,126,99.94,9.63,20164
Geno Smith,99,QB,NYJ,QB28,8,31,183,97.77,22.04,11687
Courtland Sutton,100,WR,DEN,WR37,8,69,129,102.50,13.42,17253
Tony Pollard,101,RB,TEN,RB29,8,79,131,102.80,9.31,18705
Sam LaPorta,102,TE,DET,TE8,8,78,142,103.39,12.20,22978
Wan'Dale Robinson,103,WR,TEN,WR38,8,63,139,104.52,13.62,22985
Aaron Rodgers,104,QB,PIT,QB29,8,29,175,94.32,20.09,9001
Michael Wilson,105,WR,ARI,WR39,8,79,140,105.22,12.90,25333
Josh Downs,106,WR,IND,WR40,8,69,147,106.22,13.87,24706
Rico Dowdle,107,RB,PIT,RB30,8,85,134,106.44,10.50,19647
Jonathon Brooks,108,RB,CAR,RB31,8,76,214,110.47,19.38,26148
RJ Harvey,109,RB,DEN,RB32,9,61,150,113.09,14.54,27142
Quentin Johnston,110,WR,LAC,WR41,9,90,142,114.33,11.02,23123
Travis Kelce,111,TE,KC,TE9,9,86,150,115.53,12.24,11594
Stefon Diggs,112,WR,WAS,WR42,9,68,205,113.72,27.10,13981
Kenny Gainwell,113,RB,TB,RB33,9,85,144,116.23,11.90,23310
Chuba Hubbard,114,RB,CAR,RB34,9,92,150,116.27,13.17,19792
George Kittle,115,TE,SF,TE10,9,86,148,116.91,11.86,16499
Alec Pierce,116,WR,IND,WR43,9,84,176,117.01,17.62,23791
J.K. Dobbins,117,RB,DEN,RB35,9,98,145,118.29,12.94,19245
Jakobi Meyers,118,WR,JAC,WR44,9,82,167,118.55,14.59,18598
Jayden Reed,119,WR,GB,WR45,9,98,144,121.36,11.13,23020
Jordan Addison,120,WR,MIN,WR46,9,96,158,121.49,11.83,23107
Rachaad White,121,RB,WAS,RB36,9,88,155,123.28,13.11,23891
Makai Lemon,122,WR,PHI,WR47,9,90,158,124.04,15.11,25420
Blake Corum,123,RB,LAR,RB37,9,99,152,125.93,11.21,23013
Dalton Kincaid,124,TE,BUF,TE11,9,104,161,126.98,12.99,25247
Kyle Monangai,125,RB,CHI,RB38,9,97,163,128.08,12.30,27131
Aaron Jones Sr.,126,RB,MIN,RB39,9,98,155,128.64,13.37,16673
Mike Washington Jr.,127,RB,LV,RB40,9,96,164,129.00,22.23,28108
Jake Ferguson,128,TE,DAL,TE12,9,93,174,129.14,14.87,22718
Jacory Croskey-Merritt,129,RB,WAS,RB41,9,98,145,130.11,10.69,27316
Jordan Mason,130,RB,MIN,RB42,9,94,182,131.40,14.23,22969
Isaiah Likely,131,TE,NYG,TE13,9,105,210,132.77,19.38,23781
Khalil Shakir,132,WR,BUF,WR48,9,101,180,133.32,12.95,23748
KC Concepcion,133,WR,CLE,WR49,9,102,221,133.53,19.31,27331
Dallas Goedert,134,TE,PHI,TE14,9,112,194,133.61,14.99,17270
Jalen Coker,135,WR,CAR,WR50,9,100,178,136.00,14.56,26403
Jordyn Tyson,136,WR,NO,WR51,9,91,212,137.46,22.85,26035
Xavier Worthy,137,WR,KC,WR52,9,112,188,139.83,13.01,23019
Fernando Mendoza,138,QB,LV,QB30,9,39,184,124.10,34.05,28013
Matthew Golden,139,WR,GB,WR53,9,104,186,140.23,15.72,26024
Mark Andrews,140,TE,BAL,TE15,9,106,206,141.12,18.76,17269
Romeo Doubs,141,WR,NE,WR54,9,114,182,142.14,13.99,23794
Juwan Johnson,142,TE,NO,TE16,10,106,184,143.98,14.88,19562
Tua Tagovailoa,143,QB,ATL,QB31,10,33,264,130.47,31.75,19198
Tyler Allgeier,144,RB,ARI,RB43,10,120,172,148.34,10.76,24172
Tyjae Spears,145,RB,TEN,RB44,10,111,187,148.87,13.35,25323
Woody Marks,146,RB,HOU,RB45,10,116,173,149.15,11.35,27520
Deebo Samuel Sr.,147,WR,SF,WR55,10,106,219,147.31,23.97,18244
Chris Rodriguez Jr.,148,RB,JAC,RB46,10,131,211,150.08,13.12,22986
De'Zhaun Stribling,149,WR,SF,WR56,10,99,262,150.04,33.05,28138
Tyrone Tracy Jr.,150,RB,NYG,RB47,10,130,211,154.81,17.65,22980
Dylan Sampson,151,RB,CLE,RB48,10,119,192,155.22,11.28,27102
Denzel Boston,152,WR,CLE,WR57,10,117,269,155.99,22.90,27339
Keaton Mitchell,153,RB,LAC,RB49,10,120,217,157.93,18.47,25360
Rashid Shaheed,154,WR,SEA,WR58,10,129,191,157.29,12.30,24687
Zach Charbonnet,155,RB,SEA,RB50,10,116,245,158.76,21.40,23152
Chig Okonkwo,156,TE,WAS,TE17,10,121,208,162.41,18.61,23982
Alvin Kamara,157,RB,NO,RB51,10,120,237,162.91,20.04,16421
Brenton Strange,158,TE,JAC,TE18,10,127,206,163.55,16.99,25345
Jonah Coleman,159,RB,DEN,RB52,10,130,285,160.98,20.77,27320
Hunter Henry,160,TE,NE,TE19,10,126,209,167.63,16.86,15561
Isiah Pacheco,161,RB,DET,RB53,10,141,217,167.12,15.50,24333
Dalton Schultz,162,TE,HOU,TE20,10,125,209,169.94,18.57,17349
Adonai Mitchell,163,WR,NYJ,WR59,10,124,254,170.34,19.21,24357
Jerry Jeudy,164,WR,CLE,WR60,10,133,241,168.99,20.10,19201
Tre Tucker,165,WR,LV,WR61,10,129,262,171.06,20.46,25337
Jauan Jennings,166,WR,MIN,WR62,10,118,249,166.33,21.52,19590
Jalen McMillan,167,WR,TB,WR63,10,146,260,172.55,17.55,23179
Tank Bigsby,168,RB,PHI,RB54,10,145,220,174.45,17.82,22908
