name,Rank,source_rank,position,source_position,team,source_player_id,games_played,targets,receptions,receiving_yards,receiving_yards_per_game,receiving_average,receiving_touchdowns,rush_attempts,rush_yards,rush_average,rush_touchdowns,fumbles_lost,projected_fantasy_points,projected_fantasy_points_per_game,season
Calvin Ridley,46,47,WR,WR,TEN,2186328,17,99,50,848,49.9,17,3,3,23,7.7,1,0,100,5.9,2026
Jordyn Tyson,47,48,WR,WR,NO,28900885,17,99,61,870,51.2,14.3,4,2,9,4.5,0,2,100,5.9,2026
Jalen Coker,48,46,WR,WR,CAR,3163990,17,79,59,742,43.6,12.6,6,0,0,0,0,1,100,5.9,2026
Josh Downs,49,49,WR,WR,IND,3162970,17,118,78,716,42.1,9.2,6,2,2,1,0,1,98,5.8,2026
Deebo Samuel,50,50,WR,WR,SF,2139735,17,92,65,650,38.2,10,5,36,114,3.2,1,0,96,5.6,2026
Jauan Jennings,51,51,WR,WR,MIN,2180514,17,83,51,629,37,12.3,7,0,0,0,0,1,95,5.6,2026
Michael Pittman,52,52,WR,WR,PIT,2240188,17,110,77,678,39.9,8.8,6,0,0,0,0,0,94,5.5,2026
Jayden Higgins,53,53,WR,WR,HOU,26708551,17,80,49,602,35.4,12.3,7,0,0,0,0,0,94,5.5,2026
Wan'Dale Robinson,54,54,WR,WR,TEN,3124107,17,128,84,798,46.9,9.5,4,2,6,3,0,0,94,5.5,2026
Denzel Boston,55,57,WR,WR,CLE,28875368,17,100,62,830,48.8,13.4,4,2,10,5,0,2,93,5.5,2026
K. Concepcion,56,55,WR,WR,CLE,29123718,17,100,62,830,48.8,13.4,4,2,10,5,0,2,93,5.5,2026
Romeo Doubs,57,56,WR,WR,NE,2961886,17,84,55,712,41.9,13,5,0,0,0,0,0,93,5.5,2026
Stefon Diggs,58,58,WR,WR,WAS,2000038,17,85,68,750,44.1,11,4,1,2,2,0,0,91,5.4,2026
Xavier Worthy,59,59,WR,WR,KC,26730787,17,88,53,643,37.8,12.1,4,22,146,6.6,1,0,91,5.4,2026
Matthew Golden,60,62,WR,WR,GB,28874927,17,70,47,704,41.4,15,4,12,57,4.8,0,0,89,5.2,2026
Carnell Tate,61,60,WR,WR,TEN,29124411,17,91,56,772,45.4,13.8,4,2,9,4.5,0,2,89,5.2,2026
Theo Wease Jr.,62,61,WR,WR,MIA,3124276,17,79,49,687,40.4,14,5,2,8,4,0,1,89,5.2,2026
Jerry Jeudy,63,64,WR,WR,CLE,2741201,17,111,57,784,46.1,13.8,3,1,4,4,0,1,86,5.1,2026
Makai Lemon,64,65,WR,WR,PHI,29123772,17,87,54,735,43.2,13.6,4,3,13,4.3,0,2,86,5.1,2026
Kayshon Boutte,65,63,WR,WR,NE,3163170,17,56,36,589,34.6,16.4,6,0,0,0,0,0,86,5.1,2026
Cooper Kupp,66,67,WR,WR,SEA,2006951,17,86,57,698,41.1,12.3,4,1,3,3,0,1,85,5,2026
Elic Ayomanor,67,68,WR,WR,TEN,28900714,17,84,42,570,33.5,13.6,6,0,0,0,0,0,85,5,2026
Jalen Nailor,68,66,WR,WR,LV,2967232,17,76,43,575,33.8,13.4,6,2,6,3,0,0,85,5,2026
Tre Tucker,69,69,WR,WR,LV,3121848,17,85,52,613,36.1,11.8,5,12,48,4,0,0,84,4.9,2026
Ja'Kobi Lane,70,70,WR,WR,BAL,29158151,17,59,37,599,35.2,16.2,5,3,17,5.7,0,1,81,4.8,2026
Christian Kirk,71,71,WR,WR,SF,2180820,17,97,55,636,37.4,11.6,4,0,0,0,0,0,79,4.6,2026
Troy Franklin,72,73,WR,WR,DEN,26693436,17,92,56,588,34.6,10.5,5,4,11,2.8,0,1,78,4.6,2026
Khalil Shakir,73,72,WR,WR,BUF,2969119,17,85,67,648,38.1,9.7,4,1,4,4,0,1,78,4.6,2026
Jalen McMillan,74,74,WR,WR,TB,3162347,17,65,46,624,36.7,13.6,4,5,29,5.8,0,0,78,4.6,2026
Marquise Brown,75,75,WR,WR,PHI,2804128,17,69,44,546,32.1,12.4,5,0,0,0,0,0,77,4.5,2026
Antonio Williams,76,76,WR,WR,WAS,28877974,17,73,45,649,38.2,14.4,4,3,15,5,0,2,76,4.5,2026
Tory Horton,77,77,WR,WR,SEA,3165177,17,64,39,504,29.6,12.9,6,1,6,6,0,1,75,4.4,2026
Devaughn Vele,78,78,WR,WR,NO,3121113,17,68,45,589,34.6,13.1,4,0,0,0,0,0,74,4.4,2026
Tyquan Thornton,79,79,WR,WR,KC,2965066,17,52,27,574,33.8,21.3,4,0,0,0,0,0,73,4.3,2026
Darnell Mooney,80,80,WR,WR,NYG,2240651,17,82,41,600,35.3,14.6,3,0,0,0,0,0,70,4.1,2026
Chimere Dike,81,81,WR,WR,TEN,3162452,17,70,45,431,25.4,9.6,6,10,17,1.7,0,1,70,4.1,2026
Omar Cooper Jr.,82,82,WR,WR,NYJ,28900921,17,72,44,521,30.6,11.8,4,2,13,6.5,0,1,66,3.9,2026
Jahdae Walker,83,83,WR,WR,CHI,29174299,17,52,32,433,25.5,13.5,5,1,7,7,0,0,65,3.8,2026
Darius Slayton,84,84,WR,WR,NYG,2183982,17,69,40,613,36.1,15.3,2,1,5,5,0,1,63,3.7,2026
Isaac TeSlaa,85,85,WR,WR,DET,29122587,17,46,27,404,23.8,15,5,0,0,0,0,0,62,3.6,2026
Ashton Dulin,86,86,WR,WR,IND,3116796,17,56,28,555,32.6,19.8,2,6,66,11,0,0,61,3.6,2026
Calvin Austin III,87,89,WR,WR,NYG,2866214,17,58,33,450,26.5,13.6,4,0,0,0,0,0,60,3.5,2026
Germie Bernard,88,87,WR,WR,PIT,28878358,17,68,42,511,30.1,12.2,3,2,10,5,0,1,60,3.5,2026
Bub Means,89,88,WR,WR,NO,3123413,17,63,38,517,30.4,13.6,3,1,6,6,0,1,60,3.5,2026
Cedric Tillman,90,90,WR,WR,CLE,2962120,17,61,34,437,25.7,12.9,4,0,-1,0,0,0,59,3.5,2026
Demarcus Robinson,91,91,WR,WR,SF,2061095,17,53,32,461,27.1,14.4,3,1,5,5,0,0,56,3.3,2026
Andrei Iosivas,92,92,WR,WR,CIN,2966908,17,62,35,470,27.6,13.4,3,3,11,3.7,0,0,56,3.3,2026
Adonai Mitchell,93,94,WR,WR,NYJ,26701928,17,77,38,481,28.3,12.7,3,2,-1,-0.5,0,1,55,3.2,2026
Ted Hurst,94,93,WR,WR,TB,29421796,17,57,35,484,28.5,13.8,3,2,13,6.5,0,1,55,3.2,2026
Luke McCaffrey,95,95,WR,WR,WAS,3121502,17,30,22,362,21.3,16.5,4,0,0,0,0,0,53,3.1,2026
Olamide Zaccheaus,96,98,WR,WR,ATL,2186266,17,74,46,412,24.2,9,3,3,19,6.3,0,0,52,3.1,2026
Zavion Thomas,97,96,WR,WR,CHI,28909795,17,54,34,459,27,13.5,3,3,13,4.3,0,2,52,3.1,2026
Malik Washington,98,97,WR,WR,MIA,3124729,17,65,46,349,20.5,7.6,3,14,84,6,1,1,52,3.1,2026
Josh Palmer,99,100,WR,WR,BUF,2867325,17,58,35,480,28.2,13.7,2,0,0,0,0,0,51,3,2026
Caleb Douglas,100,99,WR,WR,MIA,28900321,17,57,35,434,25.5,12.4,3,2,11,5.5,0,1,51,3,2026
