name,Rank,source_rank,position,team,source_player_id,adp,adp_formatted,times_drafted,high,low,stdev,bye,source_format,source_team_count,actual_league_team_count,sample_total_drafts,sample_start_date,sample_end_date
Brandon Aubrey,1,130,K,DAL,6162,127.7,16.08,2257,69,184,22.2,14,ppr,8,6,8104,2026-08-21,2026-08-28
Ka'imi Fairbairn,2,146,K,HOU,2531,136.3,17.08,202,83,186,20.4,8,ppr,8,6,8104,2026-08-21,2026-08-28
Jason Myers,3,148,K,SEA,2424,137,18.01,206,90,184,18,11,ppr,8,6,8104,2026-08-21,2026-08-28
Cameron Dicker,4,153,K,LAC,5538,140.7,18.05,289,88,187,20.3,7,ppr,8,6,8104,2026-08-21,2026-08-28
Jake Bates,5,158,K,DET,6055,145.7,19.02,175,97,190,18.6,6,ppr,8,6,8104,2026-08-21,2026-08-28
Harrison Mevis,6,166,K,LAR,6299,148.6,19.05,157,110,178,15.3,11,ppr,8,6,8104,2026-08-21,2026-08-28
Joey Slye,7,168,K,TEN,4868,150.5,19.06,11,148,175,8.1,9,ppr,8,6,8104,2026-08-21,2026-08-28
Cam Little,8,174,K,JAX,6188,152.2,19.08,396,107,199,17,7,ppr,8,6,8104,2026-08-21,2026-08-28
Chase McLaughlin,9,178,K,TB,4865,153.9,20.02,164,106,210,18.3,10,ppr,8,6,8104,2026-08-21,2026-08-28
Chris Boswell,10,184,K,PIT,2340,156,20.04,46,109,204,21.8,9,ppr,8,6,8104,2026-08-21,2026-08-28
Tyler Loop,11,185,K,BAL,6587,156.6,20.05,164,114,210,16.1,13,ppr,8,6,8104,2026-08-21,2026-08-28
Tyler Bass,12,194,K,BUF,5036,157.8,20.06,20,110,210,24,7,ppr,8,6,8104,2026-08-21,2026-08-28
Wil Lutz,13,203,K,DEN,2522,160.2,20.08,183,119,209,16.5,10,ppr,8,6,8104,2026-08-21,2026-08-28
Will Reichard,14,207,K,MIN,6296,160.9,21.01,155,117,201,16.7,6,ppr,8,6,8104,2026-08-21,2026-08-28
Harrison Butker,15,210,K,KC,2514,161.5,21.02,294,108,210,20.6,5,ppr,8,6,8104,2026-08-21,2026-08-28
Trey Smack,16,211,K,GB,6835,161.6,21.02,47,123,205,20.2,11,ppr,8,6,8104,2026-08-21,2026-08-28
Blake Grupe,17,223,K,IND,6046,163.6,21.04,74,140,210,15.8,13,ppr,8,6,8104,2026-08-21,2026-08-28
Eddy Piñeiro,18,231,K,SF,3097,165.7,21.06,87,108,210,21.9,8,ppr,8,6,8104,2026-08-21,2026-08-28
Nick Folk,19,234,K,ATL,383,166.9,21.07,16,85,204,31.3,11,ppr,8,6,8104,2026-08-21,2026-08-28
Cairo Santos,20,235,K,CHI,2335,167,21.07,35,113,210,21.7,10,ppr,8,6,8104,2026-08-21,2026-08-28
Evan McPherson,21,242,K,CIN,5669,168.9,22.01,86,118,208,19.4,6,ppr,8,6,8104,2026-08-21,2026-08-28
Andy Borregales,22,243,K,NE,6585,169.8,22.02,26,138,206,14.7,11,ppr,8,6,8104,2026-08-21,2026-08-28
Dominic Zvada,23,256,K,NYG,6936,176.8,23.01,5,168,192,9.1,8,ppr,8,6,8104,2026-08-21,2026-08-28
