name,Rank,source_rank,position,team,source_player_id,adp,adp_formatted,times_drafted,high,low,stdev,bye,source_format,source_team_count,actual_league_team_count,sample_total_drafts,sample_start_date,sample_end_date
Brandon Aubrey,1,127,K,DAL,6162,124.2,16.04,712,56,184,26,14,ppr,8,6,3631,2026-09-03,2026-09-10
Jason Myers,2,137,K,SEA,2424,130.9,17.03,37,63,182,26,11,ppr,8,6,3631,2026-09-03,2026-09-10
Cameron Dicker,3,142,K,LAC,5538,135.5,17.08,43,69,185,25.4,7,ppr,8,6,3631,2026-09-03,2026-09-10
Ka'imi Fairbairn,4,145,K,HOU,2531,138.1,18.02,70,103,184,17.5,8,ppr,8,6,3631,2026-09-03,2026-09-10
Tyler Bass,5,153,K,BUF,5036,142.7,18.07,7,49,179,44.3,7,ppr,8,6,3631,2026-09-03,2026-09-10
Jake Bates,6,160,K,DET,6055,147.2,19.03,58,94,192,20.1,6,ppr,8,6,3631,2026-09-03,2026-09-10
Harrison Mevis,7,161,K,LAR,6299,147.8,19.04,44,109,187,17.5,11,ppr,8,6,3631,2026-09-03,2026-09-10
Harrison Butker,8,164,K,KC,2514,150,19.06,65,108,178,18.7,5,ppr,8,6,3631,2026-09-03,2026-09-10
Chris Boswell,9,166,K,PIT,2340,150.7,19.07,29,117,180,12.8,9,ppr,8,6,3631,2026-09-03,2026-09-10
Will Reichard,10,171,K,MIN,6296,152.7,20.01,30,100,191,20.1,6,ppr,8,6,3631,2026-09-03,2026-09-10
Cairo Santos,11,186,K,CHI,2335,157.9,20.06,25,111,191,17.9,10,ppr,8,6,3631,2026-09-03,2026-09-10
Eddy Piñeiro,12,187,K,SF,3097,158,20.06,49,119,206,18.6,8,ppr,8,6,3631,2026-09-03,2026-09-10
Cam Little,13,188,K,JAX,6188,158.3,20.06,123,114,210,20,7,ppr,8,6,3631,2026-09-03,2026-09-10
Evan McPherson,14,196,K,CIN,5669,160.9,21.01,26,136,179,14.5,6,ppr,8,6,3631,2026-09-03,2026-09-10
Chase McLaughlin,15,203,K,TB,4865,162.1,21.02,50,117,206,17,10,ppr,8,6,3631,2026-09-03,2026-09-10
Trey Smack,16,208,K,GB,6835,162.7,21.03,15,116,180,21.5,11,ppr,8,6,3631,2026-09-03,2026-09-10
Wil Lutz,17,211,K,DEN,2522,164.3,21.04,24,142,204,17.1,10,ppr,8,6,3631,2026-09-03,2026-09-10
Tyler Loop,18,219,K,BAL,6587,167.1,21.07,38,141,208,16.6,13,ppr,8,6,3631,2026-09-03,2026-09-10
