name,Rank,position,team,position_rank,tier,rank_min,rank_max,rank_ave,rank_std,source_player_id
Josh Allen,1,QB,BUF,QB1,1,1,2,1.14,0.35,17298
Drake Maye,2,QB,NE,QB2,1,1,6,2.71,1.22,23046
Lamar Jackson,3,QB,BAL,QB3,1,2,11,4.79,2.70,17233
Jayden Daniels,4,QB,WAS,QB4,2,3,11,5.57,2.58,22902
Ja'Marr Chase,5,WR,CIN,WR1,2,3,8,6.21,1.82,19788
Jaxon Smith-Njigba,6,WR,SEA,WR2,2,2,14,8.86,2.85,23070
Joe Burrow,7,QB,CIN,QB5,2,3,21,9.14,5.84,19196
Puka Nacua,8,WR,LAR,WR3,2,6,15,9.43,1.99,23180
Caleb Williams,9,QB,CHI,QB6,2,5,19,10.07,3.81,23084
Bijan Robinson,10,RB,ATL,RB1,3,3,18,10.64,5.38,23133
Jahmyr Gibbs,11,RB,DET,RB2,3,5,19,11.43,5.25,22968
Justin Herbert,12,QB,LAC,QB7,3,5,26,12.57,6.82,18635
Jalen Hurts,13,QB,PHI,QB8,3,4,24,14.29,6.97,19275
Amon-Ra St. Brown,14,WR,DET,WR4,3,9,22,14.64,3.24,19799
Patrick Mahomes II,15,QB,KC,QB9,3,7,26,17.07,5.71,16413
Justin Jefferson,16,WR,MIN,WR5,4,11,22,17.79,3.59,19236
Trevor Lawrence,17,QB,JAC,QB10,4,12,28,18.57,5.62,19780
CeeDee Lamb,18,WR,DAL,WR6,4,14,29,18.64,4.47,19202
Ashton Jeanty,19,RB,LV,RB3,4,11,29,20.36,5.64,25989
Malik Nabers,20,WR,NYG,WR7,4,13,35,22.00,7.31,25409
Jeremiyah Love,21,RB,ARI,RB4,4,13,34,23.07,6.56,25403
Drake London,22,WR,ATL,WR8,4,15,27,23.07,3.43,23163
Brock Purdy,23,QB,SF,QB11,4,14,42,24.00,8.88,19797
Jaxson Dart,24,QB,NYG,QB12,4,14,37,25.14,7.18,23160
Bo Nix,25,QB,DEN,QB13,4,15,38,25.71,6.79,22910
De'Von Achane,26,RB,MIA,RB5,5,17,39,28.07,5.71,23136
Brock Bowers,27,TE,LV,TE1,5,11,44,28.43,10.95,22955
James Cook III,28,RB,BUF,RB6,5,19,37,28.93,4.88,22958
Dak Prescott,29,QB,DAL,QB14,5,17,57,30.57,13.21,15600
Tetairoa McMillan,30,WR,CAR,WR9,5,24,40,31.07,4.70,25417
Omarion Hampton,31,RB,LAC,RB7,5,19,41,31.21,5.80,25395
Jonathan Taylor,32,RB,IND,RB8,5,21,47,32.21,7.15,19217
Nico Collins,33,WR,HOU,WR10,5,27,37,32.21,2.88,20130
Jordan Love,34,QB,GB,QB15,5,20,58,33.29,11.58,19246
George Pickens,35,WR,DAL,WR11,5,23,41,34.36,5.27,22963
Trey McBride,36,TE,ARI,TE2,5,16,48,35.57,9.90,22936
Emeka Egbuka,37,WR,TB,WR12,5,27,50,36.64,6.68,23062
Chris Olave,38,WR,NO,WR13,5,31,47,38.71,4.20,20111
Garrett Wilson,39,WR,NYJ,WR14,6,35,58,42.29,6.04,23072
Kenneth Walker III,40,RB,KC,RB9,6,31,64,42.50,9.70,23021
Carnell Tate,41,WR,TEN,WR15,6,29,68,44.71,10.05,26009
Zay Flowers,42,WR,BAL,WR16,6,37,60,45.14,5.68,22916
Jared Goff,43,QB,DET,QB16,6,25,72,45.50,13.37,15501
Colston Loveland,44,TE,CHI,TE3,6,22,61,48.50,12.98,26006
A.J. Brown,45,WR,NE,WR17,6,35,65,48.50,8.54,18218
Breece Hall,46,RB,NYJ,RB10,6,37,72,48.50,10.91,22982
DeVonta Smith,47,WR,PHI,WR18,6,40,57,48.57,5.46,19222
Ladd McConkey,48,WR,LAC,WR19,6,41,58,49.07,5.51,26122
Luther Burden III,49,WR,CHI,WR20,6,34,72,50.64,9.49,27016
Tee Higgins,50,WR,CIN,WR21,6,42,62,52.64,8.21,19211
Chase Brown,51,RB,CIN,RB11,6,43,63,53.79,5.06,25324
Fernando Mendoza,52,QB,LV,QB17,6,25,87,54.71,16.37,28013
Jaylen Waddle,53,WR,DEN,WR22,6,41,71,54.86,8.74,19790
Tyler Warren,54,TE,IND,TE4,6,39,63,55.14,7.32,26434
Makai Lemon,55,WR,PHI,WR23,7,46,85,56.93,10.62,25420
Rashee Rice,56,WR,KC,WR24,7,37,91,57.86,16.95,23113
Jordyn Tyson,57,WR,NO,WR25,7,43,92,59.21,16.87,26035
Christian McCaffrey,58,RB,SF,RB12,7,38,75,60.79,13.04,16393
Baker Mayfield,59,QB,TB,QB18,7,50,82,61.57,9.74,17237
Tucker Kraft,60,TE,GB,TE5,7,52,70,62.86,4.52,25298
Rome Odunze,61,WR,CHI,WR26,7,47,82,63.00,10.36,25411
Cam Ward,62,QB,TEN,QB19,7,52,81,63.64,9.81,24755
Tyler Shough,63,QB,NO,QB20,7,51,84,64.57,10.21,23096
Saquon Barkley,64,RB,PHI,RB13,7,48,75,64.86,8.62,17240
Jameson Williams,65,WR,DET,WR27,7,51,78,65.57,7.49,23677
Quinshon Judkins,66,RB,CLE,RB14,7,51,93,66.57,11.30,25391
C.J. Stroud,67,QB,HOU,QB21,7,38,90,67.50,17.09,23071
Kyren Williams,68,RB,LAR,RB15,7,63,74,68.21,3.88,23059
Harold Fannin Jr.,69,TE,CLE,TE6,7,55,84,68.29,6.72,27050
TreVeyon Henderson,70,RB,NE,RB16,7,48,102,69.36,14.50,23065
Marvin Harrison Jr.,71,WR,ARI,WR28,7,55,90,70.50,10.40,23064
Sam LaPorta,72,TE,DET,TE7,8,65,82,73.64,5.05,22978
