name,Rank,source_rank,position,source_position,team,source_player_id,games_played,targets,receptions,receiving_yards,receiving_yards_per_game,receiving_average,receiving_touchdowns,rush_attempts,rush_yards,rush_average,rush_touchdowns,fumbles_lost,projected_fantasy_points,projected_fantasy_points_per_game,season
Puka Nacua,1,1,WR,WR,LAR,3121687,17,177,128,1675,98.5,13.1,9,15,110,7.3,2,1,226,13.3,2026
Jaxon Smith-Njigba,2,2,WR,WR,SEA,3162959,16,146,106,1532,95.8,14.5,12,6,32,5.3,0,0,218,13.6,2026
Ja'Marr Chase,3,3,WR,WR,CIN,2966320,17,188,130,1560,91.8,12,10,3,20,6.7,0,1,207,12.2,2026
Amon-Ra St. Brown,4,4,WR,WR,DET,2967690,17,165,118,1381,81.2,11.7,12,3,8,2.7,0,0,203,11.9,2026
George Pickens,5,5,WR,WR,DAL,3123212,17,144,95,1403,82.5,14.8,10,1,-1,-1,0,0,192,11.3,2026
Drake London,6,6,WR,WR,ATL,3127902,17,151,94,1286,75.6,13.7,12,0,0,0,0,1,190,11.2,2026
Rashee Rice,7,7,WR,WR,KC,3124978,17,151,105,1052,61.9,10,13,9,35,3.9,2,0,188,11.1,2026
Chris Olave,8,8,WR,WR,NO,2963666,17,153,101,1260,74.1,12.5,11,1,0,0,0,0,184,10.8,2026
Nico Collins,9,9,WR,WR,HOU,2878193,17,135,82,1266,74.5,15.4,9,2,13,6.5,1,1,176,10.4,2026
Tee Higgins,10,10,WR,WR,CIN,2809208,17,119,74,1031,60.6,13.9,12,0,0,0,0,0,167,9.8,2026
Malik Nabers,11,11,WR,WR,NYG,26697761,17,130,79,1065,62.6,13.5,11,4,2,0.5,0,0,164,9.6,2026
Justin Jefferson,12,12,WR,WR,MIN,2871343,17,147,91,1277,75.1,14,7,1,4,4,0,0,162,9.5,2026
CeeDee Lamb,13,13,WR,WR,DAL,2865251,17,153,100,1303,76.6,13,6,6,25,4.2,0,0,158,9.3,2026
Tetairoa McMillan,14,14,WR,WR,CAR,28877124,17,139,81,1197,70.4,14.8,8,0,0,0,0,1,158,9.3,2026
Alec Pierce,15,15,WR,WR,IND,2965664,17,93,52,1124,66.1,21.6,9,0,0,0,0,0,158,9.3,2026
Zay Flowers,16,16,WR,WR,BAL,3127049,17,116,82,1146,67.4,14,7,9,58,6.4,1,2,152,8.9,2026
Jameson Williams,17,17,WR,WR,DET,3125968,17,100,63,1098,64.6,17.4,7,7,39,5.6,1,0,150,8.8,2026
Luther Burden III,18,18,WR,WR,CHI,28874444,17,108,77,1126,66.2,14.6,7,8,33,4.1,0,0,147,8.6,2026
Terry McLaurin,19,19,WR,WR,WAS,2139279,17,99,66,943,55.5,14.3,10,1,1,1,0,0,146,8.6,2026
DeVonta Smith,20,20,WR,WR,PHI,2866975,17,130,91,1183,69.6,13,6,0,0,0,0,0,145,8.5,2026
Ladd McConkey,21,21,WR,WR,LAC,3163962,17,126,82,1032,60.7,12.6,8,0,0,0,0,0,143,8.4,2026
Davante Adams,22,22,WR,WR,LAR,1893167,17,129,69,850,50,12.3,10,0,0,0,0,0,138,8.1,2026
Emeka Egbuka,23,24,WR,WR,TB,26696165,17,142,71,1097,64.5,15.5,6,1,3,3,0,0,137,8.1,2026
Christian Watson,24,23,WR,WR,GB,2869806,17,88,53,905,53.2,17.1,9,3,13,4.3,0,0,137,8.1,2026
A.J. Brown,25,26,WR,WR,NE,2258303,14,108,69,1028,73.4,14.9,7,0,0,0,0,0,136,9.7,2026
Garrett Wilson,26,25,WR,WR,NYJ,3123864,17,139,87,932,54.8,10.7,9,1,3,3,0,1,136,8,2026
D. Moore,27,28,WR,WR,BUF,2179328,17,110,70,800,47.1,11.4,9,15,79,5.3,1,1,133,7.8,2026
Jaylen Waddle,28,27,WR,WR,DEN,2962110,17,114,74,996,58.6,13.5,7,3,25,8.3,0,0,133,7.8,2026
Rome Odunze,29,29,WR,WR,CHI,3162979,17,121,61,915,53.8,15,8,1,4,4,0,0,131,7.7,2026
Mike Evans,30,30,WR,WR,SF,1824909,17,118,67,877,51.6,13.1,8,0,0,0,0,0,128,7.5,2026
D. Metcalf,31,31,WR,WR,PIT,2260185,17,103,61,888,52.2,14.6,7,2,10,5,1,1,127,7.5,2026
Marvin Harrison Jr.,32,32,WR,WR,ARI,26701883,17,119,65,927,54.5,14.3,7,0,0,0,0,0,126,7.4,2026
Parker Washington,33,33,WR,WR,JAC,3168820,17,102,62,924,54.4,14.9,7,7,2,0.3,0,0,126,7.4,2026
Courtland Sutton,34,34,WR,WR,DEN,2218461,17,117,69,901,53,13.1,7,0,0,0,0,0,125,7.4,2026
Brian Thomas Jr.,35,35,WR,WR,JAC,3132164,17,105,62,958,56.4,15.5,6,4,26,6.5,0,0,124,7.3,2026
Quentin Johnston,36,36,WR,WR,LAC,3162609,17,98,58,778,45.8,13.4,9,3,8,2.7,0,1,121,7.1,2026
Michael Wilson,37,37,WR,WR,ARI,2965181,17,107,68,851,50.1,12.5,6,0,2,0,0,0,114,6.7,2026
Chris Godwin,38,39,WR,WR,TB,2818150,17,108,75,840,49.4,11.2,6,1,1,1,0,0,111,6.5,2026
Jordan Addison,39,38,WR,WR,MIN,3162290,17,90,50,739,43.5,14.8,6,3,78,26,1,0,111,6.5,2026
De'Zhaun Stribling,40,41,WR,WR,SF,26696676,17,96,59,850,50,14.4,5,3,13,4.3,0,2,104,6.1,2026
Jayden Reed,41,40,WR,WR,GB,2967762,17,76,59,695,40.9,11.8,5,19,156,8.2,1,0,104,6.1,2026
Jalen Coker,42,42,WR,WR,CAR,3163990,17,79,59,772,45.4,13.1,6,0,0,0,0,1,103,6.1,2026
Jakobi Meyers,43,43,WR,WR,JAC,2183835,17,102,67,807,47.5,12,5,5,17,3.4,0,1,101,5.9,2026
Calvin Ridley,44,44,WR,WR,TEN,2186328,17,95,48,848,49.9,17.7,3,3,24,8,1,0,100,5.9,2026
Rashod Bateman,45,45,WR,WR,BAL,2960940,17,71,39,596,35.1,15.3,8,0,0,0,0,0,100,5.9,2026
Josh Downs,46,46,WR,WR,IND,3162970,17,105,69,730,42.9,10.6,6,2,2,1,0,1,98,5.8,2026
Jerry Jeudy,47,48,WR,WR,CLE,2741201,17,129,67,835,49.1,12.5,4,1,4,4,0,1,97,5.7,2026
Ja'Kobi Lane,48,47,WR,WR,BAL,29158151,17,71,44,654,38.5,14.9,7,3,17,5.7,0,1,97,5.7,2026
Jauan Jennings,49,50,WR,WR,MIN,2180514,17,85,53,647,38.1,12.2,7,0,0,0,0,1,96,5.6,2026
K. Concepcion,50,49,WR,WR,CLE,29123718,17,111,69,852,50.1,12.4,4,2,10,5,0,3,96,5.6,2026
Xavier Worthy,51,51,WR,WR,KC,26730787,17,91,55,668,39.3,12.2,4,23,159,6.9,1,0,95,5.6,2026
Michael Pittman,52,54,WR,WR,PIT,2240188,17,110,76,671,39.5,8.8,6,0,0,0,0,0,94,5.5,2026
Matthew Golden,53,52,WR,WR,GB,28874927,17,78,52,759,44.6,14.6,4,14,69,4.9,0,0,94,5.5,2026
Wan'Dale Robinson,54,53,WR,WR,TEN,3124107,17,127,83,792,46.6,9.5,4,2,6,3,0,0,94,5.5,2026
Deebo Samuel,55,55,WR,WR,SF,2139735,17,90,64,633,37.2,9.9,5,36,108,3,1,1,93,5.5,2026
Stefon Diggs,56,57,WR,WR,WAS,2000038,17,85,68,744,43.8,10.9,4,1,2,2,0,0,90,5.3,2026
Denzel Boston,57,56,WR,WR,CLE,28875368,17,103,64,786,46.2,12.3,4,2,10,5,0,2,90,5.3,2026
Carnell Tate,58,58,WR,WR,TEN,29124411,17,91,56,771,45.4,13.8,4,2,9,4.5,0,2,89,5.2,2026
Keenan Allen,59,59,WR,WR,IND,1737096,17,98,61,672,39.5,11,5,0,0,0,0,0,88,5.2,2026
Makai Lemon,60,60,WR,WR,PHI,29123772,17,87,54,742,43.6,13.7,4,3,13,4.3,0,2,86,5.1,2026
Elic Ayomanor,61,61,WR,WR,TEN,28900714,17,84,42,574,33.8,13.7,6,0,0,0,0,0,85,5,2026
Kayshon Boutte,62,62,WR,WR,HOU,3163170,17,60,37,566,33.3,15.3,6,0,0,0,0,0,85,5,2026
Troy Franklin,63,63,WR,WR,DEN,26693436,17,92,56,579,34.1,10.3,6,4,11,2.8,0,1,84,4.9,2026
Cooper Kupp,64,64,WR,WR,SEA,2006951,16,78,52,647,40.4,12.4,4,0,3,0,0,1,79,4.9,2026
Romeo Doubs,65,65,WR,WR,NE,2961886,16,67,42,567,35.4,13.5,5,0,0,0,0,0,79,4.9,2026
Jalen Nailor,66,67,WR,WR,LV,2967232,17,77,45,573,33.7,12.7,5,2,7,3.5,0,0,79,4.6,2026
Tre Tucker,67,66,WR,WR,LV,3121848,17,88,54,624,36.7,11.6,4,12,52,4.3,0,0,79,4.6,2026
Bryce Lance,68,69,WR,WR,NO,26725855,17,88,54,716,42.1,13.3,3,2,10,5,0,2,78,4.6,2026
Khalil Shakir,69,70,WR,WR,BUF,2969119,17,85,67,654,38.5,9.8,4,1,4,4,0,1,78,4.6,2026
Jalen McMillan,70,68,WR,WR,TB,3162347,17,65,46,624,36.7,13.6,4,5,29,5.8,0,0,78,4.6,2026
Rashid Shaheed,71,73,WR,WR,SEA,2250863,16,75,43,643,40.2,15,3,12,80,6.7,0,1,77,4.8,2026
Antonio Williams,72,72,WR,WR,WAS,28877974,17,72,44,643,37.8,14.6,4,3,15,5,0,1,77,4.5,2026
Devaughn Vele,73,71,WR,WR,NO,3121113,17,72,48,612,36,12.8,4,0,0,0,0,0,77,4.5,2026
Mack Hollins,74,74,WR,WR,NE,2010349,16,68,47,647,40.4,13.8,3,1,3,3,0,0,75,4.7,2026
Marquise Brown,75,75,WR,WR,PHI,2804128,17,63,41,516,30.4,12.6,5,0,0,0,0,0,74,4.4,2026
Tyquan Thornton,76,76,WR,WR,KC,2965066,17,52,27,574,33.8,21.3,4,0,0,0,0,0,73,4.3,2026
