name,Rank,source_rank,position,team,source_player_id,adp,adp_formatted,times_drafted,high,low,stdev,bye,source_format,source_team_count,actual_league_team_count,sample_total_drafts,sample_start_date,sample_end_date
Jahmyr Gibbs,1,1,RB,DET,5672,1.4,1.01,1383,1,4,0.6,6,ppr,8,6,6075,2026-08-31,2026-09-07
Bijan Robinson,2,2,RB,ATL,5670,2.4,1.02,713,1,5,0.7,11,ppr,8,6,6075,2026-08-31,2026-09-07
Puka Nacua,3,3,WR,LAR,5714,2.8,1.03,192,1,5,0.8,11,ppr,8,6,6075,2026-08-31,2026-09-07
Ja'Marr Chase,4,4,WR,CIN,5177,3.8,1.04,1373,1,8,1,6,ppr,8,6,6075,2026-08-31,2026-09-07
Jaxon Smith-Njigba,5,5,WR,SEA,5671,5.6,1.06,729,2,9,1.3,11,ppr,8,6,6075,2026-08-31,2026-09-07
Christian McCaffrey,6,6,RB,SF,2434,5.8,1.06,859,2,13,1.5,8,ppr,8,6,6075,2026-08-31,2026-09-07
Amon-Ra St. Brown,7,7,WR,DET,5182,6.9,1.07,938,3,12,1.5,6,ppr,8,6,6075,2026-08-31,2026-09-07
Jonathan Taylor,8,8,RB,IND,4864,7.4,1.07,1217,3,14,1.7,13,ppr,8,6,6075,2026-08-31,2026-09-07
De'Von Achane,9,9,RB,MIA,5683,9.7,2.02,420,5,17,1.6,6,ppr,8,6,6075,2026-08-31,2026-09-07
CeeDee Lamb,10,10,WR,DAL,4869,10.5,2.02,656,5,16,1.7,14,ppr,8,6,6075,2026-08-31,2026-09-07
James Cook III,11,11,RB,BUF,5652,11.3,2.03,1760,4,20,2.8,7,ppr,8,6,6075,2026-08-31,2026-09-07
Justin Jefferson,12,12,WR,MIN,4876,11.6,2.04,730,7,17,2,6,ppr,8,6,6075,2026-08-31,2026-09-07
Chase Brown,13,13,RB,CIN,5706,13.2,2.05,1155,6,20,2.4,6,ppr,8,6,6075,2026-08-31,2026-09-07
Drake London,14,14,WR,ATL,5574,13.8,2.06,179,9,18,1.9,11,ppr,8,6,6075,2026-08-31,2026-09-07
Derrick Henry,15,15,RB,BAL,2350,15.7,2.08,676,9,24,2.4,13,ppr,8,6,6075,2026-08-31,2026-09-07
A.J. Brown,16,16,WR,NE,3247,16.5,2.08,998,9,24,2.6,11,ppr,8,6,6075,2026-08-31,2026-09-07
Rashee Rice,17,17,WR,KC,5696,17.2,3.01,203,11,28,2.3,5,ppr,8,6,6075,2026-08-31,2026-09-07
Saquon Barkley,18,18,RB,PHI,2860,18.4,3.02,2112,9,29,3.4,10,ppr,8,6,6075,2026-08-31,2026-09-07
George Pickens,19,19,WR,DAL,5576,19.7,3.04,440,11,28,3,14,ppr,8,6,6075,2026-08-31,2026-09-07
Chris Olave,20,20,WR,NO,5544,19.8,3.04,413,13,28,2.6,8,ppr,8,6,6075,2026-08-31,2026-09-07
Nico Collins,21,21,WR,HOU,5207,20.2,3.04,536,13,30,2.7,8,ppr,8,6,6075,2026-08-31,2026-09-07
Kenneth Walker,22,22,RB,KC,5625,21.2,3.05,1754,11,32,3.8,5,ppr,8,6,6075,2026-08-31,2026-09-07
Ashton Jeanty,23,23,RB,LV,6500,21.4,3.05,571,10,30,4,13,ppr,8,6,6075,2026-08-31,2026-09-07
Omarion Hampton,24,24,RB,LAC,6538,22.4,3.06,1639,11,33,4.2,7,ppr,8,6,6075,2026-08-31,2026-09-07
Zay Flowers,25,25,WR,BAL,5675,24.4,3.08,246,18,33,2.6,13,ppr,8,6,6075,2026-08-31,2026-09-07
Malik Nabers,26,26,WR,NYG,6183,26.6,4.03,1094,16,40,3.8,8,ppr,8,6,6075,2026-08-31,2026-09-07
Garrett Wilson,27,27,WR,NYJ,5548,26.7,4.03,372,19,40,3,13,ppr,8,6,6075,2026-08-31,2026-09-07
Jeremiyah Love,28,28,RB,ARI,6769,28.4,4.04,416,20,38,3.2,14,ppr,8,6,6075,2026-08-31,2026-09-07
DeVonta Smith,29,29,WR,PHI,4883,29,4.05,921,20,41,3.3,10,ppr,8,6,6075,2026-08-31,2026-09-07
Trey McBride,30,30,TE,ARI,5656,30.7,4.07,843,14,46,6.2,14,ppr,8,6,6075,2026-08-31,2026-09-07
Breece Hall,31,31,RB,NYJ,5503,30.9,4.07,457,22,38,3.1,13,ppr,8,6,6075,2026-08-31,2026-09-07
Tetairoa McMillan,32,32,WR,CAR,6561,31.7,4.08,392,21,41,4.2,5,ppr,8,6,6075,2026-08-31,2026-09-07
Kyren Williams,33,33,RB,LAR,5623,31.8,4.08,793,22,45,3.6,11,ppr,8,6,6075,2026-08-31,2026-09-07
Josh Allen,34,34,QB,BUF,2885,32.4,4.08,833,13,46,7.2,7,ppr,8,6,6075,2026-08-31,2026-09-07
Javonte Williams,35,35,RB,DAL,5185,32.9,5.01,1045,20,47,4.8,14,ppr,8,6,6075,2026-08-31,2026-09-07
Brock Bowers,36,36,TE,LV,6178,34.3,5.02,1565,16,48,7,13,ppr,8,6,6075,2026-08-31,2026-09-07
