name,Rank,source_rank,position,team,source_player_id,adp,adp_formatted,times_drafted,high,low,stdev,bye,source_format,source_team_count,actual_league_team_count,sample_total_drafts,sample_start_date,sample_end_date
Brandon Aubrey,1,138,K,DAL,6162,130.3,17.02,1914,74,185,21.4,14,ppr,8,6,7288,2026-08-15,2026-08-22
Jason Myers,2,150,K,SEA,2424,139.4,18.03,186,89,185,19.1,11,ppr,8,6,7288,2026-08-15,2026-08-22
Ka'imi Fairbairn,3,157,K,HOU,2531,143.6,18.08,136,101,185,16.3,8,ppr,8,6,7288,2026-08-15,2026-08-22
Cameron Dicker,4,158,K,LAC,5538,143.7,18.08,259,99,187,17,7,ppr,8,6,7288,2026-08-15,2026-08-22
Jake Bates,5,164,K,DET,6055,145.6,19.02,172,91,189,20.7,6,ppr,8,6,7288,2026-08-15,2026-08-22
Joey Slye,6,171,K,TEN,4868,150.5,19.06,12,148,178,8.7,9,ppr,8,6,7288,2026-08-15,2026-08-22
Harrison Mevis,7,174,K,LAR,6299,151.5,19.07,108,113,194,16.5,11,ppr,8,6,7288,2026-08-15,2026-08-22
Trey Smack,8,175,K,GB,6835,152.5,19.08,13,138,176,16.2,11,ppr,8,6,7288,2026-08-15,2026-08-22
Jake Elliott,9,176,K,PHI,2529,153.2,20.01,5,105,180,36.3,10,ppr,8,6,7288,2026-08-15,2026-08-22
Cam Little,10,180,K,JAX,6188,154,20.02,408,109,210,17.7,7,ppr,8,6,7288,2026-08-15,2026-08-22
Tyler Loop,11,179,K,BAL,6587,154,20.02,203,119,188,15.2,13,ppr,8,6,7288,2026-08-15,2026-08-22
Chase McLaughlin,12,181,K,TB,4865,154.3,20.02,144,115,189,14.8,10,ppr,8,6,7288,2026-08-15,2026-08-22
Tyler Bass,13,188,K,BUF,5036,156.6,20.05,14,139,178,16.2,7,ppr,8,6,7288,2026-08-15,2026-08-22
Chris Boswell,14,195,K,PIT,2340,157.1,20.05,57,136,203,14.9,9,ppr,8,6,7288,2026-08-15,2026-08-22
Harrison Butker,15,205,K,KC,2514,159.4,20.07,141,115,201,17,5,ppr,8,6,7288,2026-08-15,2026-08-22
Wil Lutz,16,213,K,DEN,2522,160.8,21.01,176,119,207,16.2,10,ppr,8,6,7288,2026-08-15,2026-08-22
Will Reichard,17,220,K,MIN,6296,162.6,21.03,126,117,204,17.5,6,ppr,8,6,7288,2026-08-15,2026-08-22
Blake Grupe,18,227,K,IND,6046,164.1,21.04,65,135,209,16.5,13,ppr,8,6,7288,2026-08-15,2026-08-22
Eddy Piñeiro,19,229,K,SF,3097,165.2,21.05,63,123,204,16,8,ppr,8,6,7288,2026-08-15,2026-08-22
Cairo Santos,20,235,K,CHI,2335,166.8,21.07,38,144,208,15.7,10,ppr,8,6,7288,2026-08-15,2026-08-22
Evan McPherson,21,250,K,CIN,5669,170.1,22.02,92,136,210,16.4,6,ppr,8,6,7288,2026-08-15,2026-08-22
Andy Borregales,22,253,K,NE,6585,172.1,22.04,18,124,206,20.5,11,ppr,8,6,7288,2026-08-15,2026-08-22
Nick Folk,23,257,K,ATL,383,173.2,22.05,13,136,204,23,11,ppr,8,6,7288,2026-08-15,2026-08-22
