name,Rank,position,team,position_rank,tier,rank_min,rank_max,rank_ave,rank_std,source_player_id
Josh Allen,1,QB,BUF,QB1,1,1,2,1.01,0.10,17298
Lamar Jackson,2,QB,BAL,QB2,1,2,8,2.55,1.00,17233
Drake Maye,3,QB,NE,QB3,1,2,17,3.55,1.88,23046
Joe Burrow,4,QB,CIN,QB4,1,2,13,4.75,1.94,19196
Jayden Daniels,5,QB,WAS,QB5,2,2,26,7.00,4.21,22902
Ja'Marr Chase,6,WR,CIN,WR1,2,6,12,7.18,2.12,19788
Jalen Hurts,7,QB,PHI,QB6,2,3,17,7.19,3.32,19275
Caleb Williams,8,QB,CHI,QB7,2,4,19,9.81,4.44,23084
Jahmyr Gibbs,9,RB,DET,RB1,2,2,13,10.24,2.20,22968
Puka Nacua,10,WR,LAR,WR2,2,6,21,11.07,2.82,23180
Bijan Robinson,11,RB,ATL,RB2,2,3,13,11.75,1.97,23133
Justin Herbert,12,QB,LAC,QB8,2,4,29,11.94,5.89,18635
Jaxon Smith-Njigba,13,WR,SEA,WR3,3,6,21,12.53,1.93,23070
Amon-Ra St. Brown,14,WR,DET,WR4,3,11,21,13.62,1.97,19799
Dak Prescott,15,QB,DAL,QB9,3,4,30,14.89,5.71,15600
Trevor Lawrence,16,QB,JAC,QB10,3,5,30,14.92,6.22,19780
Christian McCaffrey,17,RB,SF,RB3,3,14,42,19.55,7.56,16393
CeeDee Lamb,18,WR,DAL,WR5,3,14,29,20.74,2.77,19202
Justin Jefferson,19,WR,MIN,WR6,3,12,45,21.40,4.06,19236
Brock Purdy,20,QB,SF,QB11,4,8,41,23.03,7.02,19797
Bo Nix,21,QB,DEN,QB12,4,9,50,23.93,6.80,22910
Jonathan Taylor,22,RB,IND,RB4,4,12,48,24.46,7.71,19217
Jaxson Dart,23,QB,NYG,QB13,4,8,55,25.07,9.32,23160
Drake London,24,WR,ATL,WR7,4,20,43,25.94,5.07,23163
A.J. Brown,25,WR,NE,WR8,4,14,53,27.22,7.20,18218
Patrick Mahomes II,26,QB,KC,QB14,4,9,55,28.49,8.83,16413
James Cook III,27,RB,BUF,RB5,4,15,46,28.66,8.72,22958
Nico Collins,28,WR,HOU,WR9,4,21,45,29.93,5.46,20130
Jared Goff,29,QB,DET,QB15,4,8,50,30.84,8.32,15501
Chase Brown,30,RB,CIN,RB6,4,15,49,31.53,8.09,25324
Chris Olave,31,WR,NO,WR10,4,21,52,31.58,7.39,20111
Matthew Stafford,32,QB,LAR,QB16,4,16,56,32.18,9.88,9451
Trey McBride,33,TE,ARI,TE1,5,30,52,34.29,5.82,22936
George Pickens,34,WR,DAL,WR11,5,21,57,35.98,7.06,22963
De'Von Achane,35,RB,MIA,RB7,5,22,54,35.98,7.84,23136
Brock Bowers,36,TE,LV,TE2,5,21,78,37.53,6.99,22955
Kyler Murray,37,QB,MIN,QB17,5,19,66,38.58,10.89,18600
