name,Rank,source_rank,position,team,source_player_id,adp,adp_formatted,times_drafted,high,low,stdev,bye,source_format,source_team_count,actual_league_team_count,sample_total_drafts,sample_start_date,sample_end_date
Jahmyr Gibbs,1,1,RB,DET,5672,1.7,1.02,987,1,4,0.8,6,2qb,10,6,5895,2026-08-15,2026-09-14
Josh Allen,2,2,QB,BUF,2885,1.9,1.02,953,1,4,0.9,7,2qb,10,6,5895,2026-08-15,2026-09-14
Bijan Robinson,3,3,RB,ATL,5670,2.6,1.03,549,1,6,0.6,11,2qb,10,6,5895,2026-08-15,2026-09-14
Jonathan Taylor,4,4,RB,IND,4864,5.1,1.05,561,3,10,1.2,13,2qb,10,6,5895,2026-08-15,2026-09-14
Puka Nacua,5,5,WR,LAR,5714,5.2,1.05,441,1,11,1.4,11,2qb,10,6,5895,2026-08-15,2026-09-14
Ja'Marr Chase,6,6,WR,CIN,5177,5.7,1.06,1256,1,14,1.8,6,2qb,10,6,5895,2026-08-15,2026-09-14
Drake Maye,7,7,QB,NE,6187,7.9,1.08,821,1,17,2.9,11,2qb,10,6,5895,2026-08-15,2026-09-14
Jaxon Smith-Njigba,8,8,WR,SEA,5671,8.6,1.09,691,1,20,2.9,11,2qb,10,6,5895,2026-08-15,2026-09-14
Christian McCaffrey,9,9,RB,SF,2434,8.7,1.09,905,3,16,2.3,8,2qb,10,6,5895,2026-08-15,2026-09-14
Lamar Jackson,10,10,QB,BAL,2888,8.8,1.09,1321,1,17,3.2,13,2qb,10,6,5895,2026-08-15,2026-09-14
Joe Burrow,11,11,QB,CIN,4882,9.9,1.10,954,1,20,3.1,6,2qb,10,6,5895,2026-08-15,2026-09-14
Derrick Henry,12,12,RB,BAL,2350,9.9,1.10,383,3,19,2.5,13,2qb,10,6,5895,2026-08-15,2026-09-14
James Cook III,13,13,RB,BUF,5652,13.1,2.03,1360,4,27,3.5,7,2qb,10,6,5895,2026-08-15,2026-09-14
Amon-Ra St. Brown,14,14,WR,DET,5182,13.2,2.03,1218,3,27,3.8,6,2qb,10,6,5895,2026-08-15,2026-09-14
Dak Prescott,15,15,QB,DAL,2377,14.3,2.04,606,6,27,3.1,14,2qb,10,6,5895,2026-08-15,2026-09-14
Jayden Daniels,16,16,QB,WAS,5854,14.9,2.05,530,7,26,2.9,7,2qb,10,6,5895,2026-08-15,2026-09-14
Matthew Stafford,17,17,QB,LAR,1664,17.2,2.07,379,9,28,2.8,11,2qb,10,6,5895,2026-08-15,2026-09-14
Jalen Hurts,18,18,QB,PHI,5025,17.9,2.08,616,9,30,3.1,10,2qb,10,6,5895,2026-08-15,2026-09-14
De'Von Achane,19,19,RB,MIA,5683,19.4,2.09,856,8,35,4.2,6,2qb,10,6,5895,2026-08-15,2026-09-14
Caleb Williams,20,21,QB,CHI,6173,19.9,2.10,737,9,36,4.1,10,2qb,10,6,5895,2026-08-15,2026-09-14
Brock Purdy,21,20,QB,SF,5648,19.9,2.10,235,14,30,2.9,8,2qb,10,6,5895,2026-08-15,2026-09-14
Trevor Lawrence,22,22,QB,JAX,5186,21.1,3.01,533,9,37,4.3,7,2qb,10,6,5895,2026-08-15,2026-09-14
Saquon Barkley,23,23,RB,PHI,2860,23,3.03,1787,9,38,5.2,10,2qb,10,6,5895,2026-08-15,2026-09-14
CeeDee Lamb,24,24,WR,DAL,4869,24.5,3.05,1716,10,42,5.4,14,2qb,10,6,5895,2026-08-15,2026-09-14
Jared Goff,25,25,QB,DET,2351,24.9,3.05,428,13,49,4.4,6,2qb,10,6,5895,2026-08-15,2026-09-14
Justin Herbert,26,26,QB,LAC,4887,25.5,3.05,878,11,53,5.3,7,2qb,10,6,5895,2026-08-15,2026-09-14
Patrick Mahomes,27,27,QB,KC,2462,25.7,3.06,394,11,46,5.6,5,2qb,10,6,5895,2026-08-15,2026-09-14
Drake London,28,28,WR,ATL,5574,26.1,3.06,258,13,37,5,11,2qb,10,6,5895,2026-08-15,2026-09-14
Justin Jefferson,29,29,WR,MIN,4876,27.1,3.07,1660,11,42,5.9,6,2qb,10,6,5895,2026-08-15,2026-09-14
Chase Brown,30,30,RB,CIN,5706,27.8,3.08,2015,12,47,5.9,6,2qb,10,6,5895,2026-08-15,2026-09-14
Bo Nix,31,31,QB,DEN,6253,29.5,3.10,580,15,51,5.4,10,2qb,10,6,5895,2026-08-15,2026-09-14
Jaxson Dart,32,32,QB,NYG,6568,33.1,4.03,471,15,61,6.9,8,2qb,10,6,5895,2026-08-15,2026-09-14
Kenneth Walker,33,33,RB,KC,5625,33.6,4.04,1615,17,48,6.2,5,2qb,10,6,5895,2026-08-15,2026-09-14
George Pickens,34,34,WR,DAL,5576,33.7,4.04,368,20,43,5.2,14,2qb,10,6,5895,2026-08-15,2026-09-14
Ashton Jeanty,35,35,RB,LV,6500,34.2,4.04,1237,8,62,9.9,13,2qb,10,6,5895,2026-08-15,2026-09-14
A.J. Brown,36,36,WR,NE,3247,34.6,4.05,917,21,48,5.1,11,2qb,10,6,5895,2026-08-15,2026-09-14
Rashee Rice,37,37,WR,KC,5696,34.7,4.05,215,20,45,5.6,5,2qb,10,6,5895,2026-08-15,2026-09-14
Nico Collins,38,38,WR,HOU,5207,36.1,4.06,447,24,47,4.3,8,2qb,10,6,5895,2026-08-15,2026-09-14
Kyren Williams,39,39,RB,LAR,5623,37.1,4.07,616,23,50,5.3,11,2qb,10,6,5895,2026-08-15,2026-09-14
Omarion Hampton,40,40,RB,LAC,6538,38.9,4.09,1690,21,53,6.6,7,2qb,10,6,5895,2026-08-15,2026-09-14
Chris Olave,41,41,WR,NO,5544,41.1,5.01,595,26,55,5.4,8,2qb,10,6,5895,2026-08-15,2026-09-14
Zay Flowers,42,42,WR,BAL,5675,41.4,5.01,247,31,55,4.1,13,2qb,10,6,5895,2026-08-15,2026-09-14
Baker Mayfield,43,43,QB,TB,2886,43.8,5.04,1052,22,74,8.3,10,2qb,10,6,5895,2026-08-15,2026-09-14
Javonte Williams,44,44,RB,DAL,5185,44,5.04,730,30,56,5.1,14,2qb,10,6,5895,2026-08-15,2026-09-14
