name,Rank,source_rank,position,team,source_player_id,adp,adp_formatted,times_drafted,high,low,stdev,bye,source_format,source_team_count,actual_league_team_count,sample_total_drafts,sample_start_date,sample_end_date
Brandon Aubrey,1,131,K,DAL,6162,128.2,16.08,2295,69,184,22.5,14,ppr,8,6,8101,2026-08-25,2026-09-01
Jason Myers,2,144,K,SEA,2424,134.8,17.07,199,87,184,18.4,11,ppr,8,6,8101,2026-08-25,2026-09-01
Ka'imi Fairbairn,3,146,K,HOU,2531,136,17.08,204,83,186,20,8,ppr,8,6,8101,2026-08-25,2026-09-01
Cameron Dicker,4,157,K,LAC,5538,142.8,18.07,286,89,189,20.5,7,ppr,8,6,8101,2026-08-25,2026-09-01
Jake Bates,5,160,K,DET,6055,146.6,19.03,169,101,190,17.2,6,ppr,8,6,8101,2026-08-25,2026-09-01
Harrison Mevis,6,167,K,LAR,6299,148,19.04,147,102,180,17.6,11,ppr,8,6,8101,2026-08-25,2026-09-01
Cam Little,7,173,K,JAX,6188,152.5,19.08,368,108,204,16.7,7,ppr,8,6,8101,2026-08-25,2026-09-01
Chase McLaughlin,8,176,K,TB,4865,152.6,20.01,180,101,210,19.5,10,ppr,8,6,8101,2026-08-25,2026-09-01
Joey Slye,9,178,K,TEN,4868,152.7,20.01,6,148,176,11.4,9,ppr,8,6,8101,2026-08-25,2026-09-01
Chris Boswell,10,182,K,PIT,2340,155,20.03,48,109,204,19.7,9,ppr,8,6,8101,2026-08-25,2026-09-01
Tyler Loop,11,185,K,BAL,6587,155.6,20.04,142,116,210,17.5,13,ppr,8,6,8101,2026-08-25,2026-09-01
Wil Lutz,12,212,K,DEN,2522,161.3,21.01,181,119,210,17.1,10,ppr,8,6,8101,2026-08-25,2026-09-01
Harrison Butker,13,215,K,KC,2514,161.7,21.02,287,106,210,21.1,5,ppr,8,6,8101,2026-08-25,2026-09-01
Will Reichard,14,218,K,MIN,6296,162.1,21.02,130,118,194,16.7,6,ppr,8,6,8101,2026-08-25,2026-09-01
Trey Smack,15,220,K,GB,6835,162.4,21.02,71,114,207,19.3,11,ppr,8,6,8101,2026-08-25,2026-09-01
Tyler Bass,16,224,K,BUF,5036,162.9,21.03,31,115,210,21.9,7,ppr,8,6,8101,2026-08-25,2026-09-01
Blake Grupe,17,229,K,NYJ,6046,163.5,21.04,51,116,199,17.9,13,ppr,8,6,8101,2026-08-25,2026-09-01
Evan McPherson,18,234,K,CIN,5669,164.4,21.04,80,104,210,23.1,6,ppr,8,6,8101,2026-08-25,2026-09-01
Eddy Piñeiro,19,239,K,SF,3097,165.6,21.06,99,109,210,21.7,8,ppr,8,6,8101,2026-08-25,2026-09-01
Andy Borregales,20,241,K,NE,6585,166.9,21.07,32,138,202,15.9,11,ppr,8,6,8101,2026-08-25,2026-09-01
Cairo Santos,21,247,K,CHI,2335,170.2,22.02,46,116,207,20.8,10,ppr,8,6,8101,2026-08-25,2026-09-01
Jake Elliott,22,253,K,PHI,2529,172.7,22.05,13,135,210,22.9,10,ppr,8,6,8101,2026-08-25,2026-09-01
