name,Rank,source_rank,position,team,source_player_id,adp,adp_formatted,times_drafted,high,low,stdev,bye,source_format,source_team_count,actual_league_team_count,sample_total_drafts,sample_start_date,sample_end_date
Jason Myers,1,116,K,SEA,2424,110,14.06,6,29,135,40.9,11,ppr,8,6,733,2026-09-08,2026-09-15
Cameron Dicker,2,127,K,LAC,5538,123.4,16.03,14,30,160,35.8,7,ppr,8,6,733,2026-09-08,2026-09-15
Brandon Aubrey,3,129,K,DAL,6162,124,16.04,116,52,183,27.6,14,ppr,8,6,733,2026-09-08,2026-09-15
Ka'imi Fairbairn,4,140,K,HOU,2531,135.2,17.07,11,111,163,16,8,ppr,8,6,733,2026-09-08,2026-09-15
Harrison Mevis,5,141,K,LAR,6299,135.6,17.08,9,48,164,38.9,11,ppr,8,6,733,2026-09-08,2026-09-15
Jake Bates,6,149,K,DET,6055,139.5,18.04,8,112,163,19.5,6,ppr,8,6,733,2026-09-08,2026-09-15
Will Reichard,7,159,K,MIN,6296,143.6,18.08,5,137,149,4.3,6,ppr,8,6,733,2026-09-08,2026-09-15
Harrison Butker,8,167,K,KC,2514,149.4,19.05,14,113,180,22.7,5,ppr,8,6,733,2026-09-08,2026-09-15
Evan McPherson,9,168,K,CIN,5669,152.4,19.08,5,146,173,11.6,6,ppr,8,6,733,2026-09-08,2026-09-15
Cam Little,10,172,K,JAX,6188,155,20.03,28,137,190,14.1,7,ppr,8,6,733,2026-09-08,2026-09-15
Eddy Piñeiro,11,173,K,SF,3097,155.1,20.03,8,119,180,22.4,8,ppr,8,6,733,2026-09-08,2026-09-15
Chris Boswell,12,176,K,PIT,2340,156.5,20.04,6,147,180,15,9,ppr,8,6,733,2026-09-08,2026-09-15
Wil Lutz,13,188,K,DEN,2522,166.8,21.07,5,144,180,13.7,10,ppr,8,6,733,2026-09-08,2026-09-15
Tyler Loop,14,189,K,BAL,6587,168,21.08,5,141,196,22.9,13,ppr,8,6,733,2026-09-08,2026-09-15
