name,Rank,source_rank,position,team,source_player_id,adp,adp_formatted,times_drafted,high,low,stdev,bye,source_format,source_team_count,actual_league_team_count,sample_total_drafts,sample_start_date,sample_end_date
Josh Allen,1,1,QB,BUF,2885,1.4,1.01,554,1,4,0.7,7,2qb,10,6,3421,2026-07-13,2026-08-12
Jahmyr Gibbs,2,2,RB,DET,5672,2.1,1.02,346,1,4,0.8,6,2qb,10,6,3421,2026-07-13,2026-08-12
Bijan Robinson,3,3,RB,ATL,5670,2.6,1.03,251,1,4,0.6,11,2qb,10,6,3421,2026-07-13,2026-08-12
Puka Nacua,4,4,WR,LAR,5714,5.7,1.06,335,1,13,2.4,11,2qb,10,6,3421,2026-07-13,2026-08-12
Lamar Jackson,5,6,QB,BAL,2888,5.9,1.06,422,1,14,2.1,13,2qb,10,6,3421,2026-07-13,2026-08-12
Drake Maye,6,5,QB,NE,6187,5.9,1.06,286,1,12,2.1,11,2qb,10,6,3421,2026-07-13,2026-08-12
Jonathan Taylor,7,7,RB,IND,4864,6.5,1.07,243,3,12,1.6,13,2qb,10,6,3421,2026-07-13,2026-08-12
Joe Burrow,8,8,QB,CIN,4882,7.2,1.07,354,1,15,2.6,6,2qb,10,6,3421,2026-07-13,2026-08-12
Ja'Marr Chase,9,9,WR,CIN,5177,9.4,1.09,953,1,26,4.3,6,2qb,10,6,3421,2026-07-13,2026-08-12
Dak Prescott,10,10,QB,DAL,2377,10.9,2.01,267,2,19,3.1,14,2qb,10,6,3421,2026-07-13,2026-08-12
Christian McCaffrey,11,11,RB,SF,2434,11.9,2.02,636,3,21,3.2,8,2qb,10,6,3421,2026-07-13,2026-08-12
Jayden Daniels,12,12,QB,WAS,5854,12.3,2.02,357,5,20,2.7,7,2qb,10,6,3421,2026-07-13,2026-08-12
Jaxon Smith-Njigba,13,14,WR,SEA,5671,13.1,2.03,426,1,30,5.1,11,2qb,10,6,3421,2026-07-13,2026-08-12
Derrick Henry,14,13,RB,BAL,2350,13.1,2.03,170,6,23,3.5,13,2qb,10,6,3421,2026-07-13,2026-08-12
Jalen Hurts,15,15,QB,PHI,5025,15.6,2.06,244,6,29,3.6,10,2qb,10,6,3421,2026-07-13,2026-08-12
Trevor Lawrence,16,16,QB,JAX,5186,16.2,2.06,181,4,29,4.4,7,2qb,10,6,3421,2026-07-13,2026-08-12
Brock Purdy,17,17,QB,SF,5648,16.6,2.07,69,9,29,4,8,2qb,10,6,3421,2026-07-13,2026-08-12
Matthew Stafford,18,18,QB,LAR,1664,17.7,2.08,242,11,36,3.5,11,2qb,10,6,3421,2026-07-13,2026-08-12
