name,Rank,source_rank,position,source_position,team,source_player_id,games_played,targets,receptions,receiving_yards,receiving_yards_per_game,receiving_average,receiving_touchdowns,rush_attempts,rush_yards,rush_average,rush_touchdowns,fumbles_lost,projected_fantasy_points,projected_fantasy_points_per_game,season
Jaxon Smith-Njigba,1,1,WR,WR,SEA,3162959,16,147,106,1545,96.6,14.6,12,6,33,5.5,0,0,219,13.7,2026
Puka Nacua,2,2,WR,WR,LAR,3121687,16,168,119,1554,97.1,13.1,8,12,77,6.4,1,1,203,12.7,2026
Amon-Ra St. Brown,3,3,WR,WR,DET,2967690,16,162,115,1291,80.7,11.2,13,2,5,2.5,0,0,199,12.4,2026
Drake London,4,4,WR,WR,ATL,3127902,16,150,92,1285,80.3,14,12,2,11,5.5,0,0,193,12.1,2026
Ja'Marr Chase,5,5,WR,WR,CIN,2966320,16,163,111,1321,82.6,11.9,9,3,17,5.7,0,1,177,11.1,2026
Zay Flowers,6,6,WR,WR,BAL,3127049,16,113,81,1290,80.6,15.9,8,7,47,6.7,1,2,172,10.8,2026
Chris Olave,7,7,WR,WR,NO,2963666,16,142,96,1297,81.1,13.5,8,1,0,0,0,0,171,10.7,2026
Nico Collins,8,8,WR,WR,HOU,2878193,16,130,80,1192,74.5,14.9,9,3,23,7.7,1,1,170,10.6,2026
Rashee Rice,9,9,WR,WR,KC,3124978,16,132,94,926,57.9,9.9,13,7,24,3.4,1,0,169,10.6,2026
Christian Watson,10,10,WR,WR,GB,2869806,16,97,61,1088,68,17.8,11,2,10,5,0,0,167,10.4,2026
Justin Jefferson,11,11,WR,WR,MIN,2871343,16,141,91,1261,78.8,13.9,8,1,4,4,0,0,165,10.3,2026
George Pickens,12,12,WR,WR,DAL,3123212,16,131,85,1260,78.8,14.8,8,0,-1,0,0,0,165,10.3,2026
CeeDee Lamb,13,13,WR,WR,DAL,2865251,16,141,91,1173,73.3,12.9,7,8,25,3.1,0,0,153,9.6,2026
DeVonta Smith,14,14,WR,WR,PHI,2866975,16,137,94,1234,77.1,13.1,6,0,0,0,0,0,152,9.5,2026
Tee Higgins,15,15,WR,WR,CIN,2809208,16,110,68,983,61.4,14.5,10,0,0,0,0,0,151,9.4,2026
Alec Pierce,16,16,WR,WR,IND,2965664,16,91,52,1102,68.9,21.2,8,0,0,0,0,0,149,9.3,2026
D. Moore,17,17,WR,WR,BUF,2179328,16,108,69,831,51.9,12,10,13,71,5.5,1,0,144,9,2026
Mike Evans,18,18,WR,WR,SF,1824909,16,121,74,912,57,12.3,9,0,0,0,0,0,138,8.6,2026
Garrett Wilson,19,19,WR,WR,NYJ,3123864,16,125,84,921,57.6,11,9,1,2,2,0,1,136,8.5,2026
Ladd McConkey,20,20,WR,WR,LAC,3163962,16,113,74,947,59.2,12.8,8,0,0,0,0,0,135,8.4,2026
Tetairoa McMillan,21,21,WR,WR,CAR,28877124,16,132,77,1060,66.3,13.8,7,0,0,0,0,3,134,8.4,2026
Parker Washington,22,22,WR,WR,JAC,3168820,16,100,62,940,58.8,15.2,8,7,1,0.1,0,0,133,8.3,2026
Emeka Egbuka,23,23,WR,WR,TB,26696165,16,128,68,1017,63.6,15,6,1,3,3,0,0,130,8.1,2026
Jameson Williams,24,24,WR,WR,DET,3125968,16,100,61,1005,62.8,16.5,6,7,38,5.4,0,0,129,8.1,2026
Jalen Coker,25,25,WR,WR,CAR,3163990,16,82,64,843,52.7,13.2,9,0,0,0,0,1,128,8,2026
Luther Burden III,26,26,WR,WR,CHI,28874444,16,89,68,994,62.1,14.6,6,9,29,3.2,0,2,125,7.8,2026
Matthew Golden,27,27,WR,WR,GB,28874927,16,111,68,1010,63.1,14.9,5,10,46,4.6,0,0,125,7.8,2026
Davante Adams,28,28,WR,WR,LAR,1893167,16,118,63,743,46.4,11.8,9,0,0,0,0,0,120,7.5,2026
Brian Thomas Jr.,29,29,WR,WR,JAC,3132164,16,95,60,908,56.8,15.1,6,3,24,8,0,0,119,7.4,2026
Terry McLaurin,30,30,WR,WR,WAS,2139279,16,84,55,782,48.9,14.2,8,1,1,1,0,0,117,7.3,2026
Malik Nabers,31,31,WR,WR,NYG,26697761,16,118,73,933,58.3,12.8,5,3,1,0.3,0,0,115,7.2,2026
D. Metcalf,32,32,WR,WR,PIT,2260185,16,103,58,857,53.6,14.8,5,2,9,4.5,1,0,114,7.1,2026
Marvin Harrison Jr.,33,33,WR,WR,ARI,26701883,16,105,56,851,53.2,15.2,6,0,0,0,0,0,114,7.1,2026
Courtland Sutton,34,34,WR,WR,DEN,2218461,16,108,63,811,50.7,12.9,6,0,0,0,0,0,109,6.8,2026
Rome Odunze,35,35,WR,WR,CHI,3162979,16,109,55,862,53.9,15.7,5,1,3,3,0,0,108,6.8,2026
