name,Rank,source_rank,position,team,source_player_id,adp,adp_formatted,times_drafted,high,low,stdev,bye,source_format,source_team_count,actual_league_team_count,sample_total_drafts,sample_start_date,sample_end_date
Jahmyr Gibbs,1,1,RB,DET,5672,1.6,1.02,589,1,6,0.8,6,ppr,8,6,3899,2026-07-24,2026-07-31
Bijan Robinson,2,2,RB,ATL,5670,2,1.02,407,1,4,0.8,11,ppr,8,6,3899,2026-07-24,2026-07-31
Puka Nacua,3,3,WR,LAR,5714,2.7,1.03,142,1,4,0.8,11,ppr,8,6,3899,2026-07-24,2026-07-31
Ja'Marr Chase,4,4,WR,CIN,5177,4.2,1.04,900,1,8,1.2,6,ppr,8,6,3899,2026-07-24,2026-07-31
Christian McCaffrey,5,5,RB,SF,2434,4.8,1.05,380,1,9,1.2,8,ppr,8,6,3899,2026-07-24,2026-07-31
Jaxon Smith-Njigba,6,6,WR,SEA,5671,6.4,1.06,522,2,11,1.5,11,ppr,8,6,3899,2026-07-24,2026-07-31
Jonathan Taylor,7,7,RB,IND,4864,6.9,1.07,452,2,13,1.7,13,ppr,8,6,3899,2026-07-24,2026-07-31
Amon-Ra St. Brown,8,8,WR,DET,5182,7.6,1.08,483,4,11,1.4,6,ppr,8,6,3899,2026-07-24,2026-07-31
De'Von Achane,9,9,RB,MIA,5683,9.6,2.02,235,5,15,1.6,6,ppr,8,6,3899,2026-07-24,2026-07-31
Drake London,10,10,WR,ATL,5574,10.7,2.03,157,6,16,1.7,11,ppr,8,6,3899,2026-07-24,2026-07-31
CeeDee Lamb,11,11,WR,DAL,4869,11.7,2.04,553,5,19,2.3,14,ppr,8,6,3899,2026-07-24,2026-07-31
Ashton Jeanty,12,12,RB,LV,6500,12.8,2.05,445,5,20,3,13,ppr,8,6,3899,2026-07-24,2026-07-31
Justin Jefferson,13,13,WR,MIN,4876,13.4,2.05,509,7,20,2.5,6,ppr,8,6,3899,2026-07-24,2026-07-31
James Cook III,14,14,RB,BUF,5652,13.6,2.06,807,5,23,3.3,7,ppr,8,6,3899,2026-07-24,2026-07-31
Chase Brown,15,15,RB,CIN,5706,15,2.07,531,6,27,3.6,6,ppr,8,6,3899,2026-07-24,2026-07-31
Derrick Henry,16,16,RB,BAL,2350,15.6,2.08,241,8,22,2.8,13,ppr,8,6,3899,2026-07-24,2026-07-31
A.J. Brown,17,17,WR,NE,3247,16.7,3.01,414,9,24,2.7,11,ppr,8,6,3899,2026-07-24,2026-07-31
Saquon Barkley,18,18,RB,PHI,2860,17.6,3.02,733,9,26,3.1,10,ppr,8,6,3899,2026-07-24,2026-07-31
Omarion Hampton,19,19,RB,LAC,6538,18.9,3.03,810,10,28,3.4,7,ppr,8,6,3899,2026-07-24,2026-07-31
Rashee Rice,20,20,WR,KC,5696,20.8,3.05,246,9,31,5.3,5,ppr,8,6,3899,2026-07-24,2026-07-31
George Pickens,21,21,WR,DAL,5576,21.3,3.05,340,13,29,2.8,14,ppr,8,6,3899,2026-07-24,2026-07-31
Chris Olave,22,22,WR,NO,5544,23.1,3.07,213,16,33,3.6,8,ppr,8,6,3899,2026-07-24,2026-07-31
Jeremiyah Love,23,23,RB,ARI,6769,23.6,3.08,254,15,32,2.9,14,ppr,8,6,3899,2026-07-24,2026-07-31
