name,Rank,position,team,position_rank,tier,rank_min,rank_max,rank_ave,rank_std,source_player_id
Josh Allen,1,QB,BUF,QB1,1,1,2,1.02,0.14,17298
Lamar Jackson,2,QB,BAL,QB2,1,1,7,2.68,1.03,17233
Drake Maye,3,QB,NE,QB3,1,2,9,3.45,1.45,23046
Joe Burrow,4,QB,CIN,QB4,1,2,16,4.89,2.25,19196
Ja'Marr Chase,5,WR,CIN,WR1,2,5,12,6.95,1.96,19788
Jayden Daniels,6,QB,WAS,QB5,2,2,26,7.01,4.60,22902
Jalen Hurts,7,QB,PHI,QB6,2,3,17,7.23,3.56,19275
Jahmyr Gibbs,8,RB,DET,RB1,2,2,13,9.94,2.13,22968
Caleb Williams,9,QB,CHI,QB7,2,4,29,10.21,4.98,23084
Puka Nacua,10,WR,LAR,WR2,2,6,21,10.95,2.37,23180
Bijan Robinson,11,RB,ATL,RB2,2,3,15,11.95,2.00,23133
Justin Herbert,12,QB,LAC,QB8,3,3,50,12.33,6.79,18635
Jaxon Smith-Njigba,13,WR,SEA,WR3,3,6,20,12.75,2.00,23070
Amon-Ra St. Brown,14,WR,DET,WR4,3,8,21,13.51,2.20,19799
Dak Prescott,15,QB,DAL,QB9,3,5,30,15.13,5.72,15600
Trevor Lawrence,16,QB,JAC,QB10,3,7,41,15.55,6.46,19780
Christian McCaffrey,17,RB,SF,RB3,3,13,40,19.14,7.35,16393
CeeDee Lamb,18,WR,DAL,WR5,3,14,29,20.60,2.78,19202
Justin Jefferson,19,WR,MIN,WR6,3,12,44,21.32,3.53,19236
Brock Purdy,20,QB,SF,QB11,4,8,50,22.91,6.75,19797
Bo Nix,21,QB,DEN,QB12,4,9,53,24.08,7.22,22910
Jonathan Taylor,22,RB,IND,RB4,4,12,48,24.19,7.78,19217
Jaxson Dart,23,QB,NYG,QB13,4,7,50,25.18,8.84,23160
Drake London,24,WR,ATL,WR7,4,21,43,25.99,5.24,23163
A.J. Brown,25,WR,NE,WR8,4,14,51,26.30,6.21,18218
Patrick Mahomes II,26,QB,KC,QB14,4,8,64,28.13,9.53,16413
James Cook III,27,RB,BUF,RB5,4,15,49,29.40,8.74,22958
Nico Collins,28,WR,HOU,WR9,4,21,44,29.73,5.25,20130
Matthew Stafford,29,QB,LAR,QB15,4,9,56,31.75,10.73,9451
Jared Goff,30,QB,DET,QB16,4,8,50,31.79,7.62,15501
Chase Brown,31,RB,CIN,RB6,4,15,49,31.91,8.40,25324
Chris Olave,32,WR,NO,WR10,4,21,52,32.41,7.61,20111
Brock Bowers,33,TE,LV,TE1,5,21,70,35.53,5.74,22955
George Pickens,34,WR,DAL,WR11,5,21,57,36.00,7.43,22963
Trey McBride,35,TE,ARI,TE2,5,22,78,36.30,7.33,22936
De'Von Achane,36,RB,MIA,RB7,5,22,61,36.92,8.33,23136
Kyler Murray,37,QB,MIN,QB17,5,19,66,38.61,11.00,18600
Malik Nabers,38,WR,NYG,WR12,5,21,72,39.94,10.63,25409
DeVonta Smith,39,WR,PHI,WR13,5,24,63,39.97,7.88,19222
Saquon Barkley,40,RB,PHI,RB8,5,22,56,40.02,7.41,17240
Kenneth Walker III,41,RB,KC,RB9,5,24,61,40.74,8.73,23021
Omarion Hampton,42,RB,LAC,RB10,5,15,54,40.89,7.64,25395
Ashton Jeanty,43,RB,LV,RB11,5,15,74,41.65,10.41,25989
Rashee Rice,44,WR,KC,WR14,5,21,68,41.94,10.76,23113
Garrett Wilson,45,WR,NYJ,WR15,5,24,65,45.58,8.58,23072
Jordan Love,46,QB,GB,QB18,5,18,60,45.63,10.35,19246
Baker Mayfield,47,QB,TB,QB19,6,19,60,46.12,9.33,17237
Zay Flowers,48,WR,BAL,WR16,6,27,68,46.33,9.43,22916
Ladd McConkey,49,WR,LAC,WR17,6,28,70,50.04,8.59,26122
Tyler Shough,50,QB,NO,QB20,6,19,87,50.15,10.70,23096
Jaylen Waddle,51,WR,DEN,WR18,6,35,75,50.87,8.68,19790
Colston Loveland,52,TE,CHI,TE3,6,39,93,52.40,13.52,26006
Tetairoa McMillan,53,WR,CAR,WR19,6,35,71,52.49,7.02,25417
Tee Higgins,54,WR,CIN,WR20,6,35,72,53.03,8.35,19211
Malik Willis,55,QB,MIA,QB21,6,19,174,54.68,17.98,23499
Derrick Henry,56,RB,BAL,RB12,6,26,71,55.27,10.48,15514
Breece Hall,57,RB,NYJ,RB13,6,45,77,56.64,7.49,22982
Emeka Egbuka,58,WR,TB,WR21,6,28,84,59.00,8.56,23062
Jeremiyah Love,59,RB,ARI,RB14,6,45,85,59.41,10.93,25403
Kyren Williams,60,RB,LAR,RB15,6,42,79,59.78,8.23,23059
Javonte Williams,61,RB,DAL,RB16,6,45,81,62.93,7.72,22739
Sam Darnold,62,QB,SEA,QB22,6,41,178,63.77,13.18,17236
C.J. Stroud,63,QB,HOU,QB23,7,32,86,64.32,7.97,23071
Luther Burden III,64,WR,CHI,WR22,7,36,89,65.24,9.92,27016
Travis Etienne Jr.,65,RB,NO,RB17,7,42,85,65.77,9.75,19231
Terry McLaurin,66,WR,WAS,WR23,7,43,89,66.27,7.67,18466
Daniel Jones,67,QB,IND,QB24,7,38,118,65.10,10.19,18232
Josh Jacobs,68,RB,GB,RB18,7,42,99,69.22,12.78,18269
Davante Adams,69,WR,LAR,WR24,7,45,90,69.89,9.07,12123
Cam Ward,70,QB,TEN,QB25,7,56,116,70.81,8.18,24755
DJ Moore,71,WR,BUF,WR25,7,43,109,70.94,12.45,17265
Tyler Warren,72,TE,IND,TE4,7,39,94,73.98,12.22,26434
Jameson Williams,73,WR,DET,WR26,7,57,114,74.43,9.80,23677
D'Andre Swift,74,RB,CHI,RB19,7,49,97,75.02,8.77,19210
Christian Watson,75,WR,GB,WR27,7,53,109,76.93,9.04,23886
Mike Evans,76,WR,SF,WR28,7,53,110,77.22,11.36,12119
Rome Odunze,77,WR,CHI,WR29,7,58,107,77.26,9.31,25411
Cam Skattebo,78,RB,NYG,RB20,7,58,97,78.14,8.44,27166
Bucky Irving,79,RB,TB,RB21,7,54,108,78.41,9.24,25981
Bryce Young,80,QB,CAR,QB26,7,64,127,77.77,9.81,22900
Quinshon Judkins,81,RB,CLE,RB22,7,58,98,81.55,8.87,25391
Parker Washington,82,WR,JAC,WR30,7,57,123,81.84,16.13,23106
David Montgomery,83,RB,HOU,RB23,7,54,98,81.94,9.16,18239
Bhayshul Tuten,84,RB,JAC,RB24,8,63,111,87.86,9.50,27297
Carnell Tate,85,WR,TEN,WR31,8,63,127,88.47,14.30,26009
Marvin Harrison Jr.,86,WR,ARI,WR32,8,57,117,88.73,11.09,23064
Jacoby Brissett,87,QB,ARI,QB27,8,56,127,84.93,14.83,15642
TreVeyon Henderson,88,RB,NE,RB25,8,71,112,91.47,9.25,23065
Jadarian Price,89,RB,SEA,RB26,8,65,137,91.53,10.99,27329
Harold Fannin Jr.,90,TE,CLE,TE5,8,77,126,93.49,11.17,27050
Chris Godwin Jr.,91,WR,TB,WR33,8,63,131,95.24,12.94,16406
Rhamondre Stevenson,92,RB,NE,RB27,8,74,130,96.40,9.40,22726
Jaylen Warren,93,RB,PIT,RB28,8,85,116,97.36,7.39,24209
Kyle Pitts Sr.,94,TE,ATL,TE6,8,83,115,97.55,9.41,20164
DK Metcalf,95,WR,PIT,WR34,8,73,125,99.19,11.34,18219
Michael Pittman Jr.,96,WR,PIT,WR35,8,63,125,99.67,12.89,19278
Brian Thomas Jr.,97,WR,JAC,WR36,8,69,129,99.93,11.52,23000
Tucker Kraft,98,TE,GB,TE7,8,47,125,101.09,12.87,25298
