name,Rank,position,team,position_rank,tier,rank_min,rank_max,rank_ave,rank_std,source_player_id
Josh Allen,1,QB,BUF,QB1,1,1,2,1.05,0.21,17298
Lamar Jackson,2,QB,BAL,QB2,1,1,7,2.62,1.22,17233
Drake Maye,3,QB,NE,QB3,1,2,50,3.94,5.22,23046
Joe Burrow,4,QB,CIN,QB4,1,2,18,5.20,2.93,19196
Ja'Marr Chase,5,WR,CIN,WR1,2,4,14,7.14,2.22,19788
Jalen Hurts,6,QB,PHI,QB5,2,3,24,7.41,3.62,19275
Jayden Daniels,7,QB,WAS,QB6,2,3,55,8.22,7.71,22902
Jahmyr Gibbs,8,RB,DET,RB1,2,2,15,10.42,2.68,22968
Caleb Williams,9,QB,CHI,QB7,2,4,62,10.75,7.37,23084
Puka Nacua,10,WR,LAR,WR2,2,6,23,11.21,3.09,23180
Bijan Robinson,11,RB,ATL,RB2,2,3,37,11.59,3.52,23133
Justin Herbert,12,QB,LAC,QB8,2,4,73,12.20,8.83,18635
Jaxon Smith-Njigba,13,WR,SEA,WR3,3,6,41,13.19,4.13,23070
Amon-Ra St. Brown,14,WR,DET,WR4,3,8,21,13.96,2.80,19799
Trevor Lawrence,15,QB,JAC,QB9,3,4,106,15.64,11.49,19780
Dak Prescott,16,QB,DAL,QB10,3,5,119,17.54,12.56,15600
CeeDee Lamb,17,WR,DAL,WR5,3,12,43,20.39,4.61,19202
Christian McCaffrey,18,RB,SF,RB3,3,13,46,20.53,8.78,16393
Justin Jefferson,19,WR,MIN,WR6,4,12,50,21.87,5.30,19236
Brock Purdy,20,QB,SF,QB11,4,8,55,23.02,7.60,19797
Jaxson Dart,21,QB,NYG,QB12,4,7,97,25.07,11.89,23160
Drake London,22,WR,ATL,WR7,4,12,46,25.29,5.77,23163
Jonathan Taylor,23,RB,IND,RB4,4,12,48,25.55,9.40,19217
Bo Nix,24,QB,DEN,QB13,4,9,55,26.09,8.88,22910
A.J. Brown,25,WR,NE,WR8,4,14,51,27.46,7.40,18218
Patrick Mahomes II,26,QB,KC,QB14,4,9,161,28.35,16.88,16413
Ashton Jeanty,27,RB,LV,RB5,4,15,58,31.41,8.58,25989
Nico Collins,28,WR,HOU,WR9,4,23,54,31.56,6.66,20130
Jared Goff,29,QB,DET,QB15,5,8,55,32.11,8.76,15501
James Cook III,30,RB,BUF,RB6,5,13,52,32.14,10.67,22958
Chase Brown,31,RB,CIN,RB7,5,15,51,32.16,7.97,25324
Matthew Stafford,32,QB,LAR,QB16,5,7,163,33.62,17.92,9451
Brock Bowers,33,TE,LV,TE1,5,20,54,34.81,5.65,22955
Chris Olave,34,WR,NO,WR10,5,23,53,35.09,8.16,20111
George Pickens,35,WR,DAL,WR11,5,23,62,35.11,8.17,22963
Trey McBride,36,TE,ARI,TE2,5,25,60,36.73,6.12,22936
De'Von Achane,37,RB,MIA,RB8,5,13,58,37.15,8.72,23136
Rashee Rice,38,WR,KC,WR12,5,14,63,37.78,10.09,23113
DeVonta Smith,39,WR,PHI,WR13,5,23,63,39.62,8.69,19222
Omarion Hampton,40,RB,LAC,RB9,5,23,61,40.96,8.61,25395
Saquon Barkley,41,RB,PHI,RB10,5,22,66,41.02,7.32,17240
Kyler Murray,42,QB,MIN,QB17,5,12,64,37.64,11.57,18600
Malik Nabers,43,WR,NYG,WR14,5,20,73,41.87,11.47,25409
Baker Mayfield,44,QB,TB,QB18,6,18,60,44.72,10.68,17237
Kenneth Walker III,45,RB,KC,RB11,6,25,77,44.89,9.28,23021
Zay Flowers,46,WR,BAL,WR15,6,24,69,46.86,9.70,22916
Garrett Wilson,47,WR,NYJ,WR16,6,27,64,47.09,8.38,23072
Jordan Love,48,QB,GB,QB19,6,19,167,47.48,16.64,19246
Tyler Shough,49,QB,NO,QB20,6,17,175,49.00,17.81,23096
Tetairoa McMillan,50,WR,CAR,WR17,6,28,74,49.95,9.41,25417
Ladd McConkey,51,WR,LAC,WR18,6,28,73,51.99,8.78,26122
Jaylen Waddle,52,WR,DEN,WR19,6,34,70,52.74,8.20,19790
Tee Higgins,53,WR,CIN,WR20,6,30,74,52.92,9.15,19211
Derrick Henry,54,RB,BAL,RB12,6,28,74,55.39,10.60,15514
Colston Loveland,55,TE,CHI,TE3,6,35,104,55.81,16.43,26006
Jeremiyah Love,56,RB,ARI,RB13,6,38,88,56.33,10.37,25403
Emeka Egbuka,57,WR,TB,WR21,6,27,82,56.58,9.71,23062
Malik Willis,58,QB,MIA,QB21,6,19,94,53.71,13.47,23499
Breece Hall,59,RB,NYJ,RB14,6,48,77,57.47,7.56,22982
Kyren Williams,60,RB,LAR,RB15,6,40,77,60.94,8.50,23059
Josh Jacobs,61,RB,GB,RB16,7,45,81,64.00,9.16,18269
Terry McLaurin,62,WR,WAS,WR22,7,44,85,64.76,8.51,18466
Javonte Williams,63,RB,DAL,RB17,7,46,81,64.93,7.96,22739
Luther Burden III,64,WR,CHI,WR23,7,43,92,66.15,10.34,27016
C.J. Stroud,65,QB,HOU,QB22,7,24,87,62.87,9.66,23071
Sam Darnold,66,QB,SEA,QB23,7,26,179,64.12,14.64,17236
