name,Rank,source_rank,position,team,source_player_id,adp,adp_formatted,times_drafted,high,low,stdev,bye,source_format,source_team_count,actual_league_team_count,sample_total_drafts,sample_start_date,sample_end_date
Josh Allen,1,2,QB,BUF,2885,1.8,1.02,1176,1,4,0.9,7,2qb,10,6,6910,2026-08-03,2026-09-02
Jahmyr Gibbs,2,1,RB,DET,5672,1.8,1.02,1092,1,4,0.8,6,2qb,10,6,6910,2026-08-03,2026-09-02
Bijan Robinson,3,3,RB,ATL,5670,2.6,1.03,605,1,6,0.6,11,2qb,10,6,6910,2026-08-03,2026-09-02
Puka Nacua,4,4,WR,LAR,5714,4.8,1.05,529,1,9,1.3,11,2qb,10,6,6910,2026-08-03,2026-09-02
Jonathan Taylor,5,5,RB,IND,4864,5.3,1.05,606,3,10,1.3,13,2qb,10,6,6910,2026-08-03,2026-09-02
Ja'Marr Chase,6,6,WR,CIN,5177,6.2,1.06,1612,1,14,2.2,6,2qb,10,6,6910,2026-08-03,2026-09-02
Drake Maye,7,7,QB,NE,6187,7.6,1.08,891,1,17,2.9,11,2qb,10,6,6910,2026-08-03,2026-09-02
Jaxon Smith-Njigba,8,8,WR,SEA,5671,8.2,1.08,812,3,15,1.9,11,2qb,10,6,6910,2026-08-03,2026-09-02
Lamar Jackson,9,9,QB,BAL,2888,8.6,1.09,1472,1,17,3.1,13,2qb,10,6,6910,2026-08-03,2026-09-02
Joe Burrow,10,10,QB,CIN,4882,9.7,1.10,1151,2,20,2.9,6,2qb,10,6,6910,2026-08-03,2026-09-02
Christian McCaffrey,11,11,RB,SF,2434,9.8,1.10,1235,3,20,2.8,8,2qb,10,6,6910,2026-08-03,2026-09-02
Derrick Henry,12,12,RB,BAL,2350,10.2,1.10,453,3,18,2.5,13,2qb,10,6,6910,2026-08-03,2026-09-02
Amon-Ra St. Brown,13,13,WR,DET,5182,12.9,2.03,1410,4,23,3.2,6,2qb,10,6,6910,2026-08-03,2026-09-02
Dak Prescott,14,14,QB,DAL,2377,13.9,2.04,765,6,27,3,14,2qb,10,6,6910,2026-08-03,2026-09-02
