name,Rank,position,team,position_rank,tier,rank_min,rank_max,rank_ave,rank_std,source_player_id
Josh Allen,1,QB,BUF,QB1,1,1,2,1.04,0.18,17298
Lamar Jackson,2,QB,BAL,QB2,1,1,8,2.75,1.17,17233
Drake Maye,3,QB,NE,QB3,1,2,7,3.18,1.09,23046
Joe Burrow,4,QB,CIN,QB4,1,2,19,4.62,2.53,19196
Jayden Daniels,5,QB,WAS,QB5,2,3,18,6.53,3.51,22902
Jalen Hurts,6,QB,PHI,QB6,2,2,18,7.16,3.42,19275
Ja'Marr Chase,7,WR,CIN,WR1,2,6,12,7.66,2.42,19788
Puka Nacua,8,WR,LAR,WR2,2,6,21,10.92,2.77,23180
Justin Herbert,9,QB,LAC,QB7,2,4,32,11.07,5.45,18635
Caleb Williams,10,QB,CHI,QB8,2,3,26,11.34,5.16,23084
Bijan Robinson,11,RB,ATL,RB1,2,4,37,11.44,3.45,23133
Jahmyr Gibbs,12,RB,DET,RB2,2,5,22,11.64,2.51,22968
Jaxon Smith-Njigba,13,WR,SEA,WR3,2,6,20,12.16,2.10,23070
Trevor Lawrence,14,QB,JAC,QB9,3,7,31,14.74,5.45,19780
Dak Prescott,15,QB,DAL,QB10,3,7,30,14.84,5.32,15600
Amon-Ra St. Brown,16,WR,DET,WR4,3,11,41,15.19,4.07,19799
Christian McCaffrey,17,RB,SF,RB3,3,10,45,19.35,7.75,16393
CeeDee Lamb,18,WR,DAL,WR5,3,14,44,20.86,4.51,19202
Jaxson Dart,19,QB,NYG,QB11,3,8,39,20.89,7.38,23160
Justin Jefferson,20,WR,MIN,WR6,3,12,46,21.08,4.63,19236
Brock Purdy,21,QB,SF,QB12,3,9,38,21.09,5.19,19797
Drake London,22,WR,ATL,WR7,4,20,49,25.27,5.15,23163
Jonathan Taylor,23,RB,IND,RB4,4,14,48,25.52,8.52,19217
Bo Nix,24,QB,DEN,QB13,4,13,41,25.54,5.95,22910
Patrick Mahomes II,25,QB,KC,QB14,4,8,55,26.81,7.25,16413
A.J. Brown,26,WR,NE,WR8,4,20,61,28.49,7.67,18218
Nico Collins,27,WR,HOU,WR9,4,23,50,29.59,5.55,20130
Matthew Stafford,28,QB,LAR,QB15,4,8,55,29.87,8.99,9451
Ashton Jeanty,29,RB,LV,RB5,4,15,61,30.91,9.39,25989
Trey McBride,30,TE,ARI,TE1,5,30,64,33.81,6.27,22936
George Pickens,31,WR,DAL,WR10,5,21,57,33.96,6.19,22963
James Cook III,32,RB,BUF,RB6,5,15,59,34.35,10.16,22958
Jared Goff,33,QB,DET,QB16,5,8,55,34.67,9.66,15501
De'Von Achane,34,RB,MIA,RB7,5,13,68,35.24,9.68,23136
Chase Brown,35,RB,CIN,RB8,5,15,54,35.64,7.77,25324
Chris Olave,36,WR,NO,WR11,5,23,69,36.60,9.22,20111
Rashee Rice,37,WR,KC,WR12,5,23,63,36.85,9.78,23113
Brock Bowers,38,TE,LV,TE2,5,25,60,38.06,4.36,22955
Kyler Murray,39,QB,MIN,QB17,5,14,66,38.61,12.16,18600
Omarion Hampton,40,RB,LAC,RB9,5,23,67,40.80,8.68,25395
DeVonta Smith,41,WR,PHI,WR13,5,23,63,40.89,8.72,19222
Saquon Barkley,42,RB,PHI,RB10,5,22,67,42.46,8.76,17240
Jordan Love,43,QB,GB,QB18,5,20,60,44.89,9.16,19246
Baker Mayfield,44,QB,TB,QB19,5,18,60,46.00,10.60,17237
Garrett Wilson,45,WR,NYJ,WR14,5,28,68,46.25,6.99,23072
Tetairoa McMillan,46,WR,CAR,WR15,6,28,72,47.41,9.38,25417
