name,Rank,position,team,position_rank,tier,rank_min,rank_max,rank_ave,rank_std,source_player_id
Josh Allen,1,QB,BUF,QB1,1,1,2,1.02,0.16,17298
Lamar Jackson,2,QB,BAL,QB2,1,1,8,2.58,1.10,17233
Drake Maye,3,QB,NE,QB3,1,2,7,3.54,1.10,23046
Joe Burrow,4,QB,CIN,QB4,1,2,19,5.12,2.79,19196
Jayden Daniels,5,QB,WAS,QB5,2,3,18,6.10,3.41,22902
Jalen Hurts,6,QB,PHI,QB6,2,2,17,7.02,3.00,19275
Ja'Marr Chase,7,WR,CIN,WR1,2,6,12,7.83,2.48,19788
Puka Nacua,8,WR,LAR,WR2,2,6,20,10.68,2.47,23180
Justin Herbert,9,QB,LAC,QB7,2,3,32,10.70,5.10,18635
Caleb Williams,10,QB,CHI,QB8,2,2,26,11.17,5.39,23084
Jahmyr Gibbs,11,RB,DET,RB1,2,2,37,11.27,3.99,22968
Bijan Robinson,12,RB,ATL,RB2,2,3,25,11.31,2.59,23133
Jaxon Smith-Njigba,13,WR,SEA,WR3,3,6,23,12.78,2.62,23070
Trevor Lawrence,14,QB,JAC,QB9,3,6,30,14.73,5.28,19780
Amon-Ra St. Brown,15,WR,DET,WR4,3,11,41,14.85,4.02,19799
Dak Prescott,16,QB,DAL,QB10,3,7,32,15.48,5.43,15600
Christian McCaffrey,17,RB,SF,RB3,3,10,46,18.77,8.22,16393
CeeDee Lamb,18,WR,DAL,WR5,3,14,46,20.68,4.35,19202
Justin Jefferson,19,WR,MIN,WR6,3,12,47,21.31,5.13,19236
Brock Purdy,20,QB,SF,QB11,3,8,50,21.41,6.54,19797
Jaxson Dart,21,QB,NYG,QB12,3,5,39,21.42,7.28,23160
Jonathan Taylor,22,RB,IND,RB4,4,15,48,24.72,7.69,19217
Drake London,23,WR,ATL,WR7,4,20,49,26.37,6.87,23163
Bo Nix,24,QB,DEN,QB13,4,14,50,26.65,7.24,22910
Patrick Mahomes II,25,QB,KC,QB14,4,15,41,26.68,6.08,16413
A.J. Brown,26,WR,NE,WR8,4,20,52,28.91,7.70,18218
Matthew Stafford,27,QB,LAR,QB15,4,8,55,30.81,9.66,9451
Nico Collins,28,WR,HOU,WR9,4,24,56,31.17,7.02,20130
Ashton Jeanty,29,RB,LV,RB5,4,15,58,31.33,8.61,25989
Chase Brown,30,RB,CIN,RB6,4,21,54,33.77,7.98,25324
James Cook III,31,RB,BUF,RB7,5,15,61,34.27,9.82,22958
Jared Goff,32,QB,DET,QB16,5,8,55,34.31,9.61,15501
George Pickens,33,WR,DAL,WR10,5,21,57,34.81,7.00,22963
Trey McBride,34,TE,ARI,TE1,5,25,54,35.05,6.08,22936
Rashee Rice,35,WR,KC,WR11,5,21,63,35.73,9.84,23113
De'Von Achane,36,RB,MIA,RB8,5,22,66,36.91,8.51,23136
Brock Bowers,37,TE,LV,TE2,5,23,51,36.96,4.47,22955
Chris Olave,38,WR,NO,WR12,5,23,68,37.69,9.53,20111
Kyler Murray,39,QB,MIN,QB17,5,13,64,37.99,11.03,18600
DeVonta Smith,40,WR,PHI,WR13,5,27,62,40.88,7.88,19222
Saquon Barkley,41,RB,PHI,RB9,5,22,65,41.30,8.43,17240
Omarion Hampton,42,RB,LAC,RB10,5,23,67,41.43,8.59,25395
Baker Mayfield,43,QB,TB,QB18,5,18,60,43.91,10.62,17237
Kenneth Walker III,44,RB,KC,RB11,5,27,74,45.74,9.25,23021
Jordan Love,45,QB,GB,QB19,5,19,64,45.77,10.29,19246
Zay Flowers,46,WR,BAL,WR14,5,24,69,46.94,11.18,22916
Tyler Shough,47,QB,NO,QB20,5,18,66,47.43,10.66,23096
Garrett Wilson,48,WR,NYJ,WR15,6,28,75,47.85,8.66,23072
Tetairoa McMillan,49,WR,CAR,WR16,6,28,72,50.52,9.82,25417
Malik Nabers,50,WR,NYG,WR17,6,21,84,50.58,14.82,25409
Tee Higgins,51,WR,CIN,WR18,6,35,73,51.95,8.96,19211
Ladd McConkey,52,WR,LAC,WR19,6,28,73,53.31,9.53,26122
Malik Willis,53,QB,MIA,QB21,6,21,94,54.54,12.48,23499
Colston Loveland,54,TE,CHI,TE3,6,39,104,54.67,14.91,26006
Derrick Henry,55,RB,BAL,RB12,6,22,72,54.85,10.55,15514
Jeremiyah Love,56,RB,ARI,RB13,6,44,79,55.00,8.84,25403
Jaylen Waddle,57,WR,DEN,WR20,6,34,82,55.01,9.96,19790
Emeka Egbuka,58,WR,TB,WR21,6,27,80,55.37,9.48,23062
Breece Hall,59,RB,NYJ,RB14,6,42,80,57.65,7.39,22982
Kyren Williams,60,RB,LAR,RB15,6,42,77,61.16,8.03,23059
Terry McLaurin,61,WR,WAS,WR22,6,44,82,61.81,7.95,18466
