name,Rank,position,team,position_rank,tier,rank_min,rank_max,rank_ave,rank_std,source_player_id
Josh Allen,1,QB,BUF,QB1,1,1,2,1.15,0.36,17298
Drake Maye,2,QB,NE,QB2,1,1,6,2.27,1.02,23046
Lamar Jackson,3,QB,BAL,QB3,1,2,11,4.81,2.30,17233
Jayden Daniels,4,QB,WAS,QB4,1,3,11,5.08,2.51,22902
Ja'Marr Chase,5,WR,CIN,WR1,2,3,8,6.46,1.89,19788
Joe Burrow,6,QB,CIN,QB5,2,3,21,7.65,4.92,19196
Caleb Williams,7,QB,CHI,QB6,2,4,19,8.46,3.91,23084
Jaxon Smith-Njigba,8,WR,SEA,WR2,2,2,14,8.85,2.55,23070
Puka Nacua,9,WR,LAR,WR3,2,6,18,10.31,3.11,23180
Bijan Robinson,10,RB,ATL,RB1,2,3,18,11.92,5.07,23133
Justin Herbert,11,QB,LAC,QB7,2,5,28,12.35,6.28,18635
Jahmyr Gibbs,12,RB,DET,RB2,3,4,19,12.92,5.46,22968
Patrick Mahomes II,13,QB,KC,QB8,3,7,26,14.00,5.66,16413
Jalen Hurts,14,QB,PHI,QB9,3,6,29,15.62,5.55,19275
Trevor Lawrence,15,QB,JAC,QB10,3,11,32,16.96,5.80,19780
Amon-Ra St. Brown,16,WR,DET,WR4,3,9,26,17.27,4.58,19799
Justin Jefferson,17,WR,MIN,WR5,3,10,24,17.81,3.88,19236
CeeDee Lamb,18,WR,DAL,WR6,3,14,28,20.08,3.52,19202
Ashton Jeanty,19,RB,LV,RB3,3,11,27,20.81,4.59,25989
Malik Nabers,20,WR,NYG,WR7,3,10,34,20.96,6.29,25409
Jaxson Dart,21,QB,NYG,QB11,4,12,37,21.85,7.75,23160
Bo Nix,22,QB,DEN,QB12,4,13,41,22.46,8.62,22910
Brock Purdy,23,QB,SF,QB13,4,14,44,22.54,9.01,19797
Jeremiyah Love,24,RB,ARI,RB4,4,13,32,24.12,4.99,25403
Drake London,25,WR,ATL,WR8,4,15,30,25.27,4.13,23163
De'Von Achane,26,RB,MIA,RB5,4,17,36,27.62,4.18,23136
Brock Bowers,27,TE,LV,TE1,4,11,44,28.92,9.86,22955
Dak Prescott,28,QB,DAL,QB14,4,15,61,29.73,13.78,15600
Omarion Hampton,29,RB,LAC,RB6,4,19,38,30.31,4.83,25395
Tetairoa McMillan,30,WR,CAR,WR9,4,23,39,30.77,4.04,25417
James Cook III,31,RB,BUF,RB7,4,19,38,31.46,4.54,22958
Nico Collins,32,WR,HOU,WR10,4,27,41,33.00,3.14,20130
Jonathan Taylor,33,RB,IND,RB8,4,22,47,33.19,5.12,19217
Jordan Love,34,QB,GB,QB15,5,17,68,34.35,14.05,19246
George Pickens,35,WR,DAL,WR11,5,20,42,34.42,4.88,22963
Emeka Egbuka,36,WR,TB,WR12,5,27,50,34.81,5.06,23062
Trey McBride,37,TE,ARI,TE2,5,16,58,37.77,9.62,22936
Chris Olave,38,WR,NO,WR13,5,30,47,38.62,4.24,20111
Garrett Wilson,39,WR,NYJ,WR14,5,33,55,41.15,5.15,23072
Kenneth Walker III,40,RB,KC,RB9,5,31,63,41.19,8.04,23021
Carnell Tate,41,WR,TEN,WR15,5,29,58,42.77,7.34,26009
Zay Flowers,42,WR,BAL,WR16,5,34,60,45.38,5.92,22916
Ladd McConkey,43,WR,LAC,WR17,5,38,58,45.42,4.75,26122
Jared Goff,44,QB,DET,QB16,5,24,85,45.46,18.29,15501
Breece Hall,45,RB,NYJ,RB10,5,36,65,46.69,7.12,22982
DeVonta Smith,46,WR,PHI,WR18,5,35,57,46.88,6.58,19222
A.J. Brown,47,WR,NE,WR19,5,35,65,47.35,7.00,18218
Luther Burden III,48,WR,CHI,WR20,5,34,68,47.58,7.30,27016
Colston Loveland,49,TE,CHI,TE3,6,22,63,50.31,11.33,26006
Jordyn Tyson,50,WR,NO,WR21,6,39,84,52.77,11.12,26035
Chase Brown,51,RB,CIN,RB11,6,36,63,52.92,6.02,25324
Tee Higgins,52,WR,CIN,WR22,6,42,78,52.92,8.51,19211
Fernando Mendoza,53,QB,LV,QB17,6,24,90,53.92,14.40,28013
Rashee Rice,54,WR,KC,WR23,6,37,91,54.42,12.29,23113
Jaylen Waddle,55,WR,DEN,WR24,6,41,71,56.00,8.58,19790
Makai Lemon,56,WR,PHI,WR25,6,44,74,56.58,7.89,25420
Tyler Warren,57,TE,IND,TE4,6,39,70,57.00,6.42,26434
Baker Mayfield,58,QB,TB,QB18,6,25,84,59.62,12.20,17237
Rome Odunze,59,WR,CHI,WR26,6,46,82,59.69,9.25,25411
Cam Ward,60,QB,TEN,QB19,6,34,81,60.85,10.17,24755
TreVeyon Henderson,61,RB,NE,RB12,6,48,85,63.27,9.58,23065
Tucker Kraft,62,TE,GB,TE5,6,52,79,64.00,5.03,25298
Christian McCaffrey,63,RB,SF,RB13,6,41,77,64.19,9.50,16393
C.J. Stroud,64,QB,HOU,QB20,6,38,95,64.92,15.85,23071
Saquon Barkley,65,RB,PHI,RB14,6,51,77,65.31,7.22,17240
Quinshon Judkins,66,RB,CLE,RB15,6,49,88,65.58,8.74,25391
Jameson Williams,67,WR,DET,WR27,6,51,78,65.62,6.27,23677
Tyler Shough,68,QB,NO,QB21,7,36,86,66.19,11.79,23096
Harold Fannin Jr.,69,TE,CLE,TE6,7,55,84,66.69,6.02,27050
Marvin Harrison Jr.,70,WR,ARI,WR28,7,51,83,66.77,8.68,23064
Brian Thomas Jr.,71,WR,JAC,WR29,7,57,85,70.92,9.73,23000
Kyren Williams,72,RB,LAR,RB16,7,61,92,72.19,7.45,23059
Kyler Murray,73,QB,MIN,QB22,7,49,101,72.31,14.38,18600
Sam LaPorta,74,TE,DET,TE7,7,65,91,72.88,5.51,22978
Kyle Pitts Sr.,75,TE,ATL,TE8,7,61,97,74.31,7.76,20164
Travis Etienne Jr.,76,RB,NO,RB17,7,66,91,77.42,5.86,19231
Bucky Irving,77,RB,TB,RB18,7,63,101,77.54,9.48,25981
Christian Watson,78,WR,GB,WR30,7,58,108,78.27,11.17,23886
Javonte Williams,79,RB,DAL,RB19,7,67,100,81.92,9.24,22739
Malik Willis,80,QB,MIA,QB23,7,48,111,82.23,15.37,23499
Sam Darnold,81,QB,SEA,QB24,7,60,94,82.23,9.98,17236
