name,Rank,source_rank,position,team,source_player_id,adp,adp_formatted,times_drafted,high,low,stdev,bye,source_format,source_team_count,actual_league_team_count,sample_total_drafts,sample_start_date,sample_end_date
Bijan Robinson,1,1,RB,ATL,5670,1.7,1.02,1134,1,4,0.7,11,ppr,8,6,6665,2026-08-10,2026-08-17
Jahmyr Gibbs,2,2,RB,DET,5672,1.8,1.02,1329,1,4,0.8,6,ppr,8,6,6665,2026-08-10,2026-08-17
Puka Nacua,3,3,WR,LAR,5714,3.1,1.03,238,1,5,0.7,11,ppr,8,6,6665,2026-08-10,2026-08-17
Ja'Marr Chase,4,4,WR,CIN,5177,3.9,1.04,1517,1,8,1,6,ppr,8,6,6665,2026-08-10,2026-08-17
Jaxon Smith-Njigba,5,5,WR,SEA,5671,5.4,1.05,778,2,9,1.1,11,ppr,8,6,6665,2026-08-10,2026-08-17
Christian McCaffrey,6,6,RB,SF,2434,6.4,1.06,1222,2,13,1.6,8,ppr,8,6,6665,2026-08-10,2026-08-17
Amon-Ra St. Brown,7,7,WR,DET,5182,6.6,1.07,908,3,11,1.3,6,ppr,8,6,6665,2026-08-10,2026-08-17
Jonathan Taylor,8,8,RB,IND,4864,7.5,1.07,1354,2,12,1.7,13,ppr,8,6,6665,2026-08-10,2026-08-17
De'Von Achane,9,9,RB,MIA,5683,10.1,2.02,631,5,18,1.9,6,ppr,8,6,6665,2026-08-10,2026-08-17
Drake London,10,10,WR,ATL,5574,10.3,2.02,237,6,16,1.6,11,ppr,8,6,6665,2026-08-10,2026-08-17
CeeDee Lamb,11,11,WR,DAL,4869,10.8,2.03,967,5,21,2,14,ppr,8,6,6665,2026-08-10,2026-08-17
Justin Jefferson,12,12,WR,MIN,4876,13,2.05,1097,5,22,2.9,6,ppr,8,6,6665,2026-08-10,2026-08-17
James Cook III,13,13,RB,BUF,5652,13.1,2.05,1896,4,22,3.2,7,ppr,8,6,6665,2026-08-10,2026-08-17
Chase Brown,14,14,RB,CIN,5706,13.3,2.05,1406,5,22,2.8,6,ppr,8,6,6665,2026-08-10,2026-08-17
Rashee Rice,15,15,WR,KC,5696,14.2,2.06,221,7,22,2.5,5,ppr,8,6,6665,2026-08-10,2026-08-17
Ashton Jeanty,16,16,RB,LV,6500,14.9,2.07,1063,6,23,3.1,13,ppr,8,6,6665,2026-08-10,2026-08-17
Derrick Henry,17,17,RB,BAL,2350,17.1,3.01,735,10,27,2.7,13,ppr,8,6,6665,2026-08-10,2026-08-17
A.J. Brown,18,18,WR,NE,3247,17.5,3.01,871,9,25,2.9,11,ppr,8,6,6665,2026-08-10,2026-08-17
George Pickens,19,19,WR,DAL,5576,19.9,3.04,488,13,27,2.7,14,ppr,8,6,6665,2026-08-10,2026-08-17
Saquon Barkley,20,20,RB,PHI,2860,20.1,3.04,2018,10,33,3.6,10,ppr,8,6,6665,2026-08-10,2026-08-17
Omarion Hampton,21,21,RB,LAC,6538,20.7,3.05,1764,10,33,3.9,7,ppr,8,6,6665,2026-08-10,2026-08-17
Chris Olave,22,22,WR,NO,5544,21.5,3.06,332,13,30,3,8,ppr,8,6,6665,2026-08-10,2026-08-17
Nico Collins,23,23,WR,HOU,5207,22.2,3.06,635,14,32,3.1,8,ppr,8,6,6665,2026-08-10,2026-08-17
Kenneth Walker,24,24,RB,KC,5625,24,3.08,1908,13,37,4,5,ppr,8,6,6665,2026-08-10,2026-08-17
Zay Flowers,25,25,WR,BAL,5675,24.9,4.01,285,16,38,3.2,13,ppr,8,6,6665,2026-08-10,2026-08-17
Garrett Wilson,26,26,WR,NYJ,5548,27.8,4.04,272,19,37,3.2,13,ppr,8,6,6665,2026-08-10,2026-08-17
Malik Nabers,27,27,WR,NYG,6183,28.4,4.04,1429,17,43,4.1,8,ppr,8,6,6665,2026-08-10,2026-08-17
DeVonta Smith,28,28,WR,PHI,4883,28.7,4.05,958,19,42,3.4,10,ppr,8,6,6665,2026-08-10,2026-08-17
Jeremiyah Love,29,29,RB,ARI,6769,28.8,4.05,623,17,44,4.5,14,ppr,8,6,6665,2026-08-10,2026-08-17
Breece Hall,30,30,RB,NYJ,5503,28.9,4.05,363,20,37,3.3,13,ppr,8,6,6665,2026-08-10,2026-08-17
Josh Jacobs,31,31,RB,GB,3255,30,4.06,492,17,47,4.7,11,ppr,8,6,6665,2026-08-10,2026-08-17
Josh Allen,32,32,QB,BUF,2885,30.6,4.07,1245,9,48,8,7,ppr,8,6,6665,2026-08-10,2026-08-17
Trey McBride,33,33,TE,ARI,5656,31.7,4.08,884,15,50,6.2,14,ppr,8,6,6665,2026-08-10,2026-08-17
Kyren Williams,34,34,RB,LAR,5623,32.4,4.08,974,21,42,4.3,11,ppr,8,6,6665,2026-08-10,2026-08-17
Tetairoa McMillan,35,35,WR,CAR,6561,33.6,5.02,577,23,47,3.9,5,ppr,8,6,6665,2026-08-10,2026-08-17
Cam Skattebo,36,36,RB,NYG,6509,34.1,5.02,462,23,44,4.3,8,ppr,8,6,6665,2026-08-10,2026-08-17
Tee Higgins,37,37,WR,CIN,4870,36.6,5.05,732,25,49,4.3,6,ppr,8,6,6665,2026-08-10,2026-08-17
Emeka Egbuka,38,38,WR,TB,6576,37,5.05,1854,23,53,5.1,10,ppr,8,6,6665,2026-08-10,2026-08-17
Javonte Williams,39,39,RB,DAL,5185,37.4,5.05,1061,24,52,4.8,14,ppr,8,6,6665,2026-08-10,2026-08-17
Brock Bowers,40,40,TE,LV,6178,38,5.06,1986,17,57,7.7,13,ppr,8,6,6665,2026-08-10,2026-08-17
Ladd McConkey,41,41,WR,LAC,6281,40.2,5.08,1587,25,59,5.6,7,ppr,8,6,6665,2026-08-10,2026-08-17
Davante Adams,42,42,WR,LAR,2125,41.2,6.01,553,29,55,4.3,11,ppr,8,6,6665,2026-08-10,2026-08-17
Travis Etienne Jr.,43,43,RB,NO,4863,41.5,6.01,457,27,54,5.2,8,ppr,8,6,6665,2026-08-10,2026-08-17
