name,Rank,position,team,position_rank,tier,rank_min,rank_max,rank_ave,rank_std,source_player_id
Josh Allen,1,QB,BUF,QB1,1,1,2,1.02,0.13,17298
Lamar Jackson,2,QB,BAL,QB2,1,1,15,2.59,1.47,17233
Drake Maye,3,QB,NE,QB3,1,2,7,3.28,1.13,23046
Joe Burrow,4,QB,CIN,QB4,1,2,26,4.89,2.61,19196
Jalen Hurts,5,QB,PHI,QB5,2,3,19,6.89,3.50,19275
Ja'Marr Chase,6,WR,CIN,WR1,2,6,14,7.13,2.11,19788
Jayden Daniels,7,QB,WAS,QB6,2,2,70,8.37,7.57,22902
Caleb Williams,8,QB,CHI,QB7,2,3,26,9.67,4.32,23084
Jahmyr Gibbs,9,RB,DET,RB1,2,2,15,10.08,2.09,22968
Puka Nacua,10,WR,LAR,WR2,2,6,23,11.23,2.60,23180
Bijan Robinson,11,RB,ATL,RB2,2,3,15,11.95,2.01,23133
Justin Herbert,12,QB,LAC,QB8,2,4,32,12.21,5.90,18635
Jaxon Smith-Njigba,13,WR,SEA,WR3,3,6,23,13.20,2.36,23070
Amon-Ra St. Brown,14,WR,DET,WR4,3,11,21,13.31,2.22,19799
Trevor Lawrence,15,QB,JAC,QB9,3,4,30,14.21,6.10,19780
Dak Prescott,16,QB,DAL,QB10,3,5,37,15.00,5.96,15600
Christian McCaffrey,17,RB,SF,RB3,3,13,42,18.85,6.95,16393
Justin Jefferson,18,WR,MIN,WR5,3,12,45,21.22,4.07,19236
CeeDee Lamb,19,WR,DAL,WR6,3,14,51,21.49,3.69,19202
Brock Purdy,20,QB,SF,QB11,4,9,55,23.20,7.86,19797
Bo Nix,21,QB,DEN,QB12,4,9,55,23.70,6.60,22910
Jonathan Taylor,22,RB,IND,RB4,4,12,48,24.78,7.58,19217
Jaxson Dart,23,QB,NYG,QB13,4,7,55,25.54,8.84,23160
A.J. Brown,24,WR,NE,WR7,4,14,68,26.25,6.79,18218
Drake London,25,WR,ATL,WR8,4,20,45,26.40,5.19,23163
Nico Collins,26,WR,HOU,WR9,4,21,45,29.60,5.49,20130
James Cook III,27,RB,BUF,RB5,4,15,58,29.90,9.51,22958
Chris Olave,28,WR,NO,WR10,4,20,52,30.88,7.38,20111
Chase Brown,29,RB,CIN,RB6,4,15,53,30.93,8.20,25324
Patrick Mahomes II,30,QB,KC,QB14,4,9,60,28.53,8.45,16413
Jared Goff,31,QB,DET,QB15,4,8,56,30.57,9.24,15501
Matthew Stafford,32,QB,LAR,QB16,5,16,56,31.77,9.42,9451
Trey McBride,33,TE,ARI,TE1,5,28,78,35.17,6.76,22936
George Pickens,34,WR,DAL,WR11,5,21,59,35.80,7.10,22963
De'Von Achane,35,RB,MIA,RB7,5,15,54,36.15,8.67,23136
Brock Bowers,36,TE,LV,TE2,5,21,78,36.32,5.74,22955
DeVonta Smith,37,WR,PHI,WR12,5,25,63,38.62,7.65,19222
Saquon Barkley,38,RB,PHI,RB8,5,22,58,39.01,6.99,17240
Malik Nabers,39,WR,NYG,WR13,5,23,69,39.95,10.07,25409
Kenneth Walker III,40,RB,KC,RB9,5,15,71,40.49,9.04,23021
Omarion Hampton,41,RB,LAC,RB10,5,22,77,41.26,8.71,25395
Kyler Murray,42,QB,MIN,QB17,5,19,87,39.40,10.98,18600
Rashee Rice,43,WR,KC,WR14,5,23,110,43.97,12.52,23113
Ashton Jeanty,44,RB,LV,RB11,5,15,61,44.76,8.78,25989
Zay Flowers,45,WR,BAL,WR15,5,27,73,45.76,8.11,22916
Jordan Love,46,QB,GB,QB18,5,19,60,43.60,10.20,19246
Garrett Wilson,47,WR,NYJ,WR16,5,28,80,47.31,8.27,23072
Baker Mayfield,48,QB,TB,QB19,6,18,64,46.45,9.68,17237
Jaylen Waddle,49,WR,DEN,WR17,6,27,82,51.00,9.94,19790
Ladd McConkey,50,WR,LAC,WR18,6,28,80,52.00,9.54,26122
Derrick Henry,51,RB,BAL,RB12,6,23,74,52.22,9.21,15514
Colston Loveland,52,TE,CHI,TE3,6,39,104,53.00,13.95,26006
Tyler Shough,53,QB,NO,QB20,6,19,76,50.93,9.38,23096
Tee Higgins,54,WR,CIN,WR19,6,35,81,53.59,7.83,19211
Tetairoa McMillan,55,WR,CAR,WR20,6,28,80,53.60,8.58,25417
Malik Willis,56,QB,MIA,QB21,6,29,124,53.68,13.73,23499
Breece Hall,57,RB,NYJ,RB13,6,42,76,57.12,6.51,22982
Jeremiyah Love,58,RB,ARI,RB14,6,33,99,57.67,10.66,25403
Emeka Egbuka,59,WR,TB,WR21,6,34,83,58.46,8.81,23062
Kyren Williams,60,RB,LAR,RB15,6,37,79,59.88,8.44,23059
Javonte Williams,61,RB,DAL,RB16,6,38,85,60.27,8.67,22739
Luther Burden III,62,WR,CHI,WR22,6,43,109,65.41,10.41,27016
Travis Etienne Jr.,63,RB,NO,RB17,6,42,95,65.95,8.74,19231
C.J. Stroud,64,QB,HOU,QB22,6,38,86,64.43,6.29,23071
Sam Darnold,65,QB,SEA,QB23,6,41,92,62.48,6.82,17236
Terry McLaurin,66,WR,WAS,WR23,7,45,89,68.31,7.96,18466
Daniel Jones,67,QB,IND,QB24,7,30,87,64.83,7.47,18232
Davante Adams,68,WR,LAR,WR24,7,44,112,70.59,10.12,12123
DJ Moore,69,WR,BUF,WR25,7,36,122,70.69,13.10,17265
D'Andre Swift,70,RB,CHI,RB18,7,52,96,72.14,8.04,19210
Jameson Williams,71,WR,DET,WR26,7,52,139,74.90,13.01,23677
Bucky Irving,72,RB,TB,RB19,7,33,97,74.91,9.10,25981
Tyler Warren,73,TE,IND,TE4,7,39,104,75.02,11.61,26434
Christian Watson,74,WR,GB,WR27,7,45,123,77.14,12.09,23886
Cam Skattebo,75,RB,NYG,RB20,7,49,113,77.57,9.42,27166
Parker Washington,76,WR,JAC,WR28,7,51,157,77.73,14.83,23106
Cam Ward,77,QB,TEN,QB25,7,56,126,73.13,10.57,24755
David Montgomery,78,RB,HOU,RB21,7,49,97,79.39,8.68,18239
Quinshon Judkins,79,RB,CLE,RB22,7,58,102,80.71,8.72,25391
Rome Odunze,80,WR,CHI,WR29,7,57,118,80.83,10.38,25411
Mike Evans,81,WR,SF,WR30,7,52,139,80.97,14.02,12119
Jadarian Price,82,RB,SEA,RB23,7,58,111,86.46,9.14,27329
Bhayshul Tuten,83,RB,JAC,RB24,7,58,116,86.84,10.33,27297
Bryce Young,84,QB,CAR,QB26,7,59,132,76.74,9.86,22900
Carnell Tate,85,WR,TEN,WR31,7,63,146,88.46,17.04,26009
Marvin Harrison Jr.,86,WR,ARI,WR32,7,57,139,88.71,13.33,23064
TreVeyon Henderson,87,RB,NE,RB25,7,40,119,91.51,10.59,23065
Rhamondre Stevenson,88,RB,NE,RB26,8,67,130,92.97,8.51,22726
Jaylen Warren,89,RB,PIT,RB27,8,49,119,94.02,10.11,24209
Chris Godwin Jr.,90,WR,TB,WR33,8,63,140,94.14,15.00,16406
Harold Fannin Jr.,91,TE,CLE,TE5,8,47,135,95.65,12.24,27050
Kyle Pitts Sr.,92,TE,ATL,TE6,8,78,127,96.90,10.69,20164
DK Metcalf,93,WR,PIT,WR34,8,69,144,97.77,11.86,18219
Jacoby Brissett,94,QB,ARI,QB27,8,59,127,85.16,13.30,15642
Michael Pittman Jr.,95,WR,PIT,WR35,8,63,174,100.23,15.32,19278
Tucker Kraft,96,TE,GB,TE7,8,47,148,101.38,12.65,25298
Tony Pollard,97,RB,TEN,RB28,8,68,131,101.57,10.09,18705
Brian Thomas Jr.,98,WR,JAC,WR36,8,70,170,101.61,13.08,23000
Rico Dowdle,99,RB,PIT,RB29,8,80,132,103.52,10.74,19647
Sam LaPorta,100,TE,DET,TE8,8,77,148,103.71,11.90,22978
Courtland Sutton,101,WR,DEN,WR37,8,76,135,104.29,13.24,17253
Wan'Dale Robinson,102,WR,TEN,WR38,8,63,147,105.09,13.16,22985
Josh Downs,103,WR,IND,WR39,8,73,149,105.10,14.09,24706
Jonathon Brooks,104,RB,CAR,RB30,8,71,216,106.45,19.06,26148
Michael Wilson,105,WR,ARI,WR40,8,72,156,106.95,14.74,25333
Aaron Rodgers,106,QB,PIT,QB28,8,60,175,92.68,18.36,9001
Quentin Johnston,107,WR,LAC,WR41,8,69,157,109.93,13.86,23123
Stefon Diggs,108,WR,WAS,WR42,8,72,204,108.28,20.66,13981
RJ Harvey,109,RB,DEN,RB31,8,63,151,111.96,14.51,27142
George Kittle,110,TE,SF,TE9,8,65,153,112.35,11.72,16499
Kenny Gainwell,111,RB,TB,RB32,8,81,163,112.85,12.63,23310
Chuba Hubbard,112,RB,CAR,RB33,8,62,148,114.82,14.82,19792
Alec Pierce,113,WR,IND,WR43,8,73,157,115.54,16.93,23791
Geno Smith,114,QB,NYJ,QB29,8,66,175,96.64,18.88,11687
Jayden Reed,115,WR,GB,WR44,8,79,157,116.48,14.72,23020
Travis Kelce,116,TE,KC,TE10,8,86,152,116.64,13.66,11594
J.K. Dobbins,117,RB,DEN,RB34,8,87,145,118.76,13.03,19245
Jordan Addison,118,WR,MIN,WR45,9,89,167,121.43,13.78,23107
KC Concepcion,119,WR,CLE,WR46,9,90,185,123.28,15.74,27331
MarShawn Lloyd,120,RB,GB,RB35,9,77,258,119.93,32.57,23118
Blake Corum,121,RB,LAR,RB36,9,97,162,123.89,12.71,23013
Jakobi Meyers,122,WR,JAC,WR47,9,91,171,124.68,15.15,18598
Rachaad White,123,RB,WAS,RB37,9,86,162,125.20,13.34,23891
Makai Lemon,124,WR,PHI,WR48,9,91,241,125.56,20.25,25420
Dalton Kincaid,125,TE,BUF,TE11,9,104,174,126.56,12.14,25247
Jordan Mason,126,RB,MIN,RB38,9,92,164,126.74,14.52,22969
Jacory Croskey-Merritt,127,RB,WAS,RB39,9,84,152,128.52,12.92,27316
Aaron Jones Sr.,128,RB,MIN,RB40,9,81,160,130.48,14.36,16673
Isaiah Likely,129,TE,NYG,TE12,9,93,228,130.66,23.79,23781
Dallas Goedert,130,TE,PHI,TE13,9,104,164,131.15,13.48,17270
Kyle Monangai,131,RB,CHI,RB41,9,96,184,132.86,12.52,27131
De'Zhaun Stribling,132,WR,SF,WR49,9,89,270,131.38,23.91,28138
Jake Ferguson,133,TE,DAL,TE14,9,93,183,134.00,14.92,22718
Matthew Golden,134,WR,GB,WR50,9,97,193,133.67,16.17,26024
Jalen Coker,135,WR,CAR,WR51,9,101,182,135.91,13.72,26403
Romeo Doubs,136,WR,NE,WR52,9,109,188,137.73,12.43,23794
Juwan Johnson,137,TE,NO,TE15,9,106,194,138.42,16.29,19562
Khalil Shakir,138,WR,BUF,WR53,9,102,183,136.89,13.51,23748
Xavier Worthy,139,WR,KC,WR54,9,111,192,140.04,13.43,23019
Woody Marks,140,RB,HOU,RB42,9,111,187,144.72,11.90,27520
Mark Andrews,141,TE,BAL,TE16,9,108,212,143.20,18.22,17269
Tyler Allgeier,142,RB,ARI,RB43,9,108,185,146.31,11.77,24172
