name,Rank,position,team,position_rank,tier,rank_min,rank_max,rank_ave,rank_std,source_player_id
Josh Allen,1,QB,BUF,QB1,1,1,3,1.22,0.50,17298
Drake Maye,2,QB,NE,QB2,1,1,6,2.22,1.03,23046
Lamar Jackson,3,QB,BAL,QB3,1,2,11,4.78,2.27,17233
Jayden Daniels,4,QB,WAS,QB4,1,3,11,5.00,2.49,22902
Ja'Marr Chase,5,WR,CIN,WR1,2,3,8,6.52,1.87,19788
Joe Burrow,6,QB,CIN,QB5,2,3,21,7.59,4.84,19196
Caleb Williams,7,QB,CHI,QB6,2,4,19,8.41,3.85,23084
Jaxon Smith-Njigba,8,WR,SEA,WR2,2,2,14,8.85,2.50,23070
Puka Nacua,9,WR,LAR,WR3,2,6,18,10.59,3.38,23180
Bijan Robinson,10,RB,ATL,RB1,2,3,18,11.85,4.99,23133
Justin Herbert,11,QB,LAC,QB7,2,5,28,12.07,6.31,18635
Jahmyr Gibbs,12,RB,DET,RB2,3,4,19,13.04,5.39,22968
Patrick Mahomes II,13,QB,KC,QB8,3,7,26,13.93,5.56,16413
Jalen Hurts,14,QB,PHI,QB9,3,6,29,15.56,5.46,19275
Trevor Lawrence,15,QB,JAC,QB10,3,11,32,16.74,5.80,19780
Amon-Ra St. Brown,16,WR,DET,WR4,3,9,26,17.59,4.79,19799
Justin Jefferson,17,WR,MIN,WR5,3,10,24,17.93,3.86,19236
CeeDee Lamb,18,WR,DAL,WR6,3,14,29,20.41,3.84,19202
Ashton Jeanty,19,RB,LV,RB3,3,11,27,20.85,4.51,25989
Malik Nabers,20,WR,NYG,WR7,3,10,34,20.89,6.18,25409
Jaxson Dart,21,QB,NYG,QB11,4,12,37,21.52,7.79,23160
Brock Purdy,22,QB,SF,QB12,4,14,44,22.26,8.95,19797
Bo Nix,23,QB,DEN,QB13,4,13,41,22.37,8.47,22910
Jeremiyah Love,24,RB,ARI,RB4,4,13,32,24.26,4.95,25403
Drake London,25,WR,ATL,WR8,4,15,30,25.30,4.05,23163
De'Von Achane,26,RB,MIA,RB5,4,17,36,27.85,4.27,23136
Brock Bowers,27,TE,LV,TE1,4,11,44,28.70,9.74,22955
Omarion Hampton,28,RB,LAC,RB6,4,19,38,30.37,4.75,25395
Dak Prescott,29,QB,DAL,QB14,4,15,61,30.56,14.16,15600
Tetairoa McMillan,30,WR,CAR,WR9,4,23,39,30.78,3.97,25417
James Cook III,31,RB,BUF,RB7,4,19,38,31.52,4.47,22958
Nico Collins,32,WR,HOU,WR10,4,27,41,33.11,3.13,20130
Jordan Love,33,QB,GB,QB15,5,17,68,33.70,14.17,19246
Jonathan Taylor,34,RB,IND,RB8,5,22,48,33.74,5.75,19217
George Pickens,35,WR,DAL,WR11,5,20,42,34.52,4.82,22963
Emeka Egbuka,36,WR,TB,WR12,5,27,50,34.96,5.03,23062
Trey McBride,37,TE,ARI,TE2,5,16,58,37.89,9.46,22936
Chris Olave,38,WR,NO,WR13,5,30,51,39.07,4.78,20111
Kenneth Walker III,39,RB,KC,RB9,5,31,63,41.15,7.89,23021
Garrett Wilson,40,WR,NYJ,WR14,5,33,55,41.41,5.22,23072
Carnell Tate,41,WR,TEN,WR15,5,29,58,42.74,7.21,26009
Zay Flowers,42,WR,BAL,WR16,5,34,60,45.00,6.13,22916
Ladd McConkey,43,WR,LAC,WR17,5,38,58,45.33,4.68,26122
