name,Rank,position,team,position_rank,tier,rank_min,rank_max,rank_ave,rank_std,source_player_id
Josh Allen,1,QB,BUF,QB1,1,1,2,1.14,0.35,17298
Drake Maye,2,QB,NE,QB2,1,1,6,2.71,1.22,23046
Lamar Jackson,3,QB,BAL,QB3,1,2,11,4.86,2.67,17233
Jayden Daniels,4,QB,WAS,QB4,1,3,11,5.50,2.64,22902
Ja'Marr Chase,5,WR,CIN,WR1,2,3,8,6.43,1.84,19788
Jaxon Smith-Njigba,6,WR,SEA,WR2,2,2,16,9.00,3.14,23070
Joe Burrow,7,QB,CIN,QB5,2,3,21,9.07,5.87,19196
Caleb Williams,8,QB,CHI,QB6,2,5,14,9.07,3.10,23084
Puka Nacua,9,WR,LAR,WR3,2,6,16,9.79,2.60,23180
Bijan Robinson,10,RB,ATL,RB1,2,3,18,10.86,5.25,23133
Jahmyr Gibbs,11,RB,DET,RB2,2,5,19,11.36,5.29,22968
Justin Herbert,12,QB,LAC,QB7,3,5,26,12.50,6.87,18635
Jalen Hurts,13,QB,PHI,QB8,3,4,24,13.64,6.83,19275
Amon-Ra St. Brown,14,WR,DET,WR4,3,9,22,15.14,3.34,19799
Patrick Mahomes II,15,QB,KC,QB9,3,7,26,16.86,5.73,16413
Trevor Lawrence,16,QB,JAC,QB10,3,12,28,17.86,5.77,19780
Justin Jefferson,17,WR,MIN,WR5,3,13,22,18.50,3.13,19236
CeeDee Lamb,18,WR,DAL,WR6,3,14,29,19.43,4.72,19202
Ashton Jeanty,19,RB,LV,RB3,4,11,29,20.79,5.60,25989
Malik Nabers,20,WR,NYG,WR7,4,13,35,22.64,6.87,25409
Jeremiyah Love,21,RB,ARI,RB4,4,13,34,23.21,6.62,25403
Jaxson Dart,22,QB,NYG,QB11,4,13,34,23.43,7.01,23160
Brock Purdy,23,QB,SF,QB12,4,14,42,23.57,9.06,19797
Drake London,24,WR,ATL,WR8,4,15,28,23.57,3.60,23163
Bo Nix,25,QB,DEN,QB13,4,14,38,24.79,7.41,22910
De'Von Achane,26,RB,MIA,RB5,4,17,39,28.00,5.71,23136
James Cook III,27,RB,BUF,RB6,4,19,35,28.50,4.39,22958
Brock Bowers,28,TE,LV,TE1,4,11,44,29.71,10.46,22955
Dak Prescott,29,QB,DAL,QB14,4,17,57,30.29,13.39,15600
Tetairoa McMillan,30,WR,CAR,WR9,4,24,40,31.21,4.72,25417
Omarion Hampton,31,RB,LAC,RB7,5,19,41,31.50,5.63,25395
Nico Collins,32,WR,HOU,WR10,5,27,37,32.21,2.88,20130
Jonathan Taylor,33,RB,IND,RB8,5,21,47,32.43,7.22,19217
Jordan Love,34,QB,GB,QB15,5,20,58,33.00,11.75,19246
George Pickens,35,WR,DAL,WR11,5,23,41,34.50,5.18,22963
Trey McBride,36,TE,ARI,TE2,5,16,48,36.50,10.13,22936
Emeka Egbuka,37,WR,TB,WR12,5,27,50,37.00,6.67,23062
Chris Olave,38,WR,NO,WR13,5,31,45,38.07,3.51,20111
Garrett Wilson,39,WR,NYJ,WR14,5,35,58,42.29,6.04,23072
Kenneth Walker III,40,RB,KC,RB9,5,31,64,42.79,9.56,23021
Jared Goff,41,QB,DET,QB16,5,25,72,43.64,14.26,15501
Carnell Tate,42,WR,TEN,WR15,5,29,68,44.71,10.05,26009
Zay Flowers,43,WR,BAL,WR16,5,37,60,45.43,5.51,22916
Ladd McConkey,44,WR,LAC,WR17,6,41,56,47.93,5.19,26122
DeVonta Smith,45,WR,PHI,WR18,6,40,57,48.14,5.64,19222
A.J. Brown,46,WR,NE,WR19,6,35,65,48.86,8.45,18218
Colston Loveland,47,TE,CHI,TE3,6,22,61,49.07,12.72,26006
Luther Burden III,48,WR,CHI,WR20,6,34,72,49.21,9.92,27016
Breece Hall,49,RB,NYJ,RB10,6,39,72,49.29,10.44,22982
Tee Higgins,50,WR,CIN,WR21,6,42,62,52.00,7.96,19211
Fernando Mendoza,51,QB,LV,QB17,6,25,87,54.50,16.41,28013
Chase Brown,52,RB,CIN,RB11,6,47,63,54.50,4.10,25324
Jaylen Waddle,53,WR,DEN,WR22,6,41,71,55.21,8.64,19790
Tyler Warren,54,TE,IND,TE4,6,39,63,55.50,7.42,26434
Makai Lemon,55,WR,PHI,WR23,6,46,85,56.86,10.58,25420
Rashee Rice,56,WR,KC,WR24,6,37,91,57.57,16.93,23113
Baker Mayfield,57,QB,TB,QB18,6,50,79,59.57,8.08,17237
Jordyn Tyson,58,WR,NO,WR25,6,43,92,60.14,16.41,26035
Tucker Kraft,59,TE,GB,TE5,6,52,68,62.21,4.07,25298
Christian McCaffrey,60,RB,SF,RB12,6,38,75,62.57,12.02,16393
Rome Odunze,61,WR,CHI,WR26,7,47,82,63.00,10.36,25411
Tyler Shough,62,QB,NO,QB19,7,51,84,63.21,9.99,23096
Cam Ward,63,QB,TEN,QB20,7,52,81,64.50,9.45,24755
C.J. Stroud,64,QB,HOU,QB21,7,38,90,64.93,16.51,23071
Jameson Williams,65,WR,DET,WR27,7,51,78,65.86,7.54,23677
Saquon Barkley,66,RB,PHI,RB13,7,49,75,66.00,7.26,17240
Quinshon Judkins,67,RB,CLE,RB14,7,51,93,67.43,10.91,25391
Harold Fannin Jr.,68,TE,CLE,TE6,7,55,84,67.86,6.73,27050
TreVeyon Henderson,69,RB,NE,RB15,7,48,102,68.64,14.55,23065
Kyren Williams,70,RB,LAR,RB16,7,63,75,68.79,4.23,23059
Marvin Harrison Jr.,71,WR,ARI,WR28,7,55,90,71.07,10.13,23064
Kyler Murray,72,QB,MIN,QB22,7,49,101,72.57,15.79,18600
