name,Rank,source_rank,position,team,source_player_id,adp,adp_formatted,times_drafted,high,low,stdev,bye,source_format,source_team_count,actual_league_team_count,sample_total_drafts,sample_start_date,sample_end_date
Josh Allen,1,1,QB,BUF,2885,1.4,1.01,563,1,4,0.7,7,2qb,10,6,3577,2026-07-14,2026-08-13
Jahmyr Gibbs,2,2,RB,DET,5672,2.1,1.02,376,1,4,0.8,6,2qb,10,6,3577,2026-07-14,2026-08-13
Bijan Robinson,3,3,RB,ATL,5670,2.6,1.03,259,1,4,0.7,11,2qb,10,6,3577,2026-07-14,2026-08-13
Puka Nacua,4,4,WR,LAR,5714,5.6,1.06,346,1,13,2.3,11,2qb,10,6,3577,2026-07-14,2026-08-13
Drake Maye,5,5,QB,NE,6187,5.8,1.06,293,1,12,2.1,11,2qb,10,6,3577,2026-07-14,2026-08-13
Lamar Jackson,6,6,QB,BAL,2888,6.2,1.06,460,1,14,2.2,13,2qb,10,6,3577,2026-07-14,2026-08-13
Jonathan Taylor,7,7,RB,IND,4864,6.5,1.06,254,3,12,1.6,13,2qb,10,6,3577,2026-07-14,2026-08-13
Joe Burrow,8,8,QB,CIN,4882,7.3,1.07,378,1,15,2.5,6,2qb,10,6,3577,2026-07-14,2026-08-13
Ja'Marr Chase,9,9,WR,CIN,5177,9.3,1.09,998,1,26,4.3,6,2qb,10,6,3577,2026-07-14,2026-08-13
Dak Prescott,10,10,QB,DAL,2377,11.2,2.01,287,2,19,3.1,14,2qb,10,6,3577,2026-07-14,2026-08-13
Christian McCaffrey,11,11,RB,SF,2434,11.8,2.02,665,3,21,3.1,8,2qb,10,6,3577,2026-07-14,2026-08-13
Jayden Daniels,12,12,QB,WAS,5854,12.4,2.02,386,5,20,2.8,7,2qb,10,6,3577,2026-07-14,2026-08-13
Jaxon Smith-Njigba,13,13,WR,SEA,5671,12.8,2.03,453,1,30,5,11,2qb,10,6,3577,2026-07-14,2026-08-13
Derrick Henry,14,14,RB,BAL,2350,12.8,2.03,178,6,23,3.4,13,2qb,10,6,3577,2026-07-14,2026-08-13
Jalen Hurts,15,15,QB,PHI,5025,15.7,2.06,254,6,29,3.4,10,2qb,10,6,3577,2026-07-14,2026-08-13
Trevor Lawrence,16,16,QB,JAX,5186,16.6,2.07,192,4,29,4.8,7,2qb,10,6,3577,2026-07-14,2026-08-13
Brock Purdy,17,17,QB,SF,5648,16.8,2.07,71,9,29,4.1,8,2qb,10,6,3577,2026-07-14,2026-08-13
Matthew Stafford,18,18,QB,LAR,1664,17.7,2.08,248,11,36,3.4,11,2qb,10,6,3577,2026-07-14,2026-08-13
