name,Rank,source_rank,position,team,source_player_id,adp,adp_formatted,times_drafted,high,low,stdev,bye,source_format,source_team_count,actual_league_team_count,sample_total_drafts,sample_start_date,sample_end_date
Josh Allen,1,1,QB,BUF,2885,1.4,1.01,528,1,4,0.7,7,2qb,10,6,3258,2026-07-12,2026-08-11
Jahmyr Gibbs,2,2,RB,DET,5672,2.1,1.02,323,1,4,0.8,6,2qb,10,6,3258,2026-07-12,2026-08-11
Bijan Robinson,3,3,RB,ATL,5670,2.7,1.03,241,1,4,0.7,11,2qb,10,6,3258,2026-07-12,2026-08-11
Lamar Jackson,4,5,QB,BAL,2888,5.8,1.06,394,1,14,2.1,13,2qb,10,6,3258,2026-07-12,2026-08-11
Puka Nacua,5,4,WR,LAR,5714,5.8,1.06,316,1,13,2.4,11,2qb,10,6,3258,2026-07-12,2026-08-11
Drake Maye,6,6,QB,NE,6187,5.9,1.06,276,1,12,2.1,11,2qb,10,6,3258,2026-07-12,2026-08-11
Jonathan Taylor,7,7,RB,IND,4864,6.5,1.07,227,3,12,1.6,13,2qb,10,6,3258,2026-07-12,2026-08-11
Joe Burrow,8,8,QB,CIN,4882,7.1,1.07,320,1,14,2.6,6,2qb,10,6,3258,2026-07-12,2026-08-11
Ja'Marr Chase,9,9,WR,CIN,5177,9.5,1.10,904,1,26,4.4,6,2qb,10,6,3258,2026-07-12,2026-08-11
Dak Prescott,10,10,QB,DAL,2377,10.9,2.01,248,2,19,3.2,14,2qb,10,6,3258,2026-07-12,2026-08-11
Christian McCaffrey,11,11,RB,SF,2434,11.9,2.02,594,3,21,3.2,8,2qb,10,6,3258,2026-07-12,2026-08-11
Jayden Daniels,12,12,QB,WAS,5854,12.2,2.02,328,5,20,2.6,7,2qb,10,6,3258,2026-07-12,2026-08-11
Derrick Henry,13,13,RB,BAL,2350,13.2,2.03,161,6,23,3.5,13,2qb,10,6,3258,2026-07-12,2026-08-11
Jaxon Smith-Njigba,14,14,WR,SEA,5671,13.4,2.03,412,1,30,5.1,11,2qb,10,6,3258,2026-07-12,2026-08-11
Jalen Hurts,15,15,QB,PHI,5025,15.7,2.06,229,6,29,3.6,10,2qb,10,6,3258,2026-07-12,2026-08-11
Trevor Lawrence,16,16,QB,JAX,5186,16.1,2.06,168,5,27,4.3,7,2qb,10,6,3258,2026-07-12,2026-08-11
Brock Purdy,17,17,QB,SF,5648,16.8,2.07,66,9,29,4.1,8,2qb,10,6,3258,2026-07-12,2026-08-11
Matthew Stafford,18,18,QB,LAR,1664,17.8,2.08,232,11,36,3.5,11,2qb,10,6,3258,2026-07-12,2026-08-11
Patrick Mahomes,19,19,QB,KC,2462,18.5,2.09,178,4,31,5.5,5,2qb,10,6,3258,2026-07-12,2026-08-11
Amon-Ra St. Brown,20,20,WR,DET,5182,18.6,2.09,737,7,32,4.7,6,2qb,10,6,3258,2026-07-12,2026-08-11
James Cook III,21,21,RB,BUF,5652,19.3,2.09,810,8,30,4.2,7,2qb,10,6,3258,2026-07-12,2026-08-11
Justin Herbert,22,22,QB,LAC,4887,22.9,3.03,317,8,45,6.4,7,2qb,10,6,3258,2026-07-12,2026-08-11
Caleb Williams,23,23,QB,CHI,6173,23.1,3.03,358,8,45,5.7,10,2qb,10,6,3258,2026-07-12,2026-08-11
Jared Goff,24,24,QB,DET,2351,23.2,3.03,165,12,42,4.5,6,2qb,10,6,3258,2026-07-12,2026-08-11
De'Von Achane,25,26,RB,MIA,5683,24.7,3.05,221,14,35,4,6,2qb,10,6,3258,2026-07-12,2026-08-11
Drake London,26,25,WR,ATL,5574,24.7,3.05,88,13,36,4.5,11,2qb,10,6,3258,2026-07-12,2026-08-11
Jaxson Dart,27,27,QB,NYG,6568,25.6,3.06,109,16,48,5.4,8,2qb,10,6,3258,2026-07-12,2026-08-11
Saquon Barkley,28,28,RB,PHI,2860,26.8,3.07,746,15,40,4.4,10,2qb,10,6,3258,2026-07-12,2026-08-11
CeeDee Lamb,29,29,WR,DAL,4869,27.9,3.08,667,14,43,5.3,14,2qb,10,6,3258,2026-07-12,2026-08-11
Ashton Jeanty,30,30,RB,LV,6500,29.6,3.10,558,14,42,5.8,13,2qb,10,6,3258,2026-07-12,2026-08-11
Bo Nix,31,31,QB,DEN,6253,30.6,4.01,220,19,56,6.8,10,2qb,10,6,3258,2026-07-12,2026-08-11
Justin Jefferson,32,32,WR,MIN,4876,31.6,4.02,692,15,46,6.4,6,2qb,10,6,3258,2026-07-12,2026-08-11
Josh Jacobs,33,33,RB,GB,3255,32,4.02,134,19,46,4.9,11,2qb,10,6,3258,2026-07-12,2026-08-11
George Pickens,34,34,WR,DAL,5576,33.9,4.04,130,18,44,5.8,14,2qb,10,6,3258,2026-07-12,2026-08-11
A.J. Brown,35,35,WR,NE,3247,34.3,4.04,295,21,43,4.8,11,2qb,10,6,3258,2026-07-12,2026-08-11
Omarion Hampton,36,36,RB,LAC,6538,37.1,4.07,721,20,54,6.5,7,2qb,10,6,3258,2026-07-12,2026-08-11
Chase Brown,37,37,RB,CIN,5706,37.2,4.07,668,20,53,6.4,6,2qb,10,6,3258,2026-07-12,2026-08-11
Baker Mayfield,38,38,QB,TB,2886,37.4,4.07,324,23,65,7.5,10,2qb,10,6,3258,2026-07-12,2026-08-11
Rashee Rice,39,39,WR,KC,5696,38.6,4.09,211,14,60,13.2,5,2qb,10,6,3258,2026-07-12,2026-08-11
