name,Rank,source_rank,position,team,source_player_id,adp,adp_formatted,times_drafted,high,low,stdev,bye,source_format,source_team_count,actual_league_team_count,sample_total_drafts,sample_start_date,sample_end_date
Jahmyr Gibbs,1,1,RB,DET,5672,1.7,1.02,1176,1,4,0.8,6,2qb,10,6,7150,2026-08-05,2026-09-04
Josh Allen,2,2,QB,BUF,2885,1.8,1.02,1212,1,4,0.9,7,2qb,10,6,7150,2026-08-05,2026-09-04
Bijan Robinson,3,3,RB,ATL,5670,2.6,1.03,631,1,6,0.6,11,2qb,10,6,7150,2026-08-05,2026-09-04
Puka Nacua,4,4,WR,LAR,5714,4.9,1.05,548,1,10,1.3,11,2qb,10,6,7150,2026-08-05,2026-09-04
Jonathan Taylor,5,5,RB,IND,4864,5.2,1.05,636,3,10,1.3,13,2qb,10,6,7150,2026-08-05,2026-09-04
Ja'Marr Chase,6,6,WR,CIN,5177,6.2,1.06,1679,1,14,2.2,6,2qb,10,6,7150,2026-08-05,2026-09-04
Drake Maye,7,7,QB,NE,6187,7.7,1.08,893,1,17,2.9,11,2qb,10,6,7150,2026-08-05,2026-09-04
Jaxon Smith-Njigba,8,8,WR,SEA,5671,8.4,1.08,877,2,18,2.1,11,2qb,10,6,7150,2026-08-05,2026-09-04
Lamar Jackson,9,9,QB,BAL,2888,8.6,1.09,1556,1,17,3.1,13,2qb,10,6,7150,2026-08-05,2026-09-04
Joe Burrow,10,10,QB,CIN,4882,9.6,1.10,1184,2,20,2.9,6,2qb,10,6,7150,2026-08-05,2026-09-04
Christian McCaffrey,11,11,RB,SF,2434,9.7,1.10,1260,3,20,2.9,8,2qb,10,6,7150,2026-08-05,2026-09-04
Derrick Henry,12,12,RB,BAL,2350,10.1,1.10,470,3,18,2.4,13,2qb,10,6,7150,2026-08-05,2026-09-04
Amon-Ra St. Brown,13,13,WR,DET,5182,13.1,2.03,1483,4,24,3.3,6,2qb,10,6,7150,2026-08-05,2026-09-04
Dak Prescott,14,14,QB,DAL,2377,14,2.04,767,6,27,3,14,2qb,10,6,7150,2026-08-05,2026-09-04
James Cook III,15,15,RB,BUF,5652,14.1,2.04,1749,4,30,4.3,7,2qb,10,6,7150,2026-08-05,2026-09-04
Jayden Daniels,16,16,QB,WAS,5854,14.3,2.04,736,6,26,3.1,7,2qb,10,6,7150,2026-08-05,2026-09-04
Matthew Stafford,17,17,QB,LAR,1664,17.5,2.07,452,9,28,2.9,11,2qb,10,6,7150,2026-08-05,2026-09-04
Jalen Hurts,18,18,QB,PHI,5025,17.6,2.08,740,9,30,3.2,10,2qb,10,6,7150,2026-08-05,2026-09-04
Brock Purdy,19,19,QB,SF,5648,19.8,2.10,264,12,30,3.1,8,2qb,10,6,7150,2026-08-05,2026-09-04
De'Von Achane,20,20,RB,MIA,5683,20.1,2.10,1005,8,35,4.6,6,2qb,10,6,7150,2026-08-05,2026-09-04
Trevor Lawrence,21,21,QB,JAX,5186,20.8,3.01,600,8,37,4.7,7,2qb,10,6,7150,2026-08-05,2026-09-04
Caleb Williams,22,22,QB,CHI,6173,21.2,3.01,905,8,45,4.8,10,2qb,10,6,7150,2026-08-05,2026-09-04
Saquon Barkley,23,23,RB,PHI,2860,23.9,3.04,2225,9,40,5.5,10,2qb,10,6,7150,2026-08-05,2026-09-04
CeeDee Lamb,24,24,WR,DAL,4869,24.7,3.05,2112,10,39,5.3,14,2qb,10,6,7150,2026-08-05,2026-09-04
Patrick Mahomes,25,25,QB,KC,2462,25,3.05,476,10,46,5.6,5,2qb,10,6,7150,2026-08-05,2026-09-04
Jared Goff,26,26,QB,DET,2351,25.1,3.05,529,13,49,4.6,6,2qb,10,6,7150,2026-08-05,2026-09-04
Justin Herbert,27,27,QB,LAC,4887,25.5,3.06,1059,12,53,5.2,7,2qb,10,6,7150,2026-08-05,2026-09-04
Drake London,28,28,WR,ATL,5574,25.7,3.06,332,12,36,5.1,11,2qb,10,6,7150,2026-08-05,2026-09-04
Justin Jefferson,29,29,WR,MIN,4876,27.7,3.08,2073,11,46,6.2,6,2qb,10,6,7150,2026-08-05,2026-09-04
Chase Brown,30,30,RB,CIN,5706,28.8,3.09,2367,12,48,6.3,6,2qb,10,6,7150,2026-08-05,2026-09-04
Bo Nix,31,31,QB,DEN,6253,30.2,3.10,695,15,56,5.7,10,2qb,10,6,7150,2026-08-05,2026-09-04
Jaxson Dart,32,32,QB,NYG,6568,32.5,4.02,491,13,61,7.4,8,2qb,10,6,7150,2026-08-05,2026-09-04
Ashton Jeanty,33,33,RB,LV,6500,32.6,4.03,1594,9,62,8.8,13,2qb,10,6,7150,2026-08-05,2026-09-04
Rashee Rice,34,34,WR,KC,5696,33,4.03,278,17,45,6.2,5,2qb,10,6,7150,2026-08-05,2026-09-04
George Pickens,35,35,WR,DAL,5576,33.1,4.03,442,19,43,5.4,14,2qb,10,6,7150,2026-08-05,2026-09-04
A.J. Brown,36,36,WR,NE,3247,34.5,4.04,1101,21,48,5.1,11,2qb,10,6,7150,2026-08-05,2026-09-04
Kenneth Walker,37,37,RB,KC,5625,35.7,4.06,1905,15,58,7.7,5,2qb,10,6,7150,2026-08-05,2026-09-04
Nico Collins,38,38,WR,HOU,5207,36.1,4.06,536,24,47,4.4,8,2qb,10,6,7150,2026-08-05,2026-09-04
Kyren Williams,39,39,RB,LAR,5623,38.2,4.08,724,23,52,5.6,11,2qb,10,6,7150,2026-08-05,2026-09-04
Omarion Hampton,40,40,RB,LAC,6538,38.7,4.09,1994,22,54,6.4,7,2qb,10,6,7150,2026-08-05,2026-09-04
Zay Flowers,41,41,WR,BAL,5675,41.4,5.01,267,31,55,3.9,13,2qb,10,6,7150,2026-08-05,2026-09-04
Chris Olave,42,42,WR,NO,5544,41.5,5.01,687,26,58,5.7,8,2qb,10,6,7150,2026-08-05,2026-09-04
Baker Mayfield,43,43,QB,TB,2886,43.2,5.03,1183,21,74,8.4,10,2qb,10,6,7150,2026-08-05,2026-09-04
Josh Jacobs,44,44,RB,GB,3255,44.5,5.05,335,1,126,22.4,11,2qb,10,6,7150,2026-08-05,2026-09-04
Javonte Williams,45,45,RB,DAL,5185,44.8,5.05,815,31,58,5.3,14,2qb,10,6,7150,2026-08-05,2026-09-04
Malik Nabers,46,46,WR,NYG,6183,46.7,5.07,1553,31,66,6,8,2qb,10,6,7150,2026-08-05,2026-09-04
Jeremiyah Love,47,47,RB,ARI,6769,48.6,5.09,870,34,65,5.3,14,2qb,10,6,7150,2026-08-05,2026-09-04
