name,Rank,source_rank,position,team,source_player_id,adp,adp_formatted,times_drafted,high,low,stdev,bye,source_format,source_team_count,actual_league_team_count,sample_total_drafts,sample_start_date,sample_end_date
Jahmyr Gibbs,1,1,RB,DET,5672,1.5,1.01,2181,1,4,0.7,6,ppr,8,6,8234,2026-08-23,2026-08-30
Bijan Robinson,2,2,RB,ATL,5670,2.3,1.02,1277,1,6,0.7,11,ppr,8,6,8234,2026-08-23,2026-08-30
Puka Nacua,3,3,WR,LAR,5714,3,1.03,354,1,6,0.8,11,ppr,8,6,8234,2026-08-23,2026-08-30
Ja'Marr Chase,4,4,WR,CIN,5177,3.9,1.04,2261,1,9,1,6,ppr,8,6,8234,2026-08-23,2026-08-30
Jaxon Smith-Njigba,5,5,WR,SEA,5671,5.5,1.06,1180,2,11,1.2,11,ppr,8,6,8234,2026-08-23,2026-08-30
Amon-Ra St. Brown,6,6,WR,DET,5182,6.4,1.06,1326,2,12,1.4,6,ppr,8,6,8234,2026-08-23,2026-08-30
Christian McCaffrey,7,7,RB,SF,2434,6.6,1.07,1798,2,12,1.7,8,ppr,8,6,8234,2026-08-23,2026-08-30
Jonathan Taylor,8,8,RB,IND,4864,7.4,1.07,2048,2,12,1.7,13,ppr,8,6,8234,2026-08-23,2026-08-30
De'Von Achane,9,9,RB,MIA,5683,10.3,2.02,838,5,16,1.9,6,ppr,8,6,8234,2026-08-23,2026-08-30
CeeDee Lamb,10,10,WR,DAL,4869,10.5,2.03,1380,5,17,1.9,14,ppr,8,6,8234,2026-08-23,2026-08-30
Drake London,11,11,WR,ATL,5574,11.4,2.03,339,6,18,2.2,11,ppr,8,6,8234,2026-08-23,2026-08-30
Justin Jefferson,12,12,WR,MIN,4876,11.9,2.04,1547,6,20,2.2,6,ppr,8,6,8234,2026-08-23,2026-08-30
James Cook III,13,13,RB,BUF,5652,12.5,2.04,3240,5,22,2.8,7,ppr,8,6,8234,2026-08-23,2026-08-30
Chase Brown,14,14,RB,CIN,5706,13,2.05,2063,6,22,2.6,6,ppr,8,6,8234,2026-08-23,2026-08-30
Rashee Rice,15,15,WR,KC,5696,15.6,2.08,315,9,25,2.5,5,ppr,8,6,8234,2026-08-23,2026-08-30
Derrick Henry,16,16,RB,BAL,2350,16.8,3.01,1165,10,24,2.5,13,ppr,8,6,8234,2026-08-23,2026-08-30
A.J. Brown,17,17,WR,NE,3247,17.6,3.02,1702,9,27,2.9,11,ppr,8,6,8234,2026-08-23,2026-08-30
Chris Olave,18,18,WR,NO,5544,18.9,3.03,618,11,28,3,8,ppr,8,6,8234,2026-08-23,2026-08-30
Saquon Barkley,19,19,RB,PHI,2860,19,3.03,3082,10,30,3.4,10,ppr,8,6,8234,2026-08-23,2026-08-30
Ashton Jeanty,20,20,RB,LV,6500,19.9,3.04,1009,6,35,5.2,13,ppr,8,6,8234,2026-08-23,2026-08-30
George Pickens,21,21,WR,DAL,5576,20.7,3.05,786,12,29,3.1,14,ppr,8,6,8234,2026-08-23,2026-08-30
Kenneth Walker,22,22,RB,KC,5625,21.1,3.05,2732,10,37,3.9,5,ppr,8,6,8234,2026-08-23,2026-08-30
